Koordinatensystem : Lambert konform konisch
Rechtswert        : 3938500 Meter
Hochwert          : 2337500 Meter
Hoehenlage        : 429 Meter ueber NN
Erstellung des Datensatzes im Mai 2016

Art des TRY       : mittleres Jahr
Bezugszeitraum    : 1995-2012
Datenbasis        : Beobachtungsdaten Zeitraum 1995-2012

Format: (i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)

Reihenfolge der Parameter:
RW Rechtswert                                                    [m]       {3670500;3671500..4389500}
HW Hochwert                                                      [m]       {2242500;2243500..3179500}
MM Monat                                                                   {1..12}
DD Tag                                                                     {1..28,30,31}
HH Stunde (MEZ)                                                            {1..24}
t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]
p  Luftdruck in Standorthoehe                                    [hPa]
WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}
WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]
N  Bedeckungsgrad                                                [Achtel]  {0..8;9}
x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]
RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}
B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv
D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv
A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv
E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ
IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}


     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
3938500 2337500  3 14 20  13.0  971 262  1.7 6  6.0  62    0    0 315 -346  2
3938500 2337500  3 14 21  11.1  972  99  1.0 3  6.0  65    0    0 287 -344  2
3938500 2337500  3 14 22   9.6  973 297  1.5 2  5.9  73    0    0 257 -342  2
3938500 2337500  3 14 23   8.6  973 248  1.7 1  5.7  76    0    0 241 -341  2
3938500 2337500  3 14 24   7.5  973 314  1.7 0  5.7  81    0    0 228 -340  2
3938500 2337500  3 15  1   7.1  973 305  1.0 2  5.7  85    0    0 234 -339  2
3938500 2337500  3 15  2   6.1  974 271  1.8 2  5.6  89    0    0 243 -338  2
3938500 2337500  3 15  3   5.5  974 313  1.0 1  5.5  91    0    0 228 -337  2
3938500 2337500  3 15  4   5.1  974   5  1.1 1  5.4  94    0    0 219 -335  2
3938500 2337500  3 15  5   4.7  974  34  1.0 2  5.5  98    0    0 226 -333  2
3938500 2337500  3 15  6   4.3  975  78  1.2 0  5.3  98    0    0 219 -332  2
3938500 2337500  3 15  7   3.9  975  96  1.1 5  5.2  98    0    0 239 -331  2
3938500 2337500  3 15  8   4.5  976   1  0.9 7  5.3  99    1   46 283 -330  2
3938500 2337500  3 15  9   6.2  976  46  0.3 6  5.7  98   15  147 294 -335  2
3938500 2337500  3 15 10   8.1  976  19  1.0 3  6.1  93  101  222 278 -342  2
3938500 2337500  3 15 11   9.9  975  25  1.1 1  6.4  86  176  305 258 -350  2
3938500 2337500  3 15 12  12.1  976  36  1.0 0  6.4  76  216  366 250 -358  2
3938500 2337500  3 15 13  14.1  976  56  1.8 1  6.6  67  226  380 256 -363  2
3938500 2337500  3 15 14  14.6  975  88  2.4 3  6.8  64  196  369 276 -363  2
3938500 2337500  3 15 15  13.8  975  29  2.7 2  6.8  65  192  317 280 -360  2
3938500 2337500  3 15 16  13.2  974  42  2.4 3  6.9  68  135  249 278 -358  2
3938500 2337500  3 15 17  11.6  974  62  2.6 4  6.7  72   60  162 287 -356  2
3938500 2337500  3 15 18  11.2  974  91  1.8 5  6.6  76   22   69 297 -353  2
3938500 2337500  3 15 19   9.6  975  50  1.1 4  6.4  79    1    9 297 -346  2
3938500 2337500  3 15 20   8.9  975  77  0.9 6  6.4  84    0    0 300 -341  2
3938500 2337500  3 15 21   8.7  975  74  0.9 7  6.3  86    0    0 314 -339  2
3938500 2337500  3 15 22   7.1  975 102  1.3 6  6.2  89    0    0 313 -338  2
3938500 2337500  3 15 23   6.6  975  84  1.5 6  6.1  94    0    0 306 -337  2
3938500 2337500  3 15 24   6.0  975  41  1.0 5  5.9  96    0    0 301 -337  2
3938500 2337500  3 16  1   6.0  976  53  1.5 8  5.9  98    0    0 311 -337  2
3938500 2337500  3 16  2   6.1  976  59  0.8 8  5.9  97    0    0 329 -337  2
3938500 2337500  3 16  3   5.4  976  69  1.6 8  5.6  95    0    0 327 -338  2
3938500 2337500  3 16  4   4.6  975  48  0.9 8  5.3  93    0    0 325 -338  2
3938500 2337500  3 16  5   3.8  975  41  0.9 7  5.0  94    0    0 317 -338  2
3938500 2337500  3 16  6   3.7  974  92  1.4 6  5.0  96    0    0 302 -338  2
3938500 2337500  3 16  7   3.2  975 120  0.8 2  5.0  98    0    0 269 -339  2
3938500 2337500  3 16  8   3.5  975 131  2.5 3  4.7  94   37   58 248 -339  2
3938500 2337500  3 16  9   5.2  976 145  2.1 2  4.7  87  130  125 250 -341  2
3938500 2337500  3 16 10   6.9  976 135  2.0 2  4.8  78  218  180 248 -344  2
3938500 2337500  3 16 11   8.0  976 143  2.8 4  4.7  71  258  209 265 -348  2
3938500 2337500  3 16 12  10.6  975 154  1.2 5  4.9  65  323  257 293 -350  2
3938500 2337500  3 16 13  12.7  976 100  1.9 5  5.1  57  418  226 308 -352  2
3938500 2337500  3 16 14  12.4  975 171  2.1 6  4.8  51  265  282 315 -354  2
3938500 2337500  3 16 15  13.0  975  63  3.1 4  4.3  46  352  195 307 -361  2
3938500 2337500  3 16 16  13.2  974  54  3.1 4  4.2  43  269  164 295 -366  2
3938500 2337500  3 16 17  11.8  974  35  3.0 1  4.4  47  165  122 276 -363  2
3938500 2337500  3 16 18  10.4  974  52  3.4 2  4.2  49   60   63 260 -358  2
3938500 2337500  3 16 19   8.8  975  51  2.8 3  4.1  53    3   10 268 -350  2
3938500 2337500  3 16 20   7.5  975  81  3.5 3  4.3  61    0    0 269 -340  2
3938500 2337500  3 16 21   6.7  975 103  2.6 2  4.3  66    0    0 261 -333  2
3938500 2337500  3 16 22   5.5  976 166  2.5 3  4.1  68    0    0 258 -328  2
3938500 2337500  3 16 23   4.9  976 160  3.7 3  4.0  71    0    0 260 -324  2
3938500 2337500  3 16 24   4.0  976 159  2.9 3  4.0  74    0    0 258 -320  2
3938500 2337500  3 17  1   3.1  976 166  3.7 4  4.0  78    0    0 260 -317  2
3938500 2337500  3 17  2   2.5  976 142  3.7 2  3.9  80    0    0 252 -317  2
3938500 2337500  3 17  3   1.8  976 169  2.7 2  3.7  81    0    0 240 -317  2
3938500 2337500  3 17  4   1.0  976 160  2.7 2  3.7  84    0    0 237 -317  2
3938500 2337500  3 17  5   0.2  976 116  2.1 4  3.6  87    0    0 241 -317  2
3938500 2337500  3 17  6   0.0  976 174  2.4 4  3.5  89    0    0 248 -317  2
3938500 2337500  3 17  7  -0.3  976 177  1.7 5  3.5  90    0    2 251 -316  2
3938500 2337500  3 17  8   0.2  976 183  2.9 5  3.5  89   42   54 255 -316  2
3938500 2337500  3 17  9   1.1  976  89  2.2 2  3.5  84  134  112 242 -317  2
3938500 2337500  3 17 10   2.9  976  83  3.9 2  3.5  78  232  156 231 -327  2
3938500 2337500  3 17 11   4.5  976  74  4.2 1  3.6  70  371  160 231 -336  2
3938500 2337500  3 17 12   6.5  976  89  2.5 1  3.7  64  470  159 232 -339  2
3938500 2337500  3 17 13   8.6  976  74  4.6 1  3.8  57  521  154 239 -342  2
3938500 2337500  3 17 14  10.0  975  82  3.0 2  3.6  47  497  151 249 -344  2
3938500 2337500  3 17 15  10.0  975  70  3.9 1  3.5  44  431  144 250 -345  2
3938500 2337500  3 17 16   9.6  974  81  4.1 1  3.5  45  326  125 244 -343  2
3938500 2337500  3 17 17   8.6  973  89  3.9 3  3.4  46  198   97 251 -342  2
3938500 2337500  3 17 18   7.6  974  76  3.8 3  3.3  48   74   55 256 -339  2
3938500 2337500  3 17 19   6.0  974  71  2.4 3  3.3  52    5   10 251 -335  2
3938500 2337500  3 17 20   5.0  975  87  2.3 2  3.4  59    0    0 242 -331  2
3938500 2337500  3 17 21   4.2  975  74  2.4 2  3.4  62    0    0 236 -326  2
3938500 2337500  3 17 22   3.6  974 136  3.0 1  3.4  64    0    0 230 -322  2
3938500 2337500  3 17 23   2.8  974  66  2.2 1  3.3  66    0    0 222 -319  2
3938500 2337500  3 17 24   1.8  974  42  1.7 2  3.3  70    0    0 224 -317  2
3938500 2337500  3 18  1   1.2  974 299  0.8 2  3.3  75    0    0 227 -316  2
3938500 2337500  3 18  2   0.8  974 352  3.2 2  3.3  78    0    0 225 -315  2
3938500 2337500  3 18  3   0.4  974  52  1.4 1  3.3  80    0    0 219 -313  2
3938500 2337500  3 18  4  -0.6  973  26  1.2 2  3.2  82    0    0 218 -311  2
3938500 2337500  3 18  5  -1.5  973  44  1.1 2  3.1  86    0    0 222 -312  2
3938500 2337500  3 18  6  -1.9  972  98  1.1 2  3.1  89    0    0 222 -311  2
3938500 2337500  3 18  7  -2.0  971  88  1.9 2  3.1  90    0    4 222 -311  2
3938500 2337500  3 18  8  -1.7  971  83  2.1 2  3.0  88   66   38 223 -312  2
3938500 2337500  3 18  9  -0.6  972  77  1.5 2  3.1  85  194   64 226 -314  2
3938500 2337500  3 18 10   0.2  972  45  1.8 2  3.1  80   77  200 229 -322  2
3938500 2337500  3 18 11   2.7  971  91  2.3 1  3.2  73  239  185 229 -334  2
3938500 2337500  3 18 12   4.1  972  55  2.3 0  3.3  66  586   52 224 -349  2
3938500 2337500  3 18 13   5.6  971  43  2.3 0  3.4  61  616   54 222 -358  2
3938500 2337500  3 18 14   7.8  970  59  2.3 0  3.6  56  590   52 227 -363  2
3938500 2337500  3 18 15   7.6  969  81  1.5 0  3.5  52  473   96 230 -363  2
3938500 2337500  3 18 16   8.2  969  76  1.7 0  3.4  49  374   76 232 -358  2
3938500 2337500  3 18 17   8.2  969  84  1.9 0  3.3  47  244   50 235 -353  2
3938500 2337500  3 18 18   7.6  968  75  1.2 2  3.1  44   94   35 244 -348  2
3938500 2337500  3 18 19   5.9  967  90  1.0 3  3.0  47    8    8 254 -342  2
3938500 2337500  3 18 20   3.9  968 173  1.1 5  3.1  55    0    0 262 -338  2
3938500 2337500  3 18 21   3.1  968 184  1.2 4  3.3  65    0    0 264 -335  2
3938500 2337500  3 18 22   2.2  968 265  1.7 2  3.5  73    0    0 248 -334  2
3938500 2337500  3 18 23   1.9  967 258  1.2 2  3.6  79    0    0 239 -334  2
3938500 2337500  3 18 24   1.5  967 283  1.1 5  3.7  83    0    0 252 -333  2
3938500 2337500  3 19  1   0.5  967 307  1.0 4  3.6  85    0    0 260 -332  2
3938500 2337500  3 19  2  -0.4  967 293  0.9 3  3.6  90    0    0 250 -331  2
3938500 2337500  3 19  3  -0.3  967 283  0.5 3  3.6  94    0    0 244 -330  2
3938500 2337500  3 19  4  -0.8  966 291  1.1 4  3.5  93    0    0 247 -329  2
3938500 2337500  3 19  5  -0.7  966 260  1.8 5  3.5  94    0    0 257 -327  2
3938500 2337500  3 19  6  -0.1  966 295  1.2 6  3.6  93    0    0 267 -324  2
3938500 2337500  3 19  7   0.0  966 318  0.9 7  3.6  91    0    3 277 -319  2
3938500 2337500  3 19  8   0.3  966 257  1.4 7  3.8  94    0   41 280 -318  2
3938500 2337500  3 19  9   1.6  967 300  1.5 8  3.9  92   32  111 286 -324  2
3938500 2337500  3 19 10   3.6  968 157  2.1 6  3.9  82  192   93 285 -335  2
3938500 2337500  3 19 11   4.3  968 285  1.6 6  3.9  74   18  196 280 -347  2
3938500 2337500  3 19 12   4.9  968 223  1.9 7  4.0  73    0  116 287 -357  2
3938500 2337500  3 19 13   3.9  969 240  2.8 8  4.3  80    0   86 296 -360  2
3938500 2337500  3 19 14   3.4  970 243  3.0 7  4.8  93    0   66 296 -360  2
3938500 2337500  3 19 15   3.5  970  18  3.1 8  4.9  97    0   67 296 -363  2
3938500 2337500  3 19 16   3.9  970 335  2.8 8  5.0  96    0   65 301 -365  2
3938500 2337500  3 19 17   4.2  970  48  2.0 6  5.0  94    8   97 291 -358  2
3938500 2337500  3 19 18   4.1  970  20  2.1 6  5.0  93   45   30 281 -351  2
3938500 2337500  3 19 19   3.9  970 308  3.0 6  4.6  87    0    7 278 -344  2
3938500 2337500  3 19 20   3.8  971 338  2.8 8  4.3  82    0    0 284 -337  2
3938500 2337500  3 19 21   3.2  972 308  1.5 7  4.2  83    0    0 287 -332  2
3938500 2337500  3 19 22   3.0  971 269  1.6 6  4.2  84    0    0 276 -331  2
3938500 2337500  3 19 23   2.9  972 301  1.7 6  4.2  86    0    0 272 -330  2
3938500 2337500  3 19 24   3.0  972 287  1.1 8  4.2  85    0    0 282 -329  2
3938500 2337500  3 20  1   2.9  972 257  1.0 8  4.1  83    0    0 291 -328  2
3938500 2337500  3 20  2   2.6  973 261  1.7 7  4.0  84    0    0 285 -326  2
3938500 2337500  3 20  3   2.8  973 265  1.6 7  4.0  84    0    0 281 -325  2
3938500 2337500  3 20  4   1.8  973 265  0.9 7  4.1  87    0    0 280 -324  2
3938500 2337500  3 20  5   1.6  973 305  0.9 8  4.2  94    0    0 286 -325  2
3938500 2337500  3 20  6   1.1  973 300  0.9 7  4.2  96    0    0 287 -325  2
3938500 2337500  3 20  7   0.9  973 290  1.2 7  4.1  96    0    4 282 -324  2
3938500 2337500  3 20  8   1.6  973 287  1.7 7  4.2  97   16   64 283 -325  2
3938500 2337500  3 20  9   2.7  973 312  1.9 5  4.3  93   58  145 275 -328  2
3938500 2337500  3 20 10   3.6  974 303  1.7 5  4.2  86   50  212 267 -335  2
3938500 2337500  3 20 11   4.6  975 270  1.1 3  4.1  78   80  262 258 -339  2
3938500 2337500  3 20 12   5.2  974 312  2.0 4  4.1  74   76  288 255 -339  2
3938500 2337500  3 20 13   6.1  974 336  2.0 3  4.1  70   44  271 257 -343  2
3938500 2337500  3 20 14   6.0  974 338  2.1 5  4.0  67   48  257 264 -347  2
3938500 2337500  3 20 15   5.8  974 303  1.3 4  3.9  66   50  231 267 -346  2
3938500 2337500  3 20 16   5.8  973 333  1.6 6  4.0  68   38  184 272 -345  2
3938500 2337500  3 20 17   5.7  973 290  1.5 6  3.9  66   40  131 280 -344  2
3938500 2337500  3 20 18   5.6  973 316  2.6 6  3.9  66   68   49 278 -339  2
3938500 2337500  3 20 19   4.9  973 318  1.7 8  4.1  71    6   10 285 -334  2
3938500 2337500  3 20 20   4.7  973 304  1.7 8  4.1  74    0    0 290 -330  2
3938500 2337500  3 20 21   4.5  973 268  1.1 8  4.2  77    0    0 288 -326  2
3938500 2337500  3 20 22   3.6  974 255  0.8 7  4.3  81    0    0 282 -324  2
3938500 2337500  3 20 23   3.4  973 244  0.8 7  4.4  86    0    0 277 -323  2
3938500 2337500  3 20 24   3.1  972 229  0.8 7  4.4  88    0    0 277 -323  2
3938500 2337500  3 21  1   2.5  972 230  0.9 6  4.4  91    0    0 272 -323  2
3938500 2337500  3 21  2   1.9  971 233  0.9 5  4.3  94    0    0 263 -324  2
3938500 2337500  3 21  3   1.9  971 222  1.0 6  4.3  94    0    0 262 -323  2
3938500 2337500  3 21  4   1.7  971 240  1.5 6  4.2  92    0    0 267 -322  2
3938500 2337500  3 21  5   1.5  969 226  1.1 6  4.1  92    0    0 268 -321  2
3938500 2337500  3 21  6   1.4  969 236  1.2 7  4.0  92    0    0 274 -319  2
3938500 2337500  3 21  7   1.2  968 240  1.2 7  4.0  91    0    8 280 -318  2
3938500 2337500  3 21  8   1.0  968 238  1.3 5  3.8  89   47   69 271 -319  2
3938500 2337500  3 21  9   2.7  968 237  2.1 4  3.8  84   62  162 259 -325  2
3938500 2337500  3 21 10   4.6  968 248  1.4 7  3.9  76   60  229 276 -332  2
3938500 2337500  3 21 11   5.8  967 263  2.7 7  3.8  67  102  299 297 -338  2
3938500 2337500  3 21 12   7.3  966 256  2.7 7  3.7  59  148  336 302 -343  2
3938500 2337500  3 21 13   9.2  966 239  3.1 5  3.7  52  303  307 297 -347  2
3938500 2337500  3 21 14  10.8  965 248  3.7 3  3.7  46  427  234 283 -351  2
3938500 2337500  3 21 15  10.7  963 260  2.9 2  3.7  44  379  212 269 -353  2
3938500 2337500  3 21 16  11.3  962 281  3.7 2  3.6  42  299  172 265 -353  2
3938500 2337500  3 21 17  10.8  961 266  2.9 4  3.4  40  148  134 275 -352  2
3938500 2337500  3 21 18  10.0  959 271  2.2 7  3.4  42   10   64 298 -349  2
3938500 2337500  3 21 19   7.6  959 260  2.1 7  3.9  52    0   10 310 -344  2
3938500 2337500  3 21 20   6.7  959 261  1.5 8  4.4  66    0    0 313 -340  2
3938500 2337500  3 21 21   7.2  958 226  3.5 8  4.5  68    0    0 316 -338  2
3938500 2337500  3 21 22   7.3  958 206  3.7 8  4.3  64    0    0 316 -337  2
3938500 2337500  3 21 23   6.7  958 114  3.2 8  4.3  66    0    0 315 -336  2
3938500 2337500  3 21 24   6.5  958 118  2.5 8  4.6  72    0    0 315 -336  2
3938500 2337500  3 22  1   5.4  957 322  2.7 8  5.0  81    0    0 316 -335  2
3938500 2337500  3 22  2   5.0  957 283  3.3 8  5.3  91    0    0 316 -335  2
3938500 2337500  3 22  3   5.1  956 260  4.8 8  5.3  92    0    0 316 -334  2
3938500 2337500  3 22  4   4.5  956 246  4.6 8  5.2  92    0    0 315 -334  2
3938500 2337500  3 22  5   4.4  955 223  2.5 8  5.1  93    0    0 315 -334  2
3938500 2337500  3 22  6   4.3  955 181  2.6 8  5.1  93    0    0 315 -334  2
3938500 2337500  3 22  7   4.4  955 263  2.2 8  5.0  91    0    7 314 -334  2
3938500 2337500  3 22  8   4.9  955 255  4.1 6  4.9  88   10   69 304 -335  2
3938500 2337500  3 22  9   6.0  955 256  5.0 7  4.8  80    0  102 300 -338  2
3938500 2337500  3 22 10   6.8  954 252  5.9 7  4.7  74   14  196 306 -341  2
3938500 2337500  3 22 11   6.0  955 248  5.8 6  4.9  77   18  237 302 -345  2
3938500 2337500  3 22 12   6.2  955 246  5.6 8  5.0  81    5  221 307 -345  2
3938500 2337500  3 22 13   7.2  956 254  5.7 6  5.0  78   10  244 308 -347  2
3938500 2337500  3 22 14   6.4  956 258  5.7 7  4.9  76    1  193 303 -354  2
3938500 2337500  3 22 15   6.3  956 267  5.4 6  4.7  75   37  242 300 -360  2
3938500 2337500  3 22 16   7.5  956 276  5.7 4  4.5  69   93  221 283 -359  2
3938500 2337500  3 22 17   6.1  957 271  5.4 7  4.5  70    2  104 288 -356  2
3938500 2337500  3 22 18   5.4  958 276  4.0 8  4.7  78    0   38 309 -352  2
3938500 2337500  3 22 19   5.0  959 275  3.9 7  4.8  83    0    6 307 -347  2
3938500 2337500  3 22 20   4.7  959 277  3.8 7  4.8  84    0    0 299 -342  2
3938500 2337500  3 22 21   4.3  960 282  3.0 8  4.8  86    0    0 305 -339  2
3938500 2337500  3 22 22   4.2  961 276  3.1 8  4.9  90    0    0 310 -339  2
3938500 2337500  3 22 23   4.6  961 292  3.1 8  4.9  89    0    0 312 -339  2
3938500 2337500  3 22 24   4.4  962 267  3.8 8  4.7  85    0    0 312 -339  2
3938500 2337500  3 23  1   4.3  963 251  3.0 8  4.5  83    0    0 312 -338  2
3938500 2337500  3 23  2   4.1  964 272  2.8 8  4.4  82    0    0 313 -338  2
3938500 2337500  3 23  3   3.9  964 269  2.3 8  4.4  83    0    0 312 -338  2
3938500 2337500  3 23  4   3.5  965 262  2.4 8  4.5  86    0    0 311 -337  2
3938500 2337500  3 23  5   3.2  965 260  3.0 8  4.5  88    0    0 310 -336  2
3938500 2337500  3 23  6   2.9  965 241  3.8 8  4.3  87    0    0 308 -336  2
3938500 2337500  3 23  7   3.0  964 249  3.2 8  4.1  84    0    0 306 -336  2
3938500 2337500  3 23  8   3.2  964 232  4.6 8  3.9  78    0   23 304 -336  2
3938500 2337500  3 23  9   2.3  965 235  4.9 8  3.9  79    0   71 303 -339  2
3938500 2337500  3 23 10   2.2  966 221  3.6 7  4.1  88    3  143 296 -344  2
3938500 2337500  3 23 11   2.8  966 227  4.6 7  4.3  90    0  172 290 -348  2
3938500 2337500  3 23 12   3.0  966 220  4.8 7  4.4  90    0  183 291 -350  2
3938500 2337500  3 23 13   3.4  965 222  4.7 7  4.5  90    0  178 293 -354  2
3938500 2337500  3 23 14   3.5  965 225  4.6 7  4.6  91    0  144 294 -357  2
3938500 2337500  3 23 15   3.7  965 243  4.6 7  4.8  92    0  125 295 -357  2
3938500 2337500  3 23 16   3.9  965 266  4.4 7  4.9  93    0   84 296 -358  2
3938500 2337500  3 23 17   3.9  965 270  4.5 7  4.9  93    0   50 295 -357  2
3938500 2337500  3 23 18   4.3  965 283  4.4 8  5.0  93    0   17 300 -354  2
3938500 2337500  3 23 19   4.5  965 226  4.9 8  5.0  91    0    1 306 -347  2
3938500 2337500  3 23 20   4.7  966 231  3.3 8  4.9  89    0    0 306 -342  2
3938500 2337500  3 23 21   4.7  966 223  3.4 8  5.0  89    0    0 309 -338  2
3938500 2337500  3 23 22   4.6  967 246  3.0 8  5.1  92    0    0 311 -335  2
3938500 2337500  3 23 23   4.8  967 256  4.7 8  5.2  93    0    0 312 -333  2
3938500 2337500  3 23 24   5.3  967 260  3.4 8  5.2  91    0    0 314 -331  2
3938500 2337500  3 24  1   5.7  967 263  4.1 7  5.2  88    0    0 311 -329  2
3938500 2337500  3 24  2   5.7  967 267  1.7 6  5.2  86    0    0 301 -326  2
3938500 2337500  3 24  3   5.7  967 269  1.8 7  5.2  87    0    0 302 -324  2
3938500 2337500  3 24  4   5.5  967 289  1.7 7  5.2  87    0    0 307 -320  2
3938500 2337500  3 24  5   4.6  967 284  2.1 7  5.2  92    0    0 307 -318  2
3938500 2337500  3 24  6   3.8  967 336  2.1 5  5.2  96    0    0 296 -317  2
3938500 2337500  3 24  7   3.1  967  47  1.1 2  5.0  97    2   15 267 -317  2
3938500 2337500  3 24  8   3.6  967 278  1.3 1  4.9  97   83   67 245 -316  2
3938500 2337500  3 24  9   5.0  967 352  1.2 1  5.2  96  233   97 242 -318  2
3938500 2337500  3 24 10   7.4  967 359  1.2 1  5.4  87  380  112 247 -331  2
3938500 2337500  3 24 11   9.1  967 167  1.7 1  5.4  76  519  108 253 -349  2
3938500 2337500  3 24 12  11.2  966 120  3.0 0  5.4  67  602  107 253 -360  2
3938500 2337500  3 24 13  12.5  965 125  3.2 0  5.4  60  625  108 254 -370  2
3938500 2337500  3 24 14  14.0  965 122  2.0 0  5.2  52  586  111 258 -379  2
3938500 2337500  3 24 15  14.6  964  95  2.0 0  5.1  48  527   97 262 -386  2
3938500 2337500  3 24 16  15.3  963  86  1.9 0  5.0  45  408   90 265 -386  2
3938500 2337500  3 24 17  15.7  962  62  2.0 0  4.9  42  249   82 266 -379  2
3938500 2337500  3 24 18  15.0  962  79  1.4 0  5.0  44   80   56 266 -368  2
3938500 2337500  3 24 19  13.2  961  81  1.4 1  5.2  49    0    4 266 -355  2
3938500 2337500  3 24 20  10.6  961  85  1.3 1  5.3  58    0    0 263 -343  2
3938500 2337500  3 24 21   9.4  960 101  1.8 1  5.4  67    0    0 255 -336  2
3938500 2337500  3 24 22   8.1  960  87  1.7 0  5.4  73    0    0 247 -329  2
3938500 2337500  3 24 23   7.2  960  65  1.1 0  5.3  77    0    0 237 -324  2
3938500 2337500  3 24 24   6.2  960  85  0.8 0  5.3  82    0    0 232 -319  2
3938500 2337500  3 25  1   4.4  960 105  1.1 0  5.2  89    0    0 226 -317  2
3938500 2337500  3 25  2   4.5  959  80  1.8 1  5.1  93    0    0 226 -317  2
3938500 2337500  3 25  3   3.8  959  70  1.9 1  5.2  96    0    0 229 -317  2
3938500 2337500  3 25  4   3.5  958 105  1.1 0  5.1  97    0    0 223 -316  2
3938500 2337500  3 25  5   3.0  958  98  2.6 0  5.0  98    0    0 218 -316  2
3938500 2337500  3 25  6   2.1  958 120  1.7 1  4.8  99    0    0 218 -316  2
3938500 2337500  3 25  7   1.9  958 183  1.0 4  4.6 100    0   13 229 -316  2
3938500 2337500  3 25  8   2.9  958  74  1.2 3  4.7  99   48   77 234 -315  2
3938500 2337500  3 25  9   3.8  958  30  1.0 3  5.1  99  160  132 232 -317  2
3938500 2337500  3 25 10   7.0  958 351  1.7 4  5.6  94  299  157 239 -335  2
3938500 2337500  3 25 11  11.2  957 350  1.6 3  6.0  79  465  135 249 -360  2
3938500 2337500  3 25 12  14.1  957   0  1.2 3  6.0  62  557  126 257 -377  2
3938500 2337500  3 25 13  17.3  957  14  1.4 2  5.5  47  555  142 263 -390  2
3938500 2337500  3 25 14  19.1  955  20  1.6 3  4.9  36  433  198 270 -399  2
3938500 2337500  3 25 15  18.6  954 350  2.1 4  4.4  31  384  178 277 -402  2
3938500 2337500  3 25 16  17.6  954  86  1.6 4  4.3  31  229  181 279 -400  2
3938500 2337500  3 25 17  16.6  953 172  2.2 6  4.3  33   74  143 280 -394  2
3938500 2337500  3 25 18  15.9  953 170  2.8 4  4.0  32   69   57 277 -384  2
3938500 2337500  3 25 19  14.2  953 170  2.0 7  3.9  34    8   14 275 -371  2
3938500 2337500  3 25 20  11.7  952 119  1.1 7  4.1  42    0    0 275 -359  2
3938500 2337500  3 25 21  11.7  952 214  2.0 7  4.1  45    0    0 273 -351  2
3938500 2337500  3 25 22  11.2  952 162  1.9 5  3.8  43    0    0 270 -346  2
3938500 2337500  3 25 23   9.5  953  15  1.2 4  3.8  46    0    0 261 -341  2
3938500 2337500  3 25 24   9.1  953 356  1.1 5  4.1  53    0    0 261 -336  2
3938500 2337500  3 26  1   8.3  953  29  0.6 5  4.4  59    0    0 265 -334  2
3938500 2337500  3 26  2   8.2  953 166  1.3 7  4.4  61    0    0 275 -333  2
3938500 2337500  3 26  3   8.7  953 354  1.2 6  4.5  61    0    0 284 -332  2
3938500 2337500  3 26  4   6.4  953   1  1.1 5  4.6  67    0    0 275 -329  2
3938500 2337500  3 26  5   8.8  952   5  2.4 6  4.5  66    0    0 277 -328  2
3938500 2337500  3 26  6   7.7  952  22  1.7 6  4.4  62    0    0 285 -330  2
3938500 2337500  3 26  7   6.7  952  12  1.1 8  4.7  70    3   16 293 -331  2
3938500 2337500  3 26  8   7.1  953 355  1.0 3  4.9  75   76   68 278 -334  2
3938500 2337500  3 26  9   9.4  953  33  1.2 5  5.2  72  122  139 268 -343  2
3938500 2337500  3 26 10   9.8  954  32  1.7 4  5.5  70  231  174 281 -358  2
3938500 2337500  3 26 11  12.7  954 354  1.1 5  5.8  66  284  214 291 -372  2
3938500 2337500  3 26 12  12.8  953  87  2.0 8  5.9  60    4  234 310 -384  2
3938500 2337500  3 26 13  12.6  953 152  1.7 8  5.9  60    0  185 319 -395  2
3938500 2337500  3 26 14  13.1  953 187  1.4 8  6.1  62    1  206 322 -403  2
3938500 2337500  3 26 15  14.4  953 192  1.9 7  6.2  60   68  252 324 -404  2
3938500 2337500  3 26 16  14.5  953 167  2.0 7  5.9  54   75  205 323 -398  2
3938500 2337500  3 26 17  14.5  953 296  1.1 5  5.6  51  261   59 317 -388  2
3938500 2337500  3 26 18  13.2  952  28  0.7 5  5.5  53  105   55 305 -374  2
3938500 2337500  3 26 19  11.7  951  28  0.2 7  5.5  58   10   13 306 -358  2
3938500 2337500  3 26 20  10.2  952  58  0.7 6  5.5  64    0    0 304 -349  2
