timestep;aFRR_neg_energy_EUR_MWh
10320300;-945.46
10321200;-750.36
10322100;-756.62
10323000;-765.24
10323900;-770.46
10324800;-785.32
10325700;-792.21
10326600;-796.24
10327500;-785.98
10328400;-784.89
10329300;-785.04
10330200;-784.08
10331100;-772.61
10332000;-769.29
10332900;-767.24
10333800;-766.19
10334700;-722.32
10335600;-764.57
10336500;-732.49
10337400;-707.48
10338300;-703.42
10339200;-722.14
10340100;-709.73
10341000;-706.89
10341900;-707.69
10342800;-735.86
10343700;-709.94
10344600;-706.19
10345500;-708.15
10346400;-673.6
10347300;-677.81
10348200;-672.34
10349100;-670.81
10350000;-815.19
10350900;-837.71
10351800;-835.44
10352700;-831.44
10353600;-827.66
10354500;-826.09
10355400;-824.79
10356300;-819.77
10357200;-811.49
10358100;-804.8
10359000;-806.42
10359900;-799.8
10360800;-788.54
10361700;-789.11
10362600;-788.67
10363500;-809.68
10364400;-910.27
10365300;-920.12
10366200;-922.48
10367100;-922.51
10368000;-921.09
10368900;-865.22
10369800;-924.43
10370700;-916.94
10371600;-915.54
10372500;-915.14
10373400;-914.65
10374300;-914.56
10375200;-914.04
10376100;-913.79
10377000;-913.39
10377900;-913.25
10378800;-874.33
10379700;-840.49
10380600;-843.96
10381500;-851.76
10382400;-836.95
10383300;-810.37
10384200;-810.32
10385100;-808.58
10386000;-866.19
10386900;-873.21
10387800;-877.92
10388700;-876.02
10389600;-876.58
10390500;-876.93
10391400;-877.16
10392300;-877.12
10393200;-969.51
10394100;-933.31
10395000;-929.03
10395900;-1015.44
10396800;-972.74
10397700;-969.73
10398600;-972.26
10399500;-983.62
10400400;-979.21
10401300;-1035.23
10402200;-1014.68
10403100;-1054.02
10404000;-1053.05
10404900;-1101.35
10405800;-1108
10406700;-1116.07
10407600;-1044.41
10408500;-1114.8
10409400;-1132.14
10410300;-1133.6
10411200;-1085.41
10412100;-1104.62
10413000;-1126.67
10413900;-1132.24
10414800;-1132.74
10415700;-1132.68
10416600;-1132.54
10417500;-1132.37
10418400;-1132.27
10419300;-1132.19
10420200;-1132.04
10421100;-1131.9
10422000;-1041.58
10422900;-974.1
10423800;-957.28
10424700;-953.54
10425600;-997.53
10426500;-954.76
10427400;-951.79
10428300;-911.51
10429200;-946.84
10430100;-948.99
10431000;-947.79
10431900;-946.09
10432800;-906.96
10433700;-874.22
10434600;-870.17
10435500;-864.36
10436400;-797.3
10437300;-791.54
10438200;-788.61
10439100;-785.66
10440000;-781.41
10440900;-781.94
10441800;-782.1
10442700;-778.72
10443600;-781.34
10444500;-774.59
10445400;-774.49
10446300;-800.76
10447200;-813.21
10448100;-806.81
10449000;-808.09
10449900;-812.88
10450800;-646.54
10451700;-606.97
10452600;-611.04
10453500;-610.24
10454400;-609.6
10455300;-609.26
10456200;-609.57
10457100;-608.01
10458000;-606.59
10458900;-608.01
10459800;-608.08
10460700;-3724.12
10461600;-3781.42
10462500;-3799.54
10463400;-3815.13
10464300;-3831.78
10465200;-4338.18
10466100;-4267.91
10467000;-4264.22
10467900;-4262.99
10468800;-4266.29
10469700;-4264.27
10470600;-4264.18
10471500;-4264.24
10472400;-4300.39
10473300;-4298.56
10474200;-4130.26
10475100;-4188.06
10476000;-4296.11
10476900;-4417.24
10477800;-4461.42
10478700;-4620.82
10479600;-4058.05
10480500;-3848.09
10481400;-4095.21
10482300;-4139.86
10483200;-3832.85
10484100;-4054.9
10485000;-4096.67
10485900;-4106.41
10486800;-3878.89
10487700;-3928.5
10488600;-3836.04
10489500;-3929.33
10490400;-3950.3
10491300;-3951.15
10492200;-4035.4
10493100;-4053.59
10494000;-3581.23
10494900;-3579.25
10495800;-3576.99
10496700;-3577.21
10497600;-3575.44
10498500;-3575.5
10499400;-3575.93
10500300;-3576.2
10501200;-3575.67
10502100;-3576.96
10503000;-3576.43
10503900;-3575.96
10504800;-3575.48
10505700;-3575.03
10506600;-3617.12
10507500;-2232.94
10508400;-1851.47
10509300;-1845.77
10510200;-1244.55
10511100;-1196.53
10512000;-1077.69
10512900;-1066.28
10513800;-1037.75
10514700;-991.38
10515600;-1020.67
10516500;-1013.03
10517400;-989.35
10518300;-985.65
10519200;-955.36
10520100;-916.6
10521000;-950.89
10521900;-953.57
10522800;-963.67
10523700;-919.09
10524600;-951.35
10525500;-954.33
10526400;-952.73
10527300;-951.27
10528200;-913.78
10529100;-992.57
10530000;-911.78
10530900;-903.71
10531800;-950.93
10532700;-989.14
10533600;-939.57
10534500;-935.83
10535400;-979.6
10536300;-986.65
10537200;-919.81
10538100;-937.34
10539000;-938.57
10539900;-938.04
10540800;-952.17
10541700;-952.01
10542600;-953.86
10543500;-952.93
10544400;-952.79
10545300;-952.61
10546200;-952.39
10547100;-952.14
10548000;-951.88
10548900;-951.6
10549800;-936.98
10550700;-936.39
10551600;-1003.32
10552500;-1002.08
10553400;-1002.04
10554300;-1001.75
10555200;-1003.87
10556100;-996.59
10557000;-1016.35
10557900;-1020.52
10558800;-1071.83
10559700;-1091.48
10560600;-1068.16
10561500;-1070.45
10562400;-1072.7
10563300;-1120.63
10564200;-1082.94
10565100;-1079.88
10566000;-1015.36
10566900;-991.36
10567800;-980.7
10568700;-1020.18
10569600;-978.48
10570500;-963.77
10571400;-1019.87
10572300;-1046.61
10573200;-1019.42
10574100;-1034.23
10575000;-1076.14
10575900;-1079.94
10576800;-1059.38
10577700;-1078.31
10578600;-1080.2
10579500;-1079.42
10580400;-1021.3
10581300;-1033.36
10582200;-1055.55
10583100;-1055.22
10584000;-1047.27
10584900;-1047.82
10585800;-1053.12
10586700;-1053.87
10587600;-1053.63
10588500;-1042.04
10589400;-1047.15
10590300;-1046
10591200;-1045.5
10592100;-1030.38
10593000;-997.71
10593900;-1532.56
10594800;-1049.85
10595700;-952.78
10596600;-985.54
10597500;-3191.16
10598400;-992.39
10599300;-4008.21
10600200;-875.85
10601100;-869.99
10602000;-939.53
10602900;-884.38
10603800;-881.34
10604700;-878.57
10605600;-855.02
10606500;-838.45
10607400;-837.66
10608300;-852.55
10609200;-928.64
10610100;-944.49
10611000;-945.6
10611900;-943.7
10612800;-942.51
10613700;-941.35
10614600;-941.55
10615500;-938.99
10616400;-937.36
10617300;-936.18
10618200;-872.69
10619100;-882.63
10620000;-892.04
10620900;-894.11
10621800;-894.57
10622700;-890.19
10623600;-876
10624500;-869.53
10625400;-866.61
10626300;-865.74
10627200;-865.42
10628100;-865.11
10629000;-864.83
10629900;-863.38
10630800;-862.47
10631700;-862.75
10632600;-861.27
10633500;-860.97
10634400;-861.27
10635300;-861.56
10636200;-861.83
10637100;-860.38
10638000;-922.98
10638900;-931.27
10639800;-931.02
10640700;-931.52
10641600;-931.84
10642500;-936.38
10643400;-937.38
10644300;-937.2
10645200;-976.91
10646100;-948.23
10647000;-896.03
10647900;-888.87
10648800;-974.21
10649700;-933.44
10650600;-928.38
10651500;-925.34
10652400;-792.96
10653300;-749.76
10654200;-746.32
10655100;-741.3
10656000;-725.83
10656900;-724.09
10657800;-720.41
10658700;-714.38
10659600;-709.88
10660500;-713.69
10661400;-714.61
10662300;-736.35
10663200;-754.6
10664100;-759.71
10665000;-758.15
10665900;-757.42
10666800;-845.01
10667700;-865.81
10668600;-878.89
10669500;-887.69
10670400;-862.47
10671300;-856.95
10672200;-891.4
10673100;-902.34
10674000;-904
10674900;-903.61
10675800;-900.38
10676700;-895.9
10677600;-860.2
10678500;-844.24
10679400;-819
10680300;-800.81
10681200;-722.07
10682100;-716.5
10683000;-716.33
10683900;-715.95
10684800;-718.82
10685700;-718.05
10686600;-717.01
10687500;-721.68
10688400;-721.67
10689300;-725.64
10690200;-722.7
10691100;-731.47
10692000;-700.08
10692900;-710.26
10693800;-711.3
10694700;-699.96
10695600;-737.09
10696500;-741.37
10697400;-744.95
10698300;-748.78
10699200;-743.36
10700100;-745.42
10701000;-747.12
10701900;-738.93
10702800;-789.05
10703700;-739.89
10704600;-739.21
10705500;-737.71
10706400;-736.81
10707300;-734.5
10708200;-734.68
10709100;-730.63
10710000;-839.25
10710900;-845.91
10711800;-846
10712700;-845.43
10713600;-843.05
10714500;-843.18
10715400;-843.23
10716300;-988.15
10717200;-932.91
10718100;-877.46
10719000;-864.27
10719900;-855.38
10720800;-855.48
10721700;-852.33
10722600;-853.08
10723500;-850.27
10724400;-825.03
10725300;-810.94
10726200;-810.05
10727100;-810.03
10728000;-812.6
10728900;-812.94
10729800;-813.09
10730700;-812.87
10731600;-859.41
10732500;-862.36
10733400;-862.26
10734300;-897.21
10735200;-938.63
10736100;-988.12
10737000;-989.18
10737900;-987.61
10738800;-859.42
10739700;-797.46
10740600;-794.9
10741500;-792.8
10742400;-802.17
10743300;-803.61
10744200;-802.9
10745100;-820.03
10746000;-799.15
10746900;-805.12
10747800;-817.26
10748700;-820.58
10749600;-806.19
10750500;-818.67
10751400;-820.56
10752300;-819.16
10753200;-816.41
10754100;-817.21
10755000;-818.12
10755900;-817.91
10756800;-817.05
10757700;-817.08
10758600;-816.75
10759500;-816.8
10760400;-816.96
10761300;-816.66
10762200;-816.54
10763100;-815.78
10764000;-815.81
10764900;-815.42
10765800;-814.65
10766700;-812.57
10767600;-953.22
10768500;-953.11
10769400;-938.29
10770300;-933.09
10771200;-943.41
10772100;-921.59
10773000;-918.19
10773900;-918.48
10774800;-922.66
10775700;-891.5
10776600;-880.71
10777500;-878.26
10778400;-852.07
10779300;-854.62
10780200;-850.41
10781100;-848.3
10782000;-795.49
10782900;-785.12
10783800;-787.82
10784700;-775.83
10785600;-767.07
10786500;-758.15
10787400;-758.34
10788300;-750
10789200;-742.74
10790100;-741.1
10791000;-744.61
10791900;-741.14
10792800;-731.24
10793700;-740.13
10794600;-764.69
10795500;-753.38
10796400;-801.55
10797300;-821.17
10798200;-822.06
10799100;-821.96
10800000;-820.74
10800900;-821.16
10801800;-820.58
10802700;-819.02
10803600;-812.57
10804500;-809.34
10805400;-808.82
10806300;-808.47
10807200;-806.95
10808100;-813.44
10809000;-813.82
10809900;-812.85
10810800;-769.05
10811700;-766.26
10812600;-765.87
10813500;-766.41
10814400;-766.92
10815300;-768.69
10816200;-770.29
10817100;-792.86
10818000;-825.61
10818900;-834.33
10819800;-859.22
10820700;-869.89
10821600;-882.38
10822500;-950.06
10823400;-966.13
10824300;-971.65
10825200;-1016.19
10826100;-1033.64
10827000;-957.25
10827900;-961.7
10828800;-968.99
10829700;-975.25
10830600;-975.51
10831500;-972.42
10832400;-967.7
10833300;-967.6
10834200;-967.37
10835100;-966.49
10836000;-948.77
10836900;-946.45
10837800;-946.4
10838700;-944.91
10839600;-950.03
10840500;-957.97
10841400;-956.4
10842300;-957.48
10843200;-954.05
10844100;-952.81
10845000;-954.58
10845900;-953.84
10846800;-954.24
10847700;-955.1
10848600;-955.36
10849500;-955.7
10850400;-955.69
10851300;-955.54
10852200;-955.03
10853100;-954.71
10854000;-975.73
10854900;-978.28
10855800;-978.13
10856700;-1005.25
10857600;-1167.61
10858500;-976.59
10859400;-973.8
10860300;-948.37
10861200;-962.74
10862100;-964.21
10863000;-964.21
10863900;-964.21
10864800;-914.42
10865700;-912.57
10866600;-912.25
10867500;-912.21
10868400;-1101.63
10869300;-1100.65
10870200;-1100.13
10871100;-1099.42
10872000;-1098.49
10872900;-1098.05
10873800;-1097.37
10874700;-1096.5
10875600;-1094.67
10876500;-1097.19
10877400;-1116.88
10878300;-1223.69
10879200;-1949.2
10880100;-1949.54
10881000;-1950.23
10881900;-1949.91
10882800;-1937.87
10883700;-1949.6
10884600;-1953.27
10885500;-1954.6
10886400;-1950.05
10887300;-1947.98
10888200;-1952.42
10889100;-1954.1
10890000;-1954.02
10890900;-1851.66
10891800;-1851
10892700;-1850.96
10893600;-1851.35
10894500;-1850.42
10895400;-1849.81
10896300;-1849.62
10897200;-1504.99
10898100;-1480.95
10899000;-1478.14
10899900;-1478.15
10900800;-1478.55
10901700;-1419.55
10902600;-1407.97
10903500;-1407.21
10904400;-1450.42
10905300;-1453.76
10906200;-1379.35
10907100;-1367.53
10908000;-1365.91
10908900;-1362.33
10909800;-1358.98
10910700;-1356.99
10911600;-2462.76
10912500;-2447.55
10913400;-2347.32
10914300;-2433.25
10915200;-2404.67
10916100;-2516.57
10917000;-2536.45
10917900;-2555.19
10918800;-2706.7
10919700;-2748.28
10920600;-2634.69
10921500;-2749.3
10922400;-2754.48
10923300;-1160.9
10924200;-887.08
10925100;-839.72
10926000;-845.67
10926900;-876.12
10927800;-859.13
10928700;-860.78
10929600;-888.13
10930500;-923.45
10931400;-879.08
10932300;-876.6
10933200;-875.63
10934100;-862.46
10935000;-880.16
10935900;-841.18
10936800;-880.12
10937700;-867.12
10938600;-863.73
10939500;-859.76
10940400;-887.71
10941300;-823.45
10942200;-836.11
10943100;-834.41
10944000;-844.23
10944900;-834.49
10945800;-810.08
10946700;-769.51
10947600;-795.06
10948500;-768.45
10949400;-802.21
10950300;-747.85
10951200;-726.2
10952100;-726.86
10953000;-696.04
10953900;-725.16
10954800;-702.28
10955700;-646.64
10956600;-665.26
10957500;-643.6
10958400;-637.06
10959300;-667.65
10960200;-677.99
10961100;-647.31
10962000;-640.06
10962900;-668.54
10963800;-669.6
10964700;-706.7
10965600;-721.18
10966500;-739.66
10967400;-750.08
10968300;-750.27
10969200;-804.03
10970100;-819.92
10971000;-824.71
10971900;-826.2
10972800;-795.68
10973700;-787.24
10974600;-787.69
10975500;-788.84
10976400;-788.37
10977300;-788.7
10978200;-788.55
10979100;-789.29
10980000;-788.84
10980900;-787.85
10981800;-787.66
10982700;-788.97
10983600;-908.55
10984500;-879.44
10985400;-876.81
10986300;-876.95
10987200;-877.39
10988100;-878.14
10989000;-876.95
10989900;-884.45
10990800;-924.14
10991700;-906.06
10992600;-902.75
10993500;-859.58
10994400;-838.88
10995300;-778.95
10996200;-776.06
10997100;-775.01
10998000;-712.26
10998900;-706.31
10999800;-705.15
11000700;-728.73
11001600;-726.34
11002500;-727.78
11003400;-759.69
11004300;-763.29
11005200;-759.72
11006100;-766.87
11007000;-773.24
11007900;-813.15
11008800;-827.72
11009700;-836.49
11010600;-841.21
11011500;-844.76
11012400;-618.86
11013300;-620.87
11014200;-625.24
11015100;-630.11
11016000;-634.56
11016900;-638.85
11017800;-639.13
11018700;-639.8
11019600;-642.04
11020500;-663.63
11021400;-649.05
11022300;-638.88
11023200;-638.94
11024100;-610.52
11025000;-610.27
11025900;-584.25
11026800;-748.42
11027700;-730.49
11028600;-725.27
11029500;-721.47
11030400;-728.36
11031300;-686.23
11032200;-659.46
11033100;-674.9
11034000;-679.49
11034900;-653.98
11035800;-681.13
11036700;-653.67
11037600;-624.56
11038500;-626.31
11039400;-626.7
11040300;-653.23
11041200;-703.44
11042100;-694.8
11043000;-694.69
11043900;-694.96
11044800;-698.24
11045700;-699.4
11046600;-699.91
11047500;-726.5
11048400;-702.38
11049300;-706.91
11050200;-750.15
11051100;-739.41
11052000;-750.48
11052900;-754.33
11053800;-780.26
11054700;-751.22
11055600;-725.63
11056500;-763.66
11057400;-746.08
11058300;-766.75
11059200;-764.33
11060100;-771.76
11061000;-759.95
11061900;-770.98
11062800;-771.7
11063700;-772.26
11064600;-772.43
11065500;-774.99
11066400;-775.22
11067300;-775.48
11068200;-775.63
11069100;-776.99
11070000;-806.73
11070900;-782.62
11071800;-779.6
11072700;-779.88
11073600;-782.32
11074500;-784.34
11075400;-783.52
11076300;-784.49
11077200;-832.39
11078100;-839.69
11079000;-839.56
11079900;-799
11080800;-763.98
11081700;-757.55
11082600;-753.97
11083500;-751.97
11084400;-809.33
11085300;-808.44
11086200;-808.3
11087100;-797.03
11088000;-786.57
11088900;-819.61
11089800;-849.18
11090700;-819.31
11091600;-802.07
11092500;-823.15
11093400;-837.77
11094300;-897.67
11095200;-920.57
11096100;-892.17
11097000;-873.83
11097900;-903.39
11098800;-929.89
11099700;-904.8
11100600;-922.02
11101500;-940.48
11102400;-938.66
11103300;-930.35
11104200;-931.82
11105100;-944.76
11106000;-934
11106900;-918.7
11107800;-920.7
11108700;-888.16
11109600;-889.21
11110500;-931.77
11111400;-945.97
11112300;-903.94
11113200;-923.28
11114100;-902.5
11115000;-897
11115900;-886.37
11116800;-856.08
11117700;-824.69
11118600;-776.9
11119500;-800.97
11120400;-807.42
11121300;-777.14
11122200;-768.89
11123100;-768.53
11124000;-740.76
11124900;-747.1
11125800;-742.07
11126700;-740.26
11127600;-760.79
11128500;-721
11129400;-750.67
11130300;-720.31
11131200;-715.87
11132100;-716.49
11133000;-741.9
11133900;-716.28
11134800;-721.42
11135700;-769.62
11136600;-803.42
11137500;-813.8
11138400;-801.3
11139300;-828.76
11140200;-810.63
11141100;-811.08
11142000;-759.86
11142900;-755.46
11143800;-758.24
11144700;-757.07
11145600;-760.11
11146500;-759.83
11147400;-759.65
11148300;-755.8
11149200;-750.41
11150100;-749.9
11151000;-749.76
11151900;-749.78
11152800;-750.56
11153700;-753.37
11154600;-754.25
11155500;-753.61
11156400;-877.09
11157300;-900.23
11158200;-905.75
11159100;-909.16
11160000;-915.07
11160900;-921.18
11161800;-924
11162700;-924.53
11163600;-975.03
11164500;-978.95
11165400;-977.87
11166300;-1019.95
11167200;-1044.38
11168100;-994.3
11169000;-1029.56
11169900;-1039.29
11170800;-954.89
11171700;-922.89
11172600;-903.59
11173500;-923.68
11174400;-930.83
11175300;-931.43
11176200;-932.56
11177100;-930.32
11178000;-890.61
11178900;-911.24
11179800;-904.17
11180700;-943.48
11181600;-911.41
11182500;-904.39
11183400;-920.62
11184300;-909.61
11185200;-892.4
11186100;-892.41
11187000;-891.09
11187900;-892.7
11188800;-893.47
11189700;-893.72
11190600;-893.45
11191500;-900.81
11192400;-880.88
11193300;-880.16
11194200;-889.89
11195100;-899.19
11196000;-901.09
11196900;-902.47
11197800;-899.66
11198700;-871.56
11199600;-952.35
11200500;-949.05
11201400;-948.21
11202300;-896.79
11203200;-939.66
11204100;-900.18
11205000;-891.95
11205900;-892.16
11206800;-893.01
11207700;-896.79
11208600;-896.03
11209500;-896.55
11210400;-861.83
11211300;-863.66
11212200;-863.24
11213100;-861.92
11214000;-829.07
11214900;-768.22
11215800;-747.47
11216700;-739.06
11217600;-747.85
11218500;-748.15
11219400;-756.4
11220300;-757.52
11221200;-767.45
11222100;-768.75
11223000;-738.03
11223900;-765.53
11224800;-760.12
11225700;-758.22
11226600;-725.58
11227500;-757.03
11228400;-700.32
11229300;-724.95
11230200;-726.76
11231100;-743.02
11232000;-744.57
11232900;-745.42
11233800;-746.63
11234700;-747.38
11235600;-746.89
11236500;-747.76
11237400;-748.48
11238300;-748.67
11239200;-749
11240100;-749.76
11241000;-750.09
11241900;-751.22
11242800;-820.12
11243700;-840.21
11244600;-840.14
11245500;-863.61
11246400;-873.4
11247300;-878.39
11248200;-863.6
11249100;-837.78
11250000;-874.55
11250900;-892.34
11251800;-889.99
11252700;-922.89
11253600;-937.1
11254500;-949.66
11255400;-955.46
11256300;-958.81
11257200;-960.81
11258100;-983.7
11259000;-982.94
11259900;-946.54
11260800;-968.06
11261700;-969.97
11262600;-970.34
11263500;-986.27
11264400;-957.07
11265300;-983.87
11266200;-1008.82
11267100;-1023.64
11268000;-991.09
11268900;-1008.63
11269800;-1020.31
11270700;-1035.89
11271600;-1115.19
11272500;-1155.64
11273400;-1169.62
11274300;-1183.81
11275200;-1169.05
11276100;-1179.8
11277000;-1184.17
11277900;-1195.26
11278800;-1343.32
11279700;-1277.57
11280600;-1227.05
11281500;-1211.69
11282400;-1215.46
11283300;-1202.62
11284200;-1196.64
11285100;-1174.77
11286000;-1252.47
11286900;-1249.23
11287800;-1186.92
11288700;-1183.76
11289600;-1246.43
11290500;-1186.43
11291400;-1182.24
11292300;-1182.36
11293200;-1065.67
11294100;-1068.52
11295000;-1066.83
11295900;-1067.04
11296800;-1030.78
11297700;-1028.18
11298600;-1028.07
11299500;-1026.39
11300400;-960.76
11301300;-952.6
11302200;-952.45
11303100;-950.67
11304000;-946.01
11304900;-944.84
11305800;-945.22
11306700;-944.65
11307600;-938.46
11308500;-918.93
11309400;-891
11310300;-903.07
11311200;-870.28
11312100;-862.34
11313000;-857.61
11313900;-853.56
11314800;-800.01
11315700;-787.05
11316600;-786.4
11317500;-784.57
11318400;-782.56
11319300;-1338.65
11320200;-1504.39
11321100;-1573.7
11322000;-1522.14
11322900;-1506.78
11323800;-1506.2
11324700;-1507.8
11325600;-1549.55
11326500;-1574.26
11327400;-1570.53
11328300;-1558.55
11329200;-1490.91
11330100;-1435.74
11331000;-1393.09
11331900;-1386.49
11332800;-1426.11
11333700;-1432.83
11334600;-1404.18
11335500;-1386.74
11336400;-1386.55
11337300;-1431.16
11338200;-1433.94
11339100;-1481.24
11340000;-1515.1
11340900;-1528.25
11341800;-1464.16
11342700;-953.82
11343600;-986.63
11344500;-1003.79
11345400;-990.87
11346300;-1020.87
11347200;-985.71
11348100;-984.61
11349000;-1018.59
11349900;-1033.16
11350800;-968.67
11351700;-1002.85
11352600;-1036.98
11353500;-1044.36
11354400;-1020.62
11355300;-1019.4
11356200;-1023.75
11357100;-1040.75
11358000;-1004.28
11358900;-987.77
11359800;-987.56
11360700;-987.54
11361600;-987.32
11362500;-986.64
11363400;-985.88
11364300;-989.9
11365200;-1011.41
11366100;-1029.88
11367000;-991.2
11367900;-984.64
11368800;-1024.7
11369700;-1037.57
11370600;-989.7
11371500;-981.22
11372400;-915.76
11373300;-915.91
11374200;-913.95
11375100;-911.08
11376000;-915.45
11376900;-915.49
11377800;-915.85
11378700;-915.32
11379600;-918.71
11380500;-917.97
11381400;-917.72
11382300;-917.96
11383200;-882.11
11384100;-879.27
11385000;-882.37
11385900;-880.29
11386800;-881.72
11387700;-846.42
11388600;-825.09
11389500;-821.61
11390400;-815.83
11391300;-835.31
11392200;-811.99
11393100;-810.72
11394000;-807.63
11394900;-807.13
11395800;-807.87
11396700;-804.4
11397600;-801.47
11398500;-799.99
11399400;-800.23
11400300;-796.97
11401200;-715.5
11402100;-718.69
11403000;-719.24
11403900;-716.66
11404800;-716.66
11405700;-716.86
11406600;-716.74
11407500;-713.26
11408400;-714.03
11409300;-713.45
11410200;-724.54
11411100;-720.36
11412000;-713.84
11412900;-729.82
11413800;-735.83
11414700;-734.94
11415600;-755.55
11416500;-778.35
11417400;-779.73
11418300;-779.46
11419200;-783.1
11420100;-786.78
11421000;-798.18
11421900;-797.08
11422800;-841.3
11423700;-814.27
11424600;-842.49
11425500;-824.96
11426400;-890.89
11427300;-883.55
11428200;-970.19
11429100;-1039.32
11430000;-871.4
11430900;-863.87
11431800;-846.82
11432700;-826.4
11433600;-809.02
11434500;-811.44
11435400;-861.92
11436300;-867.49
11437200;-852.92
11438100;-807.34
11439000;-815.87
11439900;-875.24
11440800;-845.32
11441700;-889.58
11442600;-946.83
11443500;-1024.41
11444400;-920.03
11445300;-1080.81
11446200;-1140.08
11447100;-1201.83
11448000;-1191.74
11448900;-1258.67
11449800;-1268.12
11450700;-1161.96
11451600;-1244.78
11452500;-1322.17
11453400;-1199.02
11454300;-1091.08
11455200;-1194.42
11456100;-1176.79
11457000;-1023.38
11457900;-974.71
11458800;-963.32
11459700;-956.54
11460600;-952.77
11461500;-922.83
11462400;-947.77
11463300;-950.89
11464200;-915.99
11465100;-906.54
11466000;-932.06
11466900;-900.99
11467800;-903.48
11468700;-902.76
11469600;-892.3
11470500;-872.17
11471400;-870.55
11472300;-879.15
11473200;-814.81
11474100;-806.87
11475000;-797
11475900;-801.97
11476800;-802.01
11477700;-800.88
11478600;-800.27
11479500;-797.38
11480400;-799.52
11481300;-794.61
11482200;-794.24
11483100;-793.72
11484000;-784.55
11484900;-782.75
11485800;-782.13
11486700;-793.86
11487600;-778.95
11488500;-787.64
11489400;-813.55
11490300;-819.99
11491200;-790.79
11492100;-798.25
11493000;-827.89
11493900;-825.57
11494800;-816.5
11495700;-825.76
11496600;-813.42
11497500;-814.07
11498400;-822.11
11499300;-821.73
11500200;-816.2
11501100;-811.91
11502000;-836.4
11502900;-847.98
11503800;-847.28
11504700;-846.93
11505600;-847.86
11506500;-849.61
11507400;-849.04
11508300;-849.5
11509200;-893.96
11510100;-923.4
11511000;-889.38
11511900;-885.4
11512800;-881.06
11513700;-879.63
11514600;-917.42
11515500;-883.47
11516400;-899.73
11517300;-889.25
11518200;-887.53
11519100;-882.45
11520000;-878.1
11520900;-888.73
11521800;-887.69
11522700;-882.4
11523600;-880.49
11524500;-877.03
11525400;-877.23
11526300;-875.07
11527200;-872.16
11528100;-873.2
11529000;-872.03
11529900;-871.36
11530800;-894.53
11531700;-895.62
11532600;-927.44
11533500;-942.49
11534400;-952.26
11535300;-984.38
11536200;-1033.51
11537100;-1059.02
11538000;-1082.58
11538900;-1099.22
11539800;-1113.25
11540700;-1113.56
11541600;-1126.24
11542500;-1130.12
11543400;-1070.99
11544300;-1048.54
11545200;-985.43
11546100;-1024.59
11547000;-1009.06
11547900;-1000.91
11548800;-1013.39
11549700;-1003.88
11550600;-1002.35
11551500;-1001.8
11552400;-1050.98
11553300;-1052.52
11554200;-1004.68
11555100;-999.22
11556000;-963.1
11556900;-959.52
11557800;-956.34
11558700;-955.01
11559600;-827.42
11560500;-828.6
11561400;-851.46
11562300;-868.65
11563200;-874.88
11564100;-875.04
11565000;-874.33
11565900;-872.43
11566800;-877.64
11567700;-873.99
11568600;-873.12
11569500;-871.38
11570400;-871.57
11571300;-877.62
11572200;-877.32
11573100;-872.43
11574000;-903.08
11574900;-953.59
11575800;-991.5
11576700;-999.79
11577600;-997.84
11578500;-997.06
11579400;-997.42
11580300;-996.66
11581200;-996.36
11582100;-996.11
11583000;-995.68
11583900;-994.32
11584800;-994.69
11585700;-994.38
11586600;-993.99
11587500;-993.67
11588400;-914.85
11589300;-907.46
11590200;-925.98
11591100;-943.93
11592000;-947.17
11592900;-948.98
11593800;-949.3
11594700;-950.37
11595600;-1015.42
11596500;-1032.36
11597400;-1029.89
11598300;-1028.01
11599200;-1007.37
11600100;-1024.66
11601000;-1026.2
11601900;-978.24
11602800;-892.64
11603700;-892.37
11604600;-906.58
11605500;-977.84
11606400;-929.08
11607300;-923.38
11608200;-994.36
11609100;-1044.88
11610000;-941.85
11610900;-1000.81
11611800;-1000.85
11612700;-1010.19
11613600;-946.62
11614500;-1002.9
11615400;-996.42
11616300;-998.96
11617200;-958.18
11618100;-976.64
11619000;-995.73
11619900;-1016.61
11620800;-1034.32
11621700;-1044.01
11622600;-1040.94
11623500;-1044.12
11624400;-1043.89
11625300;-1043.72
11626200;-1040.03
11627100;-1042.02
11628000;-1042.8
11628900;-1042.84
11629800;-1039.17
11630700;-1042.6
11631600;-990.54
11632500;-1020.88
11633400;-1044.43
11634300;-1062.36
11635200;-1144.46
11636100;-1113.28
11637000;-1267.89
11637900;-1254.67
11638800;-1101.89
11639700;-1103.93
11640600;-1103.37
11641500;-1104.23
11642400;-1013.93
11643300;-1013.41
11644200;-1013.02
11645100;-1010.22
11646000;-915.67
11646900;-900.27
11647800;-910.39
11648700;-921.54
11649600;-932.63
11650500;-971.99
11651400;-972.46
11652300;-945.57
11653200;-934.79
11654100;-930.55
11655000;-929.14
11655900;-927.54
11656800;-924.18
11657700;-920.92
11658600;-919.65
11659500;-924.07
11660400;-861.64
11661300;-899.1
11662200;-946.32
11663100;-983.54
11664000;-970.67
11664900;-971.03
11665800;-980.94
11666700;-984.39
11667600;-969.15
11668500;-969.46
11669400;-968.8
11670300;-969.28
11671200;-969.72
11672100;-968.6
11673000;-969.02
11673900;-969.5
11674800;-993.62
11675700;-957.46
11676600;-1047.4
11677500;-2175.87
11678400;-2127.92
11679300;-2129.75
11680200;-2130.93
11681100;-1622.09
11682000;-1082.07
11682900;-1085.14
