timestep;aFRR_neg_cap_EUR_MW_h
13268700;50.29
13269600;50.29
13270500;50.29
13271400;50.29
13272300;50.29
13273200;50.29
13274100;50.29
13275000;50.29
13275900;50.29
13276800;19.33
13277700;19.33
13278600;19.33
13279500;19.33
13280400;19.33
13281300;19.33
13282200;19.33
13283100;19.33
13284000;19.33
13284900;19.33
13285800;19.33
13286700;19.33
13287600;19.33
13288500;19.33
13289400;19.33
13290300;19.33
13291200;1.61
13292100;1.61
13293000;1.61
13293900;1.61
13294800;1.61
13295700;1.61
13296600;1.61
13297500;1.61
13298400;1.61
13299300;1.61
13300200;1.61
13301100;1.61
13302000;1.61
13302900;1.61
13303800;1.61
13304700;1.61
13305600;4.08
13306500;4.08
13307400;4.08
13308300;4.08
13309200;4.08
13310100;4.08
13311000;4.08
13311900;4.08
13312800;4.08
13313700;4.08
13314600;4.08
13315500;4.08
13316400;4.08
13317300;4.08
13318200;4.08
13319100;4.08
13320000;19.14
13320900;19.14
13321800;19.14
13322700;19.14
13323600;19.14
13324500;19.14
13325400;19.14
13326300;19.14
13327200;19.14
13328100;19.14
13329000;19.14
13329900;19.14
13330800;19.14
13331700;19.14
13332600;19.14
13333500;19.14
13334400;25.55
13335300;25.55
13336200;25.55
13337100;25.55
13338000;25.55
13338900;25.55
13339800;25.55
13340700;25.55
13341600;25.55
13342500;25.55
13343400;25.55
13344300;25.55
13345200;25.55
13346100;25.55
13347000;25.55
13347900;25.55
13348800;50.04
13349700;50.04
13350600;50.04
13351500;50.04
13352400;50.04
13353300;50.04
13354200;50.04
13355100;50.04
13356000;50.04
13356900;50.04
13357800;50.04
13358700;50.04
13359600;50.04
13360500;50.04
13361400;50.04
13362300;50.04
13363200;35.52
13364100;35.52
13365000;35.52
13365900;35.52
13366800;35.52
13367700;35.52
13368600;35.52
13369500;35.52
13370400;35.52
13371300;35.52
13372200;35.52
13373100;35.52
13374000;35.52
13374900;35.52
13375800;35.52
13376700;35.52
13377600;2.11
13378500;2.11
13379400;2.11
13380300;2.11
13381200;2.11
13382100;2.11
13383000;2.11
13383900;2.11
13384800;2.11
13385700;2.11
13386600;2.11
13387500;2.11
13388400;2.11
13389300;2.11
13390200;2.11
13391100;2.11
13392000;11.66
13392900;11.66
13393800;11.66
13394700;11.66
13395600;11.66
13396500;11.66
13397400;11.66
13398300;11.66
13399200;11.66
13400100;11.66
13401000;11.66
13401900;11.66
13402800;11.66
13403700;11.66
13404600;11.66
13405500;11.66
13406400;23.57
13407300;23.57
13408200;23.57
13409100;23.57
13410000;23.57
13410900;23.57
13411800;23.57
13412700;23.57
13413600;23.57
13414500;23.57
13415400;23.57
13416300;23.57
13417200;23.57
13418100;23.57
13419000;23.57
13419900;23.57
13420800;33.83
13421700;33.83
13422600;33.83
13423500;33.83
13424400;33.83
13425300;33.83
13426200;33.83
13427100;33.83
13428000;33.83
13428900;33.83
13429800;33.83
13430700;33.83
13431600;33.83
13432500;33.83
13433400;33.83
13434300;33.83
13435200;55.75
13436100;55.75
13437000;55.75
13437900;55.75
13438800;55.75
13439700;55.75
13440600;55.75
13441500;55.75
13442400;55.75
13443300;55.75
13444200;55.75
13445100;55.75
13446000;55.75
13446900;55.75
13447800;55.75
13448700;55.75
13449600;46.5
13450500;46.5
13451400;46.5
13452300;46.5
13453200;46.5
13454100;46.5
13455000;46.5
13455900;46.5
13456800;46.5
13457700;46.5
13458600;46.5
13459500;46.5
13460400;46.5
13461300;46.5
13462200;46.5
13463100;46.5
13464000;7.97
13464900;7.97
13465800;7.97
13466700;7.97
13467600;7.97
13468500;7.97
13469400;7.97
13470300;7.97
13471200;7.97
13472100;7.97
13473000;7.97
13473900;7.97
13474800;7.97
13475700;7.97
13476600;7.97
13477500;7.97
13478400;14.07
13479300;14.07
13480200;14.07
13481100;14.07
13482000;14.07
13482900;14.07
13483800;14.07
13484700;14.07
13485600;14.07
13486500;14.07
13487400;14.07
13488300;14.07
13489200;14.07
13490100;14.07
13491000;14.07
13491900;14.07
13492800;17.79
13493700;17.79
13494600;17.79
13495500;17.79
13496400;17.79
13497300;17.79
13498200;17.79
13499100;17.79
13500000;17.79
13500900;17.79
13501800;17.79
13502700;17.79
13503600;17.79
13504500;17.79
13505400;17.79
13506300;17.79
13507200;28.03
13508100;28.03
13509000;28.03
13509900;28.03
13510800;28.03
13511700;28.03
13512600;28.03
13513500;28.03
13514400;28.03
13515300;28.03
13516200;28.03
13517100;28.03
13518000;28.03
13518900;28.03
13519800;28.03
13520700;28.03
13521600;55.09
13522500;55.09
13523400;55.09
13524300;55.09
13525200;55.09
13526100;55.09
13527000;55.09
13527900;55.09
13528800;55.09
13529700;55.09
13530600;55.09
13531500;55.09
13532400;55.09
13533300;55.09
13534200;55.09
13535100;55.09
13536000;35.23
13536900;35.23
13537800;35.23
13538700;35.23
13539600;35.23
13540500;35.23
13541400;35.23
13542300;35.23
13543200;35.23
13544100;35.23
13545000;35.23
13545900;35.23
13546800;35.23
13547700;35.23
13548600;35.23
13549500;35.23
13550400;6.85
13551300;6.85
13552200;6.85
13553100;6.85
13554000;6.85
13554900;6.85
13555800;6.85
13556700;6.85
13557600;6.85
13558500;6.85
13559400;6.85
13560300;6.85
13561200;6.85
13562100;6.85
13563000;6.85
13563900;6.85
13564800;10.31
13565700;10.31
13566600;10.31
13567500;10.31
13568400;10.31
13569300;10.31
13570200;10.31
13571100;10.31
13572000;10.31
13572900;10.31
13573800;10.31
13574700;10.31
13575600;10.31
13576500;10.31
13577400;10.31
13578300;10.31
13579200;11.13
13580100;11.13
13581000;11.13
13581900;11.13
13582800;11.13
13583700;11.13
13584600;11.13
13585500;11.13
13586400;11.13
13587300;11.13
13588200;11.13
13589100;11.13
13590000;11.13
13590900;11.13
13591800;11.13
13592700;11.13
13593600;22.18
13594500;22.18
13595400;22.18
13596300;22.18
13597200;22.18
13598100;22.18
13599000;22.18
13599900;22.18
13600800;22.18
13601700;22.18
13602600;22.18
13603500;22.18
13604400;22.18
13605300;22.18
13606200;22.18
13607100;22.18
13608000;53.93
13608900;53.93
13609800;53.93
13610700;53.93
13611600;53.93
13612500;53.93
13613400;53.93
13614300;53.93
13615200;53.93
13616100;53.93
13617000;53.93
13617900;53.93
13618800;53.93
13619700;53.93
13620600;53.93
13621500;53.93
13622400;26.8
13623300;26.8
13624200;26.8
13625100;26.8
13626000;26.8
13626900;26.8
13627800;26.8
13628700;26.8
13629600;26.8
13630500;26.8
13631400;26.8
13632300;26.8
13633200;26.8
13634100;26.8
13635000;26.8
13635900;26.8
13636800;5.01
13637700;5.01
13638600;5.01
13639500;5.01
13640400;5.01
13641300;5.01
13642200;5.01
13643100;5.01
13644000;5.01
13644900;5.01
13645800;5.01
13646700;5.01
13647600;5.01
13648500;5.01
13649400;5.01
13650300;5.01
13651200;7.72
13652100;7.72
13653000;7.72
13653900;7.72
13654800;7.72
13655700;7.72
13656600;7.72
13657500;7.72
13658400;7.72
13659300;7.72
13660200;7.72
13661100;7.72
13662000;7.72
13662900;7.72
13663800;7.72
13664700;7.72
13665600;7.24
13666500;7.24
13667400;7.24
13668300;7.24
13669200;7.24
13670100;7.24
13671000;7.24
13671900;7.24
13672800;7.24
13673700;7.24
13674600;7.24
13675500;7.24
13676400;7.24
13677300;7.24
13678200;7.24
13679100;7.24
13680000;18.92
13680900;18.92
13681800;18.92
13682700;18.92
13683600;18.92
13684500;18.92
13685400;18.92
13686300;18.92
13687200;18.92
13688100;18.92
13689000;18.92
13689900;18.92
13690800;18.92
13691700;18.92
13692600;18.92
13693500;18.92
13694400;53.77
13695300;53.77
13696200;53.77
13697100;53.77
13698000;53.77
13698900;53.77
13699800;53.77
13700700;53.77
13701600;53.77
13702500;53.77
13703400;53.77
13704300;53.77
13705200;53.77
13706100;53.77
13707000;53.77
13707900;53.77
13708800;22.21
13709700;22.21
13710600;22.21
13711500;22.21
13712400;22.21
13713300;22.21
13714200;22.21
13715100;22.21
13716000;22.21
13716900;22.21
13717800;22.21
13718700;22.21
13719600;22.21
13720500;22.21
13721400;22.21
13722300;22.21
13723200;4.09
13724100;4.09
13725000;4.09
13725900;4.09
13726800;4.09
13727700;4.09
13728600;4.09
13729500;4.09
13730400;4.09
13731300;4.09
13732200;4.09
13733100;4.09
13734000;4.09
13734900;4.09
13735800;4.09
13736700;4.09
13737600;6.63
13738500;6.63
13739400;6.63
13740300;6.63
13741200;6.63
13742100;6.63
13743000;6.63
13743900;6.63
13744800;6.63
13745700;6.63
13746600;6.63
13747500;6.63
13748400;6.63
13749300;6.63
13750200;6.63
13751100;6.63
13752000;6.48
13752900;6.48
13753800;6.48
13754700;6.48
13755600;6.48
13756500;6.48
13757400;6.48
13758300;6.48
13759200;6.48
13760100;6.48
13761000;6.48
13761900;6.48
13762800;6.48
13763700;6.48
13764600;6.48
13765500;6.48
13766400;24.1
13767300;24.1
13768200;24.1
13769100;24.1
13770000;24.1
13770900;24.1
13771800;24.1
13772700;24.1
13773600;24.1
13774500;24.1
13775400;24.1
13776300;24.1
13777200;24.1
13778100;24.1
13779000;24.1
13779900;24.1
13780800;65
13781700;65
13782600;65
13783500;65
13784400;65
13785300;65
13786200;65
13787100;65
13788000;65
13788900;65
13789800;65
13790700;65
13791600;65
13792500;65
13793400;65
13794300;65
13795200;24.35
13796100;24.35
13797000;24.35
13797900;24.35
13798800;24.35
13799700;24.35
13800600;24.35
13801500;24.35
13802400;24.35
13803300;24.35
13804200;24.35
13805100;24.35
13806000;24.35
13806900;24.35
13807800;24.35
13808700;24.35
13809600;3.43
13810500;3.43
13811400;3.43
13812300;3.43
13813200;3.43
13814100;3.43
13815000;3.43
13815900;3.43
13816800;3.43
13817700;3.43
13818600;3.43
13819500;3.43
13820400;3.43
13821300;3.43
13822200;3.43
13823100;3.43
13824000;7.01
13824900;7.01
13825800;7.01
13826700;7.01
13827600;7.01
13828500;7.01
13829400;7.01
13830300;7.01
13831200;7.01
13832100;7.01
13833000;7.01
13833900;7.01
13834800;7.01
13835700;7.01
13836600;7.01
13837500;7.01
13838400;7.56
13839300;7.56
13840200;7.56
13841100;7.56
13842000;7.56
13842900;7.56
13843800;7.56
13844700;7.56
13845600;7.56
13846500;7.56
13847400;7.56
13848300;7.56
13849200;7.56
13850100;7.56
13851000;7.56
13851900;7.56
13852800;35.58
13853700;35.58
13854600;35.58
13855500;35.58
13856400;35.58
13857300;35.58
13858200;35.58
13859100;35.58
13860000;35.58
13860900;35.58
13861800;35.58
13862700;35.58
13863600;35.58
13864500;35.58
13865400;35.58
13866300;35.58
13867200;81.98
13868100;81.98
13869000;81.98
13869900;81.98
13870800;81.98
13871700;81.98
13872600;81.98
13873500;81.98
13874400;81.98
13875300;81.98
13876200;81.98
13877100;81.98
13878000;81.98
13878900;81.98
13879800;81.98
13880700;81.98
13881600;29.87
13882500;29.87
13883400;29.87
13884300;29.87
13885200;29.87
13886100;29.87
13887000;29.87
13887900;29.87
13888800;29.87
13889700;29.87
13890600;29.87
13891500;29.87
13892400;29.87
13893300;29.87
13894200;29.87
13895100;29.87
13896000;2.97
13896900;2.97
13897800;2.97
13898700;2.97
13899600;2.97
13900500;2.97
13901400;2.97
13902300;2.97
13903200;2.97
13904100;2.97
13905000;2.97
13905900;2.97
13906800;2.97
13907700;2.97
13908600;2.97
13909500;2.97
13910400;6.26
13911300;6.26
13912200;6.26
13913100;6.26
13914000;6.26
13914900;6.26
13915800;6.26
13916700;6.26
13917600;6.26
13918500;6.26
13919400;6.26
13920300;6.26
13921200;6.26
13922100;6.26
13923000;6.26
13923900;6.26
13924800;6.28
13925700;6.28
13926600;6.28
13927500;6.28
13928400;6.28
13929300;6.28
13930200;6.28
13931100;6.28
13932000;6.28
13932900;6.28
13933800;6.28
13934700;6.28
13935600;6.28
13936500;6.28
13937400;6.28
13938300;6.28
13939200;26.17
13940100;26.17
13941000;26.17
13941900;26.17
13942800;26.17
13943700;26.17
13944600;26.17
13945500;26.17
13946400;26.17
13947300;26.17
13948200;26.17
13949100;26.17
13950000;26.17
13950900;26.17
13951800;26.17
13952700;26.17
13953600;54.22
13954500;54.22
13955400;54.22
13956300;54.22
13957200;54.22
13958100;54.22
13959000;54.22
13959900;54.22
13960800;54.22
13961700;54.22
13962600;54.22
13963500;54.22
13964400;54.22
13965300;54.22
13966200;54.22
13967100;54.22
13968000;21.78
13968900;21.78
13969800;21.78
13970700;21.78
13971600;21.78
13972500;21.78
13973400;21.78
13974300;21.78
13975200;21.78
13976100;21.78
13977000;21.78
13977900;21.78
13978800;21.78
13979700;21.78
13980600;21.78
13981500;21.78
13982400;2.52
13983300;2.52
13984200;2.52
13985100;2.52
13986000;2.52
13986900;2.52
13987800;2.52
13988700;2.52
13989600;2.52
13990500;2.52
13991400;2.52
13992300;2.52
13993200;2.52
13994100;2.52
13995000;2.52
13995900;2.52
13996800;7.11
13997700;7.11
13998600;7.11
13999500;7.11
14000400;7.11
14001300;7.11
14002200;7.11
14003100;7.11
14004000;7.11
14004900;7.11
14005800;7.11
14006700;7.11
14007600;7.11
14008500;7.11
14009400;7.11
14010300;7.11
14011200;6.91
14012100;6.91
14013000;6.91
14013900;6.91
14014800;6.91
14015700;6.91
14016600;6.91
14017500;6.91
14018400;6.91
14019300;6.91
14020200;6.91
14021100;6.91
14022000;6.91
14022900;6.91
14023800;6.91
14024700;6.91
14025600;48.94
14026500;48.94
14027400;48.94
14028300;48.94
14029200;48.94
14030100;48.94
14031000;48.94
14031900;48.94
14032800;48.94
14033700;48.94
14034600;48.94
14035500;48.94
14036400;48.94
14037300;48.94
14038200;48.94
14039100;48.94
14040000;53.4
14040900;53.4
14041800;53.4
14042700;53.4
14043600;53.4
14044500;53.4
14045400;53.4
14046300;53.4
14047200;53.4
14048100;53.4
14049000;53.4
14049900;53.4
14050800;53.4
14051700;53.4
14052600;53.4
14053500;53.4
14054400;20.27
14055300;20.27
14056200;20.27
14057100;20.27
14058000;20.27
14058900;20.27
14059800;20.27
14060700;20.27
14061600;20.27
14062500;20.27
14063400;20.27
14064300;20.27
14065200;20.27
14066100;20.27
14067000;20.27
14067900;20.27
14068800;2.28
14069700;2.28
14070600;2.28
14071500;2.28
14072400;2.28
14073300;2.28
14074200;2.28
14075100;2.28
14076000;2.28
14076900;2.28
14077800;2.28
14078700;2.28
14079600;2.28
14080500;2.28
14081400;2.28
14082300;2.28
14083200;6.43
14084100;6.43
14085000;6.43
14085900;6.43
14086800;6.43
14087700;6.43
14088600;6.43
14089500;6.43
14090400;6.43
14091300;6.43
14092200;6.43
14093100;6.43
14094000;6.43
14094900;6.43
14095800;6.43
14096700;6.43
14097600;7.13
14098500;7.13
14099400;7.13
14100300;7.13
14101200;7.13
14102100;7.13
14103000;7.13
14103900;7.13
14104800;7.13
14105700;7.13
14106600;7.13
14107500;7.13
14108400;7.13
14109300;7.13
14110200;7.13
14111100;7.13
14112000;41.36
14112900;41.36
14113800;41.36
14114700;41.36
14115600;41.36
14116500;41.36
14117400;41.36
14118300;41.36
14119200;41.36
14120100;41.36
14121000;41.36
14121900;41.36
14122800;41.36
14123700;41.36
14124600;41.36
14125500;41.36
14126400;53.17
14127300;53.17
14128200;53.17
14129100;53.17
14130000;53.17
14130900;53.17
14131800;53.17
14132700;53.17
14133600;53.17
14134500;53.17
14135400;53.17
14136300;53.17
14137200;53.17
14138100;53.17
14139000;53.17
14139900;53.17
14140800;17.61
14141700;17.61
14142600;17.61
14143500;17.61
14144400;17.61
14145300;17.61
14146200;17.61
14147100;17.61
14148000;17.61
14148900;17.61
14149800;17.61
14150700;17.61
14151600;17.61
14152500;17.61
14153400;17.61
14154300;17.61
14155200;2.11
14156100;2.11
14157000;2.11
14157900;2.11
14158800;2.11
14159700;2.11
14160600;2.11
14161500;2.11
14162400;2.11
14163300;2.11
14164200;2.11
14165100;2.11
14166000;2.11
14166900;2.11
14167800;2.11
14168700;2.11
14169600;5.61
14170500;5.61
14171400;5.61
14172300;5.61
14173200;5.61
14174100;5.61
14175000;5.61
14175900;5.61
14176800;5.61
14177700;5.61
14178600;5.61
14179500;5.61
14180400;5.61
14181300;5.61
14182200;5.61
14183100;5.61
14184000;6.41
14184900;6.41
14185800;6.41
14186700;6.41
14187600;6.41
14188500;6.41
14189400;6.41
14190300;6.41
14191200;6.41
14192100;6.41
14193000;6.41
14193900;6.41
14194800;6.41
14195700;6.41
14196600;6.41
14197500;6.41
14198400;28.73
14199300;28.73
14200200;28.73
14201100;28.73
14202000;28.73
14202900;28.73
14203800;28.73
14204700;28.73
14205600;28.73
14206500;28.73
14207400;28.73
14208300;28.73
14209200;28.73
14210100;28.73
14211000;28.73
14211900;28.73
14212800;43.86
14213700;43.86
14214600;43.86
14215500;43.86
14216400;43.86
14217300;43.86
14218200;43.86
14219100;43.86
14220000;43.86
14220900;43.86
14221800;43.86
14222700;43.86
14223600;43.86
14224500;43.86
14225400;43.86
14226300;43.86
14227200;14.74
14228100;14.74
14229000;14.74
14229900;14.74
14230800;14.74
14231700;14.74
14232600;14.74
14233500;14.74
14234400;14.74
14235300;14.74
14236200;14.74
14237100;14.74
14238000;14.74
14238900;14.74
14239800;14.74
14240700;14.74
14241600;2.02
14242500;2.02
14243400;2.02
14244300;2.02
14245200;2.02
14246100;2.02
14247000;2.02
14247900;2.02
14248800;2.02
14249700;2.02
14250600;2.02
14251500;2.02
14252400;2.02
14253300;2.02
14254200;2.02
14255100;2.02
14256000;5.15
14256900;5.15
14257800;5.15
14258700;5.15
14259600;5.15
14260500;5.15
14261400;5.15
14262300;5.15
14263200;5.15
14264100;5.15
14265000;5.15
14265900;5.15
14266800;5.15
14267700;5.15
14268600;5.15
14269500;5.15
14270400;5.32
14271300;5.32
14272200;5.32
14273100;5.32
14274000;5.32
14274900;5.32
14275800;5.32
14276700;5.32
14277600;5.32
14278500;5.32
14279400;5.32
14280300;5.32
14281200;5.32
14282100;5.32
14283000;5.32
14283900;5.32
14284800;21.58
14285700;21.58
14286600;21.58
14287500;21.58
14288400;21.58
14289300;21.58
14290200;21.58
14291100;21.58
14292000;21.58
14292900;21.58
14293800;21.58
14294700;21.58
14295600;21.58
14296500;21.58
14297400;21.58
14298300;21.58
14299200;36.85
14300100;36.85
14301000;36.85
14301900;36.85
14302800;36.85
14303700;36.85
14304600;36.85
14305500;36.85
14306400;36.85
14307300;36.85
14308200;36.85
14309100;36.85
14310000;36.85
14310900;36.85
14311800;36.85
14312700;36.85
14313600;12.72
14314500;12.72
14315400;12.72
14316300;12.72
14317200;12.72
14318100;12.72
14319000;12.72
14319900;12.72
14320800;12.72
14321700;12.72
14322600;12.72
14323500;12.72
14324400;12.72
14325300;12.72
14326200;12.72
14327100;12.72
14328000;1.93
14328900;1.93
14329800;1.93
14330700;1.93
14331600;1.93
14332500;1.93
14333400;1.93
14334300;1.93
14335200;1.93
14336100;1.93
14337000;1.93
14337900;1.93
14338800;1.93
14339700;1.93
14340600;1.93
14341500;1.93
14342400;5.24
14343300;5.24
14344200;5.24
14345100;5.24
14346000;5.24
14346900;5.24
14347800;5.24
14348700;5.24
14349600;5.24
14350500;5.24
14351400;5.24
14352300;5.24
14353200;5.24
14354100;5.24
14355000;5.24
14355900;5.24
14356800;5.82
14357700;5.82
14358600;5.82
14359500;5.82
14360400;5.82
14361300;5.82
14362200;5.82
14363100;5.82
14364000;5.82
14364900;5.82
14365800;5.82
14366700;5.82
14367600;5.82
14368500;5.82
14369400;5.82
14370300;5.82
14371200;28.35
14372100;28.35
14373000;28.35
14373900;28.35
14374800;28.35
14375700;28.35
14376600;28.35
14377500;28.35
14378400;28.35
14379300;28.35
14380200;28.35
14381100;28.35
14382000;28.35
14382900;28.35
14383800;28.35
14384700;28.35
14385600;66.62
14386500;66.62
14387400;66.62
14388300;66.62
14389200;66.62
14390100;66.62
14391000;66.62
14391900;66.62
14392800;66.62
14393700;66.62
14394600;66.62
14395500;66.62
14396400;66.62
14397300;66.62
14398200;66.62
14399100;66.62
14400000;23.86
14400900;23.86
14401800;23.86
14402700;23.86
14403600;23.86
14404500;23.86
14405400;23.86
14406300;23.86
14407200;23.86
14408100;23.86
14409000;23.86
14409900;23.86
14410800;23.86
14411700;23.86
14412600;23.86
14413500;23.86
14414400;2.06
14415300;2.06
14416200;2.06
14417100;2.06
14418000;2.06
14418900;2.06
14419800;2.06
14420700;2.06
14421600;2.06
14422500;2.06
14423400;2.06
14424300;2.06
14425200;2.06
14426100;2.06
14427000;2.06
14427900;2.06
14428800;6.34
14429700;6.34
14430600;6.34
14431500;6.34
14432400;6.34
14433300;6.34
14434200;6.34
14435100;6.34
14436000;6.34
14436900;6.34
14437800;6.34
14438700;6.34
14439600;6.34
14440500;6.34
14441400;6.34
14442300;6.34
14443200;6.94
14444100;6.94
14445000;6.94
14445900;6.94
14446800;6.94
14447700;6.94
14448600;6.94
14449500;6.94
14450400;6.94
14451300;6.94
14452200;6.94
14453100;6.94
14454000;6.94
14454900;6.94
14455800;6.94
14456700;6.94
14457600;32.28
14458500;32.28
14459400;32.28
14460300;32.28
14461200;32.28
14462100;32.28
14463000;32.28
14463900;32.28
14464800;32.28
14465700;32.28
14466600;32.28
14467500;32.28
14468400;32.28
14469300;32.28
14470200;32.28
14471100;32.28
14472000;69.73
14472900;69.73
14473800;69.73
14474700;69.73
14475600;69.73
14476500;69.73
14477400;69.73
14478300;69.73
14479200;69.73
14480100;69.73
14481000;69.73
14481900;69.73
14482800;69.73
14483700;69.73
14484600;69.73
14485500;69.73
14486400;25.66
14487300;25.66
14488200;25.66
14489100;25.66
14490000;25.66
14490900;25.66
14491800;25.66
14492700;25.66
14493600;25.66
14494500;25.66
14495400;25.66
14496300;25.66
14497200;25.66
14498100;25.66
14499000;25.66
14499900;25.66
14500800;1.97
14501700;1.97
14502600;1.97
14503500;1.97
14504400;1.97
14505300;1.97
14506200;1.97
14507100;1.97
14508000;1.97
14508900;1.97
14509800;1.97
14510700;1.97
14511600;1.97
14512500;1.97
14513400;1.97
14514300;1.97
14515200;5.49
14516100;5.49
14517000;5.49
14517900;5.49
14518800;5.49
14519700;5.49
14520600;5.49
14521500;5.49
14522400;5.49
14523300;5.49
14524200;5.49
14525100;5.49
14526000;5.49
14526900;5.49
14527800;5.49
14528700;5.49
14529600;5.6
14530500;5.6
14531400;5.6
14532300;5.6
14533200;5.6
14534100;5.6
14535000;5.6
14535900;5.6
14536800;5.6
14537700;5.6
14538600;5.6
14539500;5.6
14540400;5.6
14541300;5.6
14542200;5.6
14543100;5.6
14544000;23.21
14544900;23.21
14545800;23.21
14546700;23.21
14547600;23.21
14548500;23.21
14549400;23.21
14550300;23.21
14551200;23.21
14552100;23.21
14553000;23.21
14553900;23.21
14554800;23.21
14555700;23.21
14556600;23.21
14557500;23.21
14558400;42.52
14559300;42.52
14560200;42.52
14561100;42.52
14562000;42.52
14562900;42.52
14563800;42.52
14564700;42.52
14565600;42.52
14566500;42.52
14567400;42.52
14568300;42.52
14569200;42.52
14570100;42.52
14571000;42.52
14571900;42.52
14572800;16.6
14573700;16.6
14574600;16.6
14575500;16.6
14576400;16.6
14577300;16.6
14578200;16.6
14579100;16.6
14580000;16.6
14580900;16.6
14581800;16.6
14582700;16.6
14583600;16.6
14584500;16.6
14585400;16.6
14586300;16.6
14587200;1.7
14588100;1.7
14589000;1.7
14589900;1.7
14590800;1.7
14591700;1.7
14592600;1.7
14593500;1.7
14594400;1.7
14595300;1.7
14596200;1.7
14597100;1.7
14598000;1.7
14598900;1.7
14599800;1.7
14600700;1.7
14601600;4.49
14602500;4.49
14603400;4.49
14604300;4.49
14605200;4.49
14606100;4.49
14607000;4.49
14607900;4.49
14608800;4.49
14609700;4.49
14610600;4.49
14611500;4.49
14612400;4.49
14613300;4.49
14614200;4.49
14615100;4.49
14616000;4.64
14616900;4.64
14617800;4.64
14618700;4.64
14619600;4.64
14620500;4.64
14621400;4.64
14622300;4.64
14623200;4.64
14624100;4.64
14625000;4.64
14625900;4.64
14626800;4.64
14627700;4.64
14628600;4.64
14629500;4.64
14630400;26.3
14631300;26.3
14632200;26.3
14633100;26.3
14634000;26.3
14634900;26.3
14635800;26.3
14636700;26.3
14637600;26.3
14638500;26.3
14639400;26.3
14640300;26.3
14641200;26.3
14642100;26.3
14643000;26.3
14643900;26.3
14644800;34.31
14645700;34.31
14646600;34.31
14647500;34.31
14648400;34.31
14649300;34.31
14650200;34.31
14651100;34.31
14652000;34.31
14652900;34.31
14653800;34.31
14654700;34.31
14655600;34.31
14656500;34.31
14657400;34.31
14658300;34.31
14659200;13.45
14660100;13.45
14661000;13.45
14661900;13.45
14662800;13.45
14663700;13.45
14664600;13.45
14665500;13.45
14666400;13.45
14667300;13.45
14668200;13.45
14669100;13.45
14670000;13.45
14670900;13.45
14671800;13.45
14672700;13.45
14673600;1.56
14674500;1.56
14675400;1.56
14676300;1.56
14677200;1.56
14678100;1.56
14679000;1.56
14679900;1.56
14680800;1.56
14681700;1.56
14682600;1.56
14683500;1.56
14684400;1.56
14685300;1.56
14686200;1.56
14687100;1.56
14688000;4.22
14688900;4.22
14689800;4.22
14690700;4.22
14691600;4.22
14692500;4.22
14693400;4.22
14694300;4.22
14695200;4.22
14696100;4.22
14697000;4.22
14697900;4.22
14698800;4.22
14699700;4.22
14700600;4.22
14701500;4.22
14702400;4.22
14703300;4.22
14704200;4.22
14705100;4.22
14706000;4.22
14706900;4.22
14707800;4.22
14708700;4.22
14709600;4.22
14710500;4.22
14711400;4.22
14712300;4.22
14713200;4.22
14714100;4.22
14715000;4.22
14715900;4.22
14716800;24
14717700;24
14718600;24
14719500;24
14720400;24
14721300;24
14722200;24
14723100;24
14724000;24
14724900;24
14725800;24
14726700;24
14727600;24
14728500;24
14729400;24
14730300;24
14731200;36.54
14732100;36.54
14733000;36.54
14733900;36.54
14734800;36.54
14735700;36.54
14736600;36.54
14737500;36.54
14738400;36.54
14739300;36.54
14740200;36.54
14741100;36.54
14742000;36.54
14742900;36.54
14743800;36.54
14744700;36.54
14745600;13.5
14746500;13.5
14747400;13.5
14748300;13.5
14749200;13.5
14750100;13.5
14751000;13.5
14751900;13.5
14752800;13.5
14753700;13.5
14754600;13.5
14755500;13.5
14756400;13.5
14757300;13.5
14758200;13.5
14759100;13.5
14760000;1.5
14760900;1.5
14761800;1.5
14762700;1.5
14763600;1.5
14764500;1.5
14765400;1.5
14766300;1.5
14767200;1.5
14768100;1.5
14769000;1.5
14769900;1.5
14770800;1.5
14771700;1.5
14772600;1.5
14773500;1.5
14774400;3.87
14775300;3.87
14776200;3.87
14777100;3.87
14778000;3.87
14778900;3.87
14779800;3.87
14780700;3.87
14781600;3.87
14782500;3.87
14783400;3.87
14784300;3.87
14785200;3.87
14786100;3.87
14787000;3.87
14787900;3.87
14788800;3.7
14789700;3.7
14790600;3.7
14791500;3.7
14792400;3.7
14793300;3.7
14794200;3.7
14795100;3.7
14796000;3.7
14796900;3.7
14797800;3.7
14798700;3.7
14799600;3.7
14800500;3.7
14801400;3.7
14802300;3.7
14803200;21.03
14804100;21.03
14805000;21.03
14805900;21.03
14806800;21.03
14807700;21.03
14808600;21.03
14809500;21.03
14810400;21.03
14811300;21.03
14812200;21.03
14813100;21.03
14814000;21.03
14814900;21.03
14815800;21.03
14816700;21.03
14817600;34.6
14818500;34.6
14819400;34.6
14820300;34.6
14821200;34.6
14822100;34.6
14823000;34.6
14823900;34.6
14824800;34.6
14825700;34.6
14826600;34.6
14827500;34.6
14828400;34.6
14829300;34.6
14830200;34.6
14831100;34.6
14832000;12.1
14832900;12.1
14833800;12.1
14834700;12.1
14835600;12.1
14836500;12.1
14837400;12.1
14838300;12.1
14839200;12.1
14840100;12.1
14841000;12.1
14841900;12.1
14842800;12.1
14843700;12.1
14844600;12.1
14845500;12.1
14846400;1.41
14847300;1.41
