timestep;aFRR_neg_cap_EUR_MW_h
6110100;3.1
6111000;3.1
6111900;3.1
6112800;3.1
6113700;3.1
6114600;3.1
6115500;3.1
6116400;3.1
6117300;3.1
6118200;3.1
6119100;3.1
6120000;2.1
6120900;2.1
6121800;2.1
6122700;2.1
6123600;2.1
6124500;2.1
6125400;2.1
6126300;2.1
6127200;2.1
6128100;2.1
6129000;2.1
6129900;2.1
6130800;2.1
6131700;2.1
6132600;2.1
6133500;2.1
6134400;3.28
6135300;3.28
6136200;3.28
6137100;3.28
6138000;3.28
6138900;3.28
6139800;3.28
6140700;3.28
6141600;3.28
6142500;3.28
6143400;3.28
6144300;3.28
6145200;3.28
6146100;3.28
6147000;3.28
6147900;3.28
6148800;2.88
6149700;2.88
6150600;2.88
6151500;2.88
6152400;2.88
6153300;2.88
6154200;2.88
6155100;2.88
6156000;2.88
6156900;2.88
6157800;2.88
6158700;2.88
6159600;2.88
6160500;2.88
6161400;2.88
6162300;2.88
6163200;4
6164100;4
6165000;4
6165900;4
6166800;4
6167700;4
6168600;4
6169500;4
6170400;4
6171300;4
6172200;4
6173100;4
6174000;4
6174900;4
6175800;4
6176700;4
6177600;7.12
6178500;7.12
6179400;7.12
6180300;7.12
6181200;7.12
6182100;7.12
6183000;7.12
6183900;7.12
6184800;7.12
6185700;7.12
6186600;7.12
6187500;7.12
6188400;7.12
6189300;7.12
6190200;7.12
6191100;7.12
6192000;2.07
6192900;2.07
6193800;2.07
6194700;2.07
6195600;2.07
6196500;2.07
6197400;2.07
6198300;2.07
6199200;2.07
6200100;2.07
6201000;2.07
6201900;2.07
6202800;2.07
6203700;2.07
6204600;2.07
6205500;2.07
6206400;1.58
6207300;1.58
6208200;1.58
6209100;1.58
6210000;1.58
6210900;1.58
6211800;1.58
6212700;1.58
6213600;1.58
6214500;1.58
6215400;1.58
6216300;1.58
6217200;1.58
6218100;1.58
6219000;1.58
6219900;1.58
6220800;2.78
6221700;2.78
6222600;2.78
6223500;2.78
6224400;2.78
6225300;2.78
6226200;2.78
6227100;2.78
6228000;2.78
6228900;2.78
6229800;2.78
6230700;2.78
6231600;2.78
6232500;2.78
6233400;2.78
6234300;2.78
6235200;2.45
6236100;2.45
6237000;2.45
6237900;2.45
6238800;2.45
6239700;2.45
6240600;2.45
6241500;2.45
6242400;2.45
6243300;2.45
6244200;2.45
6245100;2.45
6246000;2.45
6246900;2.45
6247800;2.45
6248700;2.45
6249600;3.15
6250500;3.15
6251400;3.15
6252300;3.15
6253200;3.15
6254100;3.15
6255000;3.15
6255900;3.15
6256800;3.15
6257700;3.15
6258600;3.15
6259500;3.15
6260400;3.15
6261300;3.15
6262200;3.15
6263100;3.15
6264000;5.51
6264900;5.51
6265800;5.51
6266700;5.51
6267600;5.51
6268500;5.51
6269400;5.51
6270300;5.51
6271200;5.51
6272100;5.51
6273000;5.51
6273900;5.51
6274800;5.51
6275700;5.51
6276600;5.51
6277500;5.51
6278400;1.78
6279300;1.78
6280200;1.78
6281100;1.78
6282000;1.78
6282900;1.78
6283800;1.78
6284700;1.78
6285600;1.78
6286500;1.78
6287400;1.78
6288300;1.78
6289200;1.78
6290100;1.78
6291000;1.78
6291900;1.78
6292800;1.49
6293700;1.49
6294600;1.49
6295500;1.49
6296400;1.49
6297300;1.49
6298200;1.49
6299100;1.49
6300000;1.49
6300900;1.49
6301800;1.49
6302700;1.49
6303600;1.49
6304500;1.49
6305400;1.49
6306300;1.49
6307200;2.56
6308100;2.56
6309000;2.56
6309900;2.56
6310800;2.56
6311700;2.56
6312600;2.56
6313500;2.56
6314400;2.56
6315300;2.56
6316200;2.56
6317100;2.56
6318000;2.56
6318900;2.56
6319800;2.56
6320700;2.56
6321600;2.25
6322500;2.25
6323400;2.25
6324300;2.25
6325200;2.25
6326100;2.25
6327000;2.25
6327900;2.25
6328800;2.25
6329700;2.25
6330600;2.25
6331500;2.25
6332400;2.25
6333300;2.25
6334200;2.25
6335100;2.25
6336000;2.75
6336900;2.75
6337800;2.75
6338700;2.75
6339600;2.75
6340500;2.75
6341400;2.75
6342300;2.75
6343200;2.75
6344100;2.75
6345000;2.75
6345900;2.75
6346800;2.75
6347700;2.75
6348600;2.75
6349500;2.75
6350400;6.26
6351300;6.26
6352200;6.26
6353100;6.26
6354000;6.26
6354900;6.26
6355800;6.26
6356700;6.26
6357600;6.26
6358500;6.26
6359400;6.26
6360300;6.26
6361200;6.26
6362100;6.26
6363000;6.26
6363900;6.26
6364800;1.62
6365700;1.62
6366600;1.62
6367500;1.62
6368400;1.62
6369300;1.62
6370200;1.62
6371100;1.62
6372000;1.62
6372900;1.62
6373800;1.62
6374700;1.62
6375600;1.62
6376500;1.62
6377400;1.62
6378300;1.62
6379200;1.49
6380100;1.49
6381000;1.49
6381900;1.49
6382800;1.49
6383700;1.49
6384600;1.49
6385500;1.49
6386400;1.49
6387300;1.49
6388200;1.49
6389100;1.49
6390000;1.49
6390900;1.49
6391800;1.49
6392700;1.49
6393600;3.35
6394500;3.35
6395400;3.35
6396300;3.35
6397200;3.35
6398100;3.35
6399000;3.35
6399900;3.35
6400800;3.35
6401700;3.35
6402600;3.35
6403500;3.35
6404400;3.35
6405300;3.35
6406200;3.35
6407100;3.35
6408000;2.81
6408900;2.81
6409800;2.81
6410700;2.81
6411600;2.81
6412500;2.81
6413400;2.81
6414300;2.81
6415200;2.81
6416100;2.81
6417000;2.81
6417900;2.81
6418800;2.81
6419700;2.81
6420600;2.81
6421500;2.81
6422400;2.69
6423300;2.69
6424200;2.69
6425100;2.69
6426000;2.69
6426900;2.69
6427800;2.69
6428700;2.69
6429600;2.69
6430500;2.69
6431400;2.69
6432300;2.69
6433200;2.69
6434100;2.69
6435000;2.69
6435900;2.69
6436800;8.67
6437700;8.67
6438600;8.67
6439500;8.67
6440400;8.67
6441300;8.67
6442200;8.67
6443100;8.67
6444000;8.67
6444900;8.67
6445800;8.67
6446700;8.67
6447600;8.67
6448500;8.67
6449400;8.67
6450300;8.67
6451200;1.55
6452100;1.55
6453000;1.55
6453900;1.55
6454800;1.55
6455700;1.55
6456600;1.55
6457500;1.55
6458400;1.55
6459300;1.55
6460200;1.55
6461100;1.55
6462000;1.55
6462900;1.55
6463800;1.55
6464700;1.55
6465600;1.48
6466500;1.48
6467400;1.48
6468300;1.48
6469200;1.48
6470100;1.48
6471000;1.48
6471900;1.48
6472800;1.48
6473700;1.48
6474600;1.48
6475500;1.48
6476400;1.48
6477300;1.48
6478200;1.48
6479100;1.48
6480000;5.41
6480900;5.41
6481800;5.41
6482700;5.41
6483600;5.41
6484500;5.41
6485400;5.41
6486300;5.41
6487200;5.41
6488100;5.41
6489000;5.41
6489900;5.41
6490800;5.41
6491700;5.41
6492600;5.41
6493500;5.41
6494400;4.79
6495300;4.79
6496200;4.79
6497100;4.79
6498000;4.79
6498900;4.79
6499800;4.79
6500700;4.79
6501600;4.79
6502500;4.79
6503400;4.79
6504300;4.79
6505200;4.79
6506100;4.79
6507000;4.79
6507900;4.79
6508800;6.3
6509700;6.3
6510600;6.3
6511500;6.3
6512400;6.3
6513300;6.3
6514200;6.3
6515100;6.3
6516000;6.3
6516900;6.3
6517800;6.3
6518700;6.3
6519600;6.3
6520500;6.3
6521400;6.3
6522300;6.3
6523200;20.16
6524100;20.16
6525000;20.16
6525900;20.16
6526800;20.16
6527700;20.16
6528600;20.16
6529500;20.16
6530400;20.16
6531300;20.16
6532200;20.16
6533100;20.16
6534000;20.16
6534900;20.16
6535800;20.16
6536700;20.16
6537600;3.12
6538500;3.12
6539400;3.12
6540300;3.12
6541200;3.12
6542100;3.12
6543000;3.12
6543900;3.12
6544800;3.12
6545700;3.12
6546600;3.12
6547500;3.12
6548400;3.12
6549300;3.12
6550200;3.12
6551100;3.12
6552000;1.73
6552900;1.73
6553800;1.73
6554700;1.73
6555600;1.73
6556500;1.73
6557400;1.73
6558300;1.73
6559200;1.73
6560100;1.73
6561000;1.73
6561900;1.73
6562800;1.73
6563700;1.73
6564600;1.73
6565500;1.73
6566400;4.54
6567300;4.54
6568200;4.54
6569100;4.54
6570000;4.54
6570900;4.54
6571800;4.54
6572700;4.54
6573600;4.54
6574500;4.54
6575400;4.54
6576300;4.54
6577200;4.54
6578100;4.54
6579000;4.54
6579900;4.54
6580800;4.07
6581700;4.07
6582600;4.07
6583500;4.07
6584400;4.07
6585300;4.07
6586200;4.07
6587100;4.07
6588000;4.07
6588900;4.07
6589800;4.07
6590700;4.07
6591600;4.07
6592500;4.07
6593400;4.07
6594300;4.07
6595200;5.61
6596100;5.61
6597000;5.61
6597900;5.61
6598800;5.61
6599700;5.61
6600600;5.61
6601500;5.61
6602400;5.61
6603300;5.61
6604200;5.61
6605100;5.61
6606000;5.61
6606900;5.61
6607800;5.61
6608700;5.61
6609600;16.18
6610500;16.18
6611400;16.18
6612300;16.18
6613200;16.18
6614100;16.18
6615000;16.18
6615900;16.18
6616800;16.18
6617700;16.18
6618600;16.18
6619500;16.18
6620400;16.18
6621300;16.18
6622200;16.18
6623100;16.18
6624000;2.86
6624900;2.86
6625800;2.86
6626700;2.86
6627600;2.86
6628500;2.86
6629400;2.86
6630300;2.86
6631200;2.86
6632100;2.86
6633000;2.86
6633900;2.86
6634800;2.86
6635700;2.86
6636600;2.86
6637500;2.86
6638400;1.72
6639300;1.72
6640200;1.72
6641100;1.72
6642000;1.72
6642900;1.72
6643800;1.72
6644700;1.72
6645600;1.72
6646500;1.72
6647400;1.72
6648300;1.72
6649200;1.72
6650100;1.72
6651000;1.72
6651900;1.72
6652800;4.05
6653700;4.05
6654600;4.05
6655500;4.05
6656400;4.05
6657300;4.05
6658200;4.05
6659100;4.05
6660000;4.05
6660900;4.05
6661800;4.05
6662700;4.05
6663600;4.05
6664500;4.05
6665400;4.05
6666300;4.05
6667200;3.34
6668100;3.34
6669000;3.34
6669900;3.34
6670800;3.34
6671700;3.34
6672600;3.34
6673500;3.34
6674400;3.34
6675300;3.34
6676200;3.34
6677100;3.34
6678000;3.34
6678900;3.34
6679800;3.34
6680700;3.34
6681600;3.9
6682500;3.9
6683400;3.9
6684300;3.9
6685200;3.9
6686100;3.9
6687000;3.9
6687900;3.9
6688800;3.9
6689700;3.9
6690600;3.9
6691500;3.9
6692400;3.9
6693300;3.9
6694200;3.9
6695100;3.9
6696000;8.87
6696900;8.87
6697800;8.87
6698700;8.87
6699600;8.87
6700500;8.87
6701400;8.87
6702300;8.87
6703200;8.87
6704100;8.87
6705000;8.87
6705900;8.87
6706800;8.87
6707700;8.87
6708600;8.87
6709500;8.87
6710400;2.05
6711300;2.05
6712200;2.05
6713100;2.05
6714000;2.05
6714900;2.05
6715800;2.05
6716700;2.05
6717600;2.05
6718500;2.05
6719400;2.05
6720300;2.05
6721200;2.05
6722100;2.05
6723000;2.05
6723900;2.05
6724800;1.35
6725700;1.35
6726600;1.35
6727500;1.35
6728400;1.35
6729300;1.35
6730200;1.35
6731100;1.35
6732000;1.35
6732900;1.35
6733800;1.35
6734700;1.35
6735600;1.35
6736500;1.35
6737400;1.35
6738300;1.35
6739200;3.7
6740100;3.7
6741000;3.7
6741900;3.7
6742800;3.7
6743700;3.7
6744600;3.7
6745500;3.7
6746400;3.7
6747300;3.7
6748200;3.7
6749100;3.7
6750000;3.7
6750900;3.7
6751800;3.7
6752700;3.7
6753600;2.88
6754500;2.88
6755400;2.88
6756300;2.88
6757200;2.88
6758100;2.88
6759000;2.88
6759900;2.88
6760800;2.88
6761700;2.88
6762600;2.88
6763500;2.88
6764400;2.88
6765300;2.88
6766200;2.88
6767100;2.88
6768000;3.53
6768900;3.53
6769800;3.53
6770700;3.53
6771600;3.53
6772500;3.53
6773400;3.53
6774300;3.53
6775200;3.53
6776100;3.53
6777000;3.53
6777900;3.53
6778800;3.53
6779700;3.53
6780600;3.53
6781500;3.53
6782400;7.8
6783300;7.8
6784200;7.8
6785100;7.8
6786000;7.8
6786900;7.8
6787800;7.8
6788700;7.8
6789600;7.8
6790500;7.8
6791400;7.8
6792300;7.8
6793200;7.8
6794100;7.8
6795000;7.8
6795900;7.8
6796800;1.68
6797700;1.68
6798600;1.68
6799500;1.68
6800400;1.68
6801300;1.68
6802200;1.68
6803100;1.68
6804000;1.68
6804900;1.68
6805800;1.68
6806700;1.68
6807600;1.68
6808500;1.68
6809400;1.68
6810300;1.68
6811200;1.19
6812100;1.19
6813000;1.19
6813900;1.19
6814800;1.19
6815700;1.19
6816600;1.19
6817500;1.19
6818400;1.19
6819300;1.19
6820200;1.19
6821100;1.19
6822000;1.19
6822900;1.19
6823800;1.19
6824700;1.19
6825600;3.02
6826500;3.02
6827400;3.02
6828300;3.02
6829200;3.02
6830100;3.02
6831000;3.02
6831900;3.02
6832800;3.02
6833700;3.02
6834600;3.02
6835500;3.02
6836400;3.02
6837300;3.02
6838200;3.02
6839100;3.02
6840000;2.48
6840900;2.48
6841800;2.48
6842700;2.48
6843600;2.48
6844500;2.48
6845400;2.48
6846300;2.48
6847200;2.48
6848100;2.48
6849000;2.48
6849900;2.48
6850800;2.48
6851700;2.48
6852600;2.48
6853500;2.48
6854400;3.64
6855300;3.64
6856200;3.64
6857100;3.64
6858000;3.64
6858900;3.64
6859800;3.64
6860700;3.64
6861600;3.64
6862500;3.64
6863400;3.64
6864300;3.64
6865200;3.64
6866100;3.64
6867000;3.64
6867900;3.64
6868800;6.74
6869700;6.74
6870600;6.74
6871500;6.74
6872400;6.74
6873300;6.74
6874200;6.74
6875100;6.74
6876000;6.74
6876900;6.74
6877800;6.74
6878700;6.74
6879600;6.74
6880500;6.74
6881400;6.74
6882300;6.74
6883200;1.37
6884100;1.37
6885000;1.37
6885900;1.37
6886800;1.37
6887700;1.37
6888600;1.37
6889500;1.37
6890400;1.37
6891300;1.37
6892200;1.37
6893100;1.37
6894000;1.37
6894900;1.37
6895800;1.37
6896700;1.37
6897600;1.04
6898500;1.04
6899400;1.04
6900300;1.04
6901200;1.04
6902100;1.04
6903000;1.04
6903900;1.04
6904800;1.04
6905700;1.04
6906600;1.04
6907500;1.04
6908400;1.04
6909300;1.04
6910200;1.04
6911100;1.04
6912000;2.63
6912900;2.63
6913800;2.63
6914700;2.63
6915600;2.63
6916500;2.63
6917400;2.63
6918300;2.63
6919200;2.63
6920100;2.63
6921000;2.63
6921900;2.63
6922800;2.63
6923700;2.63
6924600;2.63
6925500;2.63
6926400;2.12
6927300;2.12
6928200;2.12
6929100;2.12
6930000;2.12
6930900;2.12
6931800;2.12
6932700;2.12
6933600;2.12
6934500;2.12
6935400;2.12
6936300;2.12
6937200;2.12
6938100;2.12
6939000;2.12
6939900;2.12
6940800;3.19
6941700;3.19
6942600;3.19
6943500;3.19
6944400;3.19
6945300;3.19
6946200;3.19
6947100;3.19
6948000;3.19
6948900;3.19
6949800;3.19
6950700;3.19
6951600;3.19
6952500;3.19
6953400;3.19
6954300;3.19
6955200;5.88
6956100;5.88
6957000;5.88
6957900;5.88
6958800;5.88
6959700;5.88
6960600;5.88
6961500;5.88
6962400;5.88
6963300;5.88
6964200;5.88
6965100;5.88
6966000;5.88
6966900;5.88
6967800;5.88
6968700;5.88
6969600;1.18
6970500;1.18
6971400;1.18
6972300;1.18
6973200;1.18
6974100;1.18
6975000;1.18
6975900;1.18
6976800;1.18
6977700;1.18
6978600;1.18
6979500;1.18
6980400;1.18
6981300;1.18
6982200;1.18
6983100;1.18
6984000;1
6984900;1
6985800;1
6986700;1
6987600;1
6988500;1
6989400;1
6990300;1
6991200;1
6992100;1
6993000;1
6993900;1
6994800;1
6995700;1
6996600;1
6997500;1
6998400;2.66
6999300;2.66
7000200;2.66
7001100;2.66
7002000;2.66
7002900;2.66
7003800;2.66
7004700;2.66
7005600;2.66
7006500;2.66
7007400;2.66
7008300;2.66
7009200;2.66
7010100;2.66
7011000;2.66
7011900;2.66
7012800;2.33
7013700;2.33
7014600;2.33
7015500;2.33
7016400;2.33
7017300;2.33
7018200;2.33
7019100;2.33
7020000;2.33
7020900;2.33
7021800;2.33
7022700;2.33
7023600;2.33
7024500;2.33
7025400;2.33
7026300;2.33
7027200;4.06
7028100;4.06
7029000;4.06
7029900;4.06
7030800;4.06
7031700;4.06
7032600;4.06
7033500;4.06
7034400;4.06
7035300;4.06
7036200;4.06
7037100;4.06
7038000;4.06
7038900;4.06
7039800;4.06
7040700;4.06
7041600;7.99
7042500;7.99
7043400;7.99
7044300;7.99
7045200;7.99
7046100;7.99
7047000;7.99
7047900;7.99
7048800;7.99
7049700;7.99
7050600;7.99
7051500;7.99
7052400;7.99
7053300;7.99
7054200;7.99
7055100;7.99
7056000;1.13
7056900;1.13
7057800;1.13
7058700;1.13
7059600;1.13
7060500;1.13
7061400;1.13
7062300;1.13
7063200;1.13
7064100;1.13
7065000;1.13
7065900;1.13
7066800;1.13
7067700;1.13
7068600;1.13
7069500;1.13
7070400;1.14
7071300;1.14
7072200;1.14
7073100;1.14
7074000;1.14
7074900;1.14
7075800;1.14
7076700;1.14
7077600;1.14
7078500;1.14
7079400;1.14
7080300;1.14
7081200;1.14
7082100;1.14
7083000;1.14
7083900;1.14
7084800;3.31
7085700;3.31
7086600;3.31
7087500;3.31
7088400;3.31
7089300;3.31
7090200;3.31
7091100;3.31
7092000;3.31
7092900;3.31
7093800;3.31
7094700;3.31
7095600;3.31
7096500;3.31
7097400;3.31
7098300;3.31
7099200;3.09
7100100;3.09
7101000;3.09
7101900;3.09
7102800;3.09
7103700;3.09
7104600;3.09
7105500;3.09
7106400;3.09
7107300;3.09
7108200;3.09
7109100;3.09
7110000;3.09
7110900;3.09
7111800;3.09
7112700;3.09
7113600;9.03
7114500;9.03
7115400;9.03
7116300;9.03
7117200;9.03
7118100;9.03
7119000;9.03
7119900;9.03
7120800;9.03
7121700;9.03
7122600;9.03
7123500;9.03
7124400;9.03
7125300;9.03
7126200;9.03
7127100;9.03
7128000;25.6
7128900;25.6
7129800;25.6
7130700;25.6
7131600;25.6
7132500;25.6
7133400;25.6
7134300;25.6
7135200;25.6
7136100;25.6
7137000;25.6
7137900;25.6
7138800;25.6
7139700;25.6
7140600;25.6
7141500;25.6
7142400;5.08
7143300;5.08
7144200;5.08
7145100;5.08
7146000;5.08
7146900;5.08
7147800;5.08
7148700;5.08
7149600;5.08
7150500;5.08
7151400;5.08
7152300;5.08
7153200;5.08
7154100;5.08
7155000;5.08
7155900;5.08
7156800;2.87
7157700;2.87
7158600;2.87
7159500;2.87
7160400;2.87
7161300;2.87
7162200;2.87
7163100;2.87
7164000;2.87
7164900;2.87
7165800;2.87
7166700;2.87
7167600;2.87
7168500;2.87
7169400;2.87
7170300;2.87
7171200;6.51
7172100;6.51
7173000;6.51
7173900;6.51
7174800;6.51
7175700;6.51
7176600;6.51
7177500;6.51
7178400;6.51
7179300;6.51
7180200;6.51
7181100;6.51
7182000;6.51
7182900;6.51
7183800;6.51
7184700;6.51
7185600;6.76
7186500;6.76
7187400;6.76
7188300;6.76
7189200;6.76
7190100;6.76
7191000;6.76
7191900;6.76
7192800;6.76
7193700;6.76
7194600;6.76
7195500;6.76
7196400;6.76
7197300;6.76
7198200;6.76
7199100;6.76
7200000;14.24
7200900;14.24
7201800;14.24
7202700;14.24
7203600;14.24
7204500;14.24
7205400;14.24
7206300;14.24
7207200;14.24
7208100;14.24
7209000;14.24
7209900;14.24
7210800;14.24
7211700;14.24
7212600;14.24
7213500;14.24
7214400;29.88
7215300;29.88
7216200;29.88
7217100;29.88
7218000;29.88
7218900;29.88
7219800;29.88
7220700;29.88
7221600;29.88
7222500;29.88
7223400;29.88
7224300;29.88
7225200;29.88
7226100;29.88
7227000;29.88
7227900;29.88
7228800;6.59
7229700;6.59
7230600;6.59
7231500;6.59
7232400;6.59
7233300;6.59
7234200;6.59
7235100;6.59
7236000;6.59
7236900;6.59
7237800;6.59
7238700;6.59
7239600;6.59
7240500;6.59
7241400;6.59
7242300;6.59
7243200;3.03
7244100;3.03
7245000;3.03
7245900;3.03
7246800;3.03
7247700;3.03
7248600;3.03
7249500;3.03
7250400;3.03
7251300;3.03
7252200;3.03
7253100;3.03
7254000;3.03
7254900;3.03
7255800;3.03
7256700;3.03
7257600;5.18
7258500;5.18
7259400;5.18
7260300;5.18
7261200;5.18
7262100;5.18
7263000;5.18
7263900;5.18
7264800;5.18
7265700;5.18
7266600;5.18
7267500;5.18
7268400;5.18
7269300;5.18
7270200;5.18
7271100;5.18
7272000;4.9
7272900;4.9
7273800;4.9
7274700;4.9
7275600;4.9
7276500;4.9
7277400;4.9
7278300;4.9
7279200;4.9
7280100;4.9
7281000;4.9
7281900;4.9
7282800;4.9
7283700;4.9
7284600;4.9
7285500;4.9
7286400;7.88
7287300;7.88
7288200;7.88
7289100;7.88
7290000;7.88
7290900;7.88
7291800;7.88
7292700;7.88
7293600;7.88
7294500;7.88
7295400;7.88
7296300;7.88
7297200;7.88
7298100;7.88
7299000;7.88
7299900;7.88
7300800;13.99
7301700;13.99
7302600;13.99
7303500;13.99
7304400;13.99
7305300;13.99
7306200;13.99
7307100;13.99
7308000;13.99
7308900;13.99
7309800;13.99
7310700;13.99
7311600;13.99
7312500;13.99
7313400;13.99
7314300;13.99
7315200;3.99
7316100;3.99
7317000;3.99
7317900;3.99
7318800;3.99
7319700;3.99
7320600;3.99
7321500;3.99
7322400;3.99
7323300;3.99
7324200;3.99
7325100;3.99
7326000;3.99
7326900;3.99
7327800;3.99
7328700;3.99
7329600;2.06
7330500;2.06
7331400;2.06
7332300;2.06
7333200;2.06
7334100;2.06
7335000;2.06
7335900;2.06
7336800;2.06
7337700;2.06
7338600;2.06
7339500;2.06
7340400;2.06
7341300;2.06
7342200;2.06
7343100;2.06
7344000;4.17
7344900;4.17
7345800;4.17
7346700;4.17
7347600;4.17
7348500;4.17
7349400;4.17
7350300;4.17
7351200;4.17
7352100;4.17
7353000;4.17
7353900;4.17
7354800;4.17
7355700;4.17
7356600;4.17
7357500;4.17
7358400;3.92
7359300;3.92
7360200;3.92
7361100;3.92
7362000;3.92
7362900;3.92
7363800;3.92
7364700;3.92
7365600;3.92
7366500;3.92
7367400;3.92
7368300;3.92
7369200;3.92
7370100;3.92
7371000;3.92
7371900;3.92
7372800;6.83
7373700;6.83
7374600;6.83
7375500;6.83
7376400;6.83
7377300;6.83
7378200;6.83
7379100;6.83
7380000;6.83
7380900;6.83
7381800;6.83
7382700;6.83
7383600;6.83
7384500;6.83
7385400;6.83
7386300;6.83
7387200;17.4
7388100;17.4
7389000;17.4
7389900;17.4
7390800;17.4
7391700;17.4
7392600;17.4
7393500;17.4
7394400;17.4
7395300;17.4
7396200;17.4
7397100;17.4
7398000;17.4
7398900;17.4
7399800;17.4
7400700;17.4
7401600;3.38
7402500;3.38
7403400;3.38
7404300;3.38
7405200;3.38
7406100;3.38
7407000;3.38
7407900;3.38
7408800;3.38
7409700;3.38
7410600;3.38
7411500;3.38
7412400;3.38
7413300;3.38
7414200;3.38
7415100;3.38
7416000;1.86
7416900;1.86
7417800;1.86
7418700;1.86
7419600;1.86
7420500;1.86
7421400;1.86
7422300;1.86
7423200;1.86
7424100;1.86
7425000;1.86
7425900;1.86
7426800;1.86
7427700;1.86
7428600;1.86
7429500;1.86
7430400;3.84
7431300;3.84
7432200;3.84
7433100;3.84
7434000;3.84
7434900;3.84
7435800;3.84
7436700;3.84
7437600;3.84
7438500;3.84
7439400;3.84
7440300;3.84
7441200;3.84
7442100;3.84
7443000;3.84
7443900;3.84
7444800;3.4
7445700;3.4
7446600;3.4
7447500;3.4
7448400;3.4
7449300;3.4
7450200;3.4
7451100;3.4
7452000;3.4
7452900;3.4
7453800;3.4
7454700;3.4
7455600;3.4
7456500;3.4
7457400;3.4
7458300;3.4
7459200;5.76
7460100;5.76
7461000;5.76
7461900;5.76
7462800;5.76
7463700;5.76
7464600;5.76
7465500;5.76
7466400;5.76
7467300;5.76
7468200;5.76
7469100;5.76
7470000;5.76
7470900;5.76
7471800;5.76
7472700;5.76
7473600;13.28
7474500;13.28
7475400;13.28
7476300;13.28
7477200;13.28
7478100;13.28
7479000;13.28
7479900;13.28
7480800;13.28
7481700;13.28
7482600;13.28
7483500;13.28
7484400;13.28
7485300;13.28
7486200;13.28
7487100;13.28
7488000;2.82
7488900;2.82
7489800;2.82
7490700;2.82
7491600;2.82
7492500;2.82
7493400;2.82
7494300;2.82
7495200;2.82
7496100;2.82
7497000;2.82
7497900;2.82
7498800;2.82
7499700;2.82
7500600;2.82
7501500;2.82
7502400;1.61
7503300;1.61
7504200;1.61
7505100;1.61
7506000;1.61
7506900;1.61
7507800;1.61
7508700;1.61
7509600;1.61
7510500;1.61
7511400;1.61
7512300;1.61
7513200;1.61
7514100;1.61
7515000;1.61
7515900;1.61
7516800;3.49
7517700;3.49
7518600;3.49
7519500;3.49
7520400;3.49
7521300;3.49
7522200;3.49
7523100;3.49
7524000;3.49
7524900;3.49
7525800;3.49
7526700;3.49
7527600;3.49
7528500;3.49
7529400;3.49
7530300;3.49
7531200;3.1
7532100;3.1
7533000;3.1
7533900;3.1
7534800;3.1
7535700;3.1
7536600;3.1
7537500;3.1
7538400;3.1
7539300;3.1
7540200;3.1
7541100;3.1
7542000;3.1
7542900;3.1
7543800;3.1
7544700;3.1
7545600;5.17
7546500;5.17
7547400;5.17
7548300;5.17
7549200;5.17
7550100;5.17
7551000;5.17
7551900;5.17
7552800;5.17
7553700;5.17
7554600;5.17
7555500;5.17
7556400;5.17
7557300;5.17
7558200;5.17
7559100;5.17
7560000;20.36
7560900;20.36
7561800;20.36
7562700;20.36
7563600;20.36
7564500;20.36
7565400;20.36
7566300;20.36
7567200;20.36
7568100;20.36
7569000;20.36
7569900;20.36
7570800;20.36
7571700;20.36
7572600;20.36
7573500;20.36
7574400;4.19
7575300;4.19
7576200;4.19
7577100;4.19
7578000;4.19
7578900;4.19
7579800;4.19
7580700;4.19
7581600;4.19
7582500;4.19
7583400;4.19
7584300;4.19
7585200;4.19
7586100;4.19
7587000;4.19
7587900;4.19
7588800;2.28
7589700;2.28
7590600;2.28
7591500;2.28
7592400;2.28
7593300;2.28
7594200;2.28
7595100;2.28
7596000;2.28
7596900;2.28
7597800;2.28
7598700;2.28
7599600;2.28
7600500;2.28
7601400;2.28
7602300;2.28
7603200;8.12
7604100;8.12
7605000;8.12
7605900;8.12
7606800;8.12
7607700;8.12
7608600;8.12
7609500;8.12
7610400;8.12
7611300;8.12
7612200;8.12
7613100;8.12
7614000;8.12
7614900;8.12
7615800;8.12
7616700;8.12
7617600;6.95
7618500;6.95
7619400;6.95
7620300;6.95
7621200;6.95
7622100;6.95
7623000;6.95
7623900;6.95
7624800;6.95
7625700;6.95
7626600;6.95
7627500;6.95
7628400;6.95
7629300;6.95
7630200;6.95
7631100;6.95
7632000;10.73
7632900;10.73
7633800;10.73
7634700;10.73
7635600;10.73
7636500;10.73
7637400;10.73
7638300;10.73
7639200;10.73
7640100;10.73
7641000;10.73
7641900;10.73
7642800;10.73
7643700;10.73
7644600;10.73
7645500;10.73
7646400;23.58
7647300;23.58
7648200;23.58
7649100;23.58
7650000;23.58
7650900;23.58
7651800;23.58
7652700;23.58
7653600;23.58
7654500;23.58
7655400;23.58
7656300;23.58
7657200;23.58
7658100;23.58
7659000;23.58
7659900;23.58
7660800;4.82
7661700;4.82
7662600;4.82
7663500;4.82
7664400;4.82
7665300;4.82
7666200;4.82
7667100;4.82
7668000;4.82
7668900;4.82
7669800;4.82
7670700;4.82
7671600;4.82
7672500;4.82
7673400;4.82
7674300;4.82
7675200;2.32
7676100;2.32
7677000;2.32
7677900;2.32
7678800;2.32
7679700;2.32
7680600;2.32
7681500;2.32
7682400;2.32
7683300;2.32
7684200;2.32
7685100;2.32
7686000;2.32
7686900;2.32
7687800;2.32
7688700;2.32
