timestep;TWW Bedarf dezentral Booster;TWW Bedarf Vorerwärmung DLE (bis 40°C);TWW Bedarf dezentral DLE (40-56°C)
1748700;11,96487135;17,659517;9,418409066
1749600;10,74938784;16,54140302;8,822081609
1750500;15,18590688;22,00569556;11,73637097
1751400;17,52752715;23,6819387;12,63036731
1752300;17,59540532;25,15230507;13,41456271
1753200;26,97666566;34,54662696;18,42486771
1754100;27,18241061;34,31970106;18,30384057
1755000;30,03940391;42,40770261;22,61744139
1755900;43,17537115;55,72890849;29,72208453
1756800;43,46988878;56,20117223;29,97395852
1757700;43,19928119;61,44187272;32,76899879
1758600;51,8466578;66,34728047;35,38521625
1759500;51,12974852;71,0006497;37,86701317
1760400;50,64022826;74,32434914;39,63965288
1761300;52,44401605;68,29897251;36,42611867
1762200;66,89225967;94,71976966;50,51721049
1763100;71,21560786;91,92828183;49,02841698
1764000;79,33007092;100,4953895;53,59754104
1764900;84,98999358;108,3228275;57,77217469
1765800;87,49457443;101,9727162;54,38544865
1766700;51,62743184;74,0427463;39,48946469
1767600;46,63186085;57,64344953;30,74317308
1768500;52,77337708;67,36827733;35,92974791
1769400;39,45639862;59,43514439;31,69874367
1770300;66,55432252;84,63223938;45,13719433
1771200;55,53004219;71,59589417;38,18447689
1772100;57,45766541;71,70796249;38,24424666
1773000;38,49302081;51,56333799;27,50044693
1773900;37,21800514;48,54455958;25,89043178
1774800;39,60641992;57,28075435;30,54973566
1775700;37,77589061;55,92756685;29,82803565
1776600;48,90872606;67,31827807;35,90308164
1777500;47,94610051;68,83891327;36,71408707
1778400;44,71786346;58,97860329;31,45525509
1779300;44,60254156;60,83077488;32,44307994
1780200;52,51714358;69,35994064;36,99196834
1781100;48,3780078;64,65824355;34,48439656
1782000;42,07161756;64,70990347;34,51194852
1782900;54,56253608;66,7314207;35,59009104
1783800;52,0843646;67,27427449;35,87961306
1784700;48,68175921;67,89687256;36,21166537
1785600;66,92888023;81,99578753;43,73108668
1786500;57,99948461;73,95797412;39,44425286
1787400;56,08895179;73,50941864;39,20502327
1788300;43,16327066;56,17739638;29,96127807
1789200;35,06606794;52,87167499;28,19822666
1790100;29,10671747;47,30962055;25,23179762
1791000;40,69457453;56,70751333;30,24400711
1791900;45,71287994;65,99881421;35,19936758
1792800;49,47160229;67,09156482;35,7821679
1793700;54,65308831;69,90143601;37,28076587
1794600;59,85805861;72,80326335;38,82840712
1795500;49,8814434;61,33326721;32,71107585
1796400;33,48830648;43,63071277;23,26971348
1797300;27,7656606;39,54079244;21,08842263
1798200;24,18777999;34,70084195;18,50711571
1799100;39,23626702;54,70697605;29,17705389
1800000;36,07160778;49,55545987;26,4295786
1800900;30,67519434;44,17546161;23,56024619
1801800;31,108113;42,47094474;22,65117053
1802700;28,90518654;41,03980725;21,8878972
1803600;22,25968922;38,64293883;20,60956738
1804500;27,78238102;39,29471809;20,95718298
1805400;33,62930648;50,49126418;26,92867423
1806300;29,09317683;43,09271266;22,98278008
1807200;41,63607339;51,1165368;27,26215296
1808100;36,50662708;46,70094791;24,90717222
1809000;36,87212625;44,83330196;23,91109438
1809900;15,3677416;21,366938;11,39570027
1810800;11,93843274;18,54252904;9,889348822
1811700;11,99818055;18,33927817;9,780948356
1812600;13,86247006;21,65379089;11,54868848
1813500;16,03176489;25,57034513;13,6375174
1814400;11,98296607;18,23954774;9,727758795
1815300;9,458032001;15,63330063;8,337760333
1816200;8,995673065;14,77622007;7,880650705
1817100;9,268141028;15,34000811;8,181337658
1818000;9,032676133;16,57044508;8,83757071
1818900;9,331393482;18,44919284;9,839569514
1819800;9,085523025;15,15921054;8,084912287
1820700;8,985674589;14,56804085;7,769621785
1821600;8,983245716;14,64298458;7,809591776
1822500;9,064909305;14,84713911;7,918474189
1823400;9,895776582;15,41972023;8,22385079
1824300;9,460985908;15,25616616;8,136621952
1825200;11,46184902;17,19362922;9,169935584
1826100;13,41565937;19,17194725;10,22503853
1827000;15,76662381;21,59970407;11,51984217
1827900;17,69429802;23,56819108;12,56970191
1828800;30,94364334;37,39972929;19,94652229
1829700;27,59238361;33,99174417;18,12893022
1830600;26,75648062;33,16536332;17,68819377
1831500;47,06416465;54,32842328;28,97515908
1832400;47,17258802;54,41217872;29,01982865
1833300;31,00574671;37,45012333;19,97339911
1834200;54,78869895;62,53089762;33,34981206
1835100;51,79554457;59,27521721;31,61344918
1836000;47,33513707;54,76675672;29,20893692
1836900;57,12307486;65,82229391;35,10522342
1837800;87,14959151;96,42414276;51,42620947
1838700;65,25185288;74,94449473;39,97039719
1839600;96,93572513;107,6409287;57,4084953
1840500;87,79797063;97,6517708;52,08094443
1841400;96,93872904;112,3051468;59,8960783
1842300;55,564208;68,67295586;36,62557646
1843200;51,49419817;64,58509414;34,44538354
1844100;47,69066078;66,13453523;35,27175212
1845000;57,77193301;72,53809918;38,68698623
1845900;61,6594686;82,00226325;43,7345404
1846800;70,20658945;94,76758436;50,54271166
1847700;51,77333967;67,59823951;36,0523944
1848600;58,4288058;85,87702284;45,80107885
1849500;47,59570029;67,24983899;35,86658079
1850400;50,4731869;70,34527304;37,51747896
1851300;39,99320943;61,30949515;32,69839741
1852200;38,29559646;50,56886706;26,97006243
1853100;31,97460822;53,5091738;28,53822603
1854000;30,84712862;41,15131843;21,94736983
1854900;31,42286122;45,06092985;24,03249592
1855800;29,68455746;49,22537439;26,25353301
1856700;30,77090875;47,24517811;25,19742832
1857600;22,17643056;36,74752755;19,59868136
1858500;24,13252439;36,8893424;19,67431595
1859400;18,67563268;30,85782595;16,45750718
1860300;19,0092649;29,51978762;15,74388673
1861200;14,26380682;30,80240227;16,42794788
1862100;13,04147135;30,08466505;16,04515469
1863000;12,94522149;29,74305516;15,86296275
1863900;11,51568688;30,77585659;16,41379018
1864800;12,51184349;25,3292581;13,50893765
1865700;12,41226262;27,19787617;14,50553396
1866600;12,19840699;27,2343043;14,5249623
1867500;12,96903351;27,66240241;14,75328129
1868400;14,81270939;36,2293768;19,3223343
1869300;12,81387746;23,11177983;12,32628257
1870200;16,0626998;29,63828487;15,80708527
1871100;20,13628856;38,07212563;20,30513367
1872000;14,88346382;27,61793569;14,7295657
1872900;30,95563321;45,70214207;24,37447577
1873800;34,95689417;51,43031971;27,42950385
1874700;22,37715482;34,45974273;18,37852946
1875600;45,45060621;63,72160036;33,98485352
1876500;50,08627849;69,22938869;36,92234064
1877400;32,38934206;48,03007866;25,61604195
1878300;54,87366748;75,57014598;40,30407785
1879200;68,80243181;87,28871292;46,55398023
1880100;42,83921589;57,55812034;30,69766418
1881000;74,68860258;88,29844388;47,0925034
1881900;86,69631644;99,798013;53,22560693
1882800;68,61313532;80,32967437;42,842493
1883700;83,13407127;97,3905598;51,94163189
1884600;76,36734645;89,21885583;47,58338978
1885500;77,90016511;95,10361166;50,72192622
1886400;61,60281804;76,23086118;40,65645929
1887300;66,7522392;81,86931315;43,66363368
1888200;57,55898378;70,10722151;37,39051814
1889100;53,9175653;67,17312542;35,82566689
1890000;45,21650337;62,62857147;33,40190479
1890900;51,91328688;64,50705982;34,40376524
1891800;28,87245997;45,52123775;24,27799347
1892700;21,42597999;35,08190743;18,71035063
1893600;17,1077562;25,48897361;13,59411926
1894500;11,41990628;20,46580182;10,91509431
1895400;17,89864869;25,00952068;13,33841103
1896300;13,75109986;19,64932972;10,47964252
1897200;12,99948446;19,47509187;10,38671567
1898100;10,94589561;17,13525494;9,138802635
1899000;11,80218129;19,20176798;10,24094292
1899900;11,21772519;20,28845843;10,82051116
1900800;11,99328865;18,0276918;9,614768962
1901700;10,89179005;16,4540222;8,775478508
1902600;9,999486275;15,50245922;8,26797825
1903500;9,363512408;14,92569112;7,960368596
1904400;9,063958556;16,09345367;8,58317529
1905300;9,435880695;18,23634427;9,726050277
1906200;9,258509949;14,73878239;7,860683941
1907100;9,199570565;14,66669498;7,822237322
1908000;9,029033472;14,4885152;7,727208107
1908900;9,064909305;14,613706;7,793976534
1909800;9,895776582;15,39816283;8,212353508
1910700;9,460985908;15,14917101;8,079557872
1911600;11,46184902;17,03581071;9,085765712
1912500;13,41565937;19,07172943;10,17158903
1913400;15,76662381;21,65034714;11,54685181
1914300;17,69429802;24,90866177;13,28461961
1915200;30,94364334;37,91997875;20,22398866
1916100;27,59238361;35,37262779;18,86540149
1917000;26,75648062;36,63824815;19,54039901
1917900;47,06416465;62,09331174;33,11643293
1918800;47,17258802;60,8601329;32,45873755
1919700;31,00574671;47,95519882;25,57610604
1920600;54,78869895;71,99266482;38,3960879
1921500;51,79554457;68,92358393;36,75924476
1922400;47,33513707;77,39100646;41,27520344
1923300;57,12307486;72,49916965;38,66622381
1924200;87,14959151;109,5204144;58,41088771
1925100;65,25185288;93,69534052;49,97084828
1926000;96,93572513;115,3414921;61,51546247
1926900;87,79797063;110,6707412;59,0243953
1927800;96,93872904;120,4845386;64,25842057
1928700;55,564208;75,75029989;40,40015994
1929600;51,49419817;74,12854424;39,53522359
1930500;47,69066078;70,96804184;37,84962232
1931400;57,77193301;85,0219562;45,34504331
1932300;61,6594686;93,49615228;49,86461455
1933200;70,20658945;96,05738871;51,23060731
1934100;51,77333967;76,80858006;40,96457603
1935000;58,4288058;82,16008479;43,81871189
1935900;47,59570029;69,70440133;37,17568071
1936800;50,4731869;73,96551883;39,44827671
1937700;39,99320943;69,79911539;37,22619487
1938600;38,29559646;58,5167055;31,2089096
1939500;31,97460822;53,88460821;28,73845771
1940400;30,84712862;49,86700654;26,59573682
1941300;31,42286122;52,79285632;28,15619004
1942200;29,68455746;47,23940577;25,19434974
1943100;30,77090875;50,73980509;27,06122938
1944000;22,17643056;39,40077489;21,01374661
1944900;24,13252439;40,79971036;21,75984553
1945800;18,67563268;34,58516534;18,44542152
1946700;19,0092649;36,01180048;19,20629359
1947600;14,26380682;30,0374458;16,0199711
1948500;13,04147135;28,95987369;15,44526597
1949400;12,94522149;28,48034265;15,18951608
1950300;11,51568688;27,07673106;14,44092323
1951200;12,51184349;27,73890715;14,79408382
1952100;12,41226262;28,02684276;14,94764947
1953000;12,19840699;27,68510135;14,76538739
1953900;12,96903351;28,05779353;14,96415655
1954800;14,81270939;29,74041677;15,86155561
1955700;12,81387746;27,46511779;14,64806282
1956600;16,0626998;30,99932288;16,5329722
1957500;20,13628856;34,23390286;18,25808153
1958400;14,88346382;29,0294753;15,48238683
1959300;30,95563321;48,4363545;25,8327224
1960200;34,95689417;48,89337536;26,07646686
1961100;22,37715482;37,82197649;20,17172079
1962000;45,45060621;65,37024642;34,86413143
1962900;50,08627849;62,72480701;33,45323041
1963800;32,38934206;56,89784228;30,34551588
1964700;54,87366748;73,87146842;39,39811649
1965600;68,80243181;85,49663878;45,59820735
1966500;42,83921589;75,46248076;40,2466564
1967400;74,68860258;93,72553649;49,98695279
1968300;86,69631644;109,5849295;58,44529572
1969200;68,61313532;101,4485948;54,10591722
1970100;83,13407127;100,9997493;53,86653296
1971000;76,36734645;96,81513213;51,63473714
1971900;77,90016511;106,5611905;56,83263494
1972800;61,60281804;74,67257692;39,82537436
1973700;66,7522392;87,11787243;46,46286529
1974600;57,55898378;75,19563325;40,10433773
1975500;53,9175653;64,77183171;34,54497691
1976400;45,21650337;62,28740123;33,21994732
1977300;51,91328688;61,50738769;32,8039401
1978200;28,87245997;37,67674199;20,0942624
1979100;21,42597999;34,39731849;18,34523653
1980000;17,1077562;24,29346652;12,95651548
1980900;11,41990628;18,07452616;9,639747284
1981800;17,89864869;33,00952116;17,60507795
1982700;13,75109986;21,22880022;11,32202679
1983600;12,99948446;20,71157818;11,04617503
1984500;10,94589561;20,41661881;10,88886336
1985400;11,80218129;18,09359797;9,649918918
1986300;11,21772519;17,21816618;9,183021962
1987200;11,99328865;21,534597;11,4851184
1988100;10,89179005;17,53574319;9,352396367
1989000;9,999486275;15,95255638;8,508030068
1989900;9,363512408;14,93686093;7,966325827
1990800;9,063958556;14,52500547;7,746669581
1991700;9,435880695;15,14570427;8,077708942
1992600;9,258509949;14,83216108;7,910485909
1993500;9,199570565;14,90274571;7,948131045
1994400;9,029033472;14,4885152;7,727208107
1995300;9,064909305;14,55145927;7,760778277
1996200;9,895776582;15,39410174;8,210187593
1997100;9,460985908;15,17193458;8,091698442
1998000;11,46184902;17,13424364;9,138263277
1998900;13,41565937;19,17451482;10,2264079
1999800;15,76662381;21,65034714;11,54685181
2000700;17,69429802;24,90866177;13,28461961
2001600;30,94364334;37,91997875;20,22398866
2002500;27,59238361;35,37262779;18,86540149
2003400;26,75648062;36,63824815;19,54039901
2004300;47,06416465;62,09331174;33,11643293
2005200;47,17258802;60,8601329;32,45873755
2006100;31,00574671;47,95519882;25,57610604
2007000;54,78869895;71,99266482;38,3960879
2007900;51,79554457;68,92358393;36,75924476
2008800;47,33513707;77,39100646;41,27520344
2009700;57,12307486;72,49916965;38,66622381
2010600;87,14959151;109,5204144;58,41088771
2011500;65,25185288;93,69534052;49,97084828
2012400;96,93572513;115,3414921;61,51546247
2013300;87,79797063;110,6707412;59,0243953
2014200;96,93872904;120,4845386;64,25842057
2015100;55,564208;75,75029989;40,40015994
2016000;51,49419817;74,12854424;39,53522359
2016900;47,69066078;70,96804184;37,84962232
2017800;57,77193301;85,0219562;45,34504331
2018700;61,6594686;93,49615228;49,86461455
2019600;70,20658945;96,05738871;51,23060731
2020500;51,77333967;76,80858006;40,96457603
2021400;58,4288058;82,16008479;43,81871189
2022300;47,59570029;69,70440133;37,17568071
2023200;50,4731869;73,96551883;39,44827671
2024100;39,99320943;69,79911539;37,22619487
2025000;38,29559646;58,5167055;31,2089096
2025900;31,97460822;53,88460821;28,73845771
2026800;30,84712862;49,86700654;26,59573682
2027700;31,42286122;52,79285632;28,15619004
2028600;29,68455746;47,23940577;25,19434974
2029500;30,77090875;50,73980509;27,06122938
2030400;22,17643056;39,40077489;21,01374661
2031300;24,13252439;40,79971036;21,75984553
2032200;18,67563268;34,58516534;18,44542152
2033100;19,0092649;36,01180048;19,20629359
2034000;14,26380682;30,0374458;16,0199711
2034900;13,04147135;28,95987369;15,44526597
2035800;12,94522149;28,48034265;15,18951608
2036700;11,51568688;27,07673106;14,44092323
2037600;12,51184349;27,73890715;14,79408382
2038500;12,41226262;28,02684276;14,94764947
2039400;12,19840699;27,68510135;14,76538739
2040300;12,96903351;28,05779353;14,96415655
2041200;14,81270939;29,74041677;15,86155561
2042100;12,81387746;27,46511779;14,64806282
2043000;16,0626998;30,99932288;16,5329722
2043900;20,13628856;34,23390286;18,25808153
2044800;14,88346382;29,0294753;15,48238683
2045700;30,95563321;48,4363545;25,8327224
2046600;34,95689417;48,89337536;26,07646686
2047500;22,37715482;37,82197649;20,17172079
2048400;45,45060621;65,37024642;34,86413143
2049300;50,08627849;62,72480701;33,45323041
2050200;32,38934206;56,89784228;30,34551588
2051100;54,87366748;73,87146842;39,39811649
2052000;68,80243181;85,49663878;45,59820735
2052900;42,83921589;75,46248076;40,2466564
2053800;74,68860258;93,72553649;49,98695279
2054700;86,69631644;109,5849295;58,44529572
2055600;68,61313532;101,4485948;54,10591722
2056500;83,13407127;100,9997493;53,86653296
2057400;76,36734645;96,81513213;51,63473714
2058300;77,90016511;106,5611905;56,83263494
2059200;61,60281804;74,67257692;39,82537436
2060100;66,7522392;87,11787243;46,46286529
2061000;57,55898378;75,19563325;40,10433773
2061900;53,9175653;64,77183171;34,54497691
2062800;45,21650337;62,28740123;33,21994732
2063700;51,91328688;61,50738769;32,8039401
2064600;28,87245997;37,67674199;20,0942624
2065500;21,42597999;34,39731849;18,34523653
2066400;17,1077562;24,29346652;12,95651548
2067300;11,41990628;18,07452616;9,639747284
2068200;17,89864869;33,00952116;17,60507795
2069100;13,75109986;21,22880022;11,32202679
2070000;12,99948446;20,71157818;11,04617503
2070900;10,94589561;20,41661881;10,88886336
2071800;11,80218129;18,09359797;9,649918918
2072700;11,21772519;17,21816618;9,183021962
2073600;11,99328865;21,534597;11,4851184
2074500;10,89179005;17,53574319;9,352396367
2075400;9,999486275;15,95255638;8,508030068
2076300;9,363512408;14,93686093;7,966325827
2077200;9,063958556;14,52500547;7,746669581
2078100;9,435880695;15,14570427;8,077708942
2079000;9,258509949;14,83216108;7,910485909
2079900;9,199570565;14,90274571;7,948131045
2080800;9,029033472;14,4885152;7,727208107
2081700;9,064909305;14,55145927;7,760778277
2082600;9,895776582;15,39410174;8,210187593
2083500;9,460985908;15,17193458;8,091698442
2084400;11,46184902;17,13424364;9,138263277
2085300;13,41565937;19,17451482;10,2264079
2086200;15,76662381;21,65034714;11,54685181
2087100;17,69429802;24,90866177;13,28461961
2088000;30,94364334;37,91997875;20,22398866
2088900;27,59238361;35,37262779;18,86540149
2089800;26,75648062;36,63824815;19,54039901
2090700;47,06416465;62,09331174;33,11643293
2091600;47,17258802;60,8601329;32,45873755
2092500;31,00574671;47,95519882;25,57610604
2093400;54,78869895;71,99266482;38,3960879
2094300;51,79554457;68,92358393;36,75924476
2095200;47,33513707;77,39100646;41,27520344
2096100;57,12307486;72,49916965;38,66622381
2097000;87,14959151;109,5204144;58,41088771
2097900;65,25185288;93,69534052;49,97084828
2098800;96,93572513;115,3414921;61,51546247
2099700;87,79797063;110,6707412;59,0243953
2100600;96,93872904;120,4845386;64,25842057
2101500;55,564208;75,75029989;40,40015994
2102400;51,49419817;74,12854424;39,53522359
2103300;47,69066078;70,96804184;37,84962232
2104200;57,77193301;85,0219562;45,34504331
2105100;61,6594686;93,49615228;49,86461455
2106000;70,20658945;96,05738871;51,23060731
2106900;51,77333967;76,80858006;40,96457603
2107800;58,4288058;82,16008479;43,81871189
2108700;47,59570029;69,70440133;37,17568071
2109600;50,4731869;73,96551883;39,44827671
2110500;39,99320943;69,79911539;37,22619487
2111400;38,29559646;58,5167055;31,2089096
2112300;31,97460822;53,88460821;28,73845771
2113200;30,84712862;49,86700654;26,59573682
2114100;31,42286122;52,79285632;28,15619004
2115000;29,68455746;47,23940577;25,19434974
2115900;30,77090875;50,73980509;27,06122938
2116800;22,17643056;39,40077489;21,01374661
2117700;24,13252439;40,79971036;21,75984553
2118600;18,67563268;34,58516534;18,44542152
2119500;19,0092649;36,01180048;19,20629359
2120400;14,26380682;30,0374458;16,0199711
2121300;13,04147135;28,95987369;15,44526597
2122200;12,94522149;28,48034265;15,18951608
2123100;11,51568688;27,07673106;14,44092323
2124000;12,51184349;27,73890715;14,79408382
2124900;12,41226262;28,02684276;14,94764947
2125800;12,19840699;27,68510135;14,76538739
2126700;12,96903351;28,05779353;14,96415655
2127600;14,81270939;29,74041677;15,86155561
2128500;12,81387746;27,46511779;14,64806282
2129400;16,0626998;30,99932288;16,5329722
2130300;20,13628856;34,23390286;18,25808153
2131200;14,88346382;29,0294753;15,48238683
2132100;30,95563321;48,4363545;25,8327224
2133000;34,95689417;48,89337536;26,07646686
2133900;22,37715482;37,82197649;20,17172079
2134800;45,45060621;65,37024642;34,86413143
2135700;50,08627849;62,72480701;33,45323041
2136600;32,38934206;56,89784228;30,34551588
2137500;54,87366748;73,87146842;39,39811649
2138400;68,80243181;85,49663878;45,59820735
2139300;42,83921589;75,46248076;40,2466564
2140200;74,68860258;93,72553649;49,98695279
2141100;86,69631644;109,5849295;58,44529572
2142000;68,61313532;101,4485948;54,10591722
2142900;83,13407127;100,9997493;53,86653296
2143800;76,36734645;96,81513213;51,63473714
2144700;77,90016511;106,5611905;56,83263494
2145600;61,60281804;74,67257692;39,82537436
2146500;66,7522392;87,11787243;46,46286529
2147400;57,55898378;75,19563325;40,10433773
2148300;53,9175653;64,77183171;34,54497691
2149200;45,21650337;62,28740123;33,21994732
2150100;51,91328688;61,50738769;32,8039401
2151000;28,87245997;37,67674199;20,0942624
2151900;21,42597999;34,39731849;18,34523653
2152800;17,1077562;24,29346652;12,95651548
2153700;11,41990628;18,07452616;9,639747284
2154600;17,89864869;33,00952116;17,60507795
2155500;13,75109986;21,22880022;11,32202679
2156400;12,99948446;20,71157818;11,04617503
2157300;10,94589561;20,41661881;10,88886336
2158200;11,80218129;18,09359797;9,649918918
2159100;11,21772519;17,21816618;9,183021962
2160000;11,99328865;21,534597;11,4851184
2160900;10,89179005;17,53574319;9,352396367
2161800;9,999486275;15,95255638;8,508030068
2162700;9,363512408;14,93686093;7,966325827
2163600;9,063958556;14,52500547;7,746669581
2164500;9,435880695;15,14570427;8,077708942
2165400;9,258509949;14,83216108;7,910485909
2166300;9,199570565;14,90274571;7,948131045
2167200;9,029033472;14,4885152;7,727208107
2168100;9,064909305;14,55145927;7,760778277
2169000;9,895776582;15,39410174;8,210187593
2169900;9,460985908;15,17193458;8,091698442
2170800;11,46184902;17,13424364;9,138263277
2171700;13,41565937;19,17451482;10,2264079
2172600;15,76662381;21,65034714;11,54685181
2173500;17,69429802;24,90866177;13,28461961
2174400;30,94364334;37,91997875;20,22398866
2175300;27,59238361;35,37262779;18,86540149
2176200;26,75648062;36,63824815;19,54039901
2177100;47,06416465;62,09331174;33,11643293
2178000;47,17258802;60,8601329;32,45873755
2178900;31,00574671;47,95519882;25,57610604
2179800;54,78869895;71,99266482;38,3960879
2180700;51,79554457;68,92358393;36,75924476
2181600;47,33513707;77,39100646;41,27520344
2182500;57,12307486;72,49916965;38,66622381
2183400;87,14959151;109,5204144;58,41088771
2184300;65,25185288;93,69534052;49,97084828
2185200;96,93572513;115,3414921;61,51546247
2186100;87,79797063;110,6707412;59,0243953
2187000;96,93872904;120,4845386;64,25842057
2187900;55,564208;75,75029989;40,40015994
2188800;51,49419817;74,12854424;39,53522359
2189700;47,69066078;70,96804184;37,84962232
2190600;57,77193301;85,0219562;45,34504331
2191500;61,6594686;93,49615228;49,86461455
2192400;70,20658945;96,05738871;51,23060731
2193300;51,77333967;76,80858006;40,96457603
2194200;58,4288058;82,16008479;43,81871189
2195100;47,59570029;69,70440133;37,17568071
2196000;50,4731869;73,96551883;39,44827671
2196900;39,99320943;69,79911539;37,22619487
2197800;38,29559646;58,5167055;31,2089096
2198700;31,97460822;53,88460821;28,73845771
2199600;30,84712862;49,86700654;26,59573682
2200500;31,42286122;52,79285632;28,15619004
2201400;29,68455746;47,23940577;25,19434974
2202300;30,77090875;50,73980509;27,06122938
2203200;22,17643056;39,40077489;21,01374661
2204100;24,13252439;40,79971036;21,75984553
2205000;18,67563268;34,58516534;18,44542152
2205900;19,0092649;36,01180048;19,20629359
2206800;14,26380682;30,0374458;16,0199711
2207700;13,04147135;28,95987369;15,44526597
2208600;12,94522149;28,48034265;15,18951608
2209500;11,51568688;27,07673106;14,44092323
2210400;12,51184349;27,73890715;14,79408382
2211300;12,41226262;28,02684276;14,94764947
2212200;12,19840699;27,68510135;14,76538739
2213100;12,96903351;28,05779353;14,96415655
2214000;14,81270939;29,74041677;15,86155561
2214900;12,81387746;27,46511779;14,64806282
2215800;16,0626998;30,99932288;16,5329722
2216700;20,13628856;34,23390286;18,25808153
2217600;14,88346382;29,0294753;15,48238683
2218500;30,95563321;48,4363545;25,8327224
2219400;34,95689417;48,89337536;26,07646686
2220300;22,37715482;37,82197649;20,17172079
2221200;45,45060621;65,37024642;34,86413143
2222100;50,08627849;62,72480701;33,45323041
2223000;32,38934206;56,89784228;30,34551588
2223900;54,87366748;73,87146842;39,39811649
2224800;68,80243181;85,49663878;45,59820735
2225700;42,83921589;75,46248076;40,2466564
2226600;74,68860258;93,72553649;49,98695279
2227500;86,69631644;109,5849295;58,44529572
2228400;68,61313532;101,4485948;54,10591722
2229300;83,13407127;100,9997493;53,86653296
2230200;76,36734645;96,81513213;51,63473714
2231100;77,90016511;106,5611905;56,83263494
2232000;61,60281804;74,67257692;39,82537436
2232900;66,7522392;87,11787243;46,46286529
2233800;57,55898378;75,19563325;40,10433773
2234700;53,9175653;64,77183171;34,54497691
2235600;45,2326327;62,30425341;33,22893515
2236500;51,91328688;61,50738769;32,8039401
2237400;28,91533317;37,72153657;20,11815284
2238300;21,57042286;34,54823463;18,42572513
2239200;17,19802379;24,38777949;13,00681573
2240100;11,80607953;18,47800591;9,854936486
2241000;18,43160895;33,56636624;17,90206199
2241900;14,19896172;21,69673319;11,57159104
2242800;13,86024833;21,61091752;11,52582268
2243700;12,02262797;21,54160534;11,48885618
2244600;12,84715564;19,18540325;10,23221507
2245500;12,3576831;18,40921175;9,818246265
2246400;13,16036855;22,75398004;12,13545602
2247300;12,17707631;18,87863005;10,06860269
2248200;11,29108164;17,30203509;9,227752048
2249100;10,8256693;16,46454495;8,781090637
2250000;10,70189158;16,23634309;8,659382982
2250900;11,65624466;17,4655747;9,314973174
2251800;11,13649275;16,79430641;8,956963418
2252700;11,63095939;17,44309816;9,302985686
2253600;11,01249171;16,56086288;8,832460204
2254500;10,09326928;15,6259056;8,333816318
2255400;10,08221113;15,58889143;8,314075427
2256300;9,669339372;15,38962548;8,207800258
2257200;10,09600691;15,70719079;8,377168421
2258100;9,424093123;15,00406499;8,002167995
2259000;9,165483725;14,75337442;7,868466358
2259900;9,085408576;15,91396162;8,487446197
2260800;9,016588984;15,01025499;8,005469326
2261700;9,309186788;16,27006244;8,677366633
2262600;9,04122361;18,12907505;9,668840028
2263500;9,369426775;22,70926964;12,11161047
2264400;9,949474062;21,96885072;11,71672039
2265300;9,373268433;25,35325268;13,52173476
2266200;11,30554471;26,56079624;14,16575799
2267100;11,96487135;27,30788372;14,56420465
2268000;10,74938784;39,16565275;20,88834813
2268900;15,18590688;28,6825713;15,29737136
2269800;17,52752715;36,77821039;19,61504554
2270700;17,59540532;43,90315087;23,4150138
2271600;26,97666566;42,2471904;22,53183488
2272500;27,18241061;47,33867144;25,24729144
2273400;30,03940391;50,58709436;26,97978366
2274300;43,17537115;62,80625252;33,49666801
2275200;43,46988878;65,74462233;35,06379858
2276100;43,19928119;66,27537934;35,34686898
2277000;51,8466578;78,83113749;42,04327333
2277900;51,12974852;82,49453873;43,99708732
2278800;50,64022826;75,6141535;40,32754853
2279700;52,44401605;77,50931306;41,3383003
2280600;66,89225967;91,00283162;48,53484353
2281500;71,21560786;94,38284418;50,33751689
2282400;79,33007092;104,1156352;55,5283388
2283300;84,98999358;116,8124478;62,29997215
2284200;87,49457443;109,9205547;58,62429581
2285100;51,62743184;74,41818071;39,68969638
2286000;46,63186085;66,35913764;35,39154007
2286900;52,77337708;75,1002038;40,05344202
2287800;39,45639862;57,44917576;30,63956041
2288700;66,55432252;88,12686636;47,00099539
2289600;55,53004219;74,2491415;39,59954213
2290500;57,45766541;75,61833045;40,32977624
2291400;38,49302081;55,29067738;29,48836127
2292300;37,21800514;55,03657244;29,35283864
2293200;39,60641992;56,51579789;30,14175887
2294100;37,77589061;54,8027755;29,22814693
2295000;48,90872606;66,05556556;35,22963496
2295900;47,94610051;65,13978774;34,74122013
2296800;44,71786346;61,38825234;32,74040125
2297700;44,60254156;61,65974147;32,88519545
2298600;52,51714358;69,81073769;37,23239343
2299500;48,3780078;65,05363467;34,69527183
2300400;42,07161756;58,22094343;31,05116983
2301300;54,56253608;71,08475866;37,91187129
2302200;52,0843646;68,63531249;36,60549999
2303100;48,68175921;64,0586498;34,16461322
2304000;66,92888023;83,40732714;44,48390781
2304900;57,99948461;76,69218654;40,90249949
2305800;56,08895179;70,97247429;37,85198629
2306700;43,16327066;59,53963014;31,75446941
2307600;35,06606794;54,52032106;29,07750456
2308500;29,10671747;40,80503887;21,7626874
2309400;40,69457453;65,57527694;34,97348104
2310300;45,71287994;64,30013665;34,29340621
2311200;49,47160229;65,29949068;34,82639503
2312100;54,65308831;87,80579643;46,82975809
2313000;59,85805861;78,23035597;41,72285651
2313900;49,8814434;71,1201837;37,93076464
2314800;33,48830648;64,74963319;34,5331377
2315700;27,7656606;43,14998193;23,0133237
2316600;24,18777999;42,29711826;22,55846307
2317500;39,23626702;66,1645549;35,28776261
