timestep;amb_temp;wind_speed;beam_irr;diffuse_irr;long_wave_irr
15199200;16.9;1.9;0;0;343
15202800;17.3;2.2;0;0;357
15206400;17;0.7;0;0;372
15210000;16.6;1.1;0;0;378
15213600;16;1.3;0;0;372
15217200;14.6;1.4;0;0;354
15220800;14;1.4;1;12;330
15224400;14.5;0.8;52;54;308
15228000;16.8;0.4;167;94;299
15231600;18.9;1.5;319;117;305
15235200;21.1;1.6;472;131;313
15238800;21.9;1.8;607;139;319
15242400;23.6;1.9;730;134;327
15246000;23.9;1.9;824;116;333
15249600;25.2;1.3;837;123;340
15253200;26.5;2.1;803;125;347
15256800;26.6;2.1;723;127;351
15260400;28.4;1.5;598;130;355
15264000;27.4;2.4;448;127;357
15267600;27.4;1.8;287;117;355
15271200;27.1;1.7;140;92;353
15274800;22.9;1.9;32;42;349
15278400;20.4;2.1;0;0;346
15282000;19;2.7;0;0;339
15285600;18.9;1.7;0;0;336
15289200;17.8;1.4;0;0;334
15292800;17.1;1.2;0;0;329
15296400;16;1.2;0;0;324
15300000;15.2;1.3;0;0;319
15303600;14.8;0.9;0;0;319
15307200;15.3;0.9;2;10;318
15310800;16;1.5;52;51;313
15314400;18.5;0.7;170;88;311
15318000;20.3;1.3;323;106;317
15321600;21.8;1.9;481;113;323
15325200;23;2;616;120;329
15328800;25.1;2.1;713;130;338
15332400;26.6;1.9;784;128;347
15336000;28.9;1.7;848;101;355
15339600;29.6;1.7;813;104;360
15343200;30.3;1.9;726;110;361
15346800;31.3;1.6;606;112;364
15350400;31.6;1.6;449;115;367
15354000;30.4;1.6;288;108;367
15357600;28.9;1.4;137;86;363
15361200;25.8;1.3;28;40;356
15364800;23.1;1.7;0;0;349
15368400;23.4;1.2;0;0;349
15372000;21.2;1.2;0;0;345
15375600;20.5;1.2;0;0;338
15379200;19.1;1.5;0;0;333
15382800;19.1;1.9;0;0;328
15386400;18.3;1.1;0;0;322
15390000;17.5;1.6;0;0;318
15393600;17.5;1.3;0;9;317
15397200;19.9;0.9;37;56;322
15400800;20.9;0.8;143;105;325
15404400;22.4;1.4;285;135;326
15408000;23.6;2;431;154;331
15411600;25.7;1.8;555;173;338
15415200;27.6;1.9;667;177;348
15418800;29.7;1.7;746;173;361
15422400;29.4;2;769;170;369
15426000;31.1;2.5;727;175;372
15429600;31.4;2.6;477;271;375
15433200;31.5;2.1;349;265;382
15436800;31.7;2;375;161;385
15440400;31.2;1.9;234;136;386
15444000;28.8;2.1;124;97;378
15447600;26.5;2;26;42;373
15451200;23.4;1.5;0;0;366
15454800;22;1.5;0;0;358
15458400;20.5;1.4;0;0;352
15462000;19.6;1.9;0;0;346
15465600;18.5;1.3;0;0;345
15469200;17.9;1;0;0;342
15472800;17.6;0.8;0;0;340
15476400;16.7;1.1;0;0;341
15480000;17.3;0.9;0;6;340
15483600;19.1;1.3;25;26;346
15487200;20.1;0.8;181;37;352
15490800;21.5;1.7;175;53;357
15494400;21.9;2.4;0;152;373
15498000;21.8;3.6;5;205;386
15501600;24.9;3.9;20;239;396
15505200;23.2;2.8;0;174;400
15508800;17.8;3.9;0;138;388
15512400;18.9;3;0;138;379
15516000;20.7;2.7;0;186;385
15519600;20.5;2.7;35;192;383
15523200;20.7;2.2;100;123;383
15526800;20.2;1.5;25;108;386
15530400;19.9;2.2;0;32;388
15534000;19.5;1;0;8;387
15537600;19;1.2;0;0;377
15541200;18.7;1.8;0;0;375
15544800;18.6;2.3;0;0;373
15548400;17.2;2.3;0;0;371
15552000;16.5;2.7;0;0;376
15555600;15.9;3.4;0;0;373
15559200;15.6;3;0;0;361
15562800;14.8;2.7;0;0;359
15566400;14.3;2.4;0;5;361
15570000;13.9;2.6;4;44;359
15573600;13.9;2.4;0;70;364
15577200;14.9;2.5;12;163;364
15580800;15.5;3.2;9;210;360
15584400;15.2;1.4;0;146;366
15588000;16.4;1.4;14;276;364
15591600;17.8;2.6;114;342;354
15595200;18.2;3.5;176;336;347
15598800;19.1;3.6;150;319;350
15602400;20.2;3.1;360;233;358
15606000;20.5;2;137;257;364
15609600;19.3;1.7;40;203;368
15613200;19.2;1;5;125;370
15616800;18.6;0.9;4;76;376
15620400;18.2;1;0;23;374
15624000;17;0.6;0;0;366
15627600;16.5;2.6;0;0;362
15631200;16.2;1.9;0;0;362
15634800;15.4;1.2;0;0;354
15638400;14;0.8;0;0;334
15642000;12.9;0.5;0;0;329
15645600;13;0.8;0;0;318
15649200;12.5;1.6;0;0;320
15652800;12.4;1.4;0;2;330
15656400;12.4;1.3;1;34;327
15660000;13.5;1.6;10;99;325
15663600;14.8;2;14;160;332
15667200;15.5;1.8;14;213;338
15670800;18;2.7;180;293;340
15674400;19.2;3.5;220;327;335
15678000;14.6;3.3;0;198;337
15681600;14;2.7;81;337;333
15685200;18.7;2.8;682;143;326
15688800;17.8;2;294;291;329
15692400;18.4;3.1;151;260;340
15696000;17.5;2.5;201;199;336
15699600;15.2;2.8;17;135;324
15703200;15.5;0.9;17;86;330
15706800;14.8;1.6;10;34;327
15710400;13.6;1.5;0;0;312
15714000;12.8;0.9;0;0;299
15717600;11.8;0.5;0;0;296
15721200;11.1;1;0;0;298
15724800;10.9;1.7;0;0;293
15728400;10.3;1.3;0;0;287
15732000;9.8;1.6;0;0;284
15735600;9.4;1.4;0;0;286
15739200;9.1;1.4;0;7;289
15742800;9.8;1;21;54;284
15746400;11.5;1.3;117;112;276
15750000;13.3;1;254;150;274
15753600;14.6;1.5;372;190;278
15757200;15.9;1.8;478;221;284
15760800;17.4;1.8;565;242;290
15764400;18.2;2.7;454;336;303
15768000;18.4;2;653;248;312
15771600;18.6;2.9;617;249;313
15775200;19.3;2.2;430;298;318
15778800;20.2;2.1;379;254;330
15782400;18.5;1.2;241;227;338
15786000;18.4;1.8;107;177;339
15789600;18.5;1.8;43;105;343
15793200;16.9;1.7;9;36;337
15796800;16;1.5;0;0;329
15800400;14.9;1.2;0;0;330
15804000;14.7;1;0;0;329
15807600;14.8;0.7;0;0;327
15811200;15.2;0.7;0;0;317
15814800;15.4;0.7;0;0;310
15818400;15.6;0.9;0;0;306
15822000;15.5;1;0;0;303
15825600;16;1;0;0;304
15829200;16.2;1.1;35;50;311
15832800;17.6;1;146;96;314
15836400;18.7;0.7;295;119;311
15840000;21.5;0.9;444;133;319
15843600;22.8;1.1;573;144;334
15847200;24.3;1.4;685;144;343
15850800;26.8;2;754;144;353
15854400;28.3;1.3;808;123;364
15858000;29;2.6;790;116;370
15861600;30.5;1.8;719;114;373
15865200;30.1;0.5;595;118;375
15868800;31;1.2;437;120;376
15872400;29.7;0.9;278;110;376
15876000;28.4;1.3;140;84;372
15879600;25.8;1.8;29;42;372
15883200;23.2;1.2;0;5;362
15886800;22.5;0.3;0;0;349
15890400;20.9;1.5;0;0;340
15894000;20.7;1.1;0;0;339
15897600;19.2;0.8;0;0;335
15901200;18.6;1;0;0;325
15904800;18.3;0.9;0;0;322
15908400;18.5;1.6;0;0;325
15912000;17.5;0.9;0;0;328
15915600;17.8;1;20;49;329
15919200;20;0.8;91;114;332
15922800;21;0.2;161;180;343
15926400;23.2;0.9;307;209;355
15930000;24.8;0.9;410;241;366
15933600;26.5;1.1;534;239;377
15937200;28;1.1;529;282;390
15940800;28.8;0.5;615;246;398
15944400;30.1;1.9;691;181;405
15948000;30.6;1;682;138;400
15951600;31.4;2.2;580;130;391
15955200;31;1.1;431;126;386
15958800;30;1.9;252;122;386
15962400;28;0.4;75;102;396
15966000;26.5;1.3;37;44;398
15969600;24.1;1.1;0;5;390
15973200;23.2;1;0;0;381
15976800;22.2;1.7;0;0;375
15980400;22.8;1.2;0;0;377
15984000;21;1.3;0;0;375
15987600;20.2;1.7;0;0;367
15991200;19.2;1.7;0;0;360
15994800;19;1;0;0;354
15998400;18.1;1.8;0;0;345
16002000;18.5;3.5;22;51;336
16005600;19.8;2.9;102;113;334
16009200;22.2;2.3;232;155;335
16012800;25.1;3;375;179;339
16016400;26.3;2.7;481;206;353
16020000;27.8;2;563;227;374
16023600;28.5;3;564;269;386
16027200;28.5;2.2;313;397;389
16030800;29.6;2;613;236;390
16034400;30.4;1.5;511;247;389
16038000;30.8;1.3;340;264;387
16041600;31.1;0.5;203;231;393
16045200;28.9;2.2;17;150;402
16048800;28.1;1.1;50;103;404
16052400;26;1;3;34;397
16056000;24.7;3.9;0;5;399
16059600;21.8;3;0;0;397
16063200;21.2;3;0;0;387
16066800;19.6;3.4;0;0;378
16070400;17.9;2;0;0;373
16074000;17.1;2;0;0;379
16077600;16.9;1.7;0;0;383
16081200;16.1;1.7;0;0;382
16084800;15.9;1.1;0;0;380
16088400;16.2;0.9;0;28;380
16092000;16.5;1;0;28;380
16095600;16;2.6;0;56;378
16099200;15.4;3.6;0;54;377
16102800;15.9;2.3;0;92;376
16106400;15.9;2.3;0;90;377
16110000;15.5;3.2;0;107;373
16113600;15.9;4.1;0;185;369
16117200;15.8;3.1;0;203;364
16120800;16.8;2.6;91;303;361
16124400;18.9;3.2;175;253;365
16128000;19.1;3.7;226;182;364
16131600;19.2;2.7;101;144;360
16135200;19.2;2;110;74;356
16138800;17.7;3.9;35;34;356
16142400;14.9;2.3;0;2;356
16146000;14.7;2.4;0;0;351
16149600;14.9;1.9;0;0;351
16153200;14.5;1.7;0;0;352
16156800;13.9;2.2;0;0;347
16160400;14.6;2.2;0;0;351
16164000;14.5;3;0;0;360
16167600;14.4;2.3;0;0;360
16171200;14.4;2.3;0;0;365
16174800;14.1;2.9;0;14;366
16178400;14.4;3.1;0;27;365
16182000;14.9;2.3;0;65;371
16185600;15.6;2.3;0;125;373
16189200;16.2;2.2;1;201;372
16192800;16.2;3.1;2;247;370
16196400;16.4;2.2;0;204;373
16200000;17;3.1;7;280;374
16203600;18.7;1.9;86;327;373
16207200;20.2;3.4;294;265;367
16210800;20.5;3.8;165;241;359
16214400;18.1;2.7;9;181;359
16218000;17;2;15;135;359
16221600;16.4;1.9;2;68;357
16225200;15.7;1.1;29;32;355
16228800;15.3;1.8;0;1;351
16232400;14.7;1.8;0;0;350
16236000;14.5;1.2;0;0;351
16239600;14.1;1.1;0;0;346
16243200;13.9;1.1;0;0;337
16246800;13.6;1.8;0;0;334
16250400;13.5;1.1;0;0;335
16254000;12.6;1.9;0;0;328
16257600;12.6;1.9;0;0;325
16261200;12.8;1.1;0;26;335
16264800;13;0.9;0;61;344
16268400;13.7;1.5;1;116;352
16272000;14;1;0;137;353
16275600;14.5;1.8;14;255;350
16279200;17.2;1.1;252;313;344
16282800;18.5;1.7;171;351;341
16286400;18.3;1.5;82;347;352
16290000;17.6;1.2;1;235;368
16293600;16.7;1.1;6;238;368
16297200;18.3;0.9;214;242;360
16300800;18.5;2.4;81;205;359
16304400;17.8;1.7;111;140;353
16308000;17.9;0.9;169;47;343
16311600;17.4;0.9;36;32;347
16315200;16.4;0.7;0;5;356
16318800;15.8;1.6;0;0;360
16322400;15.5;1.5;0;0;361
16326000;15.2;2.2;0;0;356
16329600;14.9;1.7;0;0;345
16333200;14.6;2.5;0;0;347
16336800;14.6;3.1;0;0;351
16340400;14.6;2.5;0;0;349
16344000;14.2;1.9;0;0;345
16347600;14.5;1.5;3;27;341
16351200;14.4;1.5;0;58;347
16354800;15.3;0.9;7;118;360
16358400;15.7;1.8;70;177;363
16362000;16.3;3.4;3;200;360
16365600;15.7;1.8;0;183;366
16369200;17.4;3.5;103;253;366
16372800;17.5;2.1;0;157;363
16376400;18.1;3.3;0;142;367
16380000;18.2;2.5;0;123;370
16383600;17.9;3.4;0;137;364
16387200;18.1;2.6;40;161;360
16390800;18.2;2.1;121;72;360
16394400;18.1;2.1;0;51;360
16398000;17.5;1.1;0;9;361
16401600;17.1;0.5;0;0;360
16405200;16.7;0.7;0;0;357
16408800;16.5;2.4;0;0;354
16412400;16.3;2.6;0;0;357
16416000;16.1;1.6;0;0;357
16419600;16.2;1.6;0;0;358
16423200;16.3;1.8;0;0;362
16426800;16.1;1.9;0;0;362
16430400;16.1;2.5;0;0;361
16434000;16.3;1.7;0;6;362
16437600;16.9;2.3;0;24;362
16441200;17.1;2.1;0;45;364
16444800;17;1.6;0;67;366
16448400;17.7;1.2;0;143;366
16452000;18;1.5;0;161;372
16455600;18.1;1.2;0;168;378
16459200;18.4;1.3;0;155;381
16462800;18.6;1.3;0;128;384
16466400;18.2;2;0;115;386
16470000;18.6;1.3;0;127;386
16473600;19;1.3;0;100;390
16477200;19.2;1.9;0;102;392
16480800;18.2;1.9;29;84;384
16484400;18;1.8;24;32;383
16488000;17.4;1.2;0;2;377
16491600;17.2;1.2;0;0;374
16495200;17.1;1.2;0;0;380
16498800;17;1.1;0;0;379
16502400;16.7;1.1;0;0;378
16506000;17;1.2;0;0;383
16509600;16.9;1.2;0;0;383
16513200;16.7;0.5;0;0;377
16516800;16.5;1.1;0;0;378
16520400;16.6;1.1;0;21;376
16524000;17.1;1.1;26;125;371
16527600;18;1.2;53;220;363
16531200;19.1;1.2;38;282;367
16534800;19.5;1;8;269;374
16538400;19.1;1.1;0;158;385
16542000;19.9;0.5;0;216;396
16545600;21.3;2.4;24;358;391
16549200;21.8;2;27;345;391
16552800;22.1;1.5;19;303;397
16556400;22.1;0.9;61;324;390
16560000;21.5;1.7;20;226;385
16563600;19.3;0.9;0;92;393
16567200;19.1;1.2;0;43;397
16570800;18.9;0.7;0;19;397
16574400;18.6;1.2;0;3;388
16578000;18.3;1.3;0;0;379
16581600;17.8;0.8;0;0;377
16585200;17.2;0.8;0;0;378
16588800;16.9;1.1;0;0;379
16592400;17.1;1.1;0;0;377
16596000;17.3;1.1;0;0;373
16599600;17.2;1;0;0;369
16603200;17;0.5;0;0;377
16606800;16.8;0.3;0;13;380
16610400;17.4;1;0;36;377
16614000;17.9;1;0;100;382
16617600;18.6;1.8;1;172;385
16621200;18.8;1.9;9;237;382
16624800;19.3;1.9;12;273;380
16628400;22.3;2.7;214;329;375
16632000;22.4;2.5;75;334;379
16635600;20.9;1.7;0;201;388
16639200;22.7;2.5;218;282;390
16642800;23.4;1.9;383;169;386
16646400;23.6;1.9;200;181;394
16650000;22.5;1.2;47;146;403
16653600;22.7;1.6;140;52;389
16657200;21.3;2;12;33;379
16660800;19.4;1.1;0;2;386
16664400;18.6;1.8;0;0;386
16668000;17.9;1.1;0;0;378
16671600;17.2;0.6;0;0;365
16675200;16.4;0.8;0;0;362
16678800;16.4;0.9;0;0;370
16682400;16.5;0.9;0;0;380
16686000;16.5;0.9;0;0;385
16689600;16.4;0.9;0;0;375
16693200;16.7;1;0;22;362
16696800;17.2;1.7;0;33;357
16700400;16.8;1.1;0;38;356
16704000;17.1;1.3;0;90;369
16707600;17.8;0.7;0;109;383
16711200;17.4;3;0;124;390
16714800;18.3;2.4;0;209;386
16718400;19.7;3.7;128;339;382
16722000;21.2;2.5;319;285;388
16725600;22.8;2.6;319;255;389
16729200;24.3;4.5;626;55;381
16732800;25.2;2.5;488;100;372
16736400;24.5;3.9;342;70;362
16740000;22.9;1.8;188;52;349
16743600;21.2;1.2;50;31;354
16747200;20.4;1.7;0;4;375
16750800;19.3;2.6;0;0;382
16754400;18.5;2.2;0;0;379
16758000;17.8;1.3;0;0;372
16761600;17.7;2.2;0;0;370
16765200;16.5;1.5;0;0;372
16768800;16.2;1.6;0;0;370
16772400;16.3;1.6;0;0;370
16776000;16.3;3;0;0;373
16779600;16.1;2.8;0;4;376
16783200;16;3.7;0;66;370
16786800;16.2;2.3;1;122;363
16790400;17.4;3.3;22;226;362
16794000;18.1;3.3;11;250;367
16797600;18.1;3.2;12;283;370
16801200;19.3;3.1;109;367;370
16804800;22.3;3;344;342;370
16808400;22.9;2.5;254;348;375
16812000;22.8;5.7;306;303;367
16815600;22.9;3.7;268;259;358
16819200;23.3;5;102;223;369
16822800;21.6;5.1;137;154;371
16826400;20.2;3.8;47;95;367
16830000;19;2.6;1;27;369
16833600;18;3.1;0;0;366
16837200;17.3;2.1;0;0;360
16840800;16.7;2.2;0;0;356
16844400;16.5;2.4;0;0;355
16848000;16.2;2;0;0;360
16851600;15.1;2;0;0;362
16855200;14.8;2;0;0;355
16858800;15.2;2.5;0;0;350
16862400;15;1.4;0;0;353
16866000;15.1;1.8;0;24;356
16869600;15.6;1.9;1;75;355
16873200;16.4;2.1;2;141;361
16876800;17.5;2.1;119;290;357
16880400;19.8;2.7;81;348;356
16884000;20.2;2.4;141;410;361
16887600;21.9;3.1;240;449;356
16891200;22.6;3;280;450;356
16894800;22.2;2.5;128;416;359
16898400;22.2;2.7;34;316;362
16902000;22.4;1.9;87;320;362
16905600;22.7;1.3;114;273;365
16909200;22;1.6;24;165;368
16912800;21.3;1.2;45;114;367
16916400;19.6;1;1;31;358
16920000;18.3;0.9;0;0;359
16923600;17.7;1.1;0;0;362
16927200;17.3;1.2;0;0;357
16930800;16.4;1.4;0;0;354
16934400;15.5;1.3;0;0;342
16938000;14.6;1.9;0;0;327
16941600;14.5;1.2;0;0;319
16945200;13.8;0.8;0;0;313
16948800;13.3;2.2;0;0;319
16952400;13.1;1.3;8;37;343
16956000;14;1.2;48;93;343
16959600;15.6;0.6;19;153;342
16963200;16.7;1.5;114;224;352
16966800;18.6;1.9;73;287;352
16970400;19.3;2.2;71;324;356
16974000;20.1;2.7;36;315;363
16977600;21;3.8;283;309;363
16981200;23.4;3.9;472;220;361
16984800;23;2.3;509;163;362
16988400;23.5;1.4;313;201;363
16992000;20.4;2.7;13;174;370
16995600;19.5;1.3;33;141;368
16999200;20.6;1.3;148;49;361
17002800;19.2;1.1;38;28;361
17006400;18.1;1.2;0;2;364
17010000;17.5;1;0;0;351
17013600;16.5;1.7;0;0;336
17017200;16;1.5;0;0;328
17020800;15.2;1.6;0;0;313
17024400;14.3;1;0;0;299
17028000;14.2;1;0;0;292
17031600;13.7;1.7;0;0;293
17035200;13.1;1;0;0;296
17038800;13.2;1.1;20;41;300
17042400;14.1;1;112;94;291
17046000;16.2;1.1;249;126;287
17049600;18.1;1.9;399;143;297
17053200;19.4;1.3;546;146;304
17056800;21.4;2.3;659;147;313
17060400;23.1;1.9;731;147;322
17064000;25.2;1.2;765;138;332
17067600;25.7;1.1;748;131;340
17071200;26.2;1.6;600;174;346
17074800;27.2;1.6;511;153;350
17078400;27.5;1.3;407;127;354
17082000;27;1.1;286;101;354
17085600;26.1;1.2;131;82;351
17089200;22.5;2.1;23;37;349
17092800;19.7;2;0;1;341
17096400;19.4;1.2;0;0;330
17100000;17.9;1.1;0;0;321
17103600;16.6;1;0;0;317
17107200;15.9;1.3;0;0;317
17110800;15.3;1.4;0;0;314
17114400;14.6;1.7;0;0;308
17118000;14.4;1.4;0;0;305
17121600;14;1.1;0;0;304
17125200;14.3;1;19;41;307
17128800;15.9;1;115;92;313
17132400;16.8;1;251;124;315
17136000;19;1;392;146;318
17139600;20.9;0.9;513;166;330
17143200;22.8;1;613;175;343
17146800;24.6;1.2;666;187;349
17150400;26;1.9;716;168;354
17154000;27.1;1.8;697;161;363
17157600;28.1;1.9;594;177;371
17161200;27.9;1.1;492;164;374
17164800;28.6;1.6;381;137;376
17168400;27.2;1;181;144;378
17172000;25.1;1.3;34;96;374
17175600;23.5;1.3;14;34;376
17179200;21.9;0.9;0;0;381
17182800;21.1;1.5;0;0;367
17186400;19.7;1.4;0;0;353
17190000;19.2;0.9;0;0;356
17193600;18.4;1.8;0;0;353
17197200;18;1.8;0;0;341
17200800;17.6;1.8;0;0;334
17204400;17.3;0.9;0;0;332
17208000;16.6;0.8;0;0;333
17211600;16.7;1.1;10;41;332
17215200;17.4;1.3;70;114;329
17218800;19.3;0.7;169;178;329
17222400;21.3;1.2;276;233;335
17226000;22.5;1.1;348;288;344
17229600;24.7;1.6;316;363;359
17233200;25.3;2.1;376;381;371
17236800;28.2;2.8;478;350;379
17240400;26.9;2.8;311;393;381
17244000;26;3.8;115;347;379
17247600;28;2.3;342;279;382
17251200;28.8;2.3;317;199;378
17254800;28.4;1.4;201;156;373
17258400;26.6;0.6;93;102;372
17262000;24.5;1.6;17;40;369
17265600;22.7;1.8;0;1;364
17269200;21.2;2;0;0;363
17272800;20.3;2.1;0;0;365
17276400;19.6;2.1;0;0;369
17280000;19.2;2;0;0;389
17283600;19;2;0;0;383
17287200;18.9;2.1;0;0;380
17290800;18.7;2;0;0;383
17294400;19.1;2.1;0;2;385
17298000;18.3;1.8;16;40;371
17301600;19.9;1.6;84;104;342
17305200;21.9;1.1;214;147;331
17308800;23.8;1.6;356;173;342
17312400;25;1.2;495;185;352
17316000;26.7;1.7;593;199;358
17319600;27.9;2.1;656;206;362
17323200;27.9;5.4;682;202;369
17326800;29.7;4.1;400;328;381
17330400;27.7;3.4;261;330;388
17334000;29.3;3.9;385;230;388
17337600;28.5;4.5;104;226;387
17341200;25.9;4.2;0;86;391
17344800;24.7;3.8;0;59;394
17348400;22.9;4.2;0;10;389
17352000;18.9;3.7;0;0;381
17355600;18.2;2.2;0;0;376
17359200;18.2;1;0;0;375
17362800;18.2;0.9;0;0;377
17366400;17.8;1.2;0;0;376
17370000;17.5;1.1;0;0;374
17373600;16.9;0.7;0;0;363
17377200;16.4;0.7;0;0;353
17380800;16.8;0.6;0;0;358
17384400;17;1;0;25;363
17388000;18.1;0.9;5;85;361
17391600;18.7;1.3;1;113;368
17395200;19.5;1.9;14;210;380
17398800;20.8;0.9;29;281;382
17402400;21.2;1.5;0;215;381
17406000;22;1.6;5;258;387
17409600;21.9;1.7;31;333;389
17413200;23.1;1.3;84;366;386
17416800;24.2;1.9;91;338;392
17420400;23.1;1.5;26;261;395
17424000;22.3;2;6;174;393
17427600;21.7;2;12;139;393
17431200;19.4;3.7;3;68;392
17434800;18.7;2.5;0;4;390
17438400;17.6;1.5;0;0;386
17442000;16.8;4.1;0;0;382
17445600;16.2;3.1;0;0;374
17449200;15.6;2.1;0;0;372
17452800;15.3;3.2;0;0;373
17456400;14.8;2.3;0;0;370
17460000;14.6;2.1;0;0;371
17463600;14.6;1.8;0;0;372
17467200;14.4;2.1;0;1;372
17470800;14.7;1.3;0;26;368
17474400;15.1;1.5;3;78;359
17478000;16;3.2;1;117;360
17481600;15.4;3;0;149;370
17485200;17.3;3.8;88;315;360
17488800;19.1;3.9;137;368;350
17492400;20.5;3;200;410;352
17496000;20.6;4.3;419;374;344
17499600;21.6;2.8;541;299;338
17503200;22;2.5;461;293;334
17506800;23.1;1.5;382;257;336
17510400;23.2;1.8;305;205;337
17514000;22.4;2.6;205;155;331
17517600;21.5;1.7;92;102;328
17521200;19.2;1.1;16;34;329
17524800;17.8;1.1;0;0;329
17528400;16.8;0.9;0;0;328
17532000;16.2;1.1;0;0;332
17535600;15.6;1.5;0;0;330
17539200;15.2;1.7;0;0;319
17542800;14.4;1.7;0;0;307
17546400;13.7;1.4;0;0;300
17550000;13.7;1.8;0;0;295
17553600;13.7;1.7;0;0;293
17557200;13.7;1.2;2;33;304
17560800;15.5;1.2;7;83;327
17564400;17;0.9;58;174;346
17568000;19.6;1.5;392;149;347
17571600;21.2;2;545;157;344
17575200;23.2;2.3;543;223;348
17578800;25.4;1.6;508;285;366
17582400;26.1;3.1;387;347;381
17586000;26.8;3;75;340;389
17589600;27.6;1.2;13;259;400
17593200;26.9;1.6;9;219;402
17596800;25.9;1.4;7;170;401
17600400;22.1;7.7;0;53;396
17604000;18.5;4.5;0;45;387
17607600;17;3.5;5;25;383
17611200;16.2;3.2;0;0;381
17614800;15.7;2.2;0;0;377
17618400;15.2;2.5;0;0;374
17622000;15.1;3.5;0;0;372
17625600;14.5;1.9;0;0;369
17629200;14.1;2.1;0;0;363
17632800;13.9;2.4;0;0;353
17636400;13.3;1.5;0;0;342
17640000;12.8;0.7;0;0;331
17643600;13.1;0.9;32;24;320
17647200;15;1.4;63;76;320
17650800;15.6;3.3;6;123;338
17654400;16.4;2.5;8;177;357
17658000;17.6;4.3;8;215;366
17661600;16;5.7;35;270;361
17665200;18.2;5.4;609;104;346
17668800;18.5;6.1;571;156;340
17672400;19.3;5.6;186;275;351
17676000;16.7;5.9;0;202;366
17679600;18.4;6.3;108;222;367
17683200;18.7;5.2;16;168;363
17686800;17.4;3.8;14;118;364
17690400;14.5;3;14;68;355
17694000;14.8;1.9;4;20;351
17697600;14.7;2;0;0;353
17701200;14.8;2;0;0;345
17704800;14.6;2.4;0;0;335
17708400;14.7;2.5;0;0;329
17712000;14.1;1.8;0;0;319
17715600;14.1;2.4;0;0;304
17719200;13.6;1.8;0;0;293
17722800;12.6;1.5;0;0;301
17726400;12.2;0.5;0;0;306
17730000;12.7;0.9;0;28;311
17733600;14.3;1;22;100;324
17737200;15.2;0.8;72;186;338
17740800;16.5;1.1;165;257;350
17744400;17.9;1.6;388;260;339
17748000;19.8;1.9;457;293;328
17751600;20.2;2.3;458;337;328
17755200;22.2;2.2;571;293;333
17758800;22.4;1.9;591;263;336
17762400;23.2;2.1;540;243;334
17766000;23.3;1.8;441;223;332
17769600;24;1.4;302;198;331
17773200;23.8;1.4;119;169;332
17776800;21.6;1.1;52;95;333
17780400;19.9;0.7;11;29;329
17784000;18;1;0;0;321
17787600;16.6;1.5;0;0;311
17791200;16.2;2;0;0;305
17794800;15.3;1.5;0;0;308
17798400;14.7;0.8;0;0;308
17802000;14.3;0.7;0;0;301
17805600;13.6;0.8;0;0;299
17809200;13.5;0.4;0;0;303
17812800;12.6;0.3;0;0;301
17816400;13;0.3;13;32;297
17820000;15.2;0.8;94;89;298
17823600;17.3;0.5;241;118;302
17827200;18.6;1.4;396;135;307
17830800;19.8;1.4;544;139;314
17834400;21.6;1.3;647;149;323
17838000;23.1;1.7;716;152;330
17841600;24.7;1.9;744;148;333
17845200;25.2;1.8;719;146;335
17848800;24.9;2.4;652;139;338
17852400;25.4;1.5;536;136;341
17856000;26.1;1.6;396;127;346
17859600;25.8;1.7;248;110;351
17863200;25.4;1.1;106;80;352
17866800;22.4;1.4;14;28;342
17870400;20.7;1.5;0;0;332
17874000;20.3;1.3;0;0;332
17877600;20.4;2.1;0;0;335
17881200;19.2;1.7;0;0;336
17884800;19.4;1.9;0;0;338
17888400;18.9;1.7;0;0;337
17892000;18.9;1.9;0;0;337
17895600;19.1;2;0;0;346
17899200;19.4;3.5;0;0;363
17902800;18.5;3.6;0;8;371
17906400;18.3;3.4;0;38;367
17910000;18.8;4.2;22;154;363
17913600;19.5;4.1;34;222;363
17917200;21.9;4.2;211;284;367
17920800;23;4.5;649;123;364
17924400;23.7;3.4;577;211;357
17928000;23.7;5.1;664;173;357
17931600;25.3;4.4;758;92;360
17935200;26;3.2;695;85;362
17938800;26;3.5;577;88;360
17942400;26.5;4;419;94;362
17946000;25.6;3.9;260;89;361
17949600;24.7;2.7;108;72;357
17953200;22.9;2.3;13;25;354
17956800;21.7;2;0;0;351
17960400;21;1.9;0;0;354
17964000;20.8;2.2;0;0;363
17967600;20.2;1.8;0;0;369
17971200;18.9;1.4;0;0;365
17974800;17.9;1.6;0;0;347
17978400;17.3;1.4;0;0;325
17982000;16.4;1.4;0;0;315
17985600;16.6;2.2;0;0;315
17989200;16.6;1.5;15;30;321
17992800;17.8;1.9;14;87;334
17996400;19.9;1.9;75;161;348
18000000;20.8;2.4;105;227;353
18003600;21.8;3.7;208;274;358
18007200;23;4.4;273;306;362
18010800;23.9;5.4;114;342;376
18014400;23.4;4.7;174;353;378
18018000;24.1;4.2;326;310;369
18021600;25;5.5;204;299;374
18025200;25.6;5.9;434;159;375
18028800;25.3;4.9;412;84;370
18032400;24.5;4.4;264;76;368
18036000;22.9;3.8;111;64;364
18039600;21.5;3.5;8;22;363
18043200;20.2;2.1;0;0;368
18046800;19.1;1.4;0;0;362
18050400;18.7;0.9;0;0;360
18054000;18.7;1;0;0;366
