timestep;amb_temp;wind_speed;beam_irr;diffuse_irr;long_wave_irr
6728400;3;1.6;0;0;276
6732000;2.9;1.7;0;0;272
6735600;3;1.1;0;0;282
6739200;2.9;1;0;0;291
6742800;2.6;1.7;0;0;285
6746400;2.8;1.6;0;0;281
6750000;1.8;0.9;0;0;280
6753600;1.6;0.9;0;0;286
6757200;1.1;0.9;0;0;287
6760800;0.9;1.2;0;4;282
6764400;1.6;1.7;16;64;283
6768000;2.7;1.9;58;145;275
6771600;3.6;1.7;50;212;267
6775200;4.6;1.1;80;262;258
6778800;5.2;2;76;288;255
6782400;6.1;2;44;271;257
6786000;6;2.1;48;257;264
6789600;5.8;1.3;50;231;267
6793200;5.8;1.6;38;184;272
6796800;5.7;1.5;40;131;280
6800400;5.6;2.6;68;49;278
6804000;4.9;1.7;6;10;285
6807600;4.7;1.7;0;0;290
6811200;4.5;1.1;0;0;288
6814800;3.6;0.8;0;0;282
6818400;3.4;0.8;0;0;277
6822000;3.1;0.8;0;0;277
6825600;2.5;0.9;0;0;272
6829200;1.9;0.9;0;0;263
6832800;1.9;1;0;0;262
6836400;1.7;1.5;0;0;267
6840000;1.5;1.1;0;0;268
6843600;1.4;1.2;0;0;274
6847200;1.2;1.2;0;8;280
6850800;1;1.3;47;69;271
6854400;2.7;2.1;62;162;259
6858000;4.6;1.4;60;229;276
6861600;5.8;2.7;102;299;297
6865200;7.3;2.7;148;336;302
6868800;9.2;3.1;303;307;297
6872400;10.8;3.7;427;234;283
6876000;10.7;2.9;379;212;269
6879600;11.3;3.7;299;172;265
6883200;10.8;2.9;148;134;275
6886800;10;2.2;10;64;298
6890400;7.6;2.1;0;10;310
6894000;6.7;1.5;0;0;313
6897600;7.2;3.5;0;0;316
6901200;7.3;3.7;0;0;316
6904800;6.7;3.2;0;0;315
6908400;6.5;2.5;0;0;315
6912000;5.4;2.7;0;0;316
6915600;5;3.3;0;0;316
6919200;5.1;4.8;0;0;316
6922800;4.5;4.6;0;0;315
6926400;4.4;2.5;0;0;315
6930000;4.3;2.6;0;0;315
6933600;4.4;2.2;0;7;314
6937200;4.9;4.1;10;69;304
6940800;6;5;0;102;300
6944400;6.8;5.9;14;196;306
6948000;6;5.8;18;237;302
6951600;6.2;5.6;5;221;307
6955200;7.2;5.7;10;244;308
6958800;6.4;5.7;1;193;303
6962400;6.3;5.4;37;242;300
6966000;7.5;5.7;93;221;283
6969600;6.1;5.4;2;104;288
6973200;5.4;4;0;38;309
6976800;5;3.9;0;6;307
6980400;4.7;3.8;0;0;299
6984000;4.3;3;0;0;305
6987600;4.2;3.1;0;0;310
6991200;4.6;3.1;0;0;312
6994800;4.4;3.8;0;0;312
6998400;4.3;3;0;0;312
7002000;4.1;2.8;0;0;313
7005600;3.9;2.3;0;0;312
7009200;3.5;2.4;0;0;311
7012800;3.2;3;0;0;310
7016400;2.9;3.8;0;0;308
7020000;3;3.2;0;0;306
7023600;3.2;4.6;0;23;304
7027200;2.3;4.9;0;71;303
7030800;2.2;3.6;3;143;296
7034400;2.8;4.6;0;172;290
7038000;3;4.8;0;183;291
7041600;3.4;4.7;0;178;293
7045200;3.5;4.6;0;144;294
7048800;3.7;4.6;0;125;295
7052400;3.9;4.4;0;84;296
7056000;3.9;4.5;0;50;295
7059600;4.3;4.4;0;17;300
7063200;4.5;4.9;0;1;306
7066800;4.7;3.3;0;0;306
7070400;4.7;3.4;0;0;309
7074000;4.6;3;0;0;311
7077600;4.8;4.7;0;0;312
7081200;5.3;3.4;0;0;314
7084800;5.7;4.1;0;0;311
7088400;5.7;1.7;0;0;301
7092000;5.7;1.8;0;0;302
7095600;5.5;1.7;0;0;307
7099200;4.6;2.1;0;0;307
7102800;3.8;2.1;0;0;296
7106400;3.1;1.1;2;15;267
7110000;3.6;1.3;83;67;245
7113600;5;1.2;233;97;242
7117200;7.4;1.2;380;112;247
7120800;9.1;1.7;519;108;253
7124400;11.2;3;602;107;253
7128000;12.5;3.2;625;108;254
7131600;14;2;586;111;258
7135200;14.6;2;527;97;262
7138800;15.3;1.9;408;90;265
7142400;15.7;2;249;82;266
7146000;15;1.4;80;56;266
7149600;13.2;1.4;0;4;266
7153200;10.6;1.3;0;0;263
7156800;9.4;1.8;0;0;255
7160400;8.1;1.7;0;0;247
7164000;7.2;1.1;0;0;237
7167600;6.2;0.8;0;0;232
7171200;4.4;1.1;0;0;226
7174800;4.5;1.8;0;0;226
7178400;3.8;1.9;0;0;229
7182000;3.5;1.1;0;0;223
7185600;3;2.6;0;0;218
7189200;2.1;1.7;0;0;218
7192800;1.9;1;0;13;229
7196400;2.9;1.2;48;77;234
7200000;3.8;1;160;132;232
7203600;7;1.7;299;157;239
7207200;11.2;1.6;465;135;249
7210800;14.1;1.2;557;126;257
7214400;17.3;1.4;555;142;263
7218000;19.1;1.6;433;198;270
7221600;18.6;2.1;384;178;277
7225200;17.6;1.6;229;181;279
7228800;16.6;2.2;74;143;280
7232400;15.9;2.8;69;57;277
7236000;14.2;2;8;14;275
7239600;11.7;1.1;0;0;275
7243200;11.7;2;0;0;273
7246800;11.2;1.9;0;0;270
7250400;9.5;1.2;0;0;261
7254000;9.1;1.1;0;0;261
7257600;8.3;0.6;0;0;265
7261200;8.2;1.3;0;0;275
7264800;8.7;1.2;0;0;284
7268400;6.4;1.1;0;0;275
7272000;8.8;2.4;0;0;277
7275600;7.7;1.7;0;0;285
7279200;6.7;1.1;3;16;293
7282800;7.1;1;76;68;278
7286400;9.4;1.2;122;139;268
7290000;9.8;1.7;231;174;281
7293600;12.7;1.1;284;214;291
7297200;12.8;2;4;234;310
7300800;12.6;1.7;0;185;319
7304400;13.1;1.4;1;206;322
7308000;14.4;1.9;68;252;324
7311600;14.5;2;75;205;323
7315200;14.5;1.1;261;59;317
7318800;13.2;0.7;105;55;305
7322400;11.7;0.2;10;13;306
7326000;10.2;0.7;0;0;304
7329600;9.2;1.6;0;0;297
7333200;9.2;1.8;0;0;297
7336800;8.1;2.3;0;0;297
7340400;7.8;1.6;0;0;296
7344000;7.3;1.6;0;0;295
7347600;6.9;2.8;0;0;294
7351200;6.7;2.8;0;0;295
7354800;6.5;2.7;0;0;299
7358400;6;2.8;0;0;304
7362000;5.7;1.2;0;0;308
7365600;5.9;1.4;0;2;302
7369200;6.4;2.1;0;32;297
7372800;6.9;2.3;0;50;307
7376400;7.7;3;0;69;313
7380000;8.1;2.4;0;76;315
7383600;8.3;2.4;0;79;315
7387200;8.2;2.4;0;90;316
7390800;7.8;2;0;94;316
7394400;7.6;2.3;0;102;312
7398000;7.7;2.2;0;70;313
7401600;7.6;1.5;0;50;317
7405200;7.2;2;0;41;312
7408800;6;3.5;8;7;309
7412400;5.3;2.8;0;0;309
7416000;4.5;2.8;0;0;306
7419600;4;2.8;0;0;303
7423200;4.5;2.6;0;0;301
7426800;5.6;2.4;0;0;300
7430400;7.1;1.9;0;0;340
7434000;8.4;1.7;0;0;338
7437600;9.3;1.6;0;0;337
7441200;9.2;1.7;0;0;331
7444800;9;1.7;0;0;326
7448400;8.7;1.8;0;0;331
7452000;8.6;1.7;0;3;330
7455600;7.8;1.6;0;16;328
7459200;8.1;2.9;0;42;333
7462800;8.3;2.4;0;65;329
7466400;7.9;3.2;0;105;328
7470000;7.7;3.8;0;129;327
7473600;8.1;3.1;0;122;322
7477200;7.9;3.4;0;75;327
7480800;7.8;4.5;0;74;327
7484400;7.7;3.4;0;66;326
7488000;7.3;3.5;0;37;323
7491600;7.1;3.8;0;19;321
7495200;7.1;4.1;0;7;319
7498800;7.1;4.6;0;0;318
7502400;6.5;4.8;0;0;316
7506000;6.3;4.5;0;0;309
7509600;5.9;5;0;0;303
7513200;5.7;5.7;0;0;297
7516800;5.1;5.3;0;0;304
7520400;4.5;5.4;0;0;313
7524000;4.1;4.8;0;0;307
7527600;3.7;2.5;0;0;302
7531200;3.7;2;0;0;302
7534800;4.3;3.1;0;0;303
7538400;5;3.1;3;22;299
7542000;5.8;3;100;79;290
7545600;7.3;2.9;70;157;288
7549200;6.2;4.6;5;172;296
7552800;6.7;5.2;21;244;307
7556400;7.5;4.3;241;287;312
7560000;10;4.9;339;263;305
7563600;10.9;3.9;167;291;300
7567200;8.5;2.2;48;253;308
7570800;9.6;4.3;128;208;310
7574400;10;4.4;241;108;294
7578000;9.6;4;33;65;289
7581600;8.7;2.4;0;13;297
7585200;7.6;1.9;0;0;295
7588800;6.4;1.9;0;0;287
7592400;6.4;1.4;0;0;281
7596000;5.8;0.9;0;0;284
7599600;4.9;1.3;0;0;280
7603200;4.9;1.5;0;0;255
7606800;5.1;1.5;0;0;237
7610400;3.5;1.5;0;0;229
7614000;3.4;2.5;0;0;233
7617600;3.7;2.1;0;0;263
7621200;3.5;1.4;0;0;287
7624800;3.8;1.1;0;6;306
7628400;4.4;1.6;0;25;315
7632000;5.2;1.3;0;63;311
7635600;6.3;2.2;0;118;315
7639200;6.9;2.6;0;115;325
7642800;7.3;1.3;0;116;334
7646400;7.6;3.9;0;152;331
7650000;8;2.1;0;174;327
7653600;8.2;1.9;0;157;330
7657200;7.2;2.7;0;91;337
7660800;7.2;2.2;0;65;337
7664400;7.4;2.3;0;48;339
7668000;7.5;2.1;0;8;340
7671600;9.7;3.1;0;0;338
7675200;9.4;2;0;0;342
7678800;9.7;2.6;0;0;342
7682400;9;2.2;0;0;342
7686000;9.4;2.3;0;0;349
7689600;10.3;4.1;0;0;357
7693200;10.6;3.9;0;0;357
7696800;11;6.6;0;0;357
7700400;10.6;4.8;0;0;355
7704000;10.6;6;0;0;352
7707600;10.1;5.9;0;0;349
7711200;10.1;5.4;0;6;340
7714800;10;5;9;73;338
7718400;11.5;5.5;194;137;320
7722000;13.1;7.5;359;150;293
7725600;14.7;7.8;563;131;289
7729200;15.7;6.9;589;159;299
7732800;16.2;9.2;665;138;304
7736400;16.3;5.8;484;192;306
7740000;17.9;6.8;462;167;311
7743600;17.5;6.3;394;134;313
7747200;16.9;4.8;194;126;316
7750800;15.9;5;119;73;311
7754400;14.1;3.3;12;16;298
7758000;12.4;1.6;0;0;284
7761600;11.2;2.2;0;0;273
7765200;10.9;1.7;0;0;278
7768800;10.1;1.7;0;0;283
7772400;9.5;2;0;0;272
7776000;9.4;1.2;0;0;254
7779600;7.6;1.8;0;0;250
7783200;7.2;2;0;0;256
7786800;6.8;1.6;0;0;266
7790400;6.5;1.7;0;0;283
7794000;5.9;1.4;0;0;299
7797600;6.3;1;0;13;305
7801200;7.1;1.2;7;92;301
7804800;9;1.3;111;172;294
7808400;11.8;2.2;283;187;296
7812000;14.1;3.3;382;209;307
7815600;15.1;2.4;380;253;313
7819200;15.9;1.5;315;287;311
7822800;16.5;2.6;253;287;308
7826400;18.8;1.6;394;191;310
7830000;17;1.8;71;221;320
7833600;15.7;6;0;72;331
7837200;11.6;3.9;0;44;328
7840800;10.1;2.2;0;4;321
7844400;9.9;2.2;0;0;323
7848000;10.1;2.3;0;0;319
7851600;9.7;2.1;0;0;310
7855200;9.1;3;0;0;310
7858800;8.3;1.7;0;0;292
7862400;7.8;2;0;0;274
7866000;7.5;0.9;0;0;272
7869600;7.6;1.8;0;0;272
7873200;8.1;2.3;0;0;278
7876800;8.1;1.6;0;0;295
7880400;8.5;1.5;0;0;312
7884000;8.7;1.9;1;28;318
7887600;9.6;1.7;72;101;308
7891200;10.5;1.8;262;123;287
7894800;12.8;4.8;479;106;280
7898400;15.1;4.1;487;166;289
7902000;15.1;5.6;237;313;294
7905600;15.3;6.9;89;316;310
7909200;14.2;6;0;197;325
7912800;14.9;5.1;69;266;322
7916400;15.2;5.4;25;195;317
7920000;11.9;5;1;106;324
7923600;12.7;4.4;31;87;321
7927200;11.4;2.6;12;20;313
7930800;10.4;3.1;0;0;320
7934400;9.6;1.4;0;0;323
7938000;9.7;1.3;0;0;318
7941600;10.1;3.9;0;0;314
7945200;9.7;2.3;0;0;319
7948800;8.6;4.8;0;0;317
7952400;8.1;1.4;0;0;315
7956000;7.7;2;0;0;308
7959600;7.7;2.4;0;0;292
7963200;7.7;1.7;0;0;292
7966800;7.1;1.6;0;0;305
7970400;7.8;3.3;8;32;310
7974000;8.6;4.3;125;70;299
7977600;9.3;7.6;279;81;285
7981200;10;6.2;462;64;280
7984800;10.8;5.8;380;180;278
7988400;11.7;6.8;306;251;278
7992000;12;6.6;261;270;299
7995600;11.7;5.7;427;188;310
7999200;13.4;5.7;237;229;301
8002800;11.7;4.3;21;182;302
8006400;12;5.2;76;147;304
8010000;11.2;5.1;96;64;290
8013600;9.7;3.2;13;18;273
8017200;8.5;3;0;0;262
8020800;7.8;1.9;0;0;259
8024400;7.5;2.7;0;0;263
8028000;7.5;3.8;0;0;272
8031600;7.9;2.5;0;0;287
8035200;5.7;1.7;0;0;285
8038800;5.4;2.3;0;0;276
8042400;5.8;0.8;0;0;280
8046000;5.3;0.8;0;0;280
8049600;4.6;1.5;0;0;275
8053200;4;1.2;0;0;267
8056800;3.6;1.6;22;34;260
8060400;5.6;2.5;145;81;252
8064000;7.8;1.5;307;102;252
8067600;9.3;2.3;461;112;251
8071200;11.6;2.6;498;160;251
8074800;12.5;2.5;463;225;259
8078400;12.6;3;286;309;270
8082000;13;2.5;187;309;279
8085600;13.1;2;165;279;286
8089200;12.9;2.1;102;231;292
8092800;13;2;124;156;290
8096400;11.9;1.9;63;88;284
8100000;10.2;1.5;0;13;278
8103600;8.2;2.3;0;0;271
8107200;8.1;2.2;0;0;268
8110800;7.7;2.3;0;0;274
8114400;6.9;2.5;0;0;279
8118000;6.3;2.7;0;0;284
8121600;5.8;2.5;0;0;289
8125200;5.7;2.2;0;0;294
8128800;5.6;1.5;0;0;301
8132400;5.4;1.5;0;0;303
8136000;4.9;2.3;0;0;306
8139600;4.4;2.7;0;0;308
8143200;4.1;2.2;0;7;309
8146800;4;2.7;0;32;310
8150400;3.7;2.9;0;55;304
8154000;2.7;2.5;0;82;303
8157600;1.9;1.9;0;101;306
8161200;1.3;1;0;123;297
8164800;1.6;2.7;0;114;298
8168400;1.5;2.2;0;102;304
8172000;0.9;1.5;0;87;299
8175600;0.9;1.7;0;81;298
8179200;0.9;1.6;0;56;301
8182800;1.1;2.1;0;25;299
8186400;1.1;1.8;0;4;297
8190000;0.8;1.6;0;0;293
8193600;0.5;1.2;0;0;289
8197200;0.6;0.9;0;0;284
8200800;0.6;1;0;0;283
8204400;0.5;0.6;0;0;282
8208000;0.4;0.4;0;0;276
8211600;0.5;0.5;0;0;280
8215200;0.6;0.7;0;0;280
8218800;0.7;0.3;0;0;276
8222400;0.6;1.1;0;0;276
8226000;0.1;1.6;0;0;275
8229600;0.4;1.6;2;30;267
8233200;1.3;1.7;58;101;250
8236800;2.3;1.2;172;155;240
8240400;4.3;2.1;406;132;231
8244000;6.2;2.4;527;136;228
8247600;5.7;2.2;545;171;230
8251200;7.8;3.5;310;295;242
8254800;7.2;2.7;169;304;261
8258400;8.9;2;334;224;267
8262000;8.7;3.1;391;120;255
8265600;7.3;2.7;262;101;243
8269200;6.8;1.7;93;79;240
8272800;5;3.1;12;20;240
8276400;4;2.2;0;0;239
8280000;3;2.1;0;0;231
8283600;2.1;1.8;0;0;225
8287200;2.3;1.7;0;0;223
8290800;2.8;1.8;0;0;218
8294400;3.5;1.9;0;0;293
8298000;3.9;2.1;0;0;295
8301600;4.2;2.3;0;0;293
8305200;3.6;2.3;0;0;292
8308800;3.6;2.3;0;0;291
8312400;2.9;2.2;0;0;290
8316000;2.7;2.2;0;18;287
8319600;2.6;2.8;0;53;282
8323200;2.4;2.3;0;116;275
8326800;3.1;3.5;0;134;275
8330400;3.5;2.1;0;126;281
8334000;4.4;2.9;0;159;283
8337600;5.4;2.8;0;206;287
8341200;5.2;3.6;2;224;288
8344800;5.8;3.6;2;196;285
8348400;5.7;3.2;0;116;292
8352000;5.8;2.7;2;129;291
8355600;5.3;2.7;7;95;281
8359200;4.8;2.6;0;21;280
8362800;4.3;2.4;0;0;279
8366400;3.2;0.8;0;0;263
8370000;2.2;1.9;0;0;251
8373600;1.4;1.7;0;0;249
8377200;1.3;2.5;0;0;234
8380800;1.2;3.4;0;0;219
8384400;1.1;3.7;0;0;220
8388000;1;3.4;0;0;220
8391600;1;2;0;0;221
8395200;1.2;0.9;0;0;223
8398800;0.4;3.8;0;0;228
8402400;1;1.8;31;39;232
8406000;2.2;2.6;151;82;225
8409600;4.8;3.8;316;97;219
8413200;6.9;3.3;460;109;230
8416800;8.2;3.9;582;110;241
8420400;9.2;3;649;113;249
8424000;10.2;2.3;636;130;268
8427600;11.1;2.2;560;152;286
8431200;12;2.9;529;124;279
8434800;12.6;2.1;446;102;268
8438400;12.1;2.1;272;102;277
8442000;11.1;2.6;124;75;289
8445600;9.7;1.9;15;27;296
8449200;8.3;2.7;0;0;289
8452800;6.8;1.8;0;0;268
8456400;5.9;0.9;0;0;256
8460000;4.7;0.9;0;0;254
8463600;3.7;0.3;0;0;246
8467200;3;0.9;0;0;235
8470800;2.2;0.8;0;0;229
8474400;1.4;0.9;0;0;226
8478000;0.3;0.9;0;0;227
8481600;0.3;1;0;0;233
8485200;0;1.8;0;0;232
8488800;0.4;1.7;32;40;227
8492400;2.2;0.9;158;81;225
8496000;4.9;1;325;97;225
8499600;6.9;1;492;96;231
8503200;9.6;1.2;620;90;237
8506800;11.2;2;689;94;245
8510400;13;2.6;695;105;250
8514000;15.4;2.8;617;128;261
8517600;15.4;2.9;572;110;269
8521200;15.2;2.3;439;109;268
8524800;14.7;2.3;291;98;275
8528400;14;2.3;89;87;282
8532000;12.6;2.3;1;21;281
8535600;10.4;2.2;0;0;276
8539200;8.4;2.3;0;0;268
8542800;7.9;2.4;0;0;258
8546400;6.5;1.8;0;0;247
8550000;5.3;1.5;0;0;246
8553600;4.4;2.1;0;0;245
8557200;3.6;1.4;0;0;242
8560800;2.6;1.2;0;0;235
8564400;2;1.4;0;0;229
8568000;1.4;1.2;0;0;232
8571600;1.2;1.5;0;0;235
8575200;1.4;1.1;14;47;230
8578800;3.2;1.6;71;125;235
8582400;5.5;1.1;188;181;247
8586000;7.9;1.5;278;228;262
8589600;9;1.5;408;234;279
8593200;10.8;2.1;445;259;290
8596800;12.6;1.3;437;275;296
8600400;14.6;2;415;265;305
8604000;16.2;1.4;300;267;304
8607600;16.7;3.5;276;204;302
8611200;15.9;2.4;208;144;312
8614800;15;3.4;64;98;321
8618400;13.2;2.5;8;28;322
8622000;11.8;2.5;0;0;318
8625600;10.6;1.6;0;0;316
8629200;9.7;1.5;0;0;302
8632800;8.6;2.2;0;0;286
8636400;8.1;1.5;0;0;293
8640000;7.5;2.3;0;0;301
8643600;7.1;1.7;0;0;297
8647200;6.5;1.1;0;0;295
8650800;6.2;1.5;0;0;299
8654400;6.1;1.6;0;0;302
8658000;5.2;0.8;0;0;304
8661600;5.2;0.8;3;46;303
8665200;6.2;1.6;57;144;296
8668800;7.7;1.6;147;224;290
8672400;9.2;1.7;252;278;293
8676000;11.6;1.9;342;313;294
8679600;12.2;1.4;156;391;300
8683200;13.7;2.1;246;397;310
8686800;16.5;1.3;218;382;322
8690400;15.3;1.3;72;319;338
8694000;15.6;2;78;269;339
8697600;15.3;2;39;187;328
8701200;14.5;2.4;28;107;317
8704800;13.2;2.5;4;30;319
8708400;11.1;1.5;0;0;323
8712000;10.2;0.3;0;0;318
8715600;9.6;1;0;0;311
8719200;9.3;1.6;0;0;304
8722800;8.8;1.7;0;0;307
8726400;8.4;1.6;0;0;305
8730000;7.7;0.9;0;0;301
8733600;7.8;0.9;0;0;304
8737200;7.4;0.9;0;0;308
8740800;7.7;1.7;0;0;313
8744400;7.1;1;0;0;312
8748000;7.3;0.3;0;19;314
8751600;7.3;1.1;0;58;314
8755200;7.5;1.2;0;84;316
8758800;7.6;0.5;0;117;318
8762400;7.8;1.5;0;147;319
8766000;8;1.4;0;121;321
8769600;8.9;1.5;0;219;324
8773200;9.3;2.8;4;202;327
8776800;9.7;3.5;0;128;328
8780400;10.3;2.8;96;140;318
8784000;10.5;2.2;141;63;307
8787600;10.7;2.8;36;62;307
8791200;10.9;2;12;18;308
8794800;9.6;1.4;0;1;307
8798400;8.8;1.3;0;0;304
8802000;7.7;2.3;0;0;296
8805600;7.3;1.5;0;0;289
8809200;7.3;1.4;0;0;294
8812800;7.1;1.7;0;0;306
8816400;6.6;1;0;0;310
8820000;6.5;1.8;0;0;309
8823600;7.3;3;0;0;310
8827200;5.5;2.2;0;0;314
8830800;5.6;2.5;0;0;317
8834400;5.6;2.8;0;14;301
8838000;5.2;5.7;0;37;289
8841600;4.1;5.2;0;68;303
8845200;4.4;5.3;0;104;314
8848800;5.4;5.6;5;244;310
8852400;6.1;4.5;8;280;308
8856000;6.8;4.8;155;410;292
8859600;9.4;5.6;369;344;274
8863200;10.1;3.4;314;312;272
8866800;11.1;4.8;219;268;264
8870400;11;4.8;129;200;262
8874000;10.4;4.5;73;118;262
8877600;9.9;3.6;19;39;264
8881200;9.3;3.3;0;1;282
8884800;8.6;1.8;0;0;297
8888400;7.9;2;0;0;294
8892000;7;2;0;0;286
8895600;6;2.5;0;0;290
8899200;5.7;1.5;0;0;293
8902800;5.7;2.3;0;0;287
8906400;6.2;2.2;0;0;289
8910000;6.4;2.8;0;0;300
8913600;5.9;2.8;0;0;305
8917200;5.8;2;0;0;306
8920800;5.7;2.6;0;17;306
8924400;5.2;2;0;47;305
8928000;4.7;2.2;0;77;304
8931600;5;1.6;0;138;303
8935200;5.8;1.7;0;162;299
8938800;6.2;2.8;0;139;300
8942400;6.5;1.5;0;126;304
8946000;7.3;2.2;0;180;304
8949600;8.2;4.2;27;302;299
8953200;9.3;2;30;257;293
8956800;8.9;2.3;28;198;297
8960400;8.5;0.7;33;125;299
8964000;7.9;0.8;1;28;298
8967600;7.5;1.6;0;1;302
8971200;7;2.5;0;0;308
8974800;6.3;1.6;0;0;292
8978400;6.2;2.4;0;0;277
8982000;6.3;3.1;0;0;276
8985600;5.9;1.2;0;0;280
8989200;5.7;1.2;0;0;290
8992800;6.3;1.4;0;0;303
8996400;5.6;1.9;0;0;298
9000000;5.3;0.6;0;0;285
9003600;5.4;1.8;0;2;291
9007200;5.5;1.8;6;52;291
9010800;6.4;1.9;40;135;287
9014400;8.5;1.9;119;213;292
9018000;10.4;0.9;348;205;290
9021600;13.1;1;508;191;294
9025200;15;1.5;566;203;307
9028800;16.4;1.6;679;156;300
9032400;15.9;3.4;624;166;283
9036000;17.2;2.7;582;140;272
9039600;17.4;3.1;454;135;274
9043200;17.5;1.3;261;129;281
9046800;16.8;1;90;101;289
9050400;16;1;28;37;288
9054000;13.1;1.2;0;0;285
9057600;12;1.2;0;0;293
9061200;11;1.2;0;0;291
9064800;10.3;1.9;0;0;284
9068400;9.5;1.3;0;0;301
9072000;9.5;1.2;0;0;320
9075600;9.5;1.8;0;0;326
9079200;9.3;3.3;0;0;332
9082800;8.3;0.8;0;0;330
9086400;7.8;1.8;0;0;323
9090000;7.1;1.7;0;4;304
9093600;7.9;2;71;35;287
9097200;9.3;1.9;217;62;279
9100800;10.7;3.5;214;80;286
9104400;10;4.4;8;188;307
9108000;8;6.4;0;127;318
9111600;8;4.1;0;97;318
9115200;8.4;2.8;0;104;322
9118800;8.5;2.9;0;87;321
9122400;8.7;3.1;0;97;321
9126000;9.2;3.1;0;72;318
9129600;9.1;2.9;0;85;313
9133200;9;2;0;42;311
9136800;8.5;3;0;9;309
9140400;7.2;3;0;0;297
9144000;6.2;2.4;0;0;278
9147600;5.7;1.8;0;0;257
9151200;4.8;2.1;0;0;247
9154800;5.1;2.7;0;0;255
9158400;4.9;1.9;0;0;263
9162000;4.4;1.9;0;0;253
9165600;4.1;2;0;0;240
9169200;3.3;1.8;0;0;236
9172800;3.1;1.2;0;0;234
9176400;2.7;1.8;0;4;237
9180000;3.5;1.7;38;75;249
9183600;5.6;1.6;134;153;254
9187200;7.8;1.9;233;219;254
9190800;10.9;2;173;315;278
9194400;11.2;4;59;344;303
9198000;12.2;3;80;384;307
9201600;15.2;1.6;212;411;312
9205200;15.2;1;141;388;319
9208800;17.5;1.3;217;344;322
9212400;17.3;1.7;139;283;328
9216000;17;1.7;40;192;330
9219600;15.3;1.6;28;117;329
9223200;14.1;1.4;0;19;330
9226800;12.7;1.1;0;3;331
9230400;11.9;1.1;0;0;327
9234000;11;1.3;0;0;324
9237600;9.9;1.7;0;0;321
9241200;10.2;1.7;0;0;315
9244800;10.1;1.4;0;0;317
9248400;9.1;2.7;0;0;317
9252000;8.2;2.9;0;0;310
9255600;7.8;2.9;0;0;306
9259200;8.4;2.8;0;0;310
9262800;8.8;3.2;0;3;317
9266400;8.8;4.7;67;51;315
9270000;9.5;2.3;157;100;295
9273600;10.5;4.1;30;189;274
9277200;10.4;4.1;0;117;304
9280800;10.1;3;0;139;335
9284400;10.5;3.2;0;153;336
9288000;10.4;3.9;0;120;338
9291600;9.9;3.2;0;104;328
9295200;9.5;2.3;0;86;328
9298800;8.9;2.1;0;65;334
9302400;8.2;2.8;0;55;333
9306000;8;1.9;0;40;322
9309600;7.7;2.3;0;15;321
9313200;7.4;1.7;0;0;328
9316800;6.8;1.7;0;0;325
9320400;6.6;1.9;0;0;324
9324000;6.5;1.9;0;0;316
9327600;6.2;1.9;0;0;316
9331200;6;1.9;0;0;325
9334800;6;1.8;0;0;325
9338400;5.9;1.7;0;0;326
9342000;6;1.7;0;0;327
9345600;6.1;1.6;0;0;327
9349200;6;0.9;0;2;327
9352800;6.1;1;0;28;326
9356400;6.3;0.9;0;50;326
9360000;6.8;1.7;0;76;328
9363600;7;0.8;0;108;329
9367200;7.4;0.9;0;163;324
9370800;8.3;0.3;0;233;321
9374400;9.1;0.9;1;250;323
9378000;9.4;1.1;7;247;327
9381600;9.6;1.2;24;242;325
9385200;9.9;1.2;1;161;320
9388800;9.9;2.7;0;83;323
9392400;9.6;1.1;0;36;326
9396000;9.6;1.1;0;25;325
9399600;9.2;1.1;0;0;326
9403200;8.7;1;0;0;323
9406800;8.3;0.9;0;0;322
9410400;8.1;1.2;0;0;322
9414000;8;1;0;0;320
9417600;7.7;1.4;0;0;319
9421200;7.2;1.2;0;0;319
9424800;6.7;1.3;0;0;318
9428400;6.5;1.4;0;0;318
9432000;6.1;1.3;0;0;314
9435600;5.7;1.4;0;1;308
9439200;6.2;1.3;0;18;315
9442800;6.8;1.5;2;107;317
9446400;7.8;1.7;91;227;309
9450000;9.4;3.1;143;295;306
9453600;10.9;3.2;190;344;312
9457200;12.1;3.1;261;361;317
9460800;14;2.3;195;385;322
9464400;15.8;3.4;180;364;334
9468000;14.2;3;65;317;344
9471600;14.6;1.4;83;270;337
9475200;15;2;100;196;320
9478800;13.8;2;68;118;309
9482400;13.5;2;2;36;323
9486000;13;1.2;0;0;334
9489600;10.1;1.9;0;0;319
9493200;9.3;1.6;0;0;298
9496800;8.9;1;0;0;287
9500400;8;0.9;0;0;270
9504000;6.9;1.1;0;0;245
9507600;6.1;1.7;0;0;240
9511200;5.8;0.9;0;0;248
9514800;4.9;0.9;0;0;245
9518400;4.6;1;0;0;236
9522000;4.7;1.1;0;8;235
9525600;4.7;1.1;47;68;240
9529200;6.4;1;161;122;236
9532800;9.1;1;305;155;231
9536400;10.6;1.9;445;172;239
9540000;13.5;2.1;562;177;248
9543600;14.9;2.2;637;177;256
9547200;16.8;2;654;178;265
9550800;18.9;2.4;601;186;273
9554400;18.6;2.3;566;153;278
9558000;19;2.2;437;147;279
9561600;19.1;2.1;296;128;287
9565200;18.7;2.1;157;95;293
9568800;17.6;1.3;40;47;295
9572400;15;1.3;0;7;298
9576000;12.9;1.9;0;0;298
9579600;12;1.9;0;0;293
9583200;11.2;1.4;0;0;286
9586800;10;2;0;0;296
