timestep;val_ambient_temperature;val_beam_irr_normal;val_beam_irr_hor;val_diffuse_irr_hor;val_global_irr_hor;val_long_wave_irr;val_wind_speed
0;-2.2;0;0.0;0.0;0.0;245.745;1.087233333
900;-2.4;0;0.0;0.0;0.0;244.26;1.013
1800;-2.7;0;0.0;0.0;0.0;242.76;0.938
2700;-3;0;0.0;0.0;0.0;241.26;0.863
3600;-3.3;0;0.0;0.0;0.0;239.49;0.7827
4500;-3.5;0;0.0;0.0;0.0;236.52;0.684
5400;-3.7;0;0.0;0.0;0.0;233.52;0.584
6300;-3.9;0;0.0;0.0;0.0;230.52;0.484
7200;-4.1;0;0.0;0.0;0.0;228.255;0.395433333
8100;-4.1;0;0.0;0.0;0.0;229.74;0.371
9000;-4.1;0;0.0;0.0;0.0;231.24;0.346
9900;-4.1;0;0.0;0.0;0.0;232.74;0.321
10800;-4.1;0;0.0;0.0;0.0;235.0628;0.304566667
11700;-4.1;0;0.0;0.0;0.0;241.25;0.329
12600;-4;0;0.0;0.0;0.0;247.5;0.354
13500;-4;0;0.0;0.0;0.0;253.75;0.379
14400;-4;0;0.0;0.0;0.0;259.8497;0.4
15300;-3.9;0;0.0;0.0;0.0;264.8;0.4
16200;-3.8;0;0.0;0.0;0.0;269.8;0.4
17100;-3.8;0;0.0;0.0;0.0;274.8;0.4
18000;-3.7;0;0.0;0.0;0.0;279.2978;0.430066667
18900;-3.7;0;0.0;0.0;0.0;281.03;0.603
19800;-3.7;0;0.0;0.0;0.0;282.78;0.778
20700;-3.7;0;0.0;0.0;0.0;284.53;0.953
21600;-3.7;0;0.0;0.0;0.0;285.2778;1.0663
22500;-3.7;0;0.0;0.0;0.0;281.07;0.868
23400;-3.7;0;0.0;0.0;0.0;276.82;0.668
24300;-3.7;0;0.0;0.0;0.0;272.57;0.468
25200;-3.7;0;0.0;0.0;0.0;268.2778;0.3255
26100;-3.8;0;0.0;0.0;0.0;264.07;0.474
27000;-3.9;0;0.0;0.0;0.0;259.82;0.624
27900;-3.9;0;0.0;0.0;0.0;255.57;0.774
28800;-4;0;0.0;8.0;8.0;252.51;0.8918
29700;-3.7;0;0.0;8.0;8.0;255.48;0.842
30600;-3.4;0;0.0;8.0;8.0;258.48;0.792
31500;-3.1;0;0.0;8.0;8.0;261.48;0.742
32400;-2.8;24.7;2.0;50.0;52.0;264.3833667;0.7
33300;-2.5;24.7;2.0;50.0;52.0;265.3733333;0.7
34200;-2.2;24.7;2.0;50.0;52.0;266.3733333;0.7
35100;-2;24.7;2.0;50.0;52.0;267.3733333;0.7
36000;-1.7;309;58.0;102.0;160.0;267.5208667;0.7
36900;-1.3;309;58.0;102.0;160.0;266.2401778;0.7
37800;-0.9;309;58.0;102.0;160.0;264.9901778;0.7
38700;-0.5;309;58.0;102.0;160.0;263.7401778;0.7
39600;-0.2;146;37.0;132.0;169.0;263.3086289;0.730795556
40500;0.02;146;37.0;132.0;169.0;264.0557289;0.805528889
41400;0.2;146;37.0;132.0;169.0;264.8057289;0.880528889
42300;0.5;146;37.0;132.0;169.0;265.5557289;0.955528889
43200;0.6;176;49.0;142.0;191.0;266.5143778;0.989731111
44100;0.7;176;49.0;142.0;191.0;267.7598222;0.96476
45000;0.7;176;49.0;142.0;191.0;269.0098222;0.93976
45900;0.8;176;49.0;142.0;191.0;270.2598222;0.91476
46800;0.8;49.2;13.0;116.0;129.0;272.1318044;0.930795556
47700;0.9;49.2;13.0;116.0;129.0;274.87128;1.005528889
48600;0.9;49.2;13.0;116.0;129.0;277.62128;1.080528889
49500;1;49.2;13.0;116.0;129.0;280.37128;1.155528889
50400;1;9.5;2.0;77.0;79.0;282.6708667;1.180866667
51300;0.9;9.5;2.0;77.0;79.0;284.4033333;1.131333333
52200;0.9;9.5;2.0;77.0;79.0;286.1533333;1.081333333
53100;0.8;9.5;2.0;77.0;79.0;287.9033333;1.031333333
54000;0.8;34.4;4.0;46.0;50.0;289.6708667;1
54900;0.8;34.4;4.0;46.0;50.0;291.4033333;1
55800;0.9;34.4;4.0;46.0;50.0;293.1533333;1
56700;0.9;34.4;4.0;46.0;50.0;294.9033333;1
57600;0.9;0;0.0;7.0;7.0;297.0541333;1
58500;0.8;0;0.0;7.0;7.0;299.7766667;1
59400;0.7;0;0.0;7.0;7.0;302.5266667;1
60300;0.6;0;0.0;7.0;7.0;305.2766667;1
61200;0.6;0;0.0;0.0;0.0;307.0428;0.969933333
62100;0.5;0;0.0;0.0;0.0;307.29;0.797
63000;0.4;0;0.0;0.0;0.0;307.54;0.622
63900;0.4;0;0.0;0.0;0.0;307.79;0.447
64800;0.3;0;0.0;0.0;0.0;308;0.330066667
65700;0.3;0;0.0;0.0;0.0;308;0.503
66600;0.3;0;0.0;0.0;0.0;308;0.678
67500;0.3;0;0.0;0.0;0.0;308;0.853
68400;0.3;0;0.0;0.0;0.0;308;0.969933333
69300;0.4;0;0.0;0.0;0.0;308;0.797
70200;0.5;0;0.0;0.0;0.0;308;0.622
71100;0.6;0;0.0;0.0;0.0;308;0.447
72000;0.7;0;0.0;0.0;0.0;307.4472;0.3337
72900;0.6;0;0.0;0.0;0.0;304.23;0.532
73800;0.6;0;0.0;0.0;0.0;300.98;0.732
74700;0.5;0;0.0;0.0;0.0;297.73;0.932
75600;0.5;0;0.0;0.0;0.0;294.8297;1.104566667
76500;0.4;0;0.0;0.0;0.0;293.84;1.129
77400;0.4;0;0.0;0.0;0.0;292.84;1.154
78300;0.3;0;0.0;0.0;0.0;291.84;1.179
79200;0.3;0;0.0;0.0;0.0;291.0847;1.2337
80100;0.4;0;0.0;0.0;0.0;291.58;1.432
81000;0.4;0;0.0;0.0;0.0;292.08;1.632
81900;0.5;0;0.0;0.0;0.0;292.58;1.832
82800;0.5;0;0.0;0.0;0.0;293.3825;1.9745
83700;0.6;0;0.0;0.0;0.0;295.61;1.826
84600;0.6;0;0.0;0.0;0.0;297.86;1.676
85500;0.7;0;0.0;0.0;0.0;300.11;1.526
86400;0.7;0;0.0;0.0;0.0;302.0428;1.395433333
87300;0.7;0;0.0;0.0;0.0;302.29;1.371
88200;0.8;0;0.0;0.0;0.0;302.54;1.346
89100;0.8;0;0.0;0.0;0.0;302.79;1.321
90000;0.8;0;0.0;0.0;0.0;303;1.295433333
90900;1;0;0.0;0.0;0.0;303;1.271
91800;1.1;0;0.0;0.0;0.0;303;1.246
92700;1.3;0;0.0;0.0;0.0;303;1.221
93600;1.4;0;0.0;0.0;0.0;303.1275;1.220933333
94500;1.4;0;0.0;0.0;0.0;303.87;1.345
95400;1.4;0;0.0;0.0;0.0;304.62;1.47
96300;1.4;0;0.0;0.0;0.0;305.37;1.595
97200;1.4;0;0.0;0.0;0.0;305.6603;1.6663
98100;1.5;0;0.0;0.0;0.0;303.68;1.468
99000;1.6;0;0.0;0.0;0.0;301.68;1.268
99900;1.6;0;0.0;0.0;0.0;299.68;1.068
100800;1.7;0;0.0;0.0;0.0;298;0.912733333
101700;1.6;0;0.0;0.0;0.0;298;0.987
102600;1.6;0;0.0;0.0;0.0;298;1.062
103500;1.5;0;0.0;0.0;0.0;298;1.137
104400;1.5;0;0.0;0.0;0.0;298.255;1.2337
105300;1.4;0;0.0;0.0;0.0;299.74;1.432
106200;1.4;0;0.0;0.0;0.0;301.24;1.632
107100;1.3;0;0.0;0.0;0.0;302.74;1.832
108000;1.3;0;0.0;0.0;0.0;303.9572;2.0428
108900;1.3;0;0.0;0.0;0.0;303.71;2.29
109800;1.4;0;0.0;0.0;0.0;303.46;2.54
110700;1.4;0;0.0;0.0;0.0;303.21;2.79
111600;1.4;0;0.0;0.0;0.0;302.7878;2.969933333
112500;1.7;0;0.0;0.0;0.0;301.55;2.797
113400;1.9;0;0.0;0.0;0.0;300.3;2.622
114300;2.1;0;0.0;0.0;0.0;299.05;2.447
115200;2.3;0;0.0;10.0;10.0;298.2978;2.287233333
116100;2.3;0;0.0;10.0;10.0;300.03;2.213
117000;2.3;0;0.0;10.0;10.0;301.78;2.138
117900;2.3;0;0.0;10.0;10.0;303.53;2.063
118800;2.4;0;0.0;20.0;20.0;305.6708667;1.980866667
119700;2.5;0;0.0;20.0;20.0;307.4033333;1.931333333
120600;2.7;0;0.0;20.0;20.0;309.1533333;1.881333333
121500;2.8;0;0.0;20.0;20.0;310.9033333;1.831333333
122400;2.9;0;0.0;20.0;20.0;312;1.771233333
123300;3;0;0.0;20.0;20.0;312;1.697
124200;3.1;0;0.0;20.0;20.0;312;1.622
125100;3.2;0;0.0;20.0;20.0;312;1.547
126000;3.3;0;0.0;38.0;38.0;312.1916333;1.595866667
126900;3.4;0;0.0;38.0;38.0;312.6866667;1.843333333
127800;3.5;0;0.0;38.0;38.0;313.1866667;2.093333333
128700;3.6;0;0.0;38.0;38.0;313.6866667;2.343333333
129600;3.8;0;0.0;36.0;36.0;313.425;2.461633333
130500;4.1;0;0.0;36.0;36.0;311.94;2.362666667
131400;4.5;0;0.0;36.0;36.0;310.44;2.262666667
132300;4.8;0;0.0;36.0;36.0;308.94;2.162666667
133200;5;0;0.0;76.0;76.0;308.2875;2.0425
134100;5;0;0.0;76.0;76.0;309.03;1.894
135000;4.9;0;0.0;76.0;76.0;309.78;1.744
135900;4.9;0;0.0;76.0;76.0;310.53;1.594
136800;4.9;0;0.0;31.0;31.0;311.8625;1.567133333
137700;4.9;0;0.0;31.0;31.0;314.09;1.740333333
138600;4.8;0;0.0;31.0;31.0;316.34;1.915333333
139500;4.8;0;0.0;31.0;31.0;318.59;2.090333333
140400;4.8;0;0.0;31.0;31.0;320;2.113766667
141300;4.8;0;0.0;31.0;31.0;320;1.891
142200;4.9;0;0.0;31.0;31.0;320;1.666
143100;4.9;0;0.0;31.0;31.0;320;1.441
144000;4.9;0;0.0;8.0;8.0;320;1.223366667
144900;4.9;0;0.0;8.0;8.0;320;1.025333333
145800;4.9;0;0.0;8.0;8.0;320;0.825333333
146700;4.9;0;0.0;8.0;8.0;320;0.625333333
147600;4.9;0;0.0;0.0;0.0;319.5747;0.5
148500;4.6;0;0.0;0.0;0.0;317.1;0.5
149400;4.3;0;0.0;0.0;0.0;314.6;0.5
150300;4;0;0.0;0.0;0.0;312.1;0.5
151200;3.8;0;0.0;0.0;0.0;309.9153;0.5255
152100;3.8;0;0.0;0.0;0.0;309.42;0.674
153000;3.8;0;0.0;0.0;0.0;308.92;0.824
153900;3.8;0;0.0;0.0;0.0;308.42;0.974
154800;3.8;0;0.0;0.0;0.0;308;1.146433333
155700;3.8;0;0.0;0.0;0.0;308;1.419
156600;3.9;0;0.0;0.0;0.0;308;1.694
157500;3.9;0;0.0;0.0;0.0;308;1.969
158400;3.9;0;0.0;0.0;0.0;307.1503;2.1572
159300;3.8;0;0.0;0.0;0.0;302.2;1.91
160200;3.7;0;0.0;0.0;0.0;297.2;1.66
161100;3.6;0;0.0;0.0;0.0;292.2;1.41
162000;3.5;0;0.0;0.0;0.0;287.745;1.238266667
162900;3.4;0;0.0;0.0;0.0;286.26;1.461
163800;3.3;0;0.0;0.0;0.0;284.76;1.686
164700;3.3;0;0.0;0.0;0.0;283.26;1.911
165600;3.2;0;0.0;0.0;0.0;282.51;2.0745
166500;3.1;0;0.0;0.0;0.0;285.48;1.926
167400;3.1;0;0.0;0.0;0.0;288.48;1.776
168300;3;0;0.0;0.0;0.0;291.48;1.626
169200;3;0;0.0;0.0;0.0;294.0428;1.6193
170100;3.2;0;0.0;0.0;0.0;294.29;2.312
171000;3.4;0;0.0;0.0;0.0;294.54;3.012
171900;3.6;0;0.0;0.0;0.0;294.79;3.712
172800;3.8;0;0.0;0.0;0.0;295.1703;4.2153
173700;4;0;0.0;0.0;0.0;296.16;3.72
174600;4.2;0;0.0;0.0;0.0;297.16;3.22
175500;4.4;0;0.0;0.0;0.0;298.16;2.72
176400;4.5;0;0.0;0.0;0.0;299.5947;2.279066667
177300;4.5;0;0.0;0.0;0.0;303.06;2.155
178200;4.6;0;0.0;0.0;0.0;306.56;2.03
179100;4.6;0;0.0;0.0;0.0;310.06;1.905
180000;4.6;0;0.0;0.0;0.0;313;1.8255
180900;4.6;0;0.0;0.0;0.0;313;1.974
181800;4.7;0;0.0;0.0;0.0;313;2.124
182700;4.7;0;0.0;0.0;0.0;313;2.274
183600;4.7;0;0.0;0.0;0.0;312.6603;2.3918
184500;4.6;0;0.0;0.0;0.0;310.68;2.342
185400;4.6;0;0.0;0.0;0.0;308.68;2.292
186300;4.5;0;0.0;0.0;0.0;306.68;2.242
187200;4.5;0;0.0;0.0;0.0;304.9153;2.212766667
188100;4.3;0;0.0;0.0;0.0;304.42;2.287
189000;4.2;0;0.0;0.0;0.0;303.92;2.362
189900;4;0;0.0;0.0;0.0;303.42;2.437
190800;3.9;0;0.0;0.0;0.0;302.4472;2.5
191700;3.9;0;0.0;0.0;0.0;299.23;2.5
192600;3.9;0;0.0;0.0;0.0;295.98;2.5
193500;3.9;0;0.0;0.0;0.0;292.73;2.5
194400;3.9;0;0.0;0.0;0.0;288.8525;2.5
195300;3.7;0;0.0;0.0;0.0;282.17;2.5
196200;3.5;0;0.0;0.0;0.0;275.42;2.5
197100;3.3;0;0.0;0.0;0.0;268.67;2.5
198000;3.3;0;0.0;0.0;0.0;262.5328;2.555566667
198900;3.7;0;0.0;0.0;0.0;259.81;2.877
199800;4.1;0;0.0;0.0;0.0;257.06;3.202
200700;4.5;0;0.0;0.0;0.0;254.31;3.527
201600;4.8;168;9.0;10.0;19.0;252.51;3.8
202500;5;168;9.0;10.0;19.0;255.48;3.8
203400;5.2;168;9.0;10.0;19.0;258.48;3.8
204300;5.4;168;9.0;10.0;19.0;261.48;3.8
205200;5.7;717;59.0;35.0;94.0;264.39106;3.741277778
206100;6.1;717;59.0;35.0;94.0;265.4075111;3.588795556
207000;6.5;717;59.0;35.0;94.0;266.4075111;3.438795556
207900;6.9;717;59.0;35.0;94.0;267.4075111;3.288795556
208800;7.1;904;171.0;35.0;206.0;267.3825733;3.343955556
209700;7.2;904;171.0;35.0;206.0;265.8883956;3.692888889
210600;7.3;904;171.0;35.0;206.0;264.3883956;4.042888889
211500;7.4;904;171.0;35.0;206.0;262.8883956;4.392888889
212400;7.4;764;195.0;47.0;242.0;263.4404333;4.456044444
213300;7.3;764;195.0;47.0;242.0;266.9271556;4.107111111
214200;7.2;764;195.0;47.0;242.0;270.4271556;3.757111111
215100;7.1;764;195.0;47.0;242.0;273.9271556;3.407111111
216000;7;167;47.0;121.0;168.0;277.0289133;3.127915556
216900;7.1;167;47.0;121.0;168.0;279.5193067;2.953746667
217800;7.1;167;47.0;121.0;168.0;282.0193067;2.778746667
218700;7.2;167;47.0;121.0;168.0;284.5193067;2.603746667
219600;7.1;194;52.0;105.0;157.0;285.7942511;2.561793333
220500;7;194;52.0;105.0;157.0;285.2960533;2.711204444
221400;6.9;194;52.0;105.0;157.0;284.7960533;2.861204444
222300;6.8;194;52.0;105.0;157.0;284.2960533;3.011204444
223200;6.7;112;24.0;82.0;106.0;283.6913711;2.925057778
224100;6.7;112;24.0;82.0;106.0;282.9442711;2.501773333
225000;6.7;112;24.0;82.0;106.0;282.1942711;2.076773333
225900;6.7;112;24.0;82.0;106.0;281.4442711;1.651773333
226800;6.6;223;27.0;42.0;69.0;280.2796933;1.441255556
227700;6.2;223;27.0;42.0;69.0;278.5366133;1.540577778
228600;5.9;223;27.0;42.0;69.0;276.7866133;1.640577778
229500;5.5;223;27.0;42.0;69.0;275.0366133;1.740577778
230400;5.2;0;0.0;8.0;8.0;272.6429267;1.732155556
231300;5;0;0.0;8.0;8.0;269.1933333;1.559666667
232200;4.8;0;0.0;8.0;8.0;265.6933333;1.384666667
233100;4.6;0;0.0;8.0;8.0;262.1933333;1.209666667
234000;4.5;0;0.0;0.0;0.0;259.4472;1.1
234900;4.3;0;0.0;0.0;0.0;256.23;1.1
235800;4.1;0;0.0;0.0;0.0;252.98;1.1
236700;3.9;0;0.0;0.0;0.0;249.73;1.1
237600;3.8;0;0.0;0.0;0.0;247.1703;1.104566667
238500;3.7;0;0.0;0.0;0.0;248.16;1.129
239400;3.6;0;0.0;0.0;0.0;249.16;1.154
240300;3.5;0;0.0;0.0;0.0;250.16;1.179
241200;3.4;0;0.0;0.0;0.0;251.4672;1.2337
242100;3.5;0;0.0;0.0;0.0;254.19;1.432
243000;3.5;0;0.0;0.0;0.0;256.94;1.632
243900;3.6;0;0.0;0.0;0.0;259.69;1.832
244800;3.6;0;0.0;0.0;0.0;261.5328;1.995433333
245700;3.3;0;0.0;0.0;0.0;258.81;1.971
246600;3;0;0.0;0.0;0.0;256.06;1.946
247500;2.7;0;0.0;0.0;0.0;253.31;1.921
248400;2.5;0;0.0;0.0;0.0;250.5747;1.895433333
249300;2.4;0;0.0;0.0;0.0;248.1;1.871
250200;2.3;0;0.0;0.0;0.0;245.6;1.846
251100;2.3;0;0.0;0.0;0.0;243.1;1.821
252000;2.2;0;0.0;0.0;0.0;241.255;1.769933333
252900;2.1;0;0.0;0.0;0.0;242.74;1.597
253800;2;0;0.0;0.0;0.0;244.24;1.422
254700;1.9;0;0.0;0.0;0.0;245.74;1.247
255600;1.8;0;0.0;0.0;0.0;247.3397;1.1
256500;1.7;0;0.0;0.0;0.0;249.32;1.1
257400;1.6;0;0.0;0.0;0.0;251.32;1.1
258300;1.5;0;0.0;0.0;0.0;253.32;1.1
259200;1.4;0;0.0;0.0;0.0;254.8725;1.104566667
260100;1.3;0;0.0;0.0;0.0;254.13;1.129
261000;1.1;0;0.0;0.0;0.0;253.38;1.154
261900;1;0;0.0;0.0;0.0;252.63;1.179
262800;0.9;0;0.0;0.0;0.0;251.2778;1.1918
263700;1;0;0.0;0.0;0.0;247.07;1.142
264600;1.1;0;0.0;0.0;0.0;242.82;1.092
265500;1.2;0;0.0;0.0;0.0;238.57;1.042
266400;1.3;0;0.0;0.0;0.0;236.0628;1
267300;1;0;0.0;0.0;0.0;242.25;1
268200;0.7;0;0.0;0.0;0.0;248.5;1
269100;0.4;0;0.0;0.0;0.0;254.75;1
270000;0.2;0;0.0;0.0;0.0;261.4872;1
270900;0.03;0;0.0;0.0;0.0;270.15;1
271800;-0.1;0;0.0;0.0;0.0;278.9;1
272700;-0.3;0;0.0;0.0;0.0;287.65;1
273600;-0.4;0;0.0;0.0;0.0;294.7878;1.0592
274500;-0.3;0;0.0;0.0;0.0;293.55;1.406
275400;-0.2;0;0.0;0.0;0.0;292.3;1.756
276300;-0.1;0;0.0;0.0;0.0;291.05;2.106
277200;0.01;0;0.0;0.0;0.0;289.8297;2.412766667
278100;0.1;0;0.0;0.0;0.0;288.84;2.487
279000;0.1;0;0.0;0.0;0.0;287.84;2.562
279900;0.2;0;0.0;0.0;0.0;286.84;2.637
280800;0.2;0;0.0;0.0;0.0;286.3825;2.6572
281700;0.3;0;0.0;0.0;0.0;288.61;2.41
282600;0.5;0;0.0;0.0;0.0;290.86;2.16
283500;0.6;0;0.0;0.0;0.0;293.11;1.91
284400;0.7;0;0.0;0.0;0.0;295.0847;1.6745
285300;0.7;0;0.0;0.0;0.0;295.58;1.526
286200;0.8;0;0.0;0.0;0.0;296.08;1.376
287100;0.8;0;0.0;0.0;0.0;296.58;1.226
288000;0.8;0;0.0;8.0;8.0;297.0847;1.095433333
288900;0.9;0;0.0;8.0;8.0;297.58;1.071
289800;1;0;0.0;8.0;8.0;298.08;1.046
290700;1;0;0.0;8.0;8.0;298.58;1.021
291600;1.2;0;0.0;45.0;45.0;297.4666333;0.9425
292500;1.4;0;0.0;45.0;45.0;293.5066667;0.794
293400;1.6;0;0.0;45.0;45.0;289.5066667;0.644
294300;1.8;0;0.0;45.0;45.0;285.5066667;0.494
295200;1.9;94.6;18.0;111.0;129.0;280.7;0.486233333
296100;2.1;94.6;18.0;111.0;129.0;274.76;0.709
297000;2.2;94.6;18.0;111.0;129.0;268.5537289;0.941733333
297900;2.3;94.6;18.0;111.0;129.0;262.5537289;1.166733333
298800;2.4;23.4;6.0;126.0;132.0;261.9839156;1.341255556
299700;2.5;23.4;6.0;126.0;132.0;269.2059467;1.440577778
300600;2.5;23.4;6.0;126.0;132.0;276.4559467;1.540577778
301500;2.6;23.4;6.0;126.0;132.0;283.7059467;1.640577778
302400;2.6;0;0.0;60.0;60.0;290.4916333;1.767133333
303300;2.6;0;0.0;60.0;60.0;296.9266667;1.940333333
304200;2.7;0;0.0;60.0;60.0;303.4266667;2.115333333
305100;2.7;0;0.0;60.0;60.0;309.9266667;2.290333333
306000;2.8;0;0.0;58.0;58.0;313.425;2.438366667
306900;2.9;0;0.0;58.0;58.0;311.94;2.537333333
307800;3.1;0;0.0;58.0;58.0;310.44;2.637333333
308700;3.2;0;0.0;58.0;58.0;308.94;2.737333333
309600;3.3;0;0.0;50.0;50.0;307.9041333;2.924633333
310500;3.3;0;0.0;50.0;50.0;307.6566667;3.246333333
311400;3.4;0;0.0;50.0;50.0;307.4066667;3.571333333
312300;3.4;0;0.0;50.0;50.0;307.1566667;3.896333333
313200;3.5;0;0.0;20.0;20.0;307;3.889133333
314100;3.6;0;0.0;20.0;20.0;307;3.344666667
315000;3.8;0;0.0;20.0;20.0;307;2.794666667
315900;3.9;0;0.0;20.0;20.0;307;2.244666667
316800;4;0;0.0;0.0;0.0;306.425;1.967133333
317700;4.1;0;0.0;0.0;0.0;304.94;2.140333333
318600;4.1;0;0.0;0.0;0.0;303.44;2.315333333
319500;4.2;0;0.0;0.0;0.0;301.94;2.490333333
320400;4.3;0;0.0;0.0;0.0;301.1703;2.689233333
321300;4.6;0;0.0;0.0;0.0;302.16;3.209
322200;5;0;0.0;0.0;0.0;303.16;3.734
323100;5.4;0;0.0;0.0;0.0;304.16;4.259
324000;5.7;0;0.0;0.0;0.0;305.0428;4.644433333
324900;5.8;0;0.0;0.0;0.0;305.29;4.323
325800;5.8;0;0.0;0.0;0.0;305.54;3.998
326700;5.9;0;0.0;0.0;0.0;305.79;3.673
327600;5.9;0;0.0;0.0;0.0;306.1703;3.3663
328500;5.8;0;0.0;0.0;0.0;307.16;3.168
329400;5.7;0;0.0;0.0;0.0;308.16;2.968
330300;5.6;0;0.0;0.0;0.0;309.16;2.768
331200;5.5;0;0.0;0.0;0.0;309.9153;2.5663
332100;5.4;0;0.0;0.0;0.0;309.42;2.368
333000;5.3;0;0.0;0.0;0.0;308.92;2.168
333900;5.2;0;0.0;0.0;0.0;308.42;1.968
334800;5.1;0;0.0;0.0;0.0;307.3625;1.889233333
335700;5.1;0;0.0;0.0;0.0;303.65;2.409
336600;5;0;0.0;0.0;0.0;299.9;2.934
337500;5;0;0.0;0.0;0.0;296.15;3.459
338400;5;0;0.0;0.0;0.0;292.6603;3.8408
339300;5.1;0;0.0;0.0;0.0;290.68;3.494
340200;5.3;0;0.0;0.0;0.0;288.68;3.144
341100;5.4;0;0.0;0.0;0.0;286.68;2.794
342000;5.5;0;0.0;0.0;0.0;284.7022;2.4827
342900;5.4;0;0.0;0.0;0.0;282.97;2.384
343800;5.4;0;0.0;0.0;0.0;281.22;2.284
344700;5.3;0;0.0;0.0;0.0;279.47;2.184
345600;5.2;0;0.0;0.0;0.0;277.1922;2.095433333
346500;5;0;0.0;0.0;0.0;272.49;2.071
347400;4.7;0;0.0;0.0;0.0;267.74;2.046
348300;4.4;0;0.0;0.0;0.0;262.99;2.021
349200;4.1;0;0.0;0.0;0.0;257.8525;1.949
350100;3.9;0;0.0;0.0;0.0;251.17;1.652
351000;3.8;0;0.0;0.0;0.0;244.42;1.352
351900;3.6;0;0.0;0.0;0.0;237.67;1.052
352800;3.5;0;0.0;0.0;0.0;231.745;0.804566667
353700;3.4;0;0.0;0.0;0.0;230.26;0.829
354600;3.2;0;0.0;0.0;0.0;228.76;0.854
355500;3.1;0;0.0;0.0;0.0;227.26;0.879
356400;3;0;0.0;0.0;0.0;226.765;0.8827
357300;3;0;0.0;0.0;0.0;231.22;0.784
358200;2.9;0;0.0;0.0;0.0;235.72;0.684
359100;2.9;0;0.0;0.0;0.0;240.22;0.584
360000;2.9;0;0.0;0.0;0.0;245.0628;0.5173
360900;2.9;0;0.0;0.0;0.0;251.25;0.616
361800;2.8;0;0.0;0.0;0.0;257.5;0.716
362700;2.8;0;0.0;0.0;0.0;263.75;0.816
363600;2.8;0;0.0;0.0;0.0;269.8078;0.8918
364500;2.8;0;0.0;0.0;0.0;274.51;0.842
365400;2.7;0;0.0;0.0;0.0;279.26;0.792
366300;2.7;0;0.0;0.0;0.0;284.01;0.742
367200;2.7;0;0.0;0.0;0.0;288.3825;0.7428
368100;2.7;0;0.0;0.0;0.0;290.61;0.99
369000;2.8;0;0.0;0.0;0.0;292.86;1.24
369900;2.8;0;0.0;0.0;0.0;295.11;1.49
370800;2.8;0;0.0;0.0;0.0;297.2122;1.712766667
371700;2.8;0;0.0;0.0;0.0;298.45;1.787
372600;2.7;0;0.0;0.0;0.0;299.7;1.862
373500;2.7;0;0.0;0.0;0.0;300.95;1.937
374400;2.7;0;0.0;5.0;5.0;301.9572;2.0082
375300;2.9;0;0.0;5.0;5.0;301.71;2.058
376200;3.1;0;0.0;5.0;5.0;301.46;2.108
377100;3.3;0;0.0;5.0;5.0;301.21;2.158
378000;3.4;0;0.0;23.0;23.0;301.3833667;2.113766667
378900;3.5;0;0.0;23.0;23.0;302.3733333;1.891
379800;3.5;0;0.0;23.0;23.0;303.3733333;1.666
380700;3.6;0;0.0;23.0;23.0;304.3733333;1.441
381600;3.6;0;0.0;35.0;35.0;305.2875;1.3575
382500;3.8;0;0.0;35.0;35.0;306.03;1.506
383400;3.9;0;0.0;35.0;35.0;306.78;1.656
384300;4;0;0.0;35.0;35.0;307.53;1.806
385200;4.1;0;0.0;49.0;49.0;307.425;1.823366667
386100;4.2;0;0.0;49.0;49.0;305.94;1.625333333
387000;4.2;0;0.0;49.0;49.0;304.44;1.425333333
387900;4.3;0;0.0;49.0;49.0;302.94;1.225333333
388800;4.3;0;0.0;63.0;63.0;302;1.1575
389700;4.4;0;0.0;63.0;63.0;302;1.306
390600;4.5;0;0.0;63.0;63.0;302;1.456
391500;4.6;0;0.0;63.0;63.0;302;1.606
392400;4.6;0;0.0;76.0;76.0;303.15;1.623366667
393300;4.6;0;0.0;76.0;76.0;306.12;1.425333333
394200;4.6;0;0.0;76.0;76.0;309.12;1.225333333
395100;4.6;0;0.0;76.0;76.0;312.12;1.025333333
396000;4.6;0;0.0;54.0;54.0;315.2458667;0.947866667
396900;4.6;0;0.0;54.0;54.0;318.4633333;1.071666667
397800;4.6;0;0.0;54.0;54.0;321.7133333;1.196666667
398700;4.6;0;0.0;54.0;54.0;324.9633333;1.321666667
399600;4.6;0;0.0;36.0;36.0;327.1916333;1.409633333
400500;4.6;0;0;36;36;327.6866667;1.434333333
401400;4.5;0;0;36;36;328.1866667;1.459333333
402300;4.5;0;0;36;36;328.6866667;1.484333333
403200;4.5;0;0;4;4;327.85;1.480866667
404100;4.5;0;0;4;4;324.88;1.431333333
405000;4.4;0;0;4;4;321.88;1.381333333
405900;4.4;0;0;4;4;318.88;1.331333333
406800;4.4;0;0;0;0;316.6603;1.312766667
407700;4.7;0;0;0;0;314.68;1.387
408600;5;0;0;0;0;312.68;1.462
409500;5.3;0;0;0;0;310.68;1.537
410400;5.5;0;0;0;0;309.5528;1.569933333
411300;5.4;0;0;0;0;312.77;1.397
412200;5.3;0;0;0;0;316.02;1.222
413100;5.2;0;0;0;0;319.27;1.047
414000;5.1;0;0;0;0;322.51;0.9592
414900;5.3;0;0;0;0;325.48;1.306
415800;5.5;0;0;0;0;328.48;1.656
416700;5.7;0;0;0;0;331.48;2.006
417600;5.9;0;0;0;0;334.0847;2.236233333
418500;6;0;0;0;0;334.58;1.865
419400;6.1;0;0;0;0;335.08;1.49
