timestep;val_ambient_temperature;val_beam_irr_normal;val_beam_irr_hor;val_diffuse_irr_hor;val_global_irr_hor;val_long_wave_irr;val_wind_speed;val_beam_irr_in_plane
6238800;3.7;0;0;0;0;241;0.8;0.0
6242400;3.3;0;0;0;0;264;0.8;0.0
6246000;3.3;168.827;18;55;73;280;1.5;44.4
6249600;5.6;369.368;105;126;231;266;0.1;191.1
6253200;6.8;417.744;179;176;355;267;0.8;321.6
6256800;9.5;512.15;276;201;477;288;0.9;477.8
6260400;12.1;490.831;299;260;559;300;0.9;527.9
6264000;14.4;541.872;344;255;599;307;1.7;596.5
6267600;15.9;512.835;315;252;567;313;2;550.8
6271200;15;586.842;322;195;517;300;1.9;547.1
6274800;15.1;549.263;243;158;401;287;1.9;417.6
6278400;13;427.723;129;114;243;294;1.8;233.2
6282000;13.2;263.349;34;53;87;313;1.9;74.8
6285600;12.7;0;0;5;5;324;1.7;-0.1
6289200;13;0;0;0;0;315;1.7;0.0
6292800;11.1;0;0;0;0;287;1;0.0
6296400;9.6;0;0;0;0;257;1.5;0.0
6300000;8.6;0;0;0;0;241;1.7;0.0
6303600;7.5;0;0;0;0;228;1.7;0.0
6307200;7.1;0;0;0;0;234;1;0.0
6310800;6.1;0;0;0;0;243;1.8;0.0
6314400;5.5;0;0;0;0;228;1;0.0
6318000;5.1;0;0;0;0;219;1.1;0.0
6321600;4.7;0;0;0;0;226;1;0.0
6325200;4.3;0;0;0;0;219;1.2;0.0
6328800;3.9;0;0;0;0;239;1.1;0.0
6332400;4.5;8.778;1;46;47;283;0.9;2.4
6336000;6.2;51.653;15;147;162;294;0.3;38.6
6339600;8.1;232.485;101;222;323;278;1;189.7
6343200;9.9;323.121;176;305;481;258;1.1;333.6
6346800;12.1;351.351;216;366;582;250;1;412.0
6350400;14.1;353;226;380;606;256;1.8;431.7
6354000;14.6;316.432;196;369;565;276;2.4;369.6
6357600;13.8;346.783;192;317;509;280;2.7;361.1
6361200;13.2;301.888;135;249;384;278;2.4;257.0
6364800;11.6;195.913;60;162;222;287;2.6;117.8
6368400;11.2;163.963;22;69;91;297;1.8;50.1
6372000;9.6;50.559;1;9;10;297;1.1;1.4
6375600;8.9;0;0;0;0;300;0.9;0.0
6379200;8.7;0;0;0;0;314;0.9;0.0
6382800;7.1;0;0;0;0;313;1.3;0.0
6386400;6.6;0;0;0;0;306;1.5;0.0
6390000;6;0;0;0;0;301;1;0.0
6393600;6;0;0;0;0;311;1.5;0.0
6397200;6.1;0;0;0;0;329;0.8;0.0
6400800;5.4;0;0;0;0;327;1.6;0.0
6404400;4.6;0;0;0;0;325;0.9;0.0
6408000;3.8;0;0;0;0;317;0.9;0.0
6411600;3.7;0;0;0;0;302;1.4;0.0
6415200;3.2;0;0;0;0;269;0.8;0.0
6418800;3.5;305.55;37;58;95;248;2.5;75.5
6422400;5.2;438.401;130;125;255;250;2.1;227.8
6426000;6.9;495.026;218;180;398;248;2;372.5
6429600;8;468.698;258;209;467;265;2.8;441.9
6433200;10.6;520.674;323;257;580;293;1.2;552.5
6436800;12.7;647.465;418;226;644;308;1.9;688.8
6440400;12.4;424.304;265;282;547;315;2.1;457.8
6444000;13;630.153;352;195;547;307;3.1;580.2
6447600;13.2;595.217;269;164;433;295;3.1;447.2
6451200;11.8;530.722;165;122;287;276;3;281.4
6454800;10.4;431.081;60;63;123;260;3.4;113.7
6458400;8.8;62.616;3;10;13;268;2.8;2.4
6462000;7.5;0;0;0;0;269;3.5;0.0
6465600;6.7;0;0;0;0;261;2.6;0.0
6469200;5.5;0;0;0;0;258;2.5;0.0
6472800;4.9;0;0;0;0;260;3.7;0.0
6476400;4;0;0;0;0;258;2.9;0.0
6480000;3.1;0;0;0;0;260;3.7;0.0
6483600;2.5;0;0;0;0;252;3.7;0.0
6487200;1.8;0;0;0;0;240;2.7;0.0
6490800;1;0;0;0;0;237;2.7;0.0
6494400;0.2;0;0;0;0;241;2.1;0.0
6498000;0;0;0;0;0;248;2.4;0.0
6501600;-0.3;0;0;2;2;251;1.7;0.0
6505200;0.2;327.754;42;54;96;255;2.9;80.0
6508800;1.1;442.733;134;112;246;242;2.2;228.0
6512400;2.9;519.808;232;156;388;231;3.9;384.9
6516000;4.5;667.002;371;160;531;231;4.2;600.4
6519600;6.5;750.907;470;159;629;232;2.5;750.4
6523200;8.6;800.384;521;154;675;239;4.6;825.8
6526800;10;789.299;497;151;648;249;3;788.8
6530400;10;764.862;431;144;575;250;3.9;687.0
6534000;9.6;713.88;326;125;451;244;4.1;524.2
6537600;8.6;627.551;198;97;295;251;3.9;325.3
6541200;7.6;513.403;74;55;129;256;3.8;131.6
6544800;6;74.798;5;10;15;251;2.4;3.4
6548400;5;0;0;0;0;242;2.3;0.0
6552000;4.2;0;0;0;0;236;2.4;0.0
6555600;3.6;0;0;0;0;230;3;0.0
6559200;2.8;0;0;0;0;222;2.2;0.0
6562800;1.8;0;0;0;0;224;1.7;0.0
6566400;1.2;0;0;0;0;227;0.8;0.0
6570000;0.8;0;0;0;0;225;3.2;0.0
6573600;0.4;0;0;0;0;219;1.4;0.0
6577200;-0.6;0;0;0;0;218;1.2;0.0
6580800;-1.5;0;0;0;0;222;1.1;0.0
6584400;-1.9;0;0;0;0;222;1.1;0.0
6588000;-2;0;0;4;4;222;1.9;-0.1
6591600;-1.7;488.522;66;38;104;223;2.1;114.2
6595200;-0.6;628.247;194;64;258;226;1.5;310.0
6598800;0.2;170.26;77;200;277;229;1.8;140.3
6602400;2.7;425.294;239;185;424;229;2.3;400.8
6606000;4.1;928.025;586;52;638;224;2.3;874.1
6609600;5.6;938.661;616;54;670;222;2.3;918.1
6613200;7.8;929.482;590;52;642;227;2.3;879.9
6616800;7.6;832.194;473;96;569;230;1.5;727.8
6620400;8.2;810.654;374;76;450;232;1.7;577.2
6624000;8.2;762.254;244;50;294;235;1.9;380.5
6627600;7.6;630.722;94;35;129;244;1.2;156.1
6631200;5.9;207.264;8;8;16;254;1;8.1
6634800;3.9;0;0;0;0;262;1.1;0.0
6638400;3.1;0;0;0;0;264;1.2;0.0
6642000;2.2;0;0;0;0;248;1.7;0.0
6645600;1.9;0;0;0;0;239;1.2;0.0
6649200;1.5;0;0;0;0;252;1.1;0.0
6652800;0.5;0;0;0;0;260;1;0.0
6656400;-0.4;0;0;0;0;250;0.9;0.0
6660000;-0.3;0;0;0;0;244;0.5;0.0
6663600;-0.8;0;0;0;0;247;1.1;0.0
6667200;-0.7;0;0;0;0;257;1.8;0.0
6670800;-0.1;0;0;0;0;267;1.2;0.0
6674400;0;0;0;3;3;277;0.9;-0.1
6678000;0.3;0;0;41;41;280;1.4;-1.1
6681600;1.6;101.613;32;111;143;286;1.5;57.2
6685200;3.6;419.06;192;93;285;285;2.1;310.8
6688800;4.3;31.707;18;196;214;280;1.6;40.1
6692400;4.9;0;0;116;116;287;1.9;-3.3
6696000;3.9;0;0;86;86;296;2.8;-1.7
6699600;3.4;0;0;66;66;296;3;-1.3
6703200;3.5;0;0;67;67;296;3.1;-1.3
6706800;3.9;0;0;65;65;301;2.8;-1.3
6710400;4.2;24.64;8;97;105;291;2;14.6
6714000;4.1;292.425;45;30;75;281;2.1;76.7
6717600;3.9;0;0;7;7;278;3;-0.1
6721200;3.8;0;0;0;0;284;2.8;0.0
6724800;3.2;0;0;0;0;287;1.5;0.0
6728400;3;0;0;0;0;276;1.6;0.0
6732000;2.9;0;0;0;0;272;1.7;0.0
6735600;3;0;0;0;0;282;1.1;0.0
6739200;2.9;0;0;0;0;291;1;0.0
6742800;2.6;0;0;0;0;285;1.7;0.0
6746400;2.8;0;0;0;0;281;1.6;0.0
6750000;1.8;0;0;0;0;280;0.9;0.0
6753600;1.6;0;0;0;0;286;0.9;0.0
6757200;1.1;0;0;0;0;287;0.9;0.0
6760800;0.9;0;0;4;4;282;1.2;-0.1
6764400;1.6;107.539;16;64;80;283;1.7;28.3
6768000;2.7;180.664;58;145;203;275;1.9;99.6
6771600;3.6;107.742;50;212;262;267;1.7;91.1
6775200;4.6;139.52;80;262;342;258;1.1;154.3
6778800;5.2;118.297;76;288;364;255;2;155.1
6782400;6.1;65.987;44;271;315;257;2;90.2
6786000;6;74.436;48;257;305;264;2.1;93.3
6789600;5.8;86.5;50;231;281;267;1.3;92.0
6793200;5.8;80.737;38;184;222;272;1.6;68.0
6796800;5.7;121.503;40;131;171;280;1.5;70.8
6800400;5.6;428.511;68;49;117;278;2.6;110.2
6804000;4.9;88.595;6;10;16;285;1.7;2.7
6807600;4.7;0;0;0;0;290;1.7;0.0
6811200;4.5;0;0;0;0;288;1.1;0.0
6814800;3.6;0;0;0;0;282;0.8;0.0
6818400;3.4;0;0;0;0;277;0.8;0.0
6822000;3.1;0;0;0;0;277;0.8;0.0
6825600;2.5;0;0;0;0;272;0.9;0.0
6829200;1.9;0;0;0;0;263;0.9;0.0
6832800;1.9;0;0;0;0;262;1;0.0
6836400;1.7;0;0;0;0;267;1.5;0.0
6840000;1.5;0;0;0;0;268;1.1;0.0
6843600;1.4;0;0;0;0;274;1.2;0.0
6847200;1.2;0;0;8;8;280;1.2;-0.2
6850800;1;302.2;47;69;116;271;1.3;77.1
6854400;2.7;189.519;62;162;224;259;2.1;106.7
6858000;4.6;127.67;60;229;289;276;1.4;116.4
6861600;5.8;176.142;102;299;401;297;2.7;193.0
6865200;7.3;228.428;148;336;484;302;2.7;269.0
6868800;9.2;450.879;303;307;610;297;3.1;500.0
6872400;10.8;657.085;427;234;661;283;3.7;675.0
6876000;10.7;650.29;379;212;591;269;2.9;596.2
6879600;11.3;629.114;299;172;471;265;3.7;467.0
6883200;10.8;443.481;148;134;282;275;2.9;236.5
6886800;10;61.181;10;64;74;298;2.2;18.3
6890400;7.6;0;0;10;10;310;2.1;-0.2
6894000;6.7;0;0;0;0;313;1.5;0.0
6897600;7.2;0;0;0;0;316;3.5;0.0
6901200;7.3;0;0;0;0;316;3.7;0.0
6904800;6.7;0;0;0;0;315;3.2;0.0
6908400;6.5;0;0;0;0;315;2.5;0.0
6912000;5.4;0;0;0;0;316;2.7;0.0
6915600;5;0;0;0;0;316;3.3;0.0
6919200;5.1;0;0;0;0;316;4.8;0.0
6922800;4.5;0;0;0;0;315;4.6;0.0
6926400;4.4;0;0;0;0;315;2.5;0.0
6930000;4.3;0;0;0;0;315;2.6;0.0
6933600;4.4;0;0;7;7;314;2.2;-0.1
6937200;4.9;61.648;10;69;79;304;4.1;18.2
6940800;6;0;0;102;102;300;5;-5.1
6944400;6.8;29.422;14;196;210;306;5.9;34.1
6948000;6;30.783;18;237;255;302;5.8;45.5
6951600;6.2;7.653;5;221;226;307;5.6;12.4
6955200;7.2;14.766;10;244;254;308;5.7;21.6
6958800;6.4;1.527;1;193;194;303;5.7;4.0
6962400;6.3;62.972;37;242;279;300;5.4;73.4
6966000;7.5;193.811;93;221;314;283;5.7;159.8
6969600;6.1;5.913;2;104;106;288;5.4;2.8
6973200;5.4;0;0;38;38;309;4;-0.8
6976800;5;0;0;6;6;307;3.9;-0.1
6980400;4.7;0;0;0;0;299;3.8;0.0
6984000;4.3;0;0;0;0;305;3;0.0
6987600;4.2;0;0;0;0;310;3.1;0.0
6991200;4.6;0;0;0;0;312;3.1;0.0
6994800;4.4;0;0;0;0;312;3.8;0.0
6998400;4.3;0;0;0;0;312;3;0.0
7002000;4.1;0;0;0;0;313;2.8;0.0
7005600;3.9;0;0;0;0;312;2.3;0.0
7009200;3.5;0;0;0;0;311;2.4;0.0
7012800;3.2;0;0;0;0;310;3;0.0
7016400;2.9;0;0;0;0;308;3.8;0.0
7020000;3;0;0;0;0;306;3.2;0.0
7023600;3.2;0;0;23;23;304;4.6;-0.5
7027200;2.3;0;0;71;71;303;4.9;-1.4
7030800;2.2;6.228;3;143;146;296;3.6;4.9
7034400;2.8;0;0;172;172;290;4.6;-10.5
7038000;3;0;0;183;183;291;4.8;-11.0
7041600;3.4;0;0;178;178;293;4.7;-9.8
7045200;3.5;0;0;144;144;294;4.6;-5.6
7048800;3.7;0;0;125;125;295;4.6;-3.8
7052400;3.9;0;0;84;84;296;4.4;-1.7
7056000;3.9;0;0;50;50;295;4.5;-1.0
7059600;4.3;0;0;17;17;300;4.4;-0.3
7063200;4.5;0;0;1;1;306;4.9;0.0
7066800;4.7;0;0;0;0;306;3.3;0.0
7070400;4.7;0;0;0;0;309;3.4;0.0
7074000;4.6;0;0;0;0;311;3;0.0
7077600;4.8;0;0;0;0;312;4.7;0.0
7081200;5.3;0;0;0;0;314;3.4;0.0
7084800;5.7;0;0;0;0;311;4.1;0.0
7088400;5.7;0;0;0;0;301;1.7;0.0
7092000;5.7;0;0;0;0;302;1.8;0.0
7095600;5.5;0;0;0;0;307;1.7;0.0
7099200;4.6;0;0;0;0;307;2.1;0.0
7102800;3.8;0;0;0;0;296;2.1;0.0
7106400;3.1;65.61;2;15;17;267;1.1;-0.9
7110000;3.6;473.125;83;67;150;245;1.3;117.1
7113600;5;674.645;233;97;330;242;1.2;340.0
7117200;7.4;779.479;380;112;492;247;1.2;559.2
7120800;9.1;870.865;519;108;627;253;1.7;757.7
7124400;11.2;906.509;602;107;709;253;3;869.7
7128000;12.5;909.122;625;108;733;254;3.2;903.5
7131600;14;881.738;586;111;697;258;2;857.6
7135200;14.6;882.825;527;97;624;262;2;766.8
7138800;15.3;834.515;408;90;498;265;1.9;591.2
7142400;15.7;717.368;249;82;331;266;2;360.6
7146000;15;450.742;80;56;136;266;1.4;113.3
7149600;13.2;0;0;4;4;266;1.4;-0.1
7153200;10.6;0;0;0;0;263;1.3;0.0
7156800;9.4;0;0;0;0;255;1.8;0.0
7160400;8.1;0;0;0;0;247;1.7;0.0
7164000;7.2;0;0;0;0;237;1.1;0.0
7167600;6.2;0;0;0;0;232;0.8;0.0
7171200;4.4;0;0;0;0;226;1.1;0.0
7174800;4.5;0;0;0;0;226;1.8;0.0
7178400;3.8;0;0;0;0;229;1.9;0.0
7182000;3.5;0;0;0;0;223;1.1;0.0
7185600;3;0;0;0;0;218;2.6;0.0
7189200;2.1;0;0;0;0;218;1.7;0.0
7192800;1.9;0;0;13;13;229;1;-0.3
7196400;2.9;263.788;48;77;125;234;1.2;67.3
7200000;3.8;455.32;160;132;292;232;1;238.0
7203600;7;606.12;299;157;456;239;1.7;444.8
7207200;11.2;773.037;465;135;600;249;1.6;686.3
7210800;14.1;832.081;557;126;683;257;1.2;813.7
7214400;17.3;801.385;555;142;697;263;1.4;816.0
7218000;19.1;646.812;433;198;631;270;1.6;660.7
7221600;18.6;638.316;384;178;562;277;2.1;580.9
7225200;17.6;464.14;229;181;410;279;1.6;352.2
7228800;16.6;210.523;74;143;217;280;2.2;117.3
7232400;15.9;378.939;69;57;126;277;2.8;95.1
7236000;14.2;142.941;8;14;22;275;2;0.4
7239600;11.7;0;0;0;0;275;1.1;0.0
7243200;11.7;0;0;0;0;273;2;0.0
7246800;11.2;0;0;0;0;270;1.9;0.0
7250400;9.5;0;0;0;0;261;1.2;0.0
7254000;9.1;0;0;0;0;261;1.1;0.0
7257600;8.3;0;0;0;0;265;0.6;0.0
7261200;8.2;0;0;0;0;275;1.3;0.0
7264800;8.7;0;0;0;0;284;1.2;0.0
7268400;6.4;0;0;0;0;275;1.1;0.0
7272000;8.8;0;0;0;0;277;2.4;0.0
7275600;7.7;0;0;0;0;285;1.7;0.0
7279200;6.7;92.326;3;16;19;293;1.1;-2.0
7282800;7.1;403.283;76;68;144;278;1;102.0
7286400;9.4;341.344;122;139;261;268;1.2;178.9
7290000;9.8;462.862;231;174;405;281;1.7;350.2
7293600;12.7;467.834;284;214;498;291;1.1;440.4
7297200;12.8;5.929;4;234;238;310;2;11.1
7300800;12.6;0;0;185;185;319;1.7;-10.7
7304400;13.1;1.483;1;206;207;322;1.4;4.4
7308000;14.4;112.178;68;252;320;324;1.9;125.5
7311600;14.5;150.654;75;205;280;323;2;124.2
7315200;14.5;733.395;261;59;320;317;1.1;361.5
7318800;13.2;562.541;105;55;160;305;0.7;137.9
7322400;11.7;256.391;10;13;23;306;0.2;1.2
7326000;10.2;0;0;0;0;304;0.7;0.0
7329600;9.2;0;0;0;0;297;1.6;0.0
7333200;9.2;0;0;0;0;297;1.8;0.0
7336800;8.1;0;0;0;0;297;2.3;0.0
7340400;7.8;0;0;0;0;296;1.6;0.0
7344000;7.3;0;0;0;0;295;1.6;0.0
7347600;6.9;0;0;0;0;294;2.8;0.0
7351200;6.7;0;0;0;0;295;2.8;0.0
7354800;6.5;0;0;0;0;299;2.7;0.0
7358400;6;0;0;0;0;304;2.8;0.0
7362000;5.7;0;0;0;0;308;1.2;0.0
7365600;5.9;0;0;2;2;302;1.4;0.0
7369200;6.4;0;0;32;32;297;2.1;-0.6
7372800;6.9;0;0;50;50;307;2.3;-1.0
7376400;7.7;0;0;69;69;313;3;-1.4
7380000;8.1;0;0;76;76;315;2.4;-1.5
7383600;8.3;0;0;79;79;315;2.4;-1.5
7387200;8.2;0;0;90;90;316;2.4;-1.7
7390800;7.8;0;0;94;94;316;2;-1.8
7394400;7.6;0;0;102;102;312;2.3;-2.0
7398000;7.7;0;0;70;70;313;2.2;-1.4
7401600;7.6;0;0;50;50;317;1.5;-1.0
7405200;7.2;0;0;41;41;312;2;-0.8
7408800;6;183.966;8;7;15;309;3.5;1.6
7412400;5.3;0;0;0;0;309;2.8;0.0
7416000;4.5;0;0;0;0;306;2.8;0.0
7419600;4;0;0;0;0;303;2.8;0.0
7423200;4.5;0;0;0;0;301;2.6;0.0
7426800;5.6;0;0;0;0;300;2.4;0.0
7430400;7.1;0;0;0;0;340;1.9;0.0
7434000;8.4;0;0;0;0;338;1.7;0.0
7437600;9.3;0;0;0;0;337;1.6;0.0
7441200;9.2;0;0;0;0;331;1.7;0.0
7444800;9;0;0;0;0;326;1.7;0.0
7448400;8.7;0;0;0;0;331;1.8;0.0
7452000;8.6;0;0;3;3;330;1.7;-0.1
7455600;7.8;0;0;16;16;328;1.6;-0.3
7459200;8.1;0;0;42;42;333;2.9;-0.8
7462800;8.3;0;0;65;65;329;2.4;-1.3
7466400;7.9;0;0;105;105;328;3.2;-2.6
7470000;7.7;0;0;129;129;327;3.8;-4.4
7473600;8.1;0;0;122;122;322;3.1;-3.5
7477200;7.9;0;0;75;75;327;3.4;-1.5
7480800;7.8;0;0;74;74;327;4.5;-1.5
7484400;7.7;0;0;66;66;326;3.4;-1.3
7488000;7.3;0;0;37;37;323;3.5;-0.7
7491600;7.1;0;0;19;19;321;3.8;-0.4
7495200;7.1;0;0;7;7;319;4.1;-0.1
7498800;7.1;0;0;0;0;318;4.6;0.0
7502400;6.5;0;0;0;0;316;4.8;0.0
7506000;6.3;0;0;0;0;309;4.5;0.0
7509600;5.9;0;0;0;0;303;5;0.0
7513200;5.7;0;0;0;0;297;5.7;0.0
7516800;5.1;0;0;0;0;304;5.3;0.0
7520400;4.5;0;0;0;0;313;5.4;0.0
7524000;4.1;0;0;0;0;307;4.8;0.0
7527600;3.7;0;0;0;0;302;2.5;0.0
7531200;3.7;0;0;0;0;302;2;0.0
7534800;4.3;0;0;0;0;303;3.1;0.0
7538400;5;54.58;3;22;25;299;3.1;-1.7
7542000;5.8;481.599;100;79;179;290;3;122.8
7545600;7.3;186.534;70;157;227;288;2.9;101.4
7549200;6.2;9.687;5;172;177;296;4.6;8.3
7552800;6.7;33.686;21;244;265;307;5.2;45.7
7556400;7.5;349.137;241;287;528;312;4.3;378.9
7560000;10;475.845;339;263;602;305;4.9;524.1
7563600;10.9;242.601;167;291;458;300;3.9;279.5
7567200;8.5;77.453;48;253;301;308;2.2;83.5
7570800;9.6;250.514;128;208;336;310;4.3;198.7
7574400;10;653.434;241;108;349;294;4.4;327.3
7578000;9.6;164.885;33;65;98;289;4;41.3
7581600;8.7;0;0;13;13;297;2.4;-0.3
7585200;7.6;0;0;0;0;295;1.9;0.0
7588800;6.4;0;0;0;0;287;1.9;0.0
7592400;6.4;0;0;0;0;281;1.4;0.0
7596000;5.8;0;0;0;0;284;0.9;0.0
7599600;4.9;0;0;0;0;280;1.3;0.0
7603200;4.9;0;0;0;0;255;1.5;0.0
7606800;5.1;0;0;0;0;237;1.5;0.0
7610400;3.5;0;0;0;0;229;1.5;0.0
7614000;3.4;0;0;0;0;233;2.5;0.0
7617600;3.7;0;0;0;0;263;2.1;0.0
7621200;3.5;0;0;0;0;287;1.4;0.0
7624800;3.8;0;0;6;6;306;1.1;-0.1
7628400;4.4;0;0;25;25;315;1.6;-0.5
7632000;5.2;0;0;63;63;311;1.3;-1.2
7635600;6.3;0;0;118;118;315;2.2;-4.4
7639200;6.9;0;0;115;115;325;2.6;-3.4
7642800;7.3;0;0;116;116;334;1.3;-3.2
7646400;7.6;0;0;152;152;331;3.9;-6.4
7650000;8;0;0;174;174;327;2.1;-9.0
7653600;8.2;0;0;157;157;330;1.9;-7.2
7657200;7.2;0;0;91;91;337;2.7;-1.8
7660800;7.2;0;0;65;65;337;2.2;-1.3
7664400;7.4;0;0;48;48;339;2.3;-1.0
7668000;7.5;0;0;8;8;340;2.1;-0.2
7671600;9.7;0;0;0;0;338;3.1;0.0
7675200;9.4;0;0;0;0;342;2;0.0
7678800;9.7;0;0;0;0;342;2.6;0.0
7682400;9;0;0;0;0;342;2.2;0.0
7686000;9.4;0;0;0;0;349;2.3;0.0
7689600;10.3;0;0;0;0;357;4.1;0.0
7693200;10.6;0;0;0;0;357;3.9;0.0
7696800;11;0;0;0;0;357;6.6;0.0
7700400;10.6;0;0;0;0;355;4.8;0.0
7704000;10.6;0;0;0;0;352;6;0.0
7707600;10.1;0;0;0;0;349;5.9;0.0
7711200;10.1;0;0;6;6;340;5.4;-0.1
7714800;10;40.872;9;73;82;338;5;10.1
7718400;11.5;501.295;194;137;331;320;5.5;262.3
7722000;13.1;680.736;359;150;509;293;7.5;499.6
7725600;14.7;887.889;563;131;694;289;7.8;777.9
7729200;15.7;840.908;589;159;748;299;6.9;833.7
7732800;16.2;920.964;665;138;803;304;9.2;928.7
7736400;16.3;693.839;484;192;676;306;5.8;699.0
7740000;17.9;735.028;462;167;629;311;6.8;654.3
7743600;17.5;758.405;394;134;528;313;6.3;542.1
7747200;16.9;514.188;194;126;320;316;4.8;259.3
7750800;15.9;569.484;119;73;192;311;5;135.9
7754400;14.1;206.787;12;16;28;298;3.3;-0.8
7758000;12.4;0;0;0;0;284;1.6;0.0
7761600;11.2;0;0;0;0;273;2.2;0.0
7765200;10.9;0;0;0;0;278;1.7;0.0
7768800;10.1;0;0;0;0;283;1.7;0.0
7772400;9.5;0;0;0;0;272;2;0.0
7776000;9.4;0;0;0;0;254;1.2;0.0
7779600;7.6;0;0;0;0;250;1.8;0.0
7783200;7.2;0;0;0;0;256;2;0.0
7786800;6.8;0;0;0;0;266;1.6;0.0
7790400;6.5;0;0;0;0;283;1.7;0.0
7794000;5.9;0;0;0;0;299;1.4;0.0
7797600;6.3;0;0;13;13;305;1;-0.3
7801200;7.1;30.918;7;92;99;301;1.2;8.4
7804800;9;282.583;111;172;283;294;1.3;154.5
7808400;11.8;531.049;283;187;470;296;2.2;398.5
7812000;14.1;597.473;382;209;591;307;3.3;546.8
7815600;15.1;538.672;380;253;633;313;2.4;562.0
7819200;15.9;433.394;315;287;602;311;1.5;485.1
7822800;16.5;360.35;253;287;540;308;2.6;385.6
7826400;18.8;622.54;394;191;585;310;1.6;562.7
7830000;17;135.565;71;221;292;320;1.8;112.3
7833600;15.7;0;0;72;72;331;6;-1.4
7837200;11.6;0;0;44;44;328;3.9;-0.9
7840800;10.1;0;0;4;4;321;2.2;-0.1
7844400;9.9;0;0;0;0;323;2.2;0.0
7848000;10.1;0;0;0;0;319;2.3;0.0
7851600;9.7;0;0;0;0;310;2.1;0.0
7855200;9.1;0;0;0;0;310;3;0.0
7858800;8.3;0;0;0;0;292;1.7;0.0
7862400;7.8;0;0;0;0;274;2;0.0
7866000;7.5;0;0;0;0;272;0.9;0.0
7869600;7.6;0;0;0;0;272;1.8;0.0
7873200;8.1;0;0;0;0;278;2.3;0.0
7876800;8.1;0;0;0;0;295;1.6;0.0
7880400;8.5;0;0;0;0;312;1.5;0.0
7884000;8.7;18.441;1;28;29;318;1.9;-1.4
7887600;9.6;309.596;72;101;173;308;1.7;81.2
7891200;10.5;657.352;262;123;385;287;1.8;339.1
7894800;12.8;889.678;479;106;585;280;4.8;635.1
7898400;15.1;755.531;487;166;653;289;4.1;677.6
7902000;15.1;333.619;237;313;550;294;5.6;367.0
7905600;15.3;121.664;89;316;405;310;6.9;159.7
7909200;14.2;0;0;197;197;325;6;-12.1
7912800;14.9;108.288;69;266;335;322;5.1;119.8
7916400;15.2;47.356;25;195;220;317;5.4;41.0
7920000;11.9;2.593;1;106;107;324;5;0.2
7923600;12.7;142.43;31;87;118;321;4.4;33.9
7927200;11.4;251.667;12;20;32;313;2.6;-1.5
7930800;10.4;0;0;0;0;320;3.1;0.0
7934400;9.6;0;0;0;0;323;1.4;0.0
7938000;9.7;0;0;0;0;318;1.3;0.0
7941600;10.1;0;0;0;0;314;3.9;0.0
7945200;9.7;0;0;0;0;319;2.3;0.0
7948800;8.6;0;0;0;0;317;4.8;0.0
7952400;8.1;0;0;0;0;315;1.4;0.0
7956000;7.7;0;0;0;0;308;2;0.0
7959600;7.7;0;0;0;0;292;2.4;0.0
7963200;7.7;0;0;0;0;292;1.7;0.0
7966800;7.1;0;0;0;0;305;1.6;0.0
7970400;7.8;214.139;8;32;40;310;3.3;-3.2
7974000;8.6;523.746;125;70;195;299;4.3;136.6
7977600;9.3;690.103;279;81;360;285;7.6;352.3
7981200;10;849.517;462;64;526;280;6.2;596.7
7984800;10.8;584.842;380;180;560;278;5.8;535.8
7988400;11.7;427.798;306;251;557;278;6.8;456.7
7992000;12;354.539;261;270;531;299;6.6;389.5
7995600;11.7;600.565;427;188;615;310;5.7;608.9
7999200;13.4;369.478;237;229;466;301;5.7;352.5
8002800;11.7;39.469;21;182;203;302;4.3;33.9
8006400;12;194.991;76;147;223;304;5.2;104.0
8010000;11.2;432.536;96;64;160;290;5.1;102.3
8013600;9.7;331.424;13;18;31;273;3.2;-0.1
8017200;8.5;0;0;0;0;262;3;0.0
8020800;7.8;0;0;0;0;259;1.9;0.0
8024400;7.5;0;0;0;0;263;2.7;0.0
8028000;7.5;0;0;0;0;272;3.8;0.0
8031600;7.9;0;0;0;0;287;2.5;0.0
8035200;5.7;0;0;0;0;285;1.7;0.0
8038800;5.4;0;0;0;0;276;2.3;0.0
8042400;5.8;0;0;0;0;280;0.8;0.0
8046000;5.3;0;0;0;0;280;0.8;0.0
8049600;4.6;0;0;0;0;275;1.5;0.0
8053200;4;0;0;0;0;267;1.2;0.0
8056800;3.6;392.662;22;34;56;260;1.6;2.0
8060400;5.6;592.523;145;81;226;252;2.5;154.8
8064000;7.8;748.855;307;102;409;252;1.5;383.7
8067600;9.3;839.36;461;112;573;251;2.3;601.9
8071200;11.6;760.465;498;160;658;251;2.6;680.6
8074800;12.5;642.935;463;225;688;259;2.5;657.3
8078400;12.6;386.09;286;309;595;270;3;426.8
8082000;13;261.402;187;309;496;279;2.5;295.0
8085600;13.1;255.555;165;279;444;286;2;253.8
8089200;12.9;190.238;102;231;333;292;2.1;148.2
8092800;13;314.838;124;156;280;290;2;160.2
8096400;11.9;278.502;63;88;151;284;1.9;65.1
8100000;10.2;0;0;13;13;278;1.5;-0.3
8103600;8.2;0;0;0;0;271;2.3;0.0
8107200;8.1;0;0;0;0;268;2.2;0.0
8110800;7.7;0;0;0;0;274;2.3;0.0
8114400;6.9;0;0;0;0;279;2.5;0.0
8118000;6.3;0;0;0;0;284;2.7;0.0
8121600;5.8;0;0;0;0;289;2.5;0.0
