timestep;Wetterdaten.Mittlere Aussentemperatur (Tamb) [°C];Wetterdaten.Normale Direktstrahlung  (Bn) [W/m²];Wetterdaten.Diffusstrahlung, Jahressumme (Dh) [W/m²];Wetterdaten.Globalstrahlung, Jahressumme (Gh) [W/m²];Wetterdaten.Wärmestrahlung (Lh) [W/m²];Wetterdaten.Windgeschwindigkeit (Vwnd) [m/s];Kollektor.Mitteltemperatur [°C];Kollektor.Durchsatz [l/h];Kollektor.Wärmeverlust (Qhl) [W];Kollektor.Einstrahlung in Kollektorebene (Esol) [W];Kollektor.Kollektorfeldertrag (Qsol) [W];Kollektor.Betriebstemperatur [°C];Kollektor.Austrittstemperatur [°C];Rohr 6.Temperatur [°C];Rohr 6.Wärmekapazität des Fluids [J/(l*K)];Rohr 16.Temperatur [°C];Rohr 16.Wärmekapazität des Fluids [J/(l*K)];Kollektor.Diffusstrahlung nach IAM [W];Kollektor.Globalstrahlung nach IAM  [W];Kollektor.Direktstrahlung nach IAM [W];Kollektor.Einstrahlung auf Kollektor [W/m²]
2840400;2,1;0,0;0,0;0,0;290,0;4,3;8,864508333333333;66,6;126,97578333333335;0,0;-126,97578333333335;8,864508333333333;8,3603;10,0;4200,672600000001;8,3607;4200,398;0,0;0,0;0,0;0,0
2844000;1,9;0,0;0,0;0,0;296,0;5,2;8,826733333333333;66,6;136,97593333333336;0,0;-136,97593333333336;8,826733333333333;8,255416666666667;10,0;4200,855;8,255416666666667;4200,3638;0,0;0,0;0,0;0,0
2847600;1,0;0,0;0,0;0,0;294,0;5,2;8,741075;66,6;145,3407;0,0;-145,3407;8,741075;8,141566666666666;10,0;4200,855;8,141425;4200,3562;0,0;0,0;0,0;0,0
2851200;0,9;0,0;0,0;0,0;292,0;4,4;8,723225;66,6;144,3914166666667;0,0;-144,3914166666667;8,723225;8,141725000000001;10,0;4200,855;8,141725000000001;4200,3562;0,0;0,0;0,0;0,0
2854800;1,5;0,0;0,0;0,0;296,0;8,8;8,729441666666666;66,6;143,15198333333333;0,0;-143,15198333333333;8,729441666666666;8,155375000000001;10,0;4200,855;8,155425000000001;4200,3562;0,0;0,0;0,0;0,0
2858400;1,5;0,0;0,0;0,0;296,0;8,4;8,764375;66,6;135,532475;0,0;-135,532475;8,764375;8,237741666666667;10,0;4200,855;8,237950000000001;4200,3676000000005;0,0;0,0;0,0;0,0
2862000;2,3;0,0;0,0;0,0;296,0;7,3;8,855908333333334;66,6;125,58541666666666;0,0;-125,58541666666666;8,855908333333334;8,368108333333334;10,0;4200,855;8,368308333333335;4200,398;0,0;0,0;0,0;0,0
2865600;2,6;0,0;0,0;0,0;296,0;8,9;8,869916666666668;66,6;129,3935;0,0;-129,3935;8,869916666666668;8,341875000000002;10,0;4200,855;8,342075;4200,398;0,0;0,0;0,0;0,0
2869200;2,0;0,0;0,0;0,0;292,0;8,8;8,810041666666667;66,6;137,72289166666667;0,0;-137,72289166666667;8,810041666666667;8,240633333333333;10,0;4200,763800000001;8,240633333333333;4200,3638;0,0;0,0;0,0;0,0
2872800;1,7;0,0;0,0;0,0;286,0;8,8;8,77325;66,6;139,32150000000001;0,0;-139,32150000000001;8,77325;8,209333333333332;10,0;4200,672600000001;8,209533333333333;4200,3638;0,0;0,0;0,0;0,0
2876400;1,7;0,0;1,0;1,0;286,0;7,6;8,806108333333333;66,6;135,63275833333333;4,041;-131,59226666666666;8,806108333333333;8,292133333333334;10,0;4200,672600000001;8,292133333333334;4200,386600000001;3,663;3,663;0,0;0,825
2880000;2,1;0,0;31,0;31,0;286,0;7,0;9,440949999999999;66,59999999999998;173,7293;122,329;-51,40036666666667;9,440949999999999;9,169016666666666;10,0;4200,638400000001;9,169025000000001;4200,59265;110,856;110,856;0,0;24,967999999999996
2883600;2,4;4,469;75,0;76,0;287,0;6,3;10,383158333333332;66,59999999999998;250,5260583333333;335,244;84,71819166666667;10,383158333333332;10,861899999999999;10,0;4200,638400000001;10,861899999999999;4200,889366666666;293,661;305,636;11,975;68,837
2887200;2,5;0,0;79,0;79,0;286,0;6,9;10,541216666666667;66,59999999999998;244,4784;317,476;72,99730833333332;10,541216666666667;10,942233333333334;10,0;4200,855;10,942233333333334;4200,8779;287,773;287,773;0,0;64,814
2890800;3,1;0,0;105,0;105,0;287,0;6,5;10,984783333333334;66,59999999999998;263,68040833333333;416,71;153,02959166666668;10,984783333333334;11,833908333333333;10,0;4200,855;11,833908333333333;4201,118183333334;377,655;377,655;0,0;85,05699999999999
2894400;4,4;0,0;100,0;100,0;284,0;6,3;11,18885;66,59999999999998;235,21485833333332;400,56399999999996;165,34843333333333;11,18885;12,099391666666666;10,0;4200,855;12,099325;4201,255;363,06899999999996;363,06899999999996;0,0;81,772
2898000;5,9;0,0;109,0;109,0;283,0;5,3;11,445091666666666;66,59999999999998;228,91581666666664;432,849;203,93345833333333;11,445091666666666;12,568475;10,0;4200,855;12,568541666666667;4201,3081999999995;392,285;392,285;0,0;88,35199999999999
2901600;6,5;104,784;154,0;191,0;276,0;6,1;14,533708333333333;66,59999999999998;480,73678333333334;1219,7869999999998;739,0498916666667;14,533708333333333;18,643916666666666;10,0;4200,855;18,6436;4202,720458333333;779,828;1158,133;378,305;260,841
2905200;5,9;230,21;101,0;159,0;266,0;5,3;15,541783333333333;66,59999999999998;539,772475;1302,14;762,3674500000001;15,541783333333333;19,733808333333332;10,0;4200,8094;19,733808333333332;4202,9357666666665;567,148;1232,1139999999998;664,9659999999999;277,503
2908800;5,1;54,05;42,0;48,0;274,0;4,1;11,899191666666665;66,59999999999998;248,35098333333335;351,51899999999995;103,16801666666666;11,899191666666665;12,401766666666667;10,0;4200,8094;12,401766666666667;4201,27815;211,585;305,869;94,284;68,889
2912400;4,7;0,0;0,0;0,0;289,0;3,6;9,691666666666666;66,59999999999998;96,89011666666669;0,0;-96,89011666666669;9,691666666666666;9,136675;10,0;4200,855;9,136675;4200,5163;0,0;0,0;0,0;0,0
2916000;4,1;0,0;0,0;0,0;288,0;3,5;9,23565;66,6;94,08068333333334;0,0;-94,08068333333334;9,23565;8,820100000000002;10,0;4200,855;8,820300000000001;4200,4018166666665;0,0;0,0;0,0;0,0
2919600;3,9;0,0;0,0;0,0;283,0;2,5;9,1909;66,6;91,02453333333334;0,0;-91,02453333333334;9,1909;8,826425;10,0;4200,7182;8,826425;4200,4018166666665;0,0;0,0;0,0;0,0
2923200;4,4;0,0;0,0;0,0;283,0;3,5;9,217849999999999;66,6;87,37313333333333;0,0;-87,37313333333333;9,217849999999999;8,871233333333333;10,0;4200,672600000001;8,871183333333333;4200,4018166666665;0,0;0,0;0,0;0,0
2926800;4,2;0,0;0,0;0,0;285,0;1,6;9,236191666666667;66,6;84,35994999999998;0,0;-84,35994999999998;9,236191666666667;8,905591666666666;10,0;4200,672600000001;8,905791666666667;4200,4018166666665;0,0;0,0;0,0;0,0
2930400;4,8;0,0;0,0;0,0;285,0;2,8;9,281799999999999;66,6;79,20396666666667;0,0;-79,20396666666667;9,281799999999999;8,972633333333333;10,0;4200,672600000001;8,972633333333333;4200,585016666667;0,0;0,0;0,0;0,0
2934000;4,8;0,0;0,0;0,0;285,0;1,6;9,275608333333334;66,6;84,72696666666667;0,0;-84,72696666666667;9,275608333333334;8,921783333333332;10,0;4200,672600000001;8,921783333333332;4200,447616666667;0,0;0,0;0,0;0,0
2937600;3,9;0,0;0,0;0,0;294,0;1,3;9,212516666666666;66,6;90,60141666666667;0,0;-90,60141666666667;9,212516666666666;8,839766666666666;10,0;4200,672600000001;8,8398;4200,4018166666665;0,0;0,0;0,0;0,0
2941200;4,2;0,0;0,0;0,0;303,0;1,6;9,153241666666666;66,6;103,99946666666668;0,0;-103,99946666666668;9,153241666666666;8,697116666666668;10,0;4200,763800000001;8,697116666666668;4200,4018166666665;0,0;0,0;0,0;0,0
2944800;1,9;0,0;0,0;0,0;292,0;1,6;8,940258333333334;66,6;129,73530833333334;0,0;-129,73530833333334;8,940258333333334;8,37125;10,0;4200,855;8,37125;4200,398;0,0;0,0;0,0;0,0
2948400;1,2;0,0;0,0;0,0;262,0;1,8;8,806566666666667;66,6;141,41746666666666;0,0;-141,41746666666666;8,806566666666667;8,206933333333334;10,0;4200,855;8,206933333333334;4200,3638;0,0;0,0;0,0;0,0
2952000;0,3;0,0;0,0;0,0;245,0;1,6;8,696741666666666;66,6;152,32991666666666;0,0;-152,32991666666666;8,696741666666666;8,060266666666667;10,0;4200,855;8,060316666666667;4200,3562;0,0;0,0;0,0;0,0
2955600;-0,3;0,0;0,0;0,0;241,0;0,9;8,630358333333335;66,6;157,2130333333333;0,0;-157,2130333333333;8,630358333333335;7,986266666666667;10,0;4200,855;7,986266666666667;4200,3562;0,0;0,0;0,0;0,0
2959200;-0,4;0,0;0,0;0,0;239,0;1,1;8,588016666666666;66,6;162,73635;0,0;-162,73635;8,588016666666666;7,918891666666665;10,0;4200,855;7,918891666666665;4200,265;0,0;0,0;0,0;0,0
2962800;-1,1;0,0;2,0;2,0;243,0;0,8;8,549225000000002;66,6;172,83754166666665;8,07;-164,76754166666666;8,549225000000002;7,8826583333333335;10,0;4200,855;7,882458333333333;4200,1738;7,3180000000000005;7,3180000000000005;0,0;1,6480000000000001
2966400;-1,3;68,736;42,0;47,0;243,0;0,9;9,984366666666666;66,59999999999998;332,36651666666666;389,271;56,90448333333333;9,984366666666666;10,321366666666666;10,0;4200,855;10,321433333333331;4200,809383333333;226,926;323,874;96,94799999999998;72,945
2970000;-0,9;131,728;111,0;141,0;246,0;0,8;12,809883333333334;66,59999999999998;515,093;999,292;484,199375;12,809883333333334;15,512058333333334;10,0;4200,638400000001;15,511991666666667;4201,979783333333;579,331;932,9360000000001;353,6050000000001;210,12100000000004
2973600;-0,2;174,701;170,0;229,0;249,0;1,7;15,730625;66,59999999999998;693,5336083333334;1566,915;873,3814333333332;15,730625;20,568983333333332;10,0;4200,638400000001;20,568916666666663;4203,118316666666;885,148;1492,895;607,7470000000001;336,23799999999994
2977200;0,7;171,471;210,0;280,0;255,0;1,8;17,591316666666668;66,59999999999998;772,28;1856,081;1083,8008583333333;17,591316666666668;23,57088333333333;10,0;4200,638400000001;23,57068333333333;4203,827033333333;1098,073;1780,755;682,683;401,071
2980800;2,5;188,2;225,0;307,0;257,0;1,6;18,852708333333332;66,59999999999998;804,0209166666666;2042,24;1238,2192499999999;18,852708333333332;25,67578333333333;10,0;4200,638400000001;25,675774999999994;4204,2993;1180,867;1968,1360000000002;787,2690000000001;443,274
2984400;4,3;205,487;212,0;298,0;261,0;1,6;19,15895;66,59999999999998;774,202375;2017,8069999999998;1243,6048666666666;19,15895;25,99706666666667;10,0;4200,638400000001;25,996866666666666;4204,337316666667;1109,02;1942,7389999999998;833,719;437,554
2988000;5,8;396,989;161,0;303,0;281,0;1,2;20,857266666666668;66,59999999999998;887,8017;2426,093;1538,2904833333334;20,857266666666668;29,345116666666666;10,0;4200,855;29,344783333333332;4205,165783333334;905,2290000000002;2341,82;1436,591;527,437
2991600;5,9;315,765;115,0;196,0;295,0;1,1;18,150508333333335;66,59999999999998;677,610475;1650,214;972,6030666666667;18,150508333333335;23,4399;10,0;4200,855;23,439700000000002;4203,796466666667;649,596;1564,2990000000002;914,703;352,32
2995200;4,6;189,687;54,0;76,0;296,0;1,4;13,580083333333334;66,59999999999998;439,33305;764,5399999999998;325,2072083333333;13,580083333333334;15,298558333333332;10,0;4200,855;15,298625000000001;4201,9605833333335;323,2300000000001;656,437;333,20699999999994;147,84600000000003
2998800;2,5;0,0;0,0;0,0;293,0;1,2;9,837375000000002;66,59999999999998;137,58196666666666;0,0;-137,58196666666666;9,837375000000002;9,033750000000001;10,0;4200,855;9,033750000000001;4200,5124000000005;0,0;0,0;0,0;0,0
3002400;1,8;0,0;0,0;0,0;282,0;1,5;8,951875;66,6;132,42196666666666;0,0;-132,42196666666666;8,951875;8,35265;10,0;4200,855;8,35265;4200,398;0,0;0,0;0,0;0,0
3006000;1,0;0,0;0,0;0,0;271,0;1,7;8,797341666666666;66,6;141,80525833333334;0,0;-141,80525833333334;8,797341666666666;8,199066666666667;10,0;4200,855;8,199066666666667;4200,3638;0,0;0,0;0,0;0,0
3009600;0,4;0,0;0,0;0,0;284,0;1,0;8,704525;66,6;151,80254999999997;0,0;-151,80254999999997;8,704525;8,068658333333333;10,0;4200,855;8,068658333333333;4200,3562;0,0;0,0;0,0;0,0
3013200;-0,4;0,0;0,0;0,0;287,0;1,4;8,615224999999999;66,6;159,71086666666667;0,0;-159,71086666666667;8,615224999999999;7,957316666666666;10,0;4200,855;7,957366666666667;4200,3562;0,0;0,0;0,0;0,0
3016800;-0,5;0,0;0,0;0,0;276,0;1,2;8,581141666666667;66,6;162,13725;0,0;-162,13725;8,581141666666667;7,920491666666666;10,0;4200,855;7,920491666666666;4200,2194;0,0;0,0;0,0;0,0
3020400;-0,8;0,0;0,0;0,0;281,0;1,3;8,553125000000001;66,6;164,142575;0,0;-164,142575;8,553125000000001;7,889908333333333;10,0;4200,672600000001;7,889908333333333;4200,1738;0,0;0,0;0,0;0,0
3024000;-0,6;0,0;0,0;0,0;297,0;1,9;8,560516666666667;66,6;161,74559166666666;0,0;-161,74559166666666;8,560516666666667;7,914241666666666;10,0;4200,672600000001;7,914441666666666;4200,1738;0,0;0,0;0,0;0,0
3027600;-0,5;0,0;0,0;0,0;308,0;1,4;8,583916666666667;66,6;158,51948333333337;0,0;-158,51948333333337;8,583916666666667;7,9535083333333345;10,0;4200,672600000001;7,9535083333333345;4200,3562;0,0;0,0;0,0;0,0
3031200;-0,3;0,0;0,0;0,0;310,0;1,2;8,612233333333332;66,6;155,38635000000002;0,0;-155,38635000000002;8,612233333333332;7,993825;10,0;4200,672600000001;7,994025;4200,3562;0,0;0,0;0,0;0,0
3034800;-0,2;0,0;0,0;0,0;310,0;0,8;8,640025;66,6;151,87003333333334;0,0;-151,87003333333334;8,640025;8,037391666666666;10,0;4200,672600000001;8,037591666666668;4200,3562;0,0;0,0;0,0;0,0
3038400;0,2;0,0;0,0;0,0;312,0;1,4;8,680716666666665;66,6;146,63006666666666;0,0;-146,63006666666666;8,680716666666665;8,102283333333332;10,0;4200,672600000001;8,102283333333332;4200,3562;0,0;0,0;0,0;0,0
3042000;0,5;0,0;0,0;0,0;307,0;1,0;8,703883333333334;66,6;147,13235;0,0;-147,13235;8,703883333333334;8,109433333333333;10,0;4200,763800000001;8,109433333333333;4200,3562;0,0;0,0;0,0;0,0
3045600;0,0;0,0;0,0;0,0;302,0;1,0;8,678191666666669;66,6;149,55217499999998;0,0;-149,55217499999998;8,678191666666669;8,075616666666667;10,0;4200,855;8,075616666666667;4200,3562;0,0;0,0;0,0;0,0
3049200;0,3;0,0;1,0;1,0;301,0;0,9;8,719941666666667;66,6;145,4176416666667;4,029;-141,38889166666667;8,719941666666667;8,166558333333333;10,0;4200,855;8,166358333333335;4200,3562;3,654;3,654;0,0;0,8229999999999998
3052800;0,6;0,0;14,0;14,0;306,0;0,5;9,104925;66,59999999999998;164,354775;56,42900000000001;-107,92620833333332;9,104925;8,517883333333332;10,0;4200,855;8,517949999999999;4200,398;51,183;51,183;0,0;11,528
3056400;0,6;0,0;45,0;45,0;312,0;1,2;9,652416666666666;66,59999999999998;208,01792500000002;181,43;-26,587791666666668;9,652416666666666;9,51525;10,0;4200,855;9,515316666666667;4200,627;164,56399999999996;164,56399999999996;0,0;37,06400000000001
3060000;1,1;0,0;73,0;73,0;305,0;0,9;10,241425;66,59999999999998;241,8308;294,375;52,543933333333335;10,241425;10,538725000000001;10,0;4200,8094;10,538658333333332;4200,8512;267,008;267,008;0,0;60,137
3063600;1,8;0,0;67,0;67,0;306,0;1,1;10,316366666666665;66,59999999999998;229,81857500000004;270,164;40,345425;10,316366666666665;10,536941666666667;10,0;4200,8246;10,537008333333334;4200,855;245,049;245,049;0,0;55,191
3067200;1,8;0,0;96,0;96,0;307,0;0,8;10,722916666666666;66,59999999999998;269,39078333333333;385,03299999999996;115,64229166666667;10,722916666666666;11,365241666666666;10,0;4200,855;11,365308333333333;4201,0801833333335;349,21200000000005;349,21200000000005;0,0;78,651
3070800;2,0;0,0;119,0;119,0;300,0;1,1;11,1269;66,59999999999998;303,2744;467,752;164,47765;11,1269;12,03455;10,0;4200,684;12,034550000000001;4201,255;424,119;424,119;0,0;95,522
3074400;1,8;0,0;99,0;99,0;301,0;2,0;10,912958333333334;66,59999999999998;280,13410833333336;392,59099999999995;112,45689166666666;10,912958333333334;11,525774999999998;10,0;4200,638400000001;11,525774999999998;4201,084;356,0129999999999;356,0129999999999;0,0;80,183
3078000;1,8;0,0;48,0;48,0;306,0;1,6;10,140791666666667;66,59999999999998;203,528275;193,501;-10,027016666666665;10,140791666666667;10,074025;10,0;4200,638400000001;10,074025;4200,741;175,51399999999998;175,51399999999998;0,0;39,53
3081600;2,0;0,0;22,0;22,0;314,0;0,9;9,599216666666665;66,59999999999998;158,85147500000002;88,66700000000002;-70,18429166666667;9,599216666666665;9,2072;10,0;4200,638400000001;9,207266666666667;4200,627;80,42600000000002;80,42600000000002;0,0;18,114
3085200;2,1;0,0;0,0;0,0;304,0;1,5;9,1805;66,59999999999998;124,69020833333333;0,0;-124,69020833333333;9,1805;8,490266666666667;10,0;4200,638400000001;8,490333333333332;4200,4018166666665;0,0;0,0;0,0;0,0
3088800;2,3;0,0;0,0;0,0;303,0;3,5;8,965666666666666;66,6;126,26564166666665;0,0;-126,26564166666665;8,965666666666666;8,413016666666667;10,0;4200,672600000001;8,412816666666666;4200,398;0,0;0,0;0,0;0,0
3092400;1,6;0,0;0,0;0,0;313,0;2,8;8,858716666666666;66,6;132,92167500000002;0,0;-132,92167500000002;8,858716666666666;8,305416666666666;10,0;4200,672600000001;8,305416666666666;4200,3866;0,0;0,0;0,0;0,0
3096000;1,4;0,0;0,0;0,0;302,0;3,5;8,809558333333332;66,6;136,5881;0,0;-136,5881;8,809558333333332;8,250325;10,0;4200,855;8,250325;4200,3638;0,0;0,0;0,0;0,0
3099600;1,2;0,0;0,0;0,0;292,0;3,5;8,792633333333335;66,6;136,03355833333336;0,0;-136,03355833333336;8,792633333333335;8,247091666666668;10,0;4200,855;8,246891666666668;4200,3638;0,0;0,0;0,0;0,0
3103200;1,5;0,0;0,0;0,0;293,0;3,5;8,825658333333333;66,6;130,24964166666666;0,0;-130,24964166666666;8,825658333333333;8,313149999999998;10,0;4200,855;8,313;4200,386600000001;0,0;0,0;0,0;0,0
3106800;1,8;0,0;0,0;0,0;300,0;2,7;8,875583333333333;66,6;124,37765833333333;0,0;-124,37765833333333;8,875583333333333;8,387916666666667;10,0;4200,855;8,387716666666668;4200,398;0,0;0,0;0,0;0,0
3110400;2,2;0,0;0,0;0,0;301,0;3,3;8,91445;66,6;121,32224166666666;0,0;-121,32224166666666;8,91445;8,432858333333334;10,0;4200,855;8,432858333333334;4200,398;0,0;0,0;0,0;0,0
3114000;2,2;0,0;0,0;0,0;291,0;3,0;8,931708333333333;66,6;119,58673333333334;0,0;-119,58673333333334;8,931708333333333;8,455741666666666;10,0;4200,855;8,455741666666666;4200,398;0,0;0,0;0,0;0,0
3117600;2,4;0,0;0,0;0,0;293,0;2,8;8,954341666666666;66,6;117,201925;0,0;-117,201925;8,954341666666666;8,487283333333332;10,0;4200,855;8,487283333333332;4200,398;0,0;0,0;0,0;0,0
3121200;2,4;0,0;0,0;0,0;294,0;2,3;8,961708333333332;66,6;117,36020833333332;0,0;-117,36020833333332;8,961708333333332;8,489533333333334;10,0;4200,798;8,489683333333334;4200,398;0,0;0,0;0,0;0,0
3124800;2,3;0,0;0,0;0,0;294,0;2,1;8,954716666666666;66,6;118,60775000000001;0,0;-118,60775000000001;8,954716666666666;8,4754;10,0;4200,672600000001;8,4754;4200,398;0,0;0,0;0,0;0,0
3128400;2,1;0,0;0,0;0,0;293,0;1,0;8,93325;66,6;122,71289999999999;0,0;-122,71289999999999;8,93325;8,429375;10,0;4200,672600000001;8,429425;4200,398;0,0;0,0;0,0;0,0
3132000;1,6;0,0;0,0;0,0;300,0;1,0;8,894083333333333;66,6;125,87955833333332;0,0;-125,87955833333332;8,894083333333333;8,383308333333334;10,0;4200,672600000001;8,383358333333334;4200,398;0,0;0,0;0,0;0,0
3135600;1,8;0,0;1,0;1,0;308,0;1,2;8,922625;66,6;122,94998333333332;4,018000000000001;-118,93189999999998;8,922625;8,457416666666665;10,0;4200,672600000001;8,457616666666667;4200,398;3,6469999999999994;3,6469999999999994;0,0;0,8210000000000001
3139200;2,1;0,0;20,0;20,0;308,0;0,7;9,398866666666667;66,59999999999998;143,08474166666667;80,413;-62,671616666666665;9,398866666666667;9,063025;10,0;4200,638400000001;9,063091666666667;4200,569750000001;72,975;72,975;0,0;16,436
3142800;2,9;0,0;66,0;66,0;308,0;0,7;10,228983333333332;66,59999999999998;201,26234166666666;261,855;60,59279166666666;10,228983333333332;10,574241666666666;10,0;4200,7942;10,57425;4200,8512;237,59100000000004;237,59100000000004;0,0;53,511
3146400;3,4;8,663;125,0;128,0;302,0;1,5;11,629058333333333;66,59999999999998;303,54765833333335;576,152;272,604625;11,629058333333333;13,147833333333335;10,0;4200,855;13,147833333333335;4201,478041666667;499,588;529,821;30,234;119,329
3150000;4,2;11,986;162,0;167,0;297,0;0,8;12,710108333333332;66,59999999999998;367,84710833333327;766,1629999999999;398,31600833333334;12,710108333333332;14,910016666666666;10,0;4200,855;14,910058333333334;4201,811983333333;660,297;708,1889999999999;47,892;159,502
3153600;4,2;51,7;206,0;229,0;290,0;1,0;14,791216666666667;66,59999999999998;519,220025;1247,9819999999997;728,7619750000001;14,791216666666667;18,827291666666667;10,0;4200,855;18,827208333333335;4202,764249999999;963,1309999999999;1180,146;217,015;265,799
3157200;4,7;84,148;206,0;242,0;284,0;1,7;15,866233333333334;66,59999999999998;567,4282083333334;1387,5519999999997;820,1233416666668;15,866233333333334;20,382225000000002;10,0;4200,855;20,382158333333333;4203,160116666666;974,5009999999999;1317,3730000000003;342,87200000000007;296,706
3160800;4,9;51,77;161,0;180,0;290,0;0,7;14,479891666666667;66,59999999999998;444,77957499999997;986,574;541,794125;14,479891666666667;17,428324999999997;10,0;4200,855;17,428324999999997;4202,467383333334;738,3940000000001;926,59;188,19600000000003;208,69100000000003
3164400;4,6;75,249;112,0;132,0;294,0;1,2;13,250800000000002;66,59999999999998;374,1305666666666;779,161;405,0296666666666;13,250800000000002;15,4602;10,0;4200,8094;15,460066666666668;4201,995183333333;507,79300000000006;726,98;219,187;163,73400000000004
3168000;4,3;23,831;43,0;46,0;293,0;1,1;10,953416666666667;66,59999999999998;206,10050833333332;246,57899999999998;40,478316666666665;10,953416666666667;11,138308333333335;10,0;4200,8094;11,138425;4200,9884999999995;176,97399999999996;220,23;43,256;49,60099999999999
3171600;3,0;0,0;0,0;0,0;286,0;1,2;9,438416666666667;66,59999999999998;116,54243333333334;0,0;-116,54243333333334;9,438416666666667;8,781541666666666;10,0;4200,855;8,781541666666666;4200,443783333334;0,0;0,0;0,0;0,0
3175200;2,6;0,0;0,0;0,0;278,0;1,3;9,059733333333332;66,6;114,71951666666669;0,0;-114,71951666666669;9,059733333333332;8,5579;10,0;4200,7296;8,5579;4200,398;0,0;0,0;0,0;0,0
3178800;2,4;0,0;0,0;0,0;277,0;1,3;8,978391666666667;66,6;119,01171666666666;0,0;-119,01171666666666;8,978391666666667;8,482991666666667;10,0;4200,672600000001;8,482991666666667;4200,398;0,0;0,0;0,0;0,0
3182400;2,0;0,0;0,0;0,0;279,0;2,3;8,921066666666666;66,6;124,16690833333331;0,0;-124,16690833333331;8,921066666666666;8,410833333333333;10,0;4200,672600000001;8,411033333333334;4200,398;0,0;0,0;0,0;0,0
3186000;1,8;0,0;0,0;0,0;284,0;1,5;8,899866666666666;66,6;124,90090833333333;0,0;-124,90090833333333;8,899866666666666;8,394741666666668;10,0;4200,672600000001;8,394941666666666;4200,398;0,0;0,0;0,0;0,0
3189600;1,8;0,0;0,0;0,0;287,0;1,6;8,893575;66,6;125,37555;0,0;-125,37555;8,893575;8,387625;10,0;4200,672600000001;8,387675;4200,398;0,0;0,0;0,0;0,0
3193200;1,7;0,0;0,0;0,0;285,0;1,3;8,881258333333333;66,6;127,42770833333333;0,0;-127,42770833333333;8,881258333333333;8,36415;10,0;4200,672600000001;8,36415;4200,398;0,0;0,0;0,0;0,0
3196800;1,6;0,0;0,0;0,0;282,0;2,2;8,862499999999999;66,6;129,12485833333332;0,0;-129,12485833333332;8,862499999999999;8,340216666666667;10,0;4200,672600000001;8,340216666666667;4200,398;0,0;0,0;0,0;0,0
3200400;1,6;0,0;0,0;0,0;278,0;2,0;8,863658333333333;66,6;127,99147499999998;0,0;-127,99147499999998;8,863658333333333;8,350541666666668;10,0;4200,763800000001;8,350541666666668;4200,398;0,0;0,0;0,0;0,0
3204000;1,7;0,0;0,0;0,0;274,0;1,9;8,878174999999999;66,6;125,74120833333333;0,0;-125,74120833333333;8,878174999999999;8,377183333333335;10,0;4200,855;8,377191666666668;4200,398;0,0;0,0;0,0;0,0
3207600;1,8;0,0;0,0;0,0;270,0;1,3;8,892199999999999;66,6;124,94601666666668;0,0;-124,94601666666668;8,892199999999999;8,391125;10,0;4200,855;8,390925;4200,398;0,0;0,0;0,0;0,0
3211200;1,7;0,0;0,0;0,0;268,0;1,3;8,888241666666666;66,6;125,8361;0,0;-125,8361;8,888241666666666;8,380875;10,0;4200,855;8,380875;4200,398;0,0;0,0;0,0;0,0
3214800;1,7;0,0;0,0;0,0;266,0;1,2;8,888808333333335;66,6;125,42370833333332;0,0;-125,42370833333332;8,888808333333335;8,384825000000001;10,0;4200,855;8,385225;4200,398;0,0;0,0;0,0;0,0
3218400;1,7;0,0;0,0;0,0;264,0;0,9;8,896975;66,6;123,86044166666666;0,0;-123,86044166666666;8,896975;8,402291666666667;10,0;4200,855;8,402291666666667;4200,398;0,0;0,0;0,0;0,0
3222000;1,9;0,0;2,0;2,0;261,0;1,1;8,942683333333333;66,6;124,41927499999998;8,022999999999998;-116,39678333333332;8,942683333333333;8,489166666666668;10,0;4200,855;8,489366666666667;4200,398;7,2829999999999995;7,2829999999999995;0,0;1,64
3225600;2,0;0,0;32,0;32,0;260,0;1,1;9,542341666666667;66,59999999999998;165,315475;126,9;-38,41554166666667;9,542341666666667;9,341541666666668;10,0;4200,855;9,341541666666668;4200,623183333333;115,18400000000001;115,18400000000001;0,0;25,942000000000004
3229200;2,4;0,0;73,0;73,0;256,0;1,0;10,288291666666666;66,59999999999998;222,69139166666668;286,561;63,86975;10,288291666666666;10,649375;10,0;4200,7144;10,649441666666666;4200,8512;260,069;260,069;0,0;58,574000000000005
3232800;2,5;0,0;83,0;83,0;255,0;1,7;10,609308333333331;66,59999999999998;240,46635833333335;330,63200000000006;90,16570833333334;10,609308333333331;11,107608333333333;10,0;4200,638400000001;11,107675;4201,0801833333335;300,121;300,121;0,0;67,595
3236400;2,7;0,0;78,0;78,0;258,0;1,7;10,608016666666666;66,59999999999998;232,82054166666666;313,16599999999994;80,34505833333333;10,608016666666666;11,048433333333334;10,0;4200,638400000001;11,048499999999999;4201,0801833333335;284,295;284,295;0,0;64,03
3240000;2,8;0,0;74,0;74,0;262,0;1,8;10,538983333333332;66,59999999999998;226,71131666666668;297,0930000000001;70,38219166666666;10,538983333333332;10,9243;10,0;4200,638400000001;10,924366666666668;4200,855;269,705;269,705;0,0;60,744
3243600;2,8;0,0;59,0;59,0;271,0;2,5;10,286291666666667;66,59999999999998;208,41004999999998;236,842;28,43181666666667;10,286291666666667;10,437825;10,0;4200,638400000001;10,437958333333333;4200,855;215,009;215,009;0,0;48,425
