timestep;Wetterdaten.Mittlere Aussentemperatur (Tamb) [°C];Wetterdaten.Normale Direktstrahlung  (Bn) [W/m²];Wetterdaten.Diffusstrahlung, Jahressumme (Dh) [W/m²];Wetterdaten.Globalstrahlung, Jahressumme (Gh) [W/m²];Wetterdaten.Wärmestrahlung (Lh) [W/m²];Wetterdaten.Windgeschwindigkeit (Vwnd) [m/s];Kollektor.Mitteltemperatur [°C];Kollektor.Durchsatz [l/h];Kollektor.Wärmeverlust (Qhl) [W];Kollektor.Einstrahlung in Kollektorebene (Esol) [W];Kollektor.Kollektorfeldertrag (Qsol) [W];Kollektor.Betriebstemperatur [°C];Kollektor.Austrittstemperatur [°C];Rohr 6.Temperatur [°C];Rohr 6.Wärmekapazität des Fluids [J/(l*K)];Rohr 16.Temperatur [°C];Rohr 16.Wärmekapazität des Fluids [J/(l*K)];Kollektor.Diffusstrahlung nach IAM [W];Kollektor.Globalstrahlung nach IAM  [W];Kollektor.Direktstrahlung nach IAM [W];Kollektor.Einstrahlung auf Kollektor [W/m²]
0;-2,1;0,0;0,0;0,0;246,0;1,1;8,314466666666666;66,6;192,25290833333332;0,0;-192,25290833333332;8,314466666666666;7,5337749999999994;10,0;4200,855;7,533783333333332;4200,1738;0,0;0,0;0,0;0,0
3600;-3,3;0,0;0,0;0,0;240,0;0,8;8,212025;66,6;208,13992499999995;0,0;-208,13992499999995;8,212025;7,346225;10,0;4200,855;7,346275;4200,13565;0,0;0,0;0,0;0,0
7200;-4,1;0,0;0,0;0,0;228,0;0,4;8,129591666666665;66,6;213,96489166666666;0,0;-213,96489166666666;8,129591666666665;7,256374999999999;10,0;4200,855;7,256374999999999;4200,13565;0,0;0,0;0,0;0,0
10800;-4,1;0,0;0,0;0,0;234,0;0,3;8,116308333333333;66,6;212,80706666666666;0,0;-212,80706666666666;8,116308333333333;7,260491666666666;10,0;4200,7182;7,260491666666666;4200,1280166666675;0,0;0,0;0,0;0,0
14400;-4,0;0,0;0,0;0,0;259,0;0,4;8,129891666666667;66,6;209,90953333333334;0,0;-209,90953333333334;8,129891666666667;7,292225;10,0;4200,672600000001;7,292433333333334;4200,1280166666675;0,0;0,0;0,0;0,0
18000;-3,7;0,0;0,0;0,0;279,0;0,4;8,153416666666667;66,6;208,2629083333333;0,0;-208,2629083333333;8,153416666666667;7,317875;10,0;4200,672600000001;7,317924999999999;4200,13565;0,0;0,0;0,0;0,0
21600;-3,7;0,0;0,0;0,0;286,0;1,1;8,152058333333335;66,6;208,52739166666666;0,0;-208,52739166666666;8,152058333333335;7,314441666666667;10,0;4200,8094;7,314491666666667;4200,13565;0,0;0,0;0,0;0,0
25200;-3,7;0,0;0,0;0,0;269,0;0,3;8,15175;66,6;210,03974166666663;0,0;-210,03974166666663;8,15175;7,301699999999999;10,0;4200,855;7,30175;4200,13565;0,0;0,0;0,0;0,0
28800;-4,0;0,0;8,0;8,0;252,0;0,9;8,260833333333334;66,6;217,0125166666666;32,192;-184,82051666666666;8,260833333333334;7,5728583333333335;10,0;4200,855;7,572891666666668;4200,17;29,209;29,209;0,0;6,579000000000001
32400;-2,9;13,355;50,0;52,0;264,0;0,7;9,541225;66,59999999999998;287,09274166666665;274,2300000000001;-12,862158333333335;9,541225;9,491616666666669;10,0;4200,855;9,491750000000001;4200,607916666667;216,712;252,42800000000003;35,715;56,853
36000;-1,8;231,195;102,0;160,0;268,0;0,7;14,536491666666665;66,59999999999998;649,1116583333333;1460,419;811,3068583333334;14,536491666666665;19,074891666666666;10,0;4200,7638;19,074975000000002;4202,7985499999995;617,647;1404,8259999999998;787,179;316,402
39600;-0,3;118,682;132,0;169,0;263,0;0,7;14,894925;66,59999999999998;580,3016166666666;1209,851;629,5493166666666;14,894925;18,339166666666667;10,0;4200,8094;18,3393;4202,676383333333;703,338;1158,355;455,0160000000001;260,891
43200;0,6;148,255;142,0;191,0;266,0;1,0;15,494925;66,59999999999998;624,876525;1401,466;776,5892416666667;15,494925;19,77405;10,0;4200,855;19,774183333333333;4202,9357666666665;759,3859999999999;1347,9480000000003;588,562;303,59200000000004
46800;0,8;42,461;116,0;129,0;271,0;0,9;13,117608333333333;66,59999999999998;422,0593083333333;737,4430000000001;315,3835583333333;13,117608333333333;14,8054;10,0;4200,855;14,805266666666668;4201,82915;532,617;693,704;161,088;156,24000000000004
50400;1,0;8,335;77,0;79,0;282,0;1,2;11,011691666666666;66,59999999999998;284,35318333333333;359,102;74,74850833333333;11,011691666666666;11,396125000000001;10,0;4200,855;11,396191666666667;4201,103;301,984;329,735;27,75;74,265
54000;0,8;29,983;46,0;50,0;289,0;1,0;10,4119;66,59999999999998;255,124475;301,3879999999999;46,263033333333325;10,4119;10,661991666666665;10,0;4200,855;10,6622;4200,855;201,378;277,54599999999994;76,168;62,51
57600;0,9;0,0;7,0;7,0;296,0;1,0;9,346041666666666;66,59999999999998;159,442675;28,164;-131,27814999999998;9,346041666666666;8,6074;10,0;4200,7486;8,607575;4200,420883333333;25,554;25,554;0,0;5,755
61200;0,6;0,0;0,0;0,0;307,0;1,0;8,851541666666668;66,6;146,33295833333335;0,0;-146,33295833333335;8,851541666666668;8,183333333333332;10,0;4200,672600000001;8,183591666666667;4200,3638;0,0;0,0;0,0;0,0
64800;0,3;0,0;0,0;0,0;308,0;0,3;8,729683333333334;66,6;146,46951666666666;0,0;-146,46951666666666;8,729683333333334;8,126375000000001;10,0;4200,672600000001;8,126425000000001;4200,3562;0,0;0,0;0,0;0,0
68400;0,3;0,0;0,0;0,0;308,0;1,0;8,718933333333334;66,6;143,47165833333335;0,0;-143,47165833333335;8,718933333333334;8,147833333333333;10,0;4200,8094;8,147683333333333;4200,3562;0,0;0,0;0,0;0,0
72000;0,7;0,0;0,0;0,0;308,0;0,3;8,748525;66,6;141,15176666666667;0,0;-141,15176666666667;8,748525;8,182466666666667;10,0;4200,855;8,182466666666667;4200,3638;0,0;0,0;0,0;0,0
75600;0,5;0,0;0,0;0,0;295,0;1,1;8,72519166666667;66,6;145,6834166666667;0,0;-145,6834166666667;8,72519166666667;8,131525;10,0;4200,855;8,131558333333334;4200,3562;0,0;0,0;0,0;0,0
79200;0,3;0,0;0,0;0,0;291,0;1,2;8,704325;66,6;146,87536666666665;0,0;-146,87536666666665;8,704325;8,111275000000001;10,0;4200,8094;8,111283333333335;4200,3562;0,0;0,0;0,0;0,0
82800;0,5;0,0;0,0;0,0;293,0;2,0;8,714900000000002;66,6;143,94623333333334;0,0;-143,94623333333334;8,714900000000002;8,141575;10,0;4200,672600000001;8,141774999999999;4200,3562;0,0;0,0;0,0;0,0
86400;0,7;0,0;0,0;0,0;302,0;1,4;8,743500000000001;66,6;140,61475833333333;0,0;-140,61475833333333;8,743500000000001;8,184433333333333;10,0;4200,672600000001;8,184433333333333;4200,3562;0,0;0,0;0,0;0,0
90000;0,8;0,0;0,0;0,0;303,0;1,3;8,776625;66,6;135,38460833333332;0,0;-135,38460833333332;8,776625;8,245383333333333;10,0;4200,7182;8,245383333333333;4200,3638;0,0;0,0;0,0;0,0
93600;1,4;0,0;0,0;0,0;303,0;1,2;8,830166666666667;66,6;130,4429;0,0;-130,4429;8,830166666666667;8,314166666666667;10,0;4200,855;8,314366666666666;4200,386600000001;0,0;0,0;0,0;0,0
97200;1,4;0,0;0,0;0,0;306,0;1,7;8,849058333333334;66,6;128,46305833333332;0,0;-128,46305833333332;8,849058333333334;8,339558333333335;10,0;4200,855;8,339758333333334;4200,398;0,0;0,0;0,0;0,0
100800;1,7;0,0;0,0;0,0;298,0;0,9;8,876883333333332;66,6;126,57364166666666;0,0;-126,57364166666666;8,876883333333332;8,369908333333333;10,0;4200,855;8,369958333333335;4200,398;0,0;0,0;0,0;0,0
104400;1,5;0,0;0,0;0,0;298,0;1,2;8,856025;66,6;131,02665;0,0;-131,02665;8,856025;8,321050000000001;10,0;4200,763800000001;8,321050000000001;4200,398;0,0;0,0;0,0;0,0
108000;1,3;0,0;0,0;0,0;304,0;2,0;8,825658333333335;66,6;133,85990833333335;0,0;-133,85990833333335;8,825658333333335;8,281491666666666;10,0;4200,672600000001;8,281691666666667;4200,3638;0,0;0,0;0,0;0,0
111600;1,4;0,0;0,0;0,0;303,0;3,0;8,8451;66,6;126,81348333333331;0,0;-126,81348333333331;8,8451;8,351825000000002;10,0;4200,672600000001;8,351875000000001;4200,398;0,0;0,0;0,0;0,0
115200;2,3;0,0;10,0;10,0;298,0;2,3;9,067366666666667;66,6;131,7018833333333;40,187999999999995;-91,51374166666666;9,067366666666667;8,766183333333334;10,0;4200,763800000001;8,766183333333334;4200,398;36,474;36,474;0,0;8,215
118800;2,3;0,0;20,0;20,0;305,0;2,0;9,435308333333333;66,59999999999998;144,58011666666667;80,379;-64,20136666666667;9,435308333333333;9,0884;10,0;4200,855;9,0884;4200,588833333333;72,94899999999998;72,94899999999998;0,0;16,43
122400;2,9;0,0;20,0;20,0;312,0;1,8;9,562258333333332;66,59999999999998;137,595275;80,37800000000001;-57,21690833333333;9,562258333333332;9,249208333333334;10,0;4200,855;9,249258333333334;4200,627;72,94799999999998;72,94799999999998;0,0;16,43
126000;3,3;0,0;38,0;38,0;312,0;1,5;9,870808333333335;66,59999999999998;158,04920833333335;152,74300000000002;-5,3056583333333345;9,870808333333335;9,846941666666666;10,0;4200,855;9,847058333333333;4200,627;138,624;138,624;0,0;31,222000000000005
129600;3,7;0,0;36,0;36,0;314,0;2,5;9,982766666666665;66,59999999999998;143,801875;144,7;0,8977583333333332;9,982766666666665;9,989808333333333;10,0;4200,7638;9,98995;4200,7258;131,323;131,323;0,0;29,577
133200;5,0;0,0;76,0;76,0;308,0;2,1;10,652450000000002;66,59999999999998;190,83928333333336;304,495;113,65600833333333;10,652450000000002;11,28685;10,0;4200,7638;11,2869;4201,0801833333335;276,33199999999994;276,33199999999994;0,0;62,237
136800;4,9;0,0;31,0;31,0;311,0;1,5;10,152216666666666;66,59999999999998;131,14239166666667;124,588;-6,554816666666666;10,152216666666666;10,104983333333333;10,0;4200,855;10,105016666666666;4200,7714;113,07100000000001;113,07100000000001;0,0;25,466
140400;4,8;0,0;31,0;31,0;320,0;2,2;9,980616666666666;66,59999999999998;127,31038333333333;124,595;-2,715616666666667;9,980616666666666;9,965649999999998;10,0;4200,855;9,965775;4200,627;113,07699999999998;113,07699999999998;0,0;25,467999999999996
144000;4,9;0,0;8,0;8,0;320,0;1,3;9,658516666666666;66,59999999999998;91,97401666666667;32,14500000000001;-59,8292;9,658516666666666;9,324616666666666;10,0;4200,855;9,324616666666666;4200,627;29,174000000000003;29,174000000000003;0,0;6,571
147600;4,9;0,0;0,0;0,0;320,0;0,5;9,386083333333334;66,6;85,37131666666669;0,0;-85,37131666666669;9,386083333333334;8,966783333333334;10,0;4200,855;8,966691666666666;4200,501050000001;0,0;0,0;0,0;0,0
151200;3,8;0,0;0,0;0,0;310,0;0,5;9,216183333333333;66,6;93,638125;0,0;-93,638125;9,216183333333333;8,815116666666665;10,0;4200,8094;8,815116666666665;4200,4018166666665;0,0;0,0;0,0;0,0
154800;3,8;0,0;0,0;0,0;308,0;1,1;9,180025;66,6;93,45716666666668;0,0;-93,45716666666668;9,180025;8,8003;10,0;4200,672600000001;8,800308333333334;4200,4018166666665;0,0;0,0;0,0;0,0
158400;3,9;0,0;0,0;0,0;308,0;2,2;9,165783333333334;66,6;95,52289166666667;0,0;-95,52289166666667;9,165783333333334;8,775941666666666;10,0;4200,672600000001;8,775991666666666;4200,4018166666665;0,0;0,0;0,0;0,0
162000;3,5;0,0;0,0;0,0;288,0;1,2;9,128449999999999;66,6;100,94330000000002;0,0;-100,94330000000002;9,128449999999999;8,711058333333334;10,0;4200,7182;8,711291666666668;4200,399908333334;0,0;0,0;0,0;0,0
165600;3,2;0,0;0,0;0,0;282,0;2,1;9,084991666666665;66,6;105,26429166666665;0,0;-105,26429166666665;9,084991666666665;8,652833333333334;10,0;4200,855;8,652641666666666;4200,398;0,0;0,0;0,0;0,0
169200;3,0;0,0;0,0;0,0;294,0;1,5;9,079766666666668;66,6;102,57918333333332;0,0;-102,57918333333332;9,079766666666668;8,673233333333336;10,0;4200,855;8,673233333333334;4200,398;0,0;0,0;0,0;0,0
172800;3,8;0,0;0,0;0,0;295,0;4,3;9,147208333333333;66,6;91,26955833333334;0,0;-91,26955833333334;9,147208333333333;8,803933333333333;10,0;4200,855;8,803941666666665;4200,398;0,0;0,0;0,0;0,0
176400;4,5;0,0;0,0;0,0;299,0;2,3;9,237425000000002;66,6;82,67829166666667;0,0;-82,67829166666667;9,237425000000002;8,921541666666666;10,0;4200,763800000001;8,921541666666666;4200,4018166666665;0,0;0,0;0,0;0,0
180000;4,6;0,0;0,0;0,0;313,0;1,8;9,269808333333332;66,6;81,50391666666665;0,0;-81,50391666666665;9,269808333333332;8,946958333333333;10,0;4200,672600000001;8,946758333333333;4200,4018166666665;0,0;0,0;0,0;0,0
183600;4,7;0,0;0,0;0,0;313,0;2,4;9,274441666666668;66,6;82,46441666666665;0,0;-82,46441666666665;9,274441666666668;8,940691666666666;10,0;4200,672600000001;8,940725;4200,4018166666665;0,0;0,0;0,0;0,0
187200;4,5;0,0;0,0;0,0;305,0;2,2;9,242466666666665;66,6;88,58325833333333;0,0;-88,58325833333333;9,242466666666665;8,872383333333334;10,0;4200,763800000001;8,872449999999999;4200,4018166666665;0,0;0,0;0,0;0,0
190800;3,9;0,0;0,0;0,0;303,0;2,5;9,185383333333332;66,6;94,11621666666669;0,0;-94,11621666666669;9,185383333333332;8,79705;10,0;4200,855;8,79705;4200,4018166666665;0,0;0,0;0,0;0,0
194400;3,9;0,0;0,0;0,0;290,0;2,5;9,152025;66,6;98,80924999999999;0,0;-98,80924999999999;9,152025;8,741108333333333;10,0;4200,855;8,741158333333333;4200,4018166666665;0,0;0,0;0,0;0,0
198000;3,2;0,0;0,0;0,0;263,0;2,5;9,132925000000002;66,6;94,43759999999999;0,0;-94,43759999999999;9,132925000000002;8,768658333333333;10,0;4200,855;8,768858333333332;4200,398;0,0;0,0;0,0;0,0
201600;4,8;270,756;10,0;19,0;252,0;3,8;11,138175;66,6;324,3813416666667;605,303;280,92187500000006;11,138175;13,001816666666665;10,0;4200,7182;13,001874999999998;4201,453283333334;64,22;498,234;434,01300000000003;112,215
205200;5,5;391,158;35,0;94,0;264,0;3,8;15,466191666666665;66,59999999999998;553,9665833333333;1447,75;893,7836166666667;15,466191666666665;20,440458333333332;10,0;4200,7638;20,440391666666667;4203,126016666666;329,84200000000004;1372,5219999999997;1042,68;309,127
208800;7,1;676,975;35,0;206,0;268,0;3,2;21,28079166666667;66,59999999999998;912,9169083333334;2643,252;1730,3347416666668;21,28079166666667;30,882516666666668;10,0;4200,8246;30,882450000000002;4205,505233333333;273,184;2576,4010000000003;2303,216;580,27
212400;7,5;620,698;47,0;242,0;262,0;4,6;23,330258333333333;66,59999999999998;986,8579416666666;2828,0119999999997;1841,1541583333333;23,330258333333333;33,477525;10,0;4200,855;33,477325;4206,143433333334;398,721;2779,7890000000007;2381,068;626,079
216000;7,0;140,895;121,0;168,0;276,0;3,2;17,2483;66,59999999999998;511,34364166666666;1231,9630000000002;720,6195666666666;17,2483;21,099533333333337;10,0;4200,855;21,099525000000003;4203,259266666667;625,187;1185,531;560,344;267,011
219600;7,2;167,823;105,0;157,0;286,0;2,5;15,897141666666666;66,59999999999998;493,0399166666666;1297,264;804,2240833333334;15,897141666666666;20,31679166666667;10,0;4200,855;20,316791666666667;4203,141033333333;614,2370000000001;1252,829;638,5919999999999;282,169
223200;6,7;98,289;82,0;106,0;284,0;3,1;13,905024999999998;66,59999999999998;341,0103833333334;786,779;445,7685666666667;13,905024999999998;16,318608333333334;10,0;4200,855;16,318808333333337;4202,166266666666;419,824;748,504;328,68;168,582
226800;6,7;195,271;42,0;69,0;281,0;1,4;13,713875;66,59999999999998;383,89439999999996;896,781;512,8864166666667;13,713875;16,533625;10,0;4200,7638;16,533741666666668;4202,230833333333;340,1979999999999;840,5809999999999;500,38200000000006;189,32
230400;5,3;0,0;8,0;8,0;274,0;1,8;10,442475000000002;66,59999999999998;110,03531666666667;32,139;-77,896075;10,442475000000002;9,957316666666667;10,0;4200,7638;9,957366666666667;4200,7259;29,17;29,17;0,0;6,570000000000001
234000;4,5;0,0;0,0;0,0;260,0;1,1;9,371316666666667;66,6;90,27865;0,0;-90,27865;9,371316666666667;8,915916666666666;10,0;4200,672600000001;8,915916666666666;4200,40945;0,0;0,0;0,0;0,0
237600;3,8;0,0;0,0;0,0;247,0;1,1;9,193891666666667;66,6;96,87041666666667;0,0;-96,87041666666667;9,193891666666667;8,776916666666667;10,0;4200,855;8,776966666666665;4200,4018166666665;0,0;0,0;0,0;0,0
241200;3,4;0,0;0,0;0,0;251,0;1,2;9,135616666666666;66,6;99,02151666666667;0,0;-99,02151666666667;9,135616666666666;8,730616666666666;10,0;4200,855;8,7307;4200,399908333334;0,0;0,0;0,0;0,0
244800;3,6;0,0;0,0;0,0;262,0;2,0;9,102974999999999;66,6;105,40490833333332;0,0;-105,40490833333332;9,102974999999999;8,660658333333332;10,0;4200,855;8,660758333333332;4200,398;0,0;0,0;0,0;0,0
248400;2,5;0,0;0,0;0,0;251,0;1,9;9,002583333333334;66,6;117,229175;0,0;-117,229175;9,002583333333334;8,509808333333334;10,0;4200,855;8,509808333333334;4200,398;0,0;0,0;0,0;0,0
252000;2,2;0,0;0,0;0,0;241,0;1,8;8,947025;66,6;121,54655000000001;0,0;-121,54655000000001;8,947025;8,446116666666667;10,0;4200,672600000001;8,446316666666666;4200,398;0,0;0,0;0,0;0,0
255600;1,8;0,0;0,0;0,0;247,0;1,1;8,900325;66,6;126,97146666666666;0,0;-126,97146666666666;8,900325;8,377033333333333;10,0;4200,672600000001;8,377033333333333;4200,398;0,0;0,0;0,0;0,0
259200;1,4;0,0;0,0;0,0;255,0;1,1;8,844175;66,6;133,98309999999998;0,0;-133,98309999999998;8,844175;8,289591666666666;10,0;4200,672600000001;8,289633333333333;4200,3638;0,0;0,0;0,0;0,0
262800;0,9;0,0;0,0;0,0;252,0;1,2;8,803333333333333;66,6;135,33365;0,0;-135,33365;8,803333333333333;8,258199999999999;10,0;4200,855;8,258199999999999;4200,3638;0,0;0,0;0,0;0,0
266400;1,3;0,0;0,0;0,0;235,0;1,0;8,796991666666667;66,6;139,0379;0,0;-139,0379;8,796991666666667;8,223925;10,0;4200,855;8,224325;4200,3638;0,0;0,0;0,0;0,0
270000;0,2;0,0;0,0;0,0;260,0;1,0;8,693566666666667;66,6;153,2642833333333;0,0;-153,2642833333333;8,693566666666667;8,050583333333336;10,0;4200,855;8,050633333333336;4200,3562;0,0;0,0;0,0;0,0
273600;-0,4;0,0;0,0;0,0;295,0;1,0;8,626125;66,6;156,80548333333334;0,0;-156,80548333333334;8,626125;7,98785;10,0;4200,8094;7,98805;4200,3562;0,0;0,0;0,0;0,0
277200;0,0;0,0;0,0;0,0;290,0;2,4;8,632325000000002;66,6;153,59491666666668;0,0;-153,59491666666668;8,632325000000002;8,019016666666667;10,0;4200,672600000001;8,019216666666667;4200,3562;0,0;0,0;0,0;0,0
280800;0,2;0,0;0,0;0,0;286,0;2,7;8,666841666666667;66,6;147,57206666666667;0,0;-147,57206666666667;8,666841666666667;8,087358333333333;10,0;4200,672600000001;8,087758333333333;4200,3562;0,0;0,0;0,0;0,0
284400;0,7;0,0;0,0;0,0;295,0;1,7;8,731325;66,6;140,565625;0,0;-140,565625;8,731325;8,179075000000001;10,0;4200,7182;8,179125;4200,3562;0,0;0,0;0,0;0,0
288000;0,8;0,0;8,0;8,0;297,0;1,1;8,879091666666666;66,6;148,25447499999996;32,142;-116,113125;8,879091666666666;8,462525;10,0;4200,855;8,462533333333333;4200,398;29,172000000000004;29,172000000000004;0,0;6,57
291600;1,1;0,0;45,0;45,0;299,0;1,0;9,663091666666668;66,59999999999998;194,95631666666665;179,48400000000004;-15,472216666666668;9,663091666666668;9,591241666666667;10,0;4200,855;9,591316666666666;4200,625091666667;162,88100000000003;162,88100000000003;0,0;36,68500000000001
295200;1,9;70,972;111,0;129,0;283,0;0,4;12,356858333333333;66,59999999999998;400,3700416666666;823,8990000000001;423,5293;12,356858333333333;14,725891666666666;10,0;4200,855;14,725925;4201,8349;536,253;777,647;241,39399999999998;175,14599999999996
298800;2,4;19,016;126,0;132,0;259,0;1,3;12,331533333333335;66,59999999999998;359,119275;648,322;289,20311666666663;12,331533333333335;13,908508333333332;10,0;4200,855;13,908441666666667;4201,628783333334;529,015;601,9890000000001;72,974;135,58299999999997
302400;2,6;0,0;60,0;60,0;288,0;1,7;10,652825;66,59999999999998;216,39288333333334;241,164;24,77161666666667;10,652825;10,762566666666666;10,0;4200,7638;10,7627;4200,91605;218,878;218,878;0,0;49,297
306000;2,7;0,0;58,0;58,0;314,0;2,4;10,249525;66,59999999999998;199,9327416666667;233,116;33,183525;10,249525;10,431491666666666;10,0;4200,7638;10,431858333333333;4200,855;211,574;211,574;0,0;47,651999999999994
309600;3,3;0,0;50,0;50,0;308,0;2,8;10,159316666666667;66,59999999999998;183,80644166666664;200,948;17,141133333333332;10,159316666666667;10,251508333333334;10,0;4200,855;10,251574999999999;4200,855;182,378;182,378;0,0;41,07599999999999
313200;3,4;0,0;20,0;20,0;307,0;4,1;9,726208333333332;66,59999999999998;133,155725;80,353;-52,80266666666666;9,726208333333332;9,430233333333332;10,0;4200,855;9,4303;4200,628900000001;72,92800000000001;72,92800000000001;0,0;16,425
316800;4,0;0,0;0,0;0,0;307,0;1,9;9,390183333333335;66,59999999999998;93,75024166666667;0,0;-93,75024166666667;9,390183333333335;8,870883333333333;10,0;4200,855;8,870983333333333;4200,4018166666665;0,0;0,0;0,0;0,0
320400;4,2;0,0;0,0;0,0;301,0;2,6;9,284875;66,6;80,46103333333335;0,0;-80,46103333333335;9,284875;8,961483333333335;10,0;4200,855;8,961733333333335;4200,493416666667;0,0;0,0;0,0;0,0
324000;5,7;0,0;0,0;0,0;305,0;4,7;9,378758333333334;66,6;65,33530833333333;0,0;-65,33530833333333;9,378758333333334;9,139125;10,0;4200,8094;9,139125;4200,596466666667;0,0;0,0;0,0;0,0
327600;5,9;0,0;0,0;0,0;306,0;3,4;9,417458333333334;66,6;65,87355833333332;0,0;-65,87355833333332;9,417458333333334;9,152708333333333;10,0;4200,672600000001;9,152908333333334;4200,5926500000005;0,0;0,0;0,0;0,0
331200;5,5;0,0;0,0;0,0;310,0;2,6;9,386041666666667;66,6;71,62654166666667;0,0;-71,62654166666667;9,386041666666667;9,087425;10,0;4200,672600000001;9,087425;4200,5926500000005;0,0;0,0;0,0;0,0
334800;5,1;0,0;0,0;0,0;308,0;1,8;9,343525000000001;66,6;76,33873333333334;0,0;-76,33873333333334;9,343525000000001;9,026308333333333;10,0;4200,7182;9,026308333333333;4200,585016666667;0,0;0,0;0,0;0,0
338400;5,0;0,0;0,0;0,0;293,0;3,9;9,33145;66,6;74,13998333333333;0,0;-74,13998333333333;9,33145;9,039391666666667;10,0;4200,855;9,039391666666667;4200,585016666667;0,0;0,0;0,0;0,0
342000;5,5;0,0;0,0;0,0;285,0;2,5;9,372025;66,6;69,84998333333333;0,0;-69,84998333333333;9,372025;9,096691666666665;10,0;4200,855;9,096691666666665;4200,585016666667;0,0;0,0;0,0;0,0
345600;5,3;0,0;0,0;0,0;278,0;2,1;9,335191666666667;66,6;80,05022499999998;0,0;-80,05022499999998;9,335191666666667;8,990974999999999;10,0;4200,855;8,990775;4200,493416666667;0,0;0,0;0,0;0,0
349200;4,1;0,0;0,0;0,0;259,0;2,0;9,217683333333332;66,6;94,04456666666667;0,0;-94,04456666666667;9,217683333333332;8,812841666666667;10,0;4200,8094;8,812841666666667;4200,4018166666665;0,0;0,0;0,0;0,0
352800;3,5;0,0;0,0;0,0;232,0;0,8;9,138266666666667;66,6;101,31090000000002;0,0;-101,31090000000002;9,138266666666667;8,7122;10,0;4200,672600000001;8,712299999999999;4200,4018166666665;0,0;0,0;0,0;0,0
356400;3,0;0,0;0,0;0,0;226,0;0,9;9,081058333333335;66,6;105,90929166666665;0,0;-105,90929166666665;9,081058333333335;8,645191666666665;10,0;4200,672600000001;8,645241666666667;4200,398;0,0;0,0;0,0;0,0
360000;2,9;0,0;0,0;0,0;244,0;0,5;9,0603;66,6;107,13775833333335;0,0;-107,13775833333335;9,0603;8,624966666666666;10,0;4200,7182;8,624975;4200,398;0,0;0,0;0,0;0,0
363600;2,8;0,0;0,0;0,0;269,0;0,9;9,04315;66,6;108,888975;0,0;-108,888975;9,04315;8,60165;10,0;4200,855;8,602066666666666;4200,398;0,0;0,0;0,0;0,0
367200;2,7;0,0;0,0;0,0;288,0;0,7;9,033299999999999;66,6;109,57592499999998;0,0;-109,57592499999998;9,033299999999999;8,591133333333334;10,0;4200,855;8,591133333333334;4200,398;0,0;0,0;0,0;0,0
370800;2,8;0,0;0,0;0,0;297,0;1,7;9,026916666666665;66,6;110,55549166666667;0,0;-110,55549166666667;9,026916666666665;8,579366666666667;10,0;4200,855;8,579566666666667;4200,398;0,0;0,0;0,0;0,0
374400;2,7;0,0;5,0;5,0;302,0;2,0;9,102875;66,6;113,91005;20,054;-93,85543333333335;9,102875;8,760891666666666;10,0;4200,8094;8,760891666666666;4200,398;18,207000000000004;18,207000000000004;0,0;4,101
378000;3,4;0,0;23,0;23,0;301,0;2,2;9,570699999999999;66,59999999999998;133,83205;92,276;-41,55574166666667;9,570699999999999;9,349575;10,0;4200,7638;9,349691666666667;4200,627;83,775;83,775;0,0;18,867999999999995
381600;3,6;0,0;35,0;35,0;305,0;1,3;9,879833333333334;66,59999999999998;147,62373333333332;140,43399999999997;-7,19005;9,879833333333334;9,8445;10,0;4200,7638;9,8445;4200,627;127,49599999999998;127,49599999999998;0,0;28,715
385200;4,1;0,0;49,0;49,0;308,0;1,9;10,173725;66,59999999999998;163,24144166666665;196,628;33,38679166666667;10,173725;10,361241666666666;10,0;4200,855;10,361358333333333;4200,855;178,512;178,512;0,0;40,206
388800;4,3;0,0;63,0;63,0;302,0;1,1;10,4622;66,59999999999998;180,63114166666665;252,82899999999998;72,19792500000001;10,4622;10,862591666666667;10,0;4200,855;10,8627;4200,855;229,535;229,535;0,0;51,697
392400;4,6;0,0;76,0;76,0;302,0;1,7;10,723858333333332;66,59999999999998;197,86414166666665;304,297;106,43279166666666;10,723858333333332;11,311575;10,0;4200,855;11,311716666666667;4201,0801833333335;276,252;276,252;0,0;62,219
396000;4,6;0,0;54,0;54,0;314,0;0,9;10,462558333333334;66,59999999999998;167,176125;216,69;49,513549999999995;10,462558333333334;10,728774999999999;10,0;4200,855;10,728975;4200,855;196,726;196,726;0,0;44,308
399600;4,6;0,0;36,0;36,0;327,0;1,4;10,113108333333335;66,59999999999998;140,60323333333335;144,444;3,841191666666667;10,113108333333335;10,129275;10,0;4200,855;10,129341666666665;4200,855;131,137;131,137;0,0;29,535
403200;4,5;0,0;4,0;4,0;329,0;1,5;9,568891666666667;66,59999999999998;94,31484166666667;16,041;-78,27384166666666;9,568891666666667;9,130975;10,0;4200,7638;9,131041666666667;4200,6041000000005;14,563000000000002;14,563000000000002;0,0;3,28
406800;4,4;0,0;0,0;0,0;317,0;1,3;9,348816666666668;66,6;78,41304166666667;0,0;-78,41304166666667;9,348816666666668;9,009016666666666;10,0;4200,672600000001;9,009416666666667;4200,539216666668;0,0;0,0;0,0;0,0
410400;5,5;0,0;0,0;0,0;309,0;1,6;9,371983333333331;66,6;70,04919166666666;0,0;-70,04919166666666;9,371983333333331;9,09495;10,0;4200,672600000001;9,095;4200,5926500000005;0,0;0,0;0,0;0,0
