timestep;MW Solar
7576200;49,65
7577100;49,65
7578000;49,65
7578900;49,65
7579800;49,65
7580700;49,65
7581600;49,65
7582500;49,65
7583400;49,65
7584300;49,65
7585200;49,65
7586100;49,65
7587000;49,65
7587900;49,65
7588800;49,65
7589700;49,65
7590600;49,65
7591500;49,65
7592400;49,65
7593300;49,65
7594200;49,65
7595100;49,65
7596000;49,65
7596900;49,65
7597800;49,65
7598700;49,65
7599600;49,65
7600500;49,65
7601400;49,65
7602300;49,65
7603200;49,65
7604100;49,65
7605000;49,65
7605900;49,65
7606800;49,65
7607700;49,65
7608600;49,65
7609500;49,65
7610400;49,65
7611300;49,65
7612200;49,65
7613100;49,65
7614000;49,65
7614900;49,65
7615800;49,65
7616700;49,65
7617600;49,65
7618500;49,65
7619400;49,65
7620300;49,65
7621200;49,65
7622100;49,65
7623000;49,65
7623900;49,65
7624800;49,65
7625700;49,65
7626600;49,65
7627500;49,65
7628400;49,65
7629300;49,65
7630200;49,65
7631100;49,65
7632000;49,65
7632900;49,65
7633800;49,65
7634700;49,65
7635600;49,65
7636500;49,65
7637400;49,65
7638300;49,65
7639200;49,65
7640100;49,65
7641000;49,65
7641900;49,65
7642800;49,65
7643700;49,65
7644600;49,65
7645500;49,65
7646400;49,65
7647300;49,65
7648200;49,65
7649100;49,65
7650000;49,65
7650900;49,65
7651800;49,65
7652700;49,65
7653600;49,65
7654500;49,65
7655400;49,65
7656300;49,65
7657200;49,65
7658100;49,65
7659000;49,65
7659900;49,65
7660800;49,65
7661700;49,65
7662600;49,65
7663500;49,65
7664400;49,65
7665300;49,65
7666200;49,65
7667100;49,65
7668000;49,65
7668900;49,65
7669800;49,65
7670700;49,65
7671600;49,65
7672500;49,65
7673400;49,65
7674300;49,65
7675200;49,65
7676100;49,65
7677000;49,65
7677900;49,65
7678800;49,65
7679700;49,65
7680600;49,65
7681500;49,65
7682400;49,65
7683300;49,65
7684200;49,65
7685100;49,65
7686000;49,65
7686900;49,65
7687800;49,65
7688700;49,65
7689600;49,65
7690500;49,65
7691400;49,65
7692300;49,65
7693200;49,65
7694100;49,65
7695000;49,65
7695900;49,65
7696800;49,65
7697700;49,65
7698600;49,65
7699500;49,65
7700400;49,65
7701300;49,65
7702200;49,65
7703100;49,65
7704000;49,65
7704900;49,65
7705800;49,65
7706700;49,65
7707600;49,65
7708500;49,65
7709400;49,65
7710300;49,65
7711200;49,65
7712100;49,65
7713000;49,65
7713900;49,65
7714800;49,65
7715700;49,65
7716600;49,65
7717500;49,65
7718400;49,65
7719300;49,65
7720200;49,65
7721100;49,65
7722000;49,65
7722900;49,65
7723800;49,65
7724700;49,65
7725600;49,65
7726500;49,65
7727400;49,65
7728300;49,65
7729200;49,65
7730100;49,65
7731000;49,65
7731900;49,65
7732800;49,65
7733700;49,65
7734600;49,65
7735500;49,65
7736400;49,65
7737300;49,65
7738200;49,65
7739100;49,65
7740000;49,65
7740900;49,65
7741800;49,65
7742700;49,65
7743600;49,65
7744500;49,65
7745400;49,65
7746300;49,65
7747200;49,65
7748100;49,65
7749000;49,65
7749900;49,65
7750800;49,65
7751700;49,65
7752600;49,65
7753500;49,65
7754400;49,65
7755300;49,65
7756200;49,65
7757100;49,65
7758000;49,65
7758900;49,65
7759800;49,65
7760700;49,65
7761600;49,65
7762500;49,65
7763400;49,65
7764300;49,65
7765200;49,65
7766100;49,65
7767000;49,65
7767900;49,65
7768800;49,65
7769700;49,65
7770600;49,65
7771500;49,65
7772400;49,65
7773300;49,65
7774200;49,65
7775100;49,65
7776000;49,65
7776900;49,65
7777800;49,65
7778700;49,65
7779600;49,65
7780500;49,65
7781400;49,65
7782300;49,65
7783200;49,65
7784100;49,65
7785000;49,65
7785900;49,65
7786800;49,65
7787700;49,65
7788600;49,65
7789500;49,65
7790400;49,65
7791300;49,65
7792200;49,65
7793100;49,65
7794000;49,65
7794900;49,65
7795800;49,65
7796700;49,65
7797600;49,65
7798500;49,65
7799400;49,65
7800300;49,65
7801200;49,65
7802100;49,65
7803000;49,65
7803900;49,65
7804800;49,65
7805700;49,65
7806600;49,65
7807500;49,65
7808400;49,65
7809300;49,65
7810200;49,65
7811100;49,65
7812000;49,65
7812900;49,65
7813800;49,65
7814700;49,65
7815600;49,65
7816500;49,65
7817400;49,65
7818300;49,65
7819200;49,65
7820100;49,65
7821000;49,65
7821900;49,65
7822800;49,65
7823700;49,65
7824600;49,65
7825500;49,65
7826400;49,65
7827300;49,65
7828200;49,65
7829100;49,65
7830000;49,65
7830900;49,65
7831800;49,65
7832700;49,65
7833600;49,65
7834500;49,65
7835400;49,65
7836300;49,65
7837200;49,65
7838100;49,65
7839000;49,65
7839900;49,65
7840800;49,65
7841700;49,65
7842600;49,65
7843500;49,65
7844400;49,65
7845300;49,65
7846200;49,65
7847100;49,65
7848000;49,65
7848900;49,65
7849800;49,65
7850700;49,65
7851600;49,65
7852500;49,65
7853400;49,65
7854300;49,65
7855200;49,65
7856100;49,65
7857000;49,65
7857900;49,65
7858800;49,65
7859700;49,65
7860600;49,65
7861500;49,65
7862400;37,95
7863300;37,95
7864200;37,95
7865100;37,95
7866000;37,95
7866900;37,95
7867800;37,95
7868700;37,95
7869600;37,95
7870500;37,95
7871400;37,95
7872300;37,95
7873200;37,95
7874100;37,95
7875000;37,95
7875900;37,95
7876800;37,95
7877700;37,95
7878600;37,95
7879500;37,95
7880400;37,95
7881300;37,95
7882200;37,95
7883100;37,95
7884000;37,95
7884900;37,95
7885800;37,95
7886700;37,95
7887600;37,95
7888500;37,95
7889400;37,95
7890300;37,95
7891200;37,95
7892100;37,95
7893000;37,95
7893900;37,95
7894800;37,95
7895700;37,95
7896600;37,95
7897500;37,95
7898400;37,95
7899300;37,95
7900200;37,95
7901100;37,95
7902000;37,95
7902900;37,95
7903800;37,95
7904700;37,95
7905600;37,95
7906500;37,95
7907400;37,95
7908300;37,95
7909200;37,95
7910100;37,95
7911000;37,95
7911900;37,95
7912800;37,95
7913700;37,95
7914600;37,95
7915500;37,95
7916400;37,95
7917300;37,95
7918200;37,95
7919100;37,95
7920000;37,95
7920900;37,95
7921800;37,95
7922700;37,95
7923600;37,95
7924500;37,95
7925400;37,95
7926300;37,95
7927200;37,95
7928100;37,95
7929000;37,95
7929900;37,95
7930800;37,95
7931700;37,95
7932600;37,95
7933500;37,95
7934400;37,95
7935300;37,95
7936200;37,95
7937100;37,95
7938000;37,95
7938900;37,95
7939800;37,95
7940700;37,95
7941600;37,95
7942500;37,95
7943400;37,95
7944300;37,95
7945200;37,95
7946100;37,95
7947000;37,95
7947900;37,95
7948800;37,95
7949700;37,95
7950600;37,95
7951500;37,95
7952400;37,95
7953300;37,95
7954200;37,95
7955100;37,95
7956000;37,95
7956900;37,95
7957800;37,95
7958700;37,95
7959600;37,95
7960500;37,95
7961400;37,95
7962300;37,95
7963200;37,95
7964100;37,95
7965000;37,95
7965900;37,95
7966800;37,95
7967700;37,95
7968600;37,95
7969500;37,95
7970400;37,95
7971300;37,95
7972200;37,95
7973100;37,95
7974000;37,95
7974900;37,95
7975800;37,95
7976700;37,95
7977600;37,95
7978500;37,95
7979400;37,95
7980300;37,95
7981200;37,95
7982100;37,95
7983000;37,95
7983900;37,95
7984800;37,95
7985700;37,95
7986600;37,95
7987500;37,95
7988400;37,95
7989300;37,95
7990200;37,95
7991100;37,95
7992000;37,95
7992900;37,95
7993800;37,95
7994700;37,95
7995600;37,95
7996500;37,95
7997400;37,95
7998300;37,95
7999200;37,95
8000100;37,95
8001000;37,95
8001900;37,95
8002800;37,95
8003700;37,95
8004600;37,95
8005500;37,95
8006400;37,95
8007300;37,95
8008200;37,95
8009100;37,95
8010000;37,95
8010900;37,95
8011800;37,95
8012700;37,95
8013600;37,95
8014500;37,95
8015400;37,95
8016300;37,95
8017200;37,95
8018100;37,95
8019000;37,95
8019900;37,95
8020800;37,95
8021700;37,95
8022600;37,95
8023500;37,95
8024400;37,95
8025300;37,95
8026200;37,95
8027100;37,95
8028000;37,95
8028900;37,95
8029800;37,95
8030700;37,95
8031600;37,95
8032500;37,95
8033400;37,95
8034300;37,95
8035200;37,95
8036100;37,95
8037000;37,95
8037900;37,95
8038800;37,95
8039700;37,95
8040600;37,95
8041500;37,95
8042400;37,95
8043300;37,95
8044200;37,95
8045100;37,95
8046000;37,95
8046900;37,95
8047800;37,95
8048700;37,95
8049600;37,95
8050500;37,95
8051400;37,95
8052300;37,95
8053200;37,95
8054100;37,95
8055000;37,95
8055900;37,95
8056800;37,95
8057700;37,95
8058600;37,95
8059500;37,95
8060400;37,95
8061300;37,95
8062200;37,95
8063100;37,95
8064000;37,95
8064900;37,95
8065800;37,95
8066700;37,95
8067600;37,95
8068500;37,95
8069400;37,95
8070300;37,95
8071200;37,95
8072100;37,95
8073000;37,95
8073900;37,95
8074800;37,95
8075700;37,95
8076600;37,95
8077500;37,95
8078400;37,95
8079300;37,95
8080200;37,95
8081100;37,95
8082000;37,95
8082900;37,95
8083800;37,95
8084700;37,95
8085600;37,95
8086500;37,95
8087400;37,95
8088300;37,95
8089200;37,95
8090100;37,95
8091000;37,95
8091900;37,95
8092800;37,95
8093700;37,95
8094600;37,95
8095500;37,95
8096400;37,95
8097300;37,95
8098200;37,95
8099100;37,95
8100000;37,95
8100900;37,95
8101800;37,95
8102700;37,95
8103600;37,95
8104500;37,95
8105400;37,95
8106300;37,95
8107200;37,95
8108100;37,95
8109000;37,95
8109900;37,95
8110800;37,95
8111700;37,95
8112600;37,95
8113500;37,95
8114400;37,95
8115300;37,95
8116200;37,95
8117100;37,95
8118000;37,95
8118900;37,95
8119800;37,95
8120700;37,95
8121600;37,95
8122500;37,95
8123400;37,95
8124300;37,95
8125200;37,95
8126100;37,95
8127000;37,95
8127900;37,95
8128800;37,95
8129700;37,95
8130600;37,95
8131500;37,95
8132400;37,95
8133300;37,95
8134200;37,95
8135100;37,95
8136000;37,95
8136900;37,95
8137800;37,95
8138700;37,95
8139600;37,95
8140500;37,95
8141400;37,95
8142300;37,95
8143200;37,95
8144100;37,95
8145000;37,95
8145900;37,95
8146800;37,95
8147700;37,95
8148600;37,95
8149500;37,95
8150400;37,95
8151300;37,95
8152200;37,95
8153100;37,95
8154000;37,95
8154900;37,95
8155800;37,95
8156700;37,95
8157600;37,95
8158500;37,95
8159400;37,95
8160300;37,95
8161200;37,95
8162100;37,95
8163000;37,95
8163900;37,95
8164800;37,95
8165700;37,95
8166600;37,95
8167500;37,95
8168400;37,95
8169300;37,95
8170200;37,95
8171100;37,95
8172000;37,95
8172900;37,95
8173800;37,95
8174700;37,95
8175600;37,95
8176500;37,95
8177400;37,95
8178300;37,95
8179200;37,95
8180100;37,95
8181000;37,95
8181900;37,95
8182800;37,95
8183700;37,95
8184600;37,95
8185500;37,95
8186400;37,95
8187300;37,95
8188200;37,95
8189100;37,95
8190000;37,95
8190900;37,95
8191800;37,95
8192700;37,95
8193600;37,95
8194500;37,95
8195400;37,95
8196300;37,95
8197200;37,95
8198100;37,95
8199000;37,95
8199900;37,95
8200800;37,95
8201700;37,95
8202600;37,95
8203500;37,95
8204400;37,95
8205300;37,95
8206200;37,95
8207100;37,95
8208000;37,95
8208900;37,95
8209800;37,95
8210700;37,95
8211600;37,95
8212500;37,95
8213400;37,95
8214300;37,95
8215200;37,95
8216100;37,95
8217000;37,95
8217900;37,95
8218800;37,95
8219700;37,95
8220600;37,95
8221500;37,95
8222400;37,95
8223300;37,95
8224200;37,95
8225100;37,95
8226000;37,95
8226900;37,95
8227800;37,95
8228700;37,95
8229600;37,95
8230500;37,95
8231400;37,95
8232300;37,95
8233200;37,95
8234100;37,95
8235000;37,95
8235900;37,95
8236800;37,95
8237700;37,95
8238600;37,95
8239500;37,95
8240400;37,95
8241300;37,95
8242200;37,95
8243100;37,95
8244000;37,95
8244900;37,95
8245800;37,95
8246700;37,95
8247600;37,95
8248500;37,95
8249400;37,95
8250300;37,95
8251200;37,95
8252100;37,95
8253000;37,95
8253900;37,95
8254800;37,95
8255700;37,95
8256600;37,95
8257500;37,95
8258400;37,95
8259300;37,95
8260200;37,95
8261100;37,95
8262000;37,95
8262900;37,95
8263800;37,95
8264700;37,95
8265600;37,95
8266500;37,95
8267400;37,95
8268300;37,95
8269200;37,95
8270100;37,95
8271000;37,95
8271900;37,95
8272800;37,95
8273700;37,95
8274600;37,95
8275500;37,95
8276400;37,95
8277300;37,95
8278200;37,95
8279100;37,95
8280000;37,95
8280900;37,95
8281800;37,95
8282700;37,95
8283600;37,95
8284500;37,95
8285400;37,95
8286300;37,95
8287200;37,95
8288100;37,95
8289000;37,95
8289900;37,95
8290800;37,95
8291700;37,95
8292600;37,95
8293500;37,95
8294400;37,95
8295300;37,95
8296200;37,95
8297100;37,95
8298000;37,95
8298900;37,95
8299800;37,95
8300700;37,95
8301600;37,95
8302500;37,95
8303400;37,95
8304300;37,95
8305200;37,95
8306100;37,95
8307000;37,95
8307900;37,95
8308800;37,95
8309700;37,95
8310600;37,95
8311500;37,95
8312400;37,95
8313300;37,95
8314200;37,95
8315100;37,95
8316000;37,95
8316900;37,95
8317800;37,95
8318700;37,95
8319600;37,95
8320500;37,95
8321400;37,95
8322300;37,95
8323200;37,95
8324100;37,95
8325000;37,95
8325900;37,95
8326800;37,95
8327700;37,95
8328600;37,95
8329500;37,95
8330400;37,95
8331300;37,95
8332200;37,95
8333100;37,95
8334000;37,95
8334900;37,95
8335800;37,95
8336700;37,95
8337600;37,95
8338500;37,95
8339400;37,95
8340300;37,95
8341200;37,95
8342100;37,95
8343000;37,95
8343900;37,95
8344800;37,95
8345700;37,95
8346600;37,95
8347500;37,95
8348400;37,95
8349300;37,95
8350200;37,95
8351100;37,95
8352000;37,95
8352900;37,95
8353800;37,95
8354700;37,95
8355600;37,95
8356500;37,95
8357400;37,95
8358300;37,95
8359200;37,95
8360100;37,95
8361000;37,95
8361900;37,95
8362800;37,95
8363700;37,95
8364600;37,95
8365500;37,95
8366400;37,95
8367300;37,95
8368200;37,95
8369100;37,95
8370000;37,95
8370900;37,95
8371800;37,95
8372700;37,95
8373600;37,95
8374500;37,95
8375400;37,95
8376300;37,95
8377200;37,95
8378100;37,95
8379000;37,95
8379900;37,95
8380800;37,95
8381700;37,95
8382600;37,95
8383500;37,95
8384400;37,95
8385300;37,95
8386200;37,95
8387100;37,95
8388000;37,95
8388900;37,95
8389800;37,95
8390700;37,95
8391600;37,95
8392500;37,95
8393400;37,95
8394300;37,95
8395200;37,95
8396100;37,95
8397000;37,95
8397900;37,95
8398800;37,95
8399700;37,95
8400600;37,95
8401500;37,95
8402400;37,95
8403300;37,95
8404200;37,95
8405100;37,95
8406000;37,95
8406900;37,95
8407800;37,95
8408700;37,95
8409600;37,95
8410500;37,95
8411400;37,95
8412300;37,95
8413200;37,95
8414100;37,95
8415000;37,95
8415900;37,95
8416800;37,95
8417700;37,95
8418600;37,95
8419500;37,95
8420400;37,95
8421300;37,95
8422200;37,95
8423100;37,95
8424000;37,95
8424900;37,95
8425800;37,95
8426700;37,95
8427600;37,95
8428500;37,95
8429400;37,95
8430300;37,95
8431200;37,95
8432100;37,95
8433000;37,95
8433900;37,95
8434800;37,95
8435700;37,95
8436600;37,95
8437500;37,95
8438400;37,95
8439300;37,95
8440200;37,95
8441100;37,95
8442000;37,95
8442900;37,95
8443800;37,95
8444700;37,95
8445600;37,95
8446500;37,95
8447400;37,95
8448300;37,95
8449200;37,95
8450100;37,95
8451000;37,95
8451900;37,95
8452800;37,95
8453700;37,95
8454600;37,95
8455500;37,95
8456400;37,95
8457300;37,95
8458200;37,95
8459100;37,95
8460000;37,95
8460900;37,95
8461800;37,95
8462700;37,95
8463600;37,95
8464500;37,95
8465400;37,95
8466300;37,95
8467200;37,95
8468100;37,95
8469000;37,95
8469900;37,95
8470800;37,95
8471700;37,95
8472600;37,95
8473500;37,95
8474400;37,95
8475300;37,95
8476200;37,95
8477100;37,95
8478000;37,95
8478900;37,95
8479800;37,95
8480700;37,95
8481600;37,95
8482500;37,95
8483400;37,95
8484300;37,95
8485200;37,95
8486100;37,95
8487000;37,95
8487900;37,95
8488800;37,95
8489700;37,95
8490600;37,95
8491500;37,95
8492400;37,95
8493300;37,95
8494200;37,95
8495100;37,95
8496000;37,95
8496900;37,95
8497800;37,95
8498700;37,95
8499600;37,95
8500500;37,95
8501400;37,95
8502300;37,95
8503200;37,95
8504100;37,95
8505000;37,95
8505900;37,95
8506800;37,95
8507700;37,95
8508600;37,95
8509500;37,95
8510400;37,95
8511300;37,95
8512200;37,95
8513100;37,95
8514000;37,95
8514900;37,95
8515800;37,95
8516700;37,95
8517600;37,95
8518500;37,95
8519400;37,95
8520300;37,95
8521200;37,95
8522100;37,95
8523000;37,95
8523900;37,95
8524800;37,95
8525700;37,95
8526600;37,95
8527500;37,95
8528400;37,95
8529300;37,95
8530200;37,95
8531100;37,95
8532000;37,95
8532900;37,95
8533800;37,95
8534700;37,95
8535600;37,95
8536500;37,95
8537400;37,95
8538300;37,95
8539200;37,95
8540100;37,95
8541000;37,95
8541900;37,95
8542800;37,95
8543700;37,95
8544600;37,95
8545500;37,95
8546400;37,95
8547300;37,95
8548200;37,95
8549100;37,95
8550000;37,95
8550900;37,95
8551800;37,95
8552700;37,95
8553600;37,95
8554500;37,95
8555400;37,95
8556300;37,95
8557200;37,95
8558100;37,95
8559000;37,95
8559900;37,95
8560800;37,95
8561700;37,95
8562600;37,95
8563500;37,95
8564400;37,95
8565300;37,95
8566200;37,95
8567100;37,95
8568000;37,95
8568900;37,95
8569800;37,95
8570700;37,95
8571600;37,95
8572500;37,95
8573400;37,95
8574300;37,95
8575200;37,95
8576100;37,95
8577000;37,95
8577900;37,95
8578800;37,95
8579700;37,95
8580600;37,95
8581500;37,95
8582400;37,95
8583300;37,95
8584200;37,95
8585100;37,95
8586000;37,95
8586900;37,95
8587800;37,95
8588700;37,95
8589600;37,95
8590500;37,95
8591400;37,95
8592300;37,95
8593200;37,95
8594100;37,95
8595000;37,95
8595900;37,95
8596800;37,95
8597700;37,95
8598600;37,95
8599500;37,95
8600400;37,95
8601300;37,95
8602200;37,95
8603100;37,95
8604000;37,95
8604900;37,95
8605800;37,95
8606700;37,95
8607600;37,95
8608500;37,95
8609400;37,95
8610300;37,95
8611200;37,95
8612100;37,95
8613000;37,95
8613900;37,95
8614800;37,95
8615700;37,95
8616600;37,95
8617500;37,95
8618400;37,95
8619300;37,95
8620200;37,95
8621100;37,95
8622000;37,95
8622900;37,95
8623800;37,95
8624700;37,95
8625600;37,95
8626500;37,95
8627400;37,95
8628300;37,95
8629200;37,95
8630100;37,95
8631000;37,95
8631900;37,95
8632800;37,95
8633700;37,95
8634600;37,95
8635500;37,95
8636400;37,95
8637300;37,95
8638200;37,95
8639100;37,95
8640000;37,95
8640900;37,95
8641800;37,95
8642700;37,95
8643600;37,95
8644500;37,95
8645400;37,95
8646300;37,95
8647200;37,95
8648100;37,95
8649000;37,95
8649900;37,95
8650800;37,95
8651700;37,95
8652600;37,95
8653500;37,95
8654400;37,95
8655300;37,95
8656200;37,95
8657100;37,95
8658000;37,95
8658900;37,95
8659800;37,95
8660700;37,95
8661600;37,95
8662500;37,95
8663400;37,95
8664300;37,95
8665200;37,95
8666100;37,95
8667000;37,95
8667900;37,95
8668800;37,95
8669700;37,95
8670600;37,95
8671500;37,95
8672400;37,95
8673300;37,95
8674200;37,95
8675100;37,95
8676000;37,95
8676900;37,95
8677800;37,95
8678700;37,95
8679600;37,95
8680500;37,95
8681400;37,95
8682300;37,95
8683200;37,95
8684100;37,95
8685000;37,95
8685900;37,95
8686800;37,95
8687700;37,95
8688600;37,95
8689500;37,95
8690400;37,95
8691300;37,95
8692200;37,95
8693100;37,95
8694000;37,95
8694900;37,95
8695800;37,95
8696700;37,95
8697600;37,95
8698500;37,95
8699400;37,95
8700300;37,95
8701200;37,95
8702100;37,95
8703000;37,95
8703900;37,95
8704800;37,95
8705700;37,95
8706600;37,95
8707500;37,95
8708400;37,95
8709300;37,95
8710200;37,95
8711100;37,95
8712000;37,95
8712900;37,95
8713800;37,95
8714700;37,95
8715600;37,95
8716500;37,95
8717400;37,95
8718300;37,95
8719200;37,95
8720100;37,95
8721000;37,95
8721900;37,95
8722800;37,95
8723700;37,95
8724600;37,95
8725500;37,95
8726400;37,95
8727300;37,95
8728200;37,95
8729100;37,95
8730000;37,95
8730900;37,95
8731800;37,95
8732700;37,95
8733600;37,95
8734500;37,95
8735400;37,95
8736300;37,95
8737200;37,95
8738100;37,95
8739000;37,95
8739900;37,95
8740800;37,95
8741700;37,95
8742600;37,95
8743500;37,95
8744400;37,95
8745300;37,95
8746200;37,95
8747100;37,95
8748000;37,95
8748900;37,95
8749800;37,95
8750700;37,95
8751600;37,95
8752500;37,95
8753400;37,95
8754300;37,95
8755200;37,95
8756100;37,95
8757000;37,95
8757900;37,95
8758800;37,95
8759700;37,95
8760600;37,95
8761500;37,95
8762400;37,95
8763300;37,95
8764200;37,95
8765100;37,95
8766000;37,95
8766900;37,95
8767800;37,95
8768700;37,95
8769600;37,95
8770500;37,95
8771400;37,95
8772300;37,95
8773200;37,95
8774100;37,95
8775000;37,95
8775900;37,95
8776800;37,95
8777700;37,95
8778600;37,95
8779500;37,95
8780400;37,95
8781300;37,95
8782200;37,95
8783100;37,95
8784000;37,95
8784900;37,95
8785800;37,95
8786700;37,95
8787600;37,95
8788500;37,95
8789400;37,95
8790300;37,95
8791200;37,95
8792100;37,95
8793000;37,95
8793900;37,95
8794800;37,95
8795700;37,95
8796600;37,95
8797500;37,95
8798400;37,95
8799300;37,95
8800200;37,95
8801100;37,95
8802000;37,95
8802900;37,95
8803800;37,95
8804700;37,95
8805600;37,95
8806500;37,95
8807400;37,95
8808300;37,95
8809200;37,95
8810100;37,95
8811000;37,95
8811900;37,95
8812800;37,95
8813700;37,95
8814600;37,95
8815500;37,95
8816400;37,95
8817300;37,95
8818200;37,95
8819100;37,95
8820000;37,95
8820900;37,95
8821800;37,95
8822700;37,95
8823600;37,95
8824500;37,95
8825400;37,95
8826300;37,95
8827200;37,95
8828100;37,95
8829000;37,95
8829900;37,95
8830800;37,95
8831700;37,95
8832600;37,95
8833500;37,95
8834400;37,95
8835300;37,95
8836200;37,95
8837100;37,95
8838000;37,95
8838900;37,95
8839800;37,95
8840700;37,95
8841600;37,95
8842500;37,95
8843400;37,95
8844300;37,95
8845200;37,95
8846100;37,95
8847000;37,95
8847900;37,95
8848800;37,95
8849700;37,95
8850600;37,95
8851500;37,95
8852400;37,95
8853300;37,95
8854200;37,95
8855100;37,95
8856000;37,95
8856900;37,95
8857800;37,95
8858700;37,95
8859600;37,95
8860500;37,95
8861400;37,95
8862300;37,95
8863200;37,95
8864100;37,95
8865000;37,95
8865900;37,95
8866800;37,95
8867700;37,95
8868600;37,95
8869500;37,95
8870400;37,95
8871300;37,95
8872200;37,95
8873100;37,95
8874000;37,95
8874900;37,95
8875800;37,95
8876700;37,95
8877600;37,95
8878500;37,95
8879400;37,95
8880300;37,95
8881200;37,95
8882100;37,95
8883000;37,95
8883900;37,95
8884800;37,95
8885700;37,95
8886600;37,95
8887500;37,95
8888400;37,95
8889300;37,95
8890200;37,95
8891100;37,95
8892000;37,95
8892900;37,95
8893800;37,95
8894700;37,95
8895600;37,95
8896500;37,95
8897400;37,95
8898300;37,95
8899200;37,95
8900100;37,95
8901000;37,95
8901900;37,95
8902800;37,95
8903700;37,95
8904600;37,95
8905500;37,95
8906400;37,95
8907300;37,95
8908200;37,95
8909100;37,95
8910000;37,95
8910900;37,95
8911800;37,95
8912700;37,95
8913600;37,95
8914500;37,95
8915400;37,95
8916300;37,95
8917200;37,95
8918100;37,95
8919000;37,95
8919900;37,95
8920800;37,95
8921700;37,95
8922600;37,95
8923500;37,95
8924400;37,95
8925300;37,95
8926200;37,95
8927100;37,95
8928000;37,95
8928900;37,95
8929800;37,95
8930700;37,95
8931600;37,95
8932500;37,95
8933400;37,95
8934300;37,95
8935200;37,95
8936100;37,95
8937000;37,95
8937900;37,95
8938800;37,95
8939700;37,95
8940600;37,95
8941500;37,95
8942400;37,95
8943300;37,95
8944200;37,95
8945100;37,95
8946000;37,95
8946900;37,95
8947800;37,95
8948700;37,95
8949600;37,95
8950500;37,95
8951400;37,95
8952300;37,95
8953200;37,95
8954100;37,95
8955000;37,95
8955900;37,95
8956800;37,95
8957700;37,95
8958600;37,95
8959500;37,95
8960400;37,95
8961300;37,95
8962200;37,95
8963100;37,95
8964000;37,95
8964900;37,95
8965800;37,95
8966700;37,95
8967600;37,95
8968500;37,95
8969400;37,95
8970300;37,95
8971200;37,95
8972100;37,95
8973000;37,95
8973900;37,95
8974800;37,95
8975700;37,95
8976600;37,95
8977500;37,95
8978400;37,95
8979300;37,95
8980200;37,95
8981100;37,95
8982000;37,95
8982900;37,95
8983800;37,95
8984700;37,95
8985600;37,95
8986500;37,95
8987400;37,95
8988300;37,95
8989200;37,95
8990100;37,95
8991000;37,95
8991900;37,95
8992800;37,95
8993700;37,95
8994600;37,95
8995500;37,95
8996400;37,95
8997300;37,95
8998200;37,95
8999100;37,95
9000000;37,95
9000900;37,95
9001800;37,95
9002700;37,95
9003600;37,95
9004500;37,95
9005400;37,95
9006300;37,95
9007200;37,95
9008100;37,95
9009000;37,95
9009900;37,95
9010800;37,95
9011700;37,95
9012600;37,95
9013500;37,95
9014400;37,95
9015300;37,95
9016200;37,95
9017100;37,95
9018000;37,95
9018900;37,95
9019800;37,95
9020700;37,95
9021600;37,95
9022500;37,95
9023400;37,95
9024300;37,95
9025200;37,95
9026100;37,95
9027000;37,95
9027900;37,95
9028800;37,95
9029700;37,95
9030600;37,95
9031500;37,95
9032400;37,95
9033300;37,95
9034200;37,95
9035100;37,95
9036000;37,95
9036900;37,95
9037800;37,95
9038700;37,95
9039600;37,95
9040500;37,95
9041400;37,95
9042300;37,95
9043200;37,95
9044100;37,95
9045000;37,95
9045900;37,95
9046800;37,95
9047700;37,95
9048600;37,95
9049500;37,95
9050400;37,95
9051300;37,95
9052200;37,95
9053100;37,95
9054000;37,95
9054900;37,95
9055800;37,95
9056700;37,95
9057600;37,95
9058500;37,95
9059400;37,95
9060300;37,95
9061200;37,95
9062100;37,95
9063000;37,95
9063900;37,95
9064800;37,95
9065700;37,95
9066600;37,95
9067500;37,95
9068400;37,95
9069300;37,95
9070200;37,95
9071100;37,95
9072000;37,95
9072900;37,95
9073800;37,95
9074700;37,95
9075600;37,95
9076500;37,95
9077400;37,95
9078300;37,95
9079200;37,95
9080100;37,95
9081000;37,95
9081900;37,95
9082800;37,95
9083700;37,95
9084600;37,95
9085500;37,95
9086400;37,95
9087300;37,95
9088200;37,95
9089100;37,95
9090000;37,95
9090900;37,95
9091800;37,95
9092700;37,95
9093600;37,95
9094500;37,95
9095400;37,95
9096300;37,95
9097200;37,95
9098100;37,95
9099000;37,95
9099900;37,95
9100800;37,95
9101700;37,95
9102600;37,95
9103500;37,95
9104400;37,95
9105300;37,95
9106200;37,95
9107100;37,95
9108000;37,95
9108900;37,95
9109800;37,95
9110700;37,95
9111600;37,95
9112500;37,95
9113400;37,95
9114300;37,95
9115200;37,95
9116100;37,95
9117000;37,95
9117900;37,95
9118800;37,95
9119700;37,95
9120600;37,95
9121500;37,95
9122400;37,95
9123300;37,95
9124200;37,95
9125100;37,95
9126000;37,95
9126900;37,95
9127800;37,95
9128700;37,95
9129600;37,95
9130500;37,95
9131400;37,95
9132300;37,95
9133200;37,95
9134100;37,95
9135000;37,95
9135900;37,95
9136800;37,95
9137700;37,95
9138600;37,95
9139500;37,95
9140400;37,95
9141300;37,95
9142200;37,95
9143100;37,95
9144000;37,95
9144900;37,95
9145800;37,95
9146700;37,95
9147600;37,95
9148500;37,95
