"Date";"Kernenergie";"Braunkohle";"Steinkohle";"Gas";"Sonstige Konventionelle";"Photovoltaik";"Wind";"Wasserkraft";"Biomasse";"Sonstige Erneuerbare";"Missing Data";"Anteil Erneuerbare";"Missing Data Line"
"2024-01-01T00:00:00.000Z";"850,774";"2.502,616";"1.190,91";"2.614,108";"1.129,602";"1,753";"26.344,04";"1.608,669";"2.895,082";"63,244";"0";"78,87";"0"
"2024-01-01T01:00:00.000Z";"711,615";"2.461,772";"1.158,659";"2.591,704";"1.067,288";"1,727";"25.759,93";"1.561,369";"2.841,547";"63,094";"0";"79,1";"0"
"2024-01-01T02:00:00.000Z";"601,875";"2.501,492";"1.161,066";"2.619,252";"998,186";"1,738";"25.145,856";"1.548,878";"2.844,392";"65,844";"0";"78,99";"0"
"2024-01-01T03:00:00.000Z";"536,524";"2.517,773";"1.172,973";"2.593,222";"852,158";"1,547";"24.964,42";"1.555,277";"2.851,653";"69,43";"0";"79,34";"0"
"2024-01-01T04:00:00.000Z";"434,36";"2.541,639";"1.187,356";"2.642,057";"808,505";"1,567";"25.252,4";"1.569,195";"2.911,784";"68,901";"0";"79,66";"0"
"2024-01-01T05:00:00.000Z";"584,141";"2.548,592";"1.176,974";"2.639,421";"820,068";"1,748";"24.819,64";"1.518,388";"2.919,854";"69,456";"0";"79,07";"0"
"2024-01-01T06:00:00.000Z";"448,782";"2.579,768";"1.207,307";"2.663,087";"806,766";"2,995";"25.422,936";"1.472,218";"3.029,232";"69,705";"0";"79,57";"0"
"2024-01-01T07:00:00.000Z";"513,984";"2.556,724";"1.188,151";"2.636,924";"665,504";"378,264";"25.814,323";"1.482,877";"3.065,189";"69,277";"0";"80,3";"0"
"2024-01-01T08:00:00.000Z";"361,456";"2.598,062";"1.190,178";"2.600,439";"607,059";"2.718,318";"25.589,511";"1.495,908";"3.113,232";"71,256";"0";"81,77";"0"
"2024-01-01T09:00:00.000Z";"257,981";"2.619,294";"1.218,875";"2.604,771";"544,178";"5.383,235";"25.508,644";"1.448,859";"3.069,312";"64,876";"0";"83,05";"0"
"2024-01-01T10:00:00.000Z";"241,556";"2.607,164";"1.279,75";"2.610,839";"565,585";"6.888,927";"26.353,474";"1.511,834";"3.139,606";"62,794";"0";"83,87";"0"
"2024-01-01T11:00:00.000Z";"475,764";"2.664,806";"1.314,705";"2.718,125";"696,187";"6.724,573";"26.892,718";"1.553,506";"3.163,539";"67,017";"0";"83";"0"
"2024-01-01T12:00:00.000Z";"837,427";"2.684,161";"1.324,188";"2.732,293";"818,005";"5.768,462";"26.654,801";"1.637,787";"3.171";"66,208";"0";"81,63";"0"
"2024-01-01T13:00:00.000Z";"1.358,833";"2.846,192";"1.351,703";"2.864,981";"1.289,583";"4.068,869";"26.467,33";"1.768,977";"3.259,111";"63,108";"0";"78,59";"0"
"2024-01-01T14:00:00.000Z";"2.167,847";"2.950,757";"1.433,624";"3.084,921";"1.851,351";"1.654,12";"26.738,981";"1.979,02";"3.454,587";"69,19";"0";"74,7";"0"
"2024-01-01T15:00:00.000Z";"2.662,164";"3.030,322";"1.552,686";"3.708,17";"2.422,229";"250,371";"27.796,579";"2.155,101";"3.667,295";"76,419";"0";"71,75";"0"
"2024-01-01T16:00:00.000Z";"2.585,649";"3.216,055";"1.675,949";"4.082,577";"3.648,053";"50,064";"29.205,191";"2.215,734";"3.825,715";"85,95";"0";"69,95";"0"
"2024-01-01T17:00:00.000Z";"2.697,74";"3.183,88";"1.694,151";"4.026,773";"4.702,523";"14,47";"28.217,309";"2.245,196";"3.815,938";"81,628";"0";"67,84";"0"
"2024-01-01T18:00:00.000Z";"2.614,081";"3.313,356";"1.736,276";"3.872,001";"3.630,542";"1,903";"28.143,064";"2.306,257";"3.896,073";"74,438";"0";"69,43";"0"
"2024-01-01T19:00:00.000Z";"3.106,016";"3.298,27";"1.672,976";"3.731,557";"1.984,387";"1,88";"27.565,6";"2.299,241";"3.786,929";"74,257";"0";"70,99";"0"
"2024-01-01T20:00:00.000Z";"3.041,526";"3.208,039";"1.629,638";"3.747,911";"1.534,756";"2,115";"26.323,507";"2.281,087";"3.731,705";"78,084";"0";"71,14";"0"
"2024-01-01T21:00:00.000Z";"3.056,222";"3.215,412";"1.516,804";"3.626,113";"1.438,836";"1,859";"25.237,637";"2.290,595";"3.624,979";"81,307";"0";"70,86";"0"
"2024-01-01T22:00:00.000Z";"2.834,447";"3.202,701";"1.409,44";"3.582,756";"1.170,905";"2,081";"23.368,227";"2.253,742";"3.546,589";"89,294";"0";"70,59";"0"
"2024-01-01T23:00:00.000Z";"2.891,797";"2.920,769";"1.288,616";"3.492,092";"1.015,891";"2,212";"21.654,436";"2.099,259";"3.326,12";"78,31";"0";"70,07";"0"
"2024-01-02T00:00:00.000Z";"2.990,318";"2.812,372";"1.252,645";"3.353,462";"981,491";"1,726";"20.642,913";"2.125,234";"3.213,004";"68,889";"0";"69,6";"0"
"2024-01-02T01:00:00.000Z";"2.737,181";"2.796,781";"1.267,309";"3.439,183";"1.190,132";"2,151";"20.585,63";"2.110,373";"3.197,928";"72,305";"0";"69,45";"0"
"2024-01-02T02:00:00.000Z";"2.537,378";"2.694,299";"1.294,425";"3.427,972";"1.106,461";"2,093";"21.511,551";"1.958,044";"3.113,464";"67,69";"0";"70,69";"0"
"2024-01-02T03:00:00.000Z";"2.479,502";"2.675,032";"1.321,827";"3.532,183";"1.195,747";"1,674";"23.434,323";"1.956,39";"3.115,682";"63,53";"0";"71,85";"0"
"2024-01-02T04:00:00.000Z";"2.387,436";"2.693,899";"1.375,427";"3.899,278";"1.322,164";"1,904";"25.978,828";"1.964,579";"3.171,108";"63,482";"0";"72,77";"0"
"2024-01-02T05:00:00.000Z";"2.902,446";"2.787,914";"1.521,715";"4.505,587";"1.295,927";"2,221";"29.538,403";"2.132,223";"3.416,996";"73,973";"0";"73";"0"
"2024-01-02T06:00:00.000Z";"3.120,466";"2.865,364";"1.635,459";"5.315,273";"1.968,758";"2,546";"32.185,329";"2.244,436";"3.654,555";"81,582";"0";"71,93";"0"
"2024-01-02T07:00:00.000Z";"3.208,273";"2.962,503";"1.744,761";"6.235,988";"2.354,912";"69,815";"33.839,24";"2.270,293";"3.816,034";"95,02";"0";"70,85";"0"
"2024-01-02T08:00:00.000Z";"3.194,409";"3.263,759";"1.790,087";"6.690,741";"3.168,646";"567,91";"33.397,91";"2.438,73";"3.878,776";"108,564";"0";"69,06";"0"
"2024-01-02T09:00:00.000Z";"3.369,541";"3.635,793";"1.850,169";"6.935,452";"2.396,375";"1.471,612";"33.784,568";"2.547,222";"3.985,057";"117,354";"0";"69,75";"0"
"2024-01-02T10:00:00.000Z";"3.816,657";"4.075,096";"1.909,13";"7.156,778";"2.858,786";"2.354,123";"32.463,153";"2.720,833";"4.055,085";"125,132";"0";"67,81";"0"
"2024-01-02T11:00:00.000Z";"3.496,551";"4.455,482";"1.896,776";"7.265,708";"4.125,893";"2.925,745";"30.810,92";"2.765,864";"4.015,624";"124,981";"0";"65,69";"0"
"2024-01-02T12:00:00.000Z";"3.981,941";"4.450,702";"2.006,134";"7.247,123";"3.550,712";"2.634,912";"30.363,037";"2.801,145";"4.050,887";"124,782";"0";"65,32";"0"
"2024-01-02T13:00:00.000Z";"3.814,453";"4.589,057";"1.914,035";"7.202,37";"4.743,579";"1.502,144";"29.670,593";"2.716,338";"4.022,079";"124,382";"0";"63,09";"0"
"2024-01-02T14:00:00.000Z";"3.829,143";"4.324,182";"1.940,893";"7.448,811";"5.297,127";"512,731";"30.069,773";"2.946,312";"4.155,045";"125,025";"0";"62,35";"0"
"2024-01-02T15:00:00.000Z";"3.344,114";"4.335,901";"1.926,511";"7.589,959";"5.857,67";"81,423";"31.829,184";"2.712,48";"4.212,926";"123,869";"0";"62,84";"0"
"2024-01-02T16:00:00.000Z";"3.230,042";"4.240,19";"1.960,463";"7.648,585";"4.761,338";"30,088";"35.170,664";"2.529,341";"4.283,048";"125,287";"0";"65,88";"0"
"2024-01-02T17:00:00.000Z";"2.835,719";"4.145,124";"1.878,955";"7.342,487";"3.747,81";"13,8";"37.040,771";"2.377,258";"4.173,001";"123,163";"0";"68,68";"0"
"2024-01-02T18:00:00.000Z";"2.704,779";"3.631,703";"1.746,731";"6.679,371";"2.622,455";"2,159";"37.999,927";"2.373,653";"3.927,681";"114,439";"0";"71,88";"0"
"2024-01-02T19:00:00.000Z";"2.327,399";"3.209,183";"1.641,239";"5.637,857";"2.009,872";"2,066";"37.899,917";"2.159,594";"3.654,343";"102,134";"0";"74,73";"0"
"2024-01-02T20:00:00.000Z";"1.915,244";"2.845,815";"1.553,044";"4.877,345";"1.418,519";"2,201";"37.214,191";"1.933,854";"3.438,879";"88,816";"0";"77,2";"0"
"2024-01-02T21:00:00.000Z";"1.359,763";"2.870,313";"1.500,068";"4.151,615";"1.169,328";"2,176";"36.241,359";"1.790,247";"3.337,751";"79,528";"0";"78,96";"0"
"2024-01-02T22:00:00.000Z";"1.046,871";"2.818,321";"1.414,011";"3.624,699";"858,655";"1,885";"34.876,535";"1.667,099";"3.154,982";"70,127";"0";"80,3";"0"
"2024-01-02T23:00:00.000Z";"1.517,03";"2.631,486";"1.389,206";"3.358,024";"770,091";"1,842";"32.076,627";"1.732,784";"3.034,311";"59,736";"0";"79,25";"0"
"2024-01-03T00:00:00.000Z";"1.527,911";"2.518,884";"1.319,321";"3.168,573";"771,536";"1,787";"30.812,785";"1.653,957";"2.918,194";"55,082";"0";"79,21";"0"
"2024-01-03T01:00:00.000Z";"1.026,835";"2.510,556";"1.296,63";"3.193,337";"677,038";"1,77";"30.496,678";"1.562,898";"2.872,18";"57,022";"0";"80,09";"0"
"2024-01-03T02:00:00.000Z";"1.142,108";"2.499,252";"1.307,324";"3.177,379";"672,239";"1,775";"30.679,022";"1.634,086";"2.884,084";"57,561";"0";"80,04";"0"
"2024-01-03T03:00:00.000Z";"1.237,647";"2.534,567";"1.344,511";"3.259,301";"718,943";"1,803";"31.743,55";"1.654,385";"2.932,433";"57,657";"0";"80,01";"0"
"2024-01-03T04:00:00.000Z";"2.110,556";"2.539,705";"1.380,318";"3.557,358";"918,933";"1,608";"33.089,257";"1.756,051";"2.977,762";"55,987";"0";"78,29";"0"
"2024-01-03T05:00:00.000Z";"1.818,803";"2.666,71";"1.515,543";"4.069,347";"851,543";"2,095";"38.299,592";"1.754,066";"3.180,65";"57,675";"0";"79,86";"0"
"2024-01-03T06:00:00.000Z";"1.816,53";"2.829,146";"1.719,144";"4.758,274";"1.031,269";"1,949";"41.242,875";"1.834,601";"3.473,56";"68,201";"0";"79,33";"0"
"2024-01-03T07:00:00.000Z";"1.924,383";"2.926,104";"1.788,652";"5.459,757";"1.725,049";"324,522";"41.773,998";"1.906,915";"3.652,536";"78,772";"0";"77,55";"0"
"2024-01-03T08:00:00.000Z";"1.671,823";"3.079,245";"1.791,191";"5.749,298";"1.706,711";"2.286,029";"41.192,907";"1.647,124";"3.656,995";"87,553";"0";"77,74";"0"
"2024-01-03T09:00:00.000Z";"1.535,534";"2.903,487";"1.766,889";"5.568,723";"1.268,316";"4.639,651";"40.622,941";"1.779,466";"3.512,509";"93,699";"0";"79,53";"0"
"2024-01-03T10:00:00.000Z";"1.546,885";"2.889,405";"1.760,548";"5.421,207";"1.126,03";"5.727,376";"41.214,46";"1.798,405";"3.491,835";"91,705";"0";"80,42";"0"
"2024-01-03T11:00:00.000Z";"1.615,27";"2.900,974";"1.753,599";"5.357,988";"923,751";"6.143,274";"41.010,262";"1.803,917";"3.487,452";"97,505";"0";"80,72";"0"
"2024-01-03T12:00:00.000Z";"1.764,642";"2.972,635";"1.722,449";"5.572,121";"1.023,43";"5.803,911";"39.501,826";"1.791,101";"3.452,091";"100,906";"0";"79,51";"0"
"2024-01-03T13:00:00.000Z";"2.093,338";"2.923,999";"1.764,081";"5.673,592";"845,987";"4.127,657";"39.537,645";"1.918,538";"3.558,19";"97,969";"0";"78,74";"0"
"2024-01-03T14:00:00.000Z";"2.607,999";"3.142,046";"1.811,52";"6.100,643";"1.547,327";"1.727,65";"39.213,04";"2.092,245";"3.735,715";"102,331";"0";"75,51";"0"
"2024-01-03T15:00:00.000Z";"2.650,207";"3.792,867";"1.949,225";"6.737,772";"3.501,711";"193,875";"37.771,047";"2.101,253";"3.911,076";"104,733";"0";"70,3";"0"
"2024-01-03T16:00:00.000Z";"2.633,78";"4.538,759";"2.157,924";"7.120,728";"4.965,433";"35,185";"37.313,47";"2.145,739";"4.154,4";"115,478";"0";"67,15";"0"
"2024-01-03T17:00:00.000Z";"2.305,988";"4.918,941";"2.226,051";"7.279,66";"5.148,928";"13,724";"36.589,636";"2.331,664";"4.279,858";"119,086";"0";"66,46";"0"
"2024-01-03T18:00:00.000Z";"2.430,079";"4.664,591";"2.168,614";"7.213,793";"4.428,597";"2,584";"35.446,521";"2.315,341";"4.286,037";"119,542";"0";"66,87";"0"
"2024-01-03T19:00:00.000Z";"2.665,308";"4.179,017";"1.943,684";"6.747,603";"3.591,063";"2,009";"33.688,129";"2.247,468";"4.052,482";"115,847";"0";"67,72";"0"
"2024-01-03T20:00:00.000Z";"3.021,197";"3.633,487";"1.876,063";"6.108,477";"2.253,936";"1,986";"33.113,851";"2.226,743";"3.895,37";"110,314";"0";"69,98";"0"
"2024-01-03T21:00:00.000Z";"2.879,337";"3.381,123";"1.804,107";"5.632,299";"1.907,191";"2,206";"31.583,439";"2.160,528";"3.791,126";"104,388";"0";"70,71";"0"
"2024-01-03T22:00:00.000Z";"2.143,478";"3.256,157";"1.694,639";"5.037,915";"1.415,001";"2,344";"30.348,796";"1.928,392";"3.558,023";"94,297";"0";"72,63";"0"
"2024-01-03T23:00:00.000Z";"2.213,736";"3.077,259";"1.517,211";"4.308,921";"795,688";"2,241";"29.568,501";"1.927,512";"3.309,75";"85,709";"0";"74,56";"0"
"2024-01-04T00:00:00.000Z";"2.182,313";"2.968,894";"1.427,94";"3.879,888";"704,368";"1,731";"29.406,027";"1.880,84";"3.170,15";"74,87";"0";"75,58";"0"
"2024-01-04T01:00:00.000Z";"2.032,697";"2.945,008";"1.372,768";"3.694,535";"678,258";"1,885";"29.333,915";"1.853,504";"3.060,572";"73,537";"0";"76,21";"0"
"2024-01-04T02:00:00.000Z";"1.974,876";"3.070,636";"1.380,607";"3.667,906";"656,474";"1,885";"29.667,875";"1.878,885";"3.057,13";"74,662";"0";"76,35";"0"
"2024-01-04T03:00:00.000Z";"2.104,606";"3.159,34";"1.422,974";"3.727,172";"668,045";"1,916";"30.544,806";"1.856,939";"3.134,501";"73,804";"0";"76,28";"0"
"2024-01-04T04:00:00.000Z";"2.162,133";"3.407,572";"1.543,451";"4.509,754";"731,557";"1,977";"31.627,989";"1.854,683";"3.265,358";"85,591";"0";"74,89";"0"
"2024-01-04T05:00:00.000Z";"1.971,604";"4.412,464";"1.736,146";"6.113,441";"1.010,415";"2,364";"33.253,635";"1.962,728";"3.615,3";"95,837";"0";"71,87";"0"
"2024-01-04T06:00:00.000Z";"2.132,787";"6.404,749";"1.975,628";"7.478,918";"1.241,031";"2,199";"34.320,282";"2.236,604";"3.943,279";"110,34";"0";"67,87";"0"
"2024-01-04T07:00:00.000Z";"2.027,556";"7.582,518";"2.173,053";"8.290,687";"1.802,591";"207,794";"34.224,513";"2.806,702";"4.279,112";"138,184";"0";"65,58";"0"
"2024-01-04T08:00:00.000Z";"2.267,927";"8.001,109";"2.282,415";"8.855,565";"1.920,976";"1.800,77";"32.588,913";"2.736,708";"4.252,034";"149,991";"0";"64,04";"0"
"2024-01-04T09:00:00.000Z";"2.375,177";"8.018,971";"2.443,38";"8.921,613";"1.688,128";"3.996,881";"31.223,753";"2.967,733";"4.190,738";"151,589";"0";"64,47";"0"
"2024-01-04T10:00:00.000Z";"2.504,259";"8.128,796";"2.619,79";"8.505,081";"2.636,73";"5.628,08";"28.832,024";"3.137,738";"4.050,902";"131,062";"0";"63,15";"0"
"2024-01-04T11:00:00.000Z";"3.048,336";"8.547,903";"2.762,17";"9.157,576";"2.052,913";"6.508,206";"26.884,351";"3.062,968";"4.068,404";"118,775";"0";"61,4";"0"
"2024-01-04T12:00:00.000Z";"3.477,028";"9.122,484";"2.923,248";"9.739,601";"2.397,896";"6.111,339";"24.096,848";"3.287,661";"4.058,935";"116,403";"0";"57,68";"0"
"2024-01-04T13:00:00.000Z";"3.717,584";"9.975,69";"3.354,3";"10.279,087";"2.959,185";"4.661,151";"21.683,53";"3.447,226";"4.125,869";"117,36";"0";"52,93";"0"
"2024-01-04T14:00:00.000Z";"4.215,485";"10.755,547";"4.016,447";"11.879,94";"3.895,014";"2.095,338";"18.750,701";"3.691,744";"4.205,58";"119,708";"0";"45,38";"0"
"2024-01-04T15:00:00.000Z";"4.344,476";"11.305,914";"4.360,949";"12.791,409";"5.821,984";"283,117";"16.470,034";"4.526,165";"4.369,658";"140,974";"0";"40,06";"0"
"2024-01-04T16:00:00.000Z";"4.315,197";"11.717,136";"4.632,189";"14.076,97";"7.599,573";"54,229";"14.242,272";"4.981,981";"4.543,439";"155,313";"0";"36,18";"0"
"2024-01-04T17:00:00.000Z";"3.834,522";"12.137,491";"4.610,523";"15.019,538";"8.165,132";"18,468";"11.713,315";"5.175,736";"4.603,215";"180,968";"0";"33,16";"0"
"2024-01-04T18:00:00.000Z";"4.217,765";"12.483,955";"4.538,527";"15.032,611";"6.644,275";"3,065";"10.901,831";"5.217,75";"4.740,407";"180,714";"0";"32,93";"0"
"2024-01-04T19:00:00.000Z";"4.589,351";"12.414,924";"4.174,35";"13.952,447";"4.744,2";"2,483";"10.806,477";"4.791,451";"4.568,206";"179,696";"0";"33,82";"0"
"2024-01-04T20:00:00.000Z";"4.464,936";"12.081,987";"3.736,257";"13.905,521";"2.914,406";"2,456";"10.835,377";"4.367,135";"4.454,198";"183,374";"0";"34,88";"0"
"2024-01-04T21:00:00.000Z";"4.302,437";"11.318,763";"3.595,816";"11.938,117";"2.172,149";"2,434";"11.939,626";"4.185,819";"4.330,475";"180,092";"0";"38,28";"0"
"2024-01-04T22:00:00.000Z";"4.291,552";"10.693,474";"2.974,536";"9.475,101";"1.977,774";"2,669";"12.537,547";"4.196,601";"4.223,627";"176,093";"0";"41,85";"0"
"2024-01-04T23:00:00.000Z";"3.951,346";"9.661,648";"2.407,578";"8.754,314";"1.797,499";"2,586";"13.328,617";"3.324,334";"3.921,241";"169,619";"0";"43,88";"0"
"2024-01-05T00:00:00.000Z";"4.072,052";"8.600,421";"2.193,561";"7.767,401";"1.396,02";"2,222";"14.692,133";"3.081,437";"3.695,423";"160,466";"0";"47,41";"0"
"2024-01-05T01:00:00.000Z";"3.975,983";"7.842,907";"1.994,949";"7.111,093";"1.447,973";"2,076";"15.795,743";"2.776,705";"3.427,767";"147,29";"0";"49,78";"0"
"2024-01-05T02:00:00.000Z";"3.728,545";"7.569,858";"1.999,289";"6.808,918";"1.386,981";"1,813";"17.192,674";"2.606,381";"3.362,94";"142,005";"0";"52,05";"0"
"2024-01-05T03:00:00.000Z";"3.561,238";"7.520,97";"1.981,472";"6.997,174";"1.401,327";"1,821";"18.528,224";"2.559,094";"3.394,7";"136,655";"0";"53,45";"0"
"2024-01-05T04:00:00.000Z";"3.208,853";"7.773,919";"2.117,343";"7.493,585";"1.546,831";"2,099";"20.323,89";"2.508,067";"3.451,701";"115,346";"0";"54,41";"0"
"2024-01-05T05:00:00.000Z";"3.339,136";"8.545,495";"2.377,272";"8.433,033";"1.596,506";"1,962";"22.480,412";"2.752,676";"3.673,739";"114,414";"0";"54,46";"0"
"2024-01-05T06:00:00.000Z";"2.948,836";"10.288,779";"2.848,099";"9.337,733";"2.161,528";"2,506";"24.276,877";"2.830,177";"3.929,417";"125,312";"0";"53,07";"0"
"2024-01-05T07:00:00.000Z";"2.667,42";"11.087,323";"3.234,801";"9.935,485";"2.076,055";"222,286";"25.871,121";"2.859,478";"4.138,863";"141,917";"0";"53,42";"0"
"2024-01-05T08:00:00.000Z";"2.282,268";"11.185,588";"3.374,96";"9.798,9";"1.726,618";"1.810,565";"26.542,217";"2.830,084";"4.131,561";"149,282";"0";"55,58";"0"
"2024-01-05T09:00:00.000Z";"1.885,132";"11.172,412";"3.106,188";"9.478,617";"1.591,861";"4.177,265";"26.353,856";"2.715,123";"3.996,395";"150,026";"0";"57,88";"0"
"2024-01-05T10:00:00.000Z";"1.718,393";"10.742,055";"2.796,315";"9.402,878";"1.481,25";"5.946,458";"26.507,913";"2.713,017";"3.935,193";"150,776";"0";"60,04";"0"
"2024-01-05T11:00:00.000Z";"1.993,905";"10.582,605";"2.801,362";"9.761,22";"1.451,842";"5.842,729";"26.192,549";"2.531,999";"3.832,065";"146,043";"0";"59,19";"0"
"2024-01-05T12:00:00.000Z";"2.195,912";"10.065,911";"2.874,04";"9.882,661";"1.878,664";"4.543,4";"25.968,996";"2.444,253";"3.828,984";"144,19";"0";"57,88";"0"
"2024-01-05T13:00:00.000Z";"2.297,318";"10.054,946";"3.004,956";"10.369,363";"1.815,651";"3.015,102";"25.728,25";"2.430,779";"3.893,598";"143,935";"0";"56,13";"0"
"2024-01-05T14:00:00.000Z";"2.915,964";"10.196,786";"3.218,889";"10.747,769";"1.977,998";"1.277,847";"24.990,389";"2.818,126";"4.006,094";"143,254";"0";"53,37";"0"
"2024-01-05T15:00:00.000Z";"3.096,394";"10.445,458";"3.318,704";"10.947,194";"3.203,06";"197,362";"24.630,269";"3.279,997";"4.114,16";"142,748";"0";"51,09";"0"
"2024-01-05T16:00:00.000Z";"3.219,97";"10.587,838";"3.543,567";"11.016,555";"4.845,494";"47,133";"24.596,238";"3.535,902";"4.179,205";"142,551";"0";"49,48";"0"
"2024-01-05T17:00:00.000Z";"2.939,157";"10.824,262";"3.571,274";"11.127,584";"4.397,56";"14";"24.969,455";"3.414,92";"4.222,116";"146,198";"0";"49,95";"0"
"2024-01-05T18:00:00.000Z";"2.272,18";"11.396,055";"3.549,725";"10.987,16";"3.492,238";"3,375";"24.696,942";"2.953,743";"4.176,378";"148,1";"0";"50,24";"0"
"2024-01-05T19:00:00.000Z";"2.176,182";"11.538,292";"3.459,805";"10.543,409";"1.962,251";"2,437";"23.528,743";"2.634,692";"4.055,467";"142,568";"0";"50,59";"0"
"2024-01-05T20:00:00.000Z";"2.316,951";"11.573,808";"2.890,578";"9.316,079";"1.372,718";"2,377";"22.844,162";"2.467,384";"3.979,448";"137,783";"0";"51,74";"0"
"2024-01-05T21:00:00.000Z";"2.404,231";"11.279,189";"2.563,075";"8.604,823";"1.228,469";"2,378";"21.783,317";"2.479,995";"3.882,31";"139,663";"0";"52,05";"0"
"2024-01-05T22:00:00.000Z";"2.437,693";"10.125,827";"2.144,437";"8.311,906";"1.085,588";"2,635";"20.188,3";"2.609,754";"3.850,912";"144,829";"0";"52,66";"0"
"2024-01-05T23:00:00.000Z";"2.524,169";"9.250,153";"1.971,15";"8.197,969";"1.211,806";"2,624";"18.399,389";"2.590,513";"3.738,101";"141,892";"0";"51,81";"0"
"2024-01-06T00:00:00.000Z";"3.029,619";"8.997,857";"1.840,817";"7.849,738";"1.065,953";"2,124";"16.929,166";"2.743,886";"3.669,331";"150,614";"0";"50,79";"0"
"2024-01-06T01:00:00.000Z";"3.377,162";"8.801,614";"1.733,543";"7.588,523";"1.031,136";"2,123";"16.063,01";"2.905,74";"3.618,693";"161,594";"0";"50,27";"0"
"2024-01-06T02:00:00.000Z";"3.711,866";"8.545,359";"1.722,281";"7.612,938";"1.013,242";"2,183";"15.390,553";"2.883,357";"3.596,201";"153,813";"0";"49,38";"0"
"2024-01-06T03:00:00.000Z";"3.926,648";"8.655,578";"1.691,666";"7.700,502";"964,69";"2,234";"15.097,339";"2.921,981";"3.599,745";"160,053";"0";"48,73";"0"
"2024-01-06T04:00:00.000Z";"3.943,809";"8.992,027";"1.737,426";"7.833,754";"1.012,553";"2,23";"14.874,162";"2.822,669";"3.666,053";"170,676";"0";"47,82";"0"
"2024-01-06T05:00:00.000Z";"3.804,111";"9.315,485";"1.802,043";"8.031,41";"1.067,563";"2,462";"14.825,953";"2.906,145";"3.739,896";"175,253";"0";"47,43";"0"
"2024-01-06T06:00:00.000Z";"3.151,359";"10.195,479";"2.096,521";"8.799,545";"997,782";"5,296";"15.024,911";"2.930,248";"3.930,845";"175,721";"0";"46,67";"0"
"2024-01-06T07:00:00.000Z";"3.307,807";"11.735,493";"2.360,03";"9.353,954";"1.323,984";"145,683";"15.575,822";"2.822,563";"4.093,864";"174,4";"0";"44,85";"0"
"2024-01-06T08:00:00.000Z";"3.609,978";"12.297,403";"2.581,161";"9.833,353";"1.461,285";"1.186,413";"16.085,033";"2.980,98";"4.235,209";"169,22";"0";"45,32";"0"
"2024-01-06T09:00:00.000Z";"3.871,136";"12.246,709";"2.802,461";"9.950,994";"1.701,233";"2.519,881";"15.880,225";"3.041,456";"4.241,162";"170,871";"0";"45,84";"0"
"2024-01-06T10:00:00.000Z";"3.836,929";"12.461,874";"3.150,399";"9.964,391";"2.090,818";"3.300,261";"15.662,346";"3.312,721";"4.251,763";"168,921";"0";"45,89";"0"
"2024-01-06T11:00:00.000Z";"4.180,955";"12.366,833";"3.160,965";"9.920,545";"2.011,111";"3.535,512";"15.738,36";"3.311,361";"4.170,194";"168,407";"0";"46";"0"
"2024-01-06T12:00:00.000Z";"4.357,59";"12.202,892";"2.988,165";"9.816,574";"2.021,141";"3.039,675";"15.599,025";"3.232,124";"4.075,153";"159,8";"0";"45,43";"0"
"2024-01-06T13:00:00.000Z";"4.428,39";"12.068,456";"2.964,659";"9.686,113";"2.507,783";"2.006,908";"15.764,325";"3.262,223";"4.041,06";"156,744";"0";"44,38";"0"
"2024-01-06T14:00:00.000Z";"4.546,088";"12.131,349";"3.030,51";"10.032,384";"2.313,036";"930,01";"16.177,803";"3.485,636";"4.153,169";"164,734";"0";"43,75";"0"
"2024-01-06T15:00:00.000Z";"4.559,833";"11.970,876";"3.188,76";"10.264,479";"3.188,436";"254,837";"16.192,153";"3.679,934";"4.273,737";"165,959";"0";"42,57";"0"
"2024-01-06T16:00:00.000Z";"4.683,569";"11.846,856";"3.411,071";"10.306,93";"4.429,995";"75,808";"16.115,606";"4.450,495";"4.271,645";"183,225";"0";"42,01";"0"
"2024-01-06T17:00:00.000Z";"4.135,024";"12.029,592";"3.258,059";"10.440,846";"4.721,344";"18,049";"16.234,895";"4.491,907";"4.322,77";"193,719";"0";"42,24";"0"
"2024-01-06T18:00:00.000Z";"3.988,273";"12.252,04";"3.202,79";"10.351,268";"2.988,622";"2,702";"16.409,884";"4.462,482";"4.350,908";"199,762";"0";"43,71";"0"
"2024-01-06T19:00:00.000Z";"4.044,457";"11.932,438";"2.627,063";"10.052,531";"1.839,001";"2,352";"16.496,453";"3.738,492";"4.156,785";"186,515";"0";"44,66";"0"
"2024-01-06T20:00:00.000Z";"3.536,045";"11.859,935";"2.473,529";"9.767,528";"1.360,557";"2,292";"16.071,963";"3.391,426";"4.007,839";"187,292";"0";"44,96";"0"
"2024-01-06T21:00:00.000Z";"3.534";"11.712,234";"2.356,341";"9.376,669";"1.226,798";"2,058";"15.646,731";"3.472,344";"3.888,906";"189,572";"0";"45,16";"0"
"2024-01-06T22:00:00.000Z";"3.017,12";"11.100,091";"2.107,47";"8.763,755";"968,253";"2,102";"15.202,424";"3.463,234";"3.756,348";"196,645";"0";"46,59";"0"
"2024-01-06T23:00:00.000Z";"2.819,765";"10.308,655";"2.114,852";"7.948,779";"946,292";"2,04";"14.659,784";"3.199,663";"3.624,923";"197,924";"0";"47,35";"0"
