"Date";"Kernenergie";"Braunkohle";"Steinkohle";"Gas";"Sonstige Konventionelle";"Photovoltaik";"Wind";"Wasserkraft";"Biomasse";"Sonstige Erneuerbare";"Missing Data";"Anteil Erneuerbare";"Missing Data Line"
"2024-05-24T05:00:00.000Z";"2.909,859";"9.878,333";"2.702,445";"12.623,28";"4.898,039";"7.588,176";"2.961,395";"6.906,307";"4.214,854";"97,369";"0";"39,75";"0"
"2024-05-24T06:00:00.000Z";"2.372,997";"9.857,109";"2.455,202";"12.133,383";"3.860,658";"14.507,656";"2.076,652";"6.581,947";"4.089,57";"101,957";"0";"47,15";"0"
"2024-05-24T07:00:00.000Z";"2.059,95";"9.538,736";"2.300,163";"10.611,981";"1.817,36";"21.270,844";"1.818,792";"5.837,372";"3.796,347";"102,151";"0";"55,5";"0"
"2024-05-24T08:00:00.000Z";"1.969,431";"8.862,229";"2.201,011";"7.668,376";"1.224,1";"26.385,853";"2.103,95";"5.483,949";"3.650,054";"99,684";"0";"63,25";"0"
"2024-05-24T09:00:00.000Z";"1.834,437";"8.245,254";"2.008,724";"6.341,488";"1.283,737";"29.513,142";"2.538,841";"5.304,644";"3.580,305";"100,482";"0";"67,56";"0"
"2024-05-24T10:00:00.000Z";"1.618,38";"8.005,505";"1.860,114";"6.301,46";"1.019,422";"30.084,518";"3.138,121";"4.898,161";"3.563,036";"96,252";"0";"68,97";"0"
"2024-05-24T11:00:00.000Z";"1.840,125";"7.387,362";"1.931,761";"5.980,019";"965,719";"28.766,417";"3.778,627";"4.494,059";"3.429,954";"91,37";"0";"69,15";"0"
"2024-05-24T12:00:00.000Z";"1.849,795";"7.128,079";"1.904,444";"5.586,755";"824,301";"26.429,689";"5.157,818";"4.299,413";"3.380,928";"91,813";"0";"69,48";"0"
"2024-05-24T13:00:00.000Z";"1.998,857";"6.857,972";"1.855,067";"5.222,802";"888,376";"24.145,855";"7.193,874";"4.464,451";"3.434,79";"91,573";"0";"70,05";"0"
"2024-05-24T14:00:00.000Z";"2.473,354";"6.518,712";"1.538,842";"5.528,583";"1.337,178";"21.250,33";"8.284,636";"5.134,701";"3.645,157";"91,815";"0";"68,83";"0"
"2024-05-24T15:00:00.000Z";"2.530,205";"7.597,149";"1.382,146";"8.055,55";"1.618,821";"15.275,405";"8.796,297";"5.479,451";"3.742,691";"85,169";"0";"61,18";"0"
"2024-05-24T16:00:00.000Z";"2.455,011";"8.284,603";"1.876,145";"10.727,945";"3.086,159";"9.296,256";"8.753,868";"5.757,932";"3.959,513";"83,138";"0";"51,32";"0"
"2024-05-24T17:00:00.000Z";"2.377,113";"9.004,376";"2.142,567";"11.836,833";"5.767,116";"4.235,533";"7.807,469";"6.086,059";"4.125,29";"84,487";"0";"41,8";"0"
"2024-05-24T18:00:00.000Z";"2.307,796";"9.464,957";"2.203,392";"12.246,839";"6.027,744";"1.114,237";"7.142,292";"6.296,076";"4.195,661";"86,68";"0";"36,89";"0"
"2024-05-24T19:00:00.000Z";"1.984,855";"9.088,624";"2.103,248";"12.309,247";"5.856,815";"58,793";"6.591,621";"6.571,677";"4.176,045";"85,866";"0";"35,83";"0"
"2024-05-24T20:00:00.000Z";"1.643,757";"8.759,182";"1.975,286";"12.137,376";"4.442,538";"3,568";"6.315,122";"6.702,146";"4.098,214";"84,637";"0";"37,29";"0"
"2024-05-24T21:00:00.000Z";"1.992,892";"8.728,741";"1.667,34";"9.978,871";"2.644,151";"1,999";"6.930,922";"6.782,628";"3.929,569";"84,21";"0";"41,5";"0"
"2024-05-24T22:00:00.000Z";"2.692,774";"8.620,463";"1.349,187";"6.601,634";"2.049,24";"2,003";"6.766,986";"6.790,21";"3.790,484";"88,081";"0";"45,02";"0"
"2024-05-24T23:00:00.000Z";"3.125,714";"8.345,541";"1.129,941";"5.383,019";"1.882,524";"2,03";"6.478,507";"7.002,705";"3.717,691";"88,1";"0";"46,56";"0"
"2024-05-25T00:00:00.000Z";"2.842,165";"8.284,674";"1.107,268";"5.273,136";"1.641,286";"1,995";"6.057,298";"7.011,509";"3.707,054";"89,316";"0";"46,86";"0"
"2024-05-25T01:00:00.000Z";"3.288,175";"7.616,008";"1.102,925";"5.370,626";"1.668,979";"1,982";"5.920,816";"6.885,385";"3.646,28";"86,636";"0";"46,51";"0"
"2024-05-25T02:00:00.000Z";"3.403,919";"7.665,449";"1.073,015";"5.268,758";"1.675";"4,92";"5.798,613";"6.955,952";"3.726,356";"89,723";"0";"46,51";"0"
"2024-05-25T03:00:00.000Z";"3.560,208";"7.579,197";"1.071,033";"5.138,023";"1.388,805";"353,406";"5.832,537";"7.104,546";"3.726,528";"93,139";"0";"47,76";"0"
"2024-05-25T04:00:00.000Z";"3.584,522";"7.349,723";"990,687";"5.026,713";"1.403,065";"2.686,948";"5.874,272";"6.918,063";"3.843,29";"96,888";"0";"51,43";"0"
"2024-05-25T05:00:00.000Z";"3.065,313";"7.066,167";"861,595";"4.902,719";"1.476,614";"7.465,475";"4.950,158";"6.633,416";"3.904,878";"104,785";"0";"57,05";"0"
"2024-05-25T06:00:00.000Z";"2.679,084";"6.445,981";"894,678";"3.980,19";"1.874,898";"13.689,472";"4.159,64";"5.874,834";"3.748,078";"111,084";"0";"63,48";"0"
"2024-05-25T07:00:00.000Z";"2.238,285";"5.477,387";"899,343";"3.885,053";"1.266,045";"19.889,201";"3.758,335";"5.030,334";"3.590,539";"98,625";"0";"70,17";"0"
"2024-05-25T08:00:00.000Z";"1.707,357";"4.344,812";"854,565";"3.848,035";"858,979";"25.248,267";"3.331,056";"3.902,873";"3.392,103";"92,312";"0";"75,6";"0"
"2024-05-25T09:00:00.000Z";"1.183,659";"3.930,505";"746,31";"3.488,274";"848,557";"29.162,238";"2.766,078";"3.344,285";"3.239,735";"85,067";"0";"79,11";"0"
"2024-05-25T10:00:00.000Z";"833,82";"3.760,604";"630,768";"3.276,912";"770,891";"30.682,964";"2.528,364";"2.703,541";"3.094,277";"75,866";"0";"80,83";"0"
"2024-05-25T11:00:00.000Z";"594,875";"3.619,83";"622,854";"2.922,555";"833,503";"30.224,962";"2.421,407";"2.431,846";"2.988,146";"74,734";"0";"81,62";"0"
"2024-05-25T12:00:00.000Z";"969,305";"3.472,469";"612,533";"2.793,211";"928,437";"28.563,053";"2.100,201";"2.441,839";"2.865,397";"69,073";"0";"80,42";"0"
"2024-05-25T13:00:00.000Z";"1.141,541";"3.502,165";"623,572";"2.956,992";"1.175,425";"26.611,799";"2.050,948";"2.425,916";"2.910,053";"67,691";"0";"78,38";"0"
"2024-05-25T14:00:00.000Z";"1.712,46";"3.800,961";"660,029";"3.110,667";"1.267,728";"23.350,497";"2.383,146";"3.080,761";"3.096,597";"69,87";"0";"75,2";"0"
"2024-05-25T15:00:00.000Z";"2.109,63";"4.943,367";"719,324";"3.922,945";"1.405,453";"18.815,036";"3.177,522";"4.495,096";"3.410,692";"72,876";"0";"69,59";"0"
"2024-05-25T16:00:00.000Z";"2.554,497";"6.612,56";"828,291";"5.910,379";"2.595,147";"12.523,501";"3.278,131";"5.822,405";"3.844,767";"77,63";"0";"58,01";"0"
"2024-05-25T17:00:00.000Z";"2.827,9";"7.205,221";"1.027,333";"8.317,321";"4.653,556";"6.004,615";"3.416,951";"6.449,491";"4.062,415";"79,544";"0";"45,46";"0"
"2024-05-25T18:00:00.000Z";"3.109,242";"7.354,103";"1.053,254";"9.168,644";"5.822,142";"1.802,989";"3.388,65";"6.896,321";"4.138,69";"81,556";"0";"38,11";"0"
"2024-05-25T19:00:00.000Z";"3.210,553";"7.580,056";"1.004,325";"9.077,077";"5.768,153";"111,822";"3.460,418";"7.184,297";"4.224,515";"86,252";"0";"36,15";"0"
"2024-05-25T20:00:00.000Z";"2.743,613";"7.715,82";"837,323";"8.385,169";"5.955,818";"5,376";"3.708,054";"7.148,653";"4.089,026";"97,183";"0";"37,01";"0"
"2024-05-25T21:00:00.000Z";"3.053,363";"7.409,479";"779,902";"7.050,435";"4.475,741";"2,942";"3.765,512";"6.913,223";"3.919,825";"88,816";"0";"39,24";"0"
"2024-05-25T22:00:00.000Z";"3.113,382";"8.138,72";"827,838";"6.605,295";"3.746,582";"3,474";"3.539,193";"6.922,716";"4.102,205";"100,042";"0";"39,57";"0"
"2024-05-25T23:00:00.000Z";"3.585,854";"8.228,827";"895,414";"5.784,095";"2.118,901";"2,706";"2.936,265";"7.354,66";"4.189,169";"105,96";"0";"41,47";"0"
"2024-05-26T00:00:00.000Z";"3.755,451";"7.983,559";"879,389";"5.523,923";"1.966,766";"2,434";"2.743,24";"7.164,932";"4.087,282";"101,728";"0";"41,25";"0"
"2024-05-26T01:00:00.000Z";"3.820,101";"7.763,7";"884,109";"5.322,015";"1.626,454";"2,58";"2.828,195";"7.524,758";"4.125,941";"108,526";"0";"42,94";"0"
"2024-05-26T02:00:00.000Z";"4.225,738";"7.730,911";"961,776";"4.606,142";"1.447,925";"10,669";"2.990,353";"7.987,209";"4.249,549";"116,03";"0";"44,76";"0"
"2024-05-26T03:00:00.000Z";"4.227,59";"6.846,239";"992,978";"4.374,644";"1.540,048";"493,714";"3.076,918";"7.995,435";"4.200,71";"127,895";"0";"46,95";"0"
"2024-05-26T04:00:00.000Z";"4.281,092";"4.733";"893,751";"4.223,903";"1.681,215";"3.668,467";"3.195,132";"7.516,115";"4.068,882";"121,723";"0";"54,03";"0"
"2024-05-26T05:00:00.000Z";"3.299,15";"4.085,608";"907,161";"3.807,872";"1.560,536";"10.994,827";"2.399,955";"5.917,762";"3.898,165";"118,458";"0";"63,09";"0"
"2024-05-26T06:00:00.000Z";"2.053,198";"3.642,87";"865,948";"2.946,537";"1.369,409";"20.217,046";"1.462,945";"4.058,968";"3.552,205";"86,933";"0";"72,99";"0"
"2024-05-26T07:00:00.000Z";"790,902";"3.392,294";"686,565";"2.509,793";"819,868";"27.504,927";"995,918";"2.622,78";"3.234,479";"70,992";"0";"80,77";"0"
"2024-05-26T08:00:00.000Z";"263,015";"3.011,985";"565,789";"2.248,614";"663,809";"31.028,284";"1.145,012";"2.088,513";"2.957,505";"64,387";"0";"84,67";"0"
"2024-05-26T09:00:00.000Z";"45,936";"2.962,417";"580,907";"2.235,931";"621,399";"32.783,077";"1.388,145";"1.975,173";"2.871,615";"63,431";"0";"85,84";"0"
"2024-05-26T10:00:00.000Z";"39,267";"2.973,772";"556,849";"2.202,828";"561,497";"32.267,066";"2.041,727";"1.854,573";"2.808,492";"62,451";"0";"86,04";"0"
"2024-05-26T11:00:00.000Z";"174,229";"3.160,053";"534,606";"2.178,887";"724,016";"29.820,052";"2.534,899";"1.909,116";"2.741,984";"61,119";"0";"84,56";"0"
"2024-05-26T12:00:00.000Z";"460,541";"3.199,114";"575,095";"2.307,519";"1.250,877";"27.143,593";"3.221,559";"1.994,325";"2.746,464";"61,378";"0";"81,86";"0"
"2024-05-26T13:00:00.000Z";"721,637";"3.315,608";"623,103";"2.438,197";"1.694,088";"24.392,442";"4.509,639";"2.185,787";"2.807,244";"61,232";"0";"79,44";"0"
"2024-05-26T14:00:00.000Z";"1.407,757";"3.691,746";"669,352";"2.636,146";"1.483,652";"21.467,375";"5.699,628";"2.637,618";"3.014,815";"64,316";"0";"76,89";"0"
"2024-05-26T15:00:00.000Z";"2.002,851";"4.121,283";"710,156";"2.882,63";"1.084,62";"17.642,378";"8.585,583";"3.662,15";"3.346,895";"70,828";"0";"75,52";"0"
"2024-05-26T16:00:00.000Z";"2.300,668";"5.241,216";"782,48";"4.388,831";"1.557,74";"11.516,998";"10.770,104";"4.798,289";"3.745,151";"75,254";"0";"68,42";"0"
"2024-05-26T17:00:00.000Z";"2.353,577";"7.273,426";"868,893";"5.919,199";"3.527,063";"5.482,675";"10.561,655";"5.731,35";"3.959,696";"76,667";"0";"56,43";"0"
"2024-05-26T18:00:00.000Z";"2.787,762";"8.123,6";"1.033,293";"6.358,234";"3.952,299";"1.438,059";"11.319,612";"5.859,895";"4.125,829";"80,276";"0";"50,65";"0"
"2024-05-26T19:00:00.000Z";"3.081,814";"8.164,616";"1.213,142";"6.438,948";"3.742,951";"68,917";"11.802,223";"6.445,791";"4.175,367";"85,653";"0";"49,95";"0"
"2024-05-26T20:00:00.000Z";"2.801,213";"7.989,575";"1.186,481";"6.590,4";"3.992,274";"3,409";"11.866,798";"6.298,359";"4.037,138";"84,917";"0";"49,72";"0"
"2024-05-26T21:00:00.000Z";"2.562,5";"7.909,529";"1.154,623";"6.179,634";"1.583,644";"2,131";"12.778,367";"6.063,59";"4.085,855";"94,147";"0";"54,3";"0"
"2024-05-26T22:00:00.000Z";"3.086,507";"7.229,803";"1.132,3";"5.683,983";"1.734,688";"3,313";"11.463,456";"5.958,175";"3.829,168";"94,423";"0";"53,11";"0"
"2024-05-26T23:00:00.000Z";"3.185,782";"7.443,687";"1.115,544";"5.385,686";"971,32";"3,038";"10.955,498";"6.055,401";"3.708,337";"98,109";"0";"53,51";"0"
"2024-05-27T00:00:00.000Z";"3.390,943";"7.393,509";"1.016,392";"5.129,438";"944,057";"2,545";"10.716,748";"6.184,827";"3.650,791";"101,387";"0";"53,63";"0"
"2024-05-27T01:00:00.000Z";"3.425,08";"7.643,467";"939,21";"4.943,597";"947,532";"2,19";"10.580,131";"6.345,779";"3.647,47";"105,161";"0";"53,63";"0"
"2024-05-27T02:00:00.000Z";"3.428,664";"8.012,846";"1.072,611";"5.117,022";"972,582";"7,042";"10.948,077";"6.292,075";"3.707,402";"102,624";"0";"53,11";"0"
"2024-05-27T03:00:00.000Z";"3.699,425";"8.646,358";"1.330,231";"5.704,314";"1.429,941";"398,435";"10.655,519";"6.636,294";"3.833,345";"93,725";"0";"50,97";"0"
"2024-05-27T04:00:00.000Z";"3.489,084";"9.835,153";"1.525,438";"7.303,841";"3.178,848";"2.789,804";"9.883,691";"7.014,308";"4.136,088";"92,244";"0";"48,58";"0"
"2024-05-27T05:00:00.000Z";"2.725,915";"10.260,196";"1.654,355";"8.379,028";"4.924,546";"7.451,144";"8.102,178";"6.690,75";"4.190,274";"97,416";"0";"48,72";"0"
"2024-05-27T06:00:00.000Z";"2.629,266";"10.161,666";"1.635,337";"7.822,388";"3.872,716";"14.506,054";"6.168,423";"6.796,915";"4.123,522";"104,672";"0";"54,84";"0"
"2024-05-27T07:00:00.000Z";"2.560,596";"9.343,415";"1.323,534";"6.242,124";"2.009,302";"22.161,728";"5.484,97";"5.973,384";"3.833,031";"102,521";"0";"63,63";"0"
"2024-05-27T08:00:00.000Z";"2.031,79";"7.656,29";"1.277,003";"4.384,228";"1.499,072";"28.420,631";"5.876,408";"5.245,021";"3.591,693";"104,954";"0";"71,97";"0"
"2024-05-27T09:00:00.000Z";"1.720,806";"6.069,78";"1.177,038";"3.950,82";"1.936,849";"31.506,14";"5.524,928";"4.903,626";"3.501,624";"98,045";"0";"75,41";"0"
"2024-05-27T10:00:00.000Z";"1.634,22";"5.447,368";"1.168,866";"3.834,183";"1.872,899";"32.517,024";"5.337,39";"4.047,82";"3.432,988";"102,366";"0";"76,51";"0"
"2024-05-27T11:00:00.000Z";"1.780,215";"5.136,536";"1.123,758";"3.709,749";"1.416,696";"32.483,475";"5.158,117";"4.217,597";"3.406,127";"105,309";"0";"77,51";"0"
"2024-05-27T12:00:00.000Z";"1.549,726";"6.191,347";"1.059,613";"3.758,425";"957,236";"31.246,375";"4.602,605";"4.383,794";"3.386,612";"94,466";"0";"76,39";"0"
"2024-05-27T13:00:00.000Z";"1.824,885";"6.934,878";"1.134,856";"3.928,637";"1.061,362";"28.758,901";"4.258,566";"4.563,229";"3.502,374";"93,515";"0";"73,46";"0"
"2024-05-27T14:00:00.000Z";"2.129,409";"7.696,017";"1.388,749";"4.949,551";"1.269,453";"23.695,366";"4.305,093";"4.913,565";"3.721,92";"95,686";"0";"67,82";"0"
"2024-05-27T15:00:00.000Z";"2.265,257";"8.644,302";"1.812,794";"9.086,26";"2.567,232";"16.639,607";"3.835,945";"5.511,054";"3.918,95";"96,346";"0";"55,18";"0"
"2024-05-27T16:00:00.000Z";"2.489,007";"9.521,938";"2.174,204";"12.672,947";"4.763,638";"9.176,508";"3.686,482";"6.074,664";"4.106,504";"96,253";"0";"42,27";"0"
"2024-05-27T17:00:00.000Z";"2.844,385";"9.783,355";"2.542,897";"14.085,315";"6.032,175";"4.001,757";"3.710,868";"6.895,031";"4.317,845";"100,661";"0";"35,05";"0"
"2024-05-27T18:00:00.000Z";"2.966,893";"9.914,903";"2.538,108";"14.058,653";"6.184,223";"1.042,871";"4.136,536";"6.877,654";"4.354,166";"99,995";"0";"31,67";"0"
"2024-05-27T19:00:00.000Z";"3.003,236";"10.241,703";"2.358,184";"13.434,375";"5.527,11";"92,641";"4.500,982";"6.764,281";"4.363,427";"99,432";"0";"31,43";"0"
"2024-05-27T20:00:00.000Z";"2.807,831";"9.925,331";"2.149,853";"12.944,043";"4.454,661";"7,2";"4.260,247";"6.501,02";"4.154,591";"89,948";"0";"31,77";"0"
"2024-05-27T21:00:00.000Z";"2.888,666";"9.783,914";"1.938,783";"11.491,5";"3.046,148";"1,979";"4.461,804";"6.255,622";"3.890,584";"78,533";"0";"33,54";"0"
"2024-05-27T22:00:00.000Z";"3.576,704";"10.193,682";"1.817,884";"7.682,051";"1.993,371";"2,038";"5.194,061";"6.497,386";"3.923,102";"92,327";"0";"38,37";"0"
"2024-05-27T23:00:00.000Z";"3.626,076";"10.385,194";"1.463,416";"6.308,242";"1.520,247";"2,075";"6.157,762";"6.104,293";"3.898,481";"85,386";"0";"41,11";"0"
"2024-05-28T00:00:00.000Z";"3.549,362";"10.373,382";"1.173,398";"5.788,7";"1.262,773";"2,101";"7.163,67";"6.039,746";"3.872,659";"84,709";"0";"43,69";"0"
"2024-05-28T01:00:00.000Z";"3.756,777";"9.888,224";"1.214,037";"5.671,533";"1.170,993";"2,178";"7.612,656";"5.990,932";"3.852,407";"82,283";"0";"44,73";"0"
"2024-05-28T02:00:00.000Z";"3.446,49";"9.873,341";"1.258,179";"5.563,474";"1.133,001";"4,212";"8.173,524";"5.961,858";"3.852,15";"78,303";"0";"45,96";"0"
"2024-05-28T03:00:00.000Z";"3.678,903";"9.872,671";"1.532,477";"6.463,585";"1.333,351";"245,667";"8.983,222";"6.206,745";"3.953,394";"76,945";"0";"45,99";"0"
"2024-05-28T04:00:00.000Z";"3.375,154";"10.173,829";"2.310,464";"7.395,729";"3.331,471";"2.109,07";"9.193,553";"6.828,085";"4.258,253";"80,044";"0";"45,83";"0"
"2024-05-28T05:00:00.000Z";"2.701,632";"10.378,922";"2.569,167";"7.760,024";"4.636,639";"6.338,477";"8.149,523";"6.700,402";"4.337,907";"85,498";"0";"47,75";"0"
"2024-05-28T06:00:00.000Z";"2.294,055";"10.371,759";"2.469,493";"7.564,55";"3.209,563";"12.673,566";"7.813,541";"6.048,041";"4.211,244";"86,186";"0";"54,36";"0"
"2024-05-28T07:00:00.000Z";"2.075,324";"9.652,906";"1.898,99";"6.332,184";"1.597,377";"18.966,279";"7.798,775";"5.149,701";"3.869,264";"78,99";"0";"62,47";"0"
"2024-05-28T08:00:00.000Z";"1.957,275";"8.557,94";"1.415,595";"4.328,771";"1.804,553";"24.247,972";"7.978,081";"4.804,73";"3.762,567";"78,525";"0";"69,36";"0"
"2024-05-28T09:00:00.000Z";"1.774,438";"7.695,273";"1.258,832";"4.294,272";"2.163,685";"26.670,156";"7.960,914";"4.422,562";"3.629,249";"79,535";"0";"71,34";"0"
"2024-05-28T10:00:00.000Z";"1.599,686";"7.179,822";"1.244,822";"4.081,079";"2.255,171";"27.226,486";"7.993,968";"4.314,66";"3.548,777";"77,512";"0";"72,52";"0"
"2024-05-28T11:00:00.000Z";"1.428,09";"7.005,102";"1.154,78";"3.779,54";"1.867,298";"28.042,164";"7.501,627";"4.247,024";"3.474,426";"76,051";"0";"74";"0"
"2024-05-28T12:00:00.000Z";"1.246,008";"6.735,307";"1.081,029";"3.436,329";"1.279,85";"28.005,979";"7.088,047";"4.042,542";"3.375,162";"73,692";"0";"75,56";"0"
"2024-05-28T13:00:00.000Z";"1.370,136";"6.692,388";"1.086,675";"3.459,728";"1.062,424";"27.099,657";"6.960,781";"4.296,557";"3.389,547";"76,178";"0";"75,37";"0"
"2024-05-28T14:00:00.000Z";"1.518,961";"7.715,438";"1.128,585";"3.740,001";"991,601";"25.179,235";"6.869,289";"4.421,164";"3.552,041";"81,316";"0";"72,66";"0"
"2024-05-28T15:00:00.000Z";"1.746,2";"9.179,976";"1.450,087";"5.496,408";"1.363,804";"20.493,424";"6.174,456";"4.884,879";"3.814,454";"83,105";"0";"64,84";"0"
"2024-05-28T16:00:00.000Z";"1.878,688";"9.687,125";"2.128,876";"8.763,36";"3.233,047";"13.276,69";"5.734,817";"5.308,759";"4.111,202";"83,575";"0";"52,62";"0"
"2024-05-28T17:00:00.000Z";"2.530,665";"10.161,948";"2.426,109";"10.210,763";"5.188,128";"6.225,86";"6.086,934";"6.227,381";"4.392,266";"87,414";"0";"43,02";"0"
"2024-05-28T18:00:00.000Z";"2.676,756";"10.299,358";"2.513,137";"10.566,727";"6.469,896";"1.593,721";"7.137,045";"6.269,622";"4.504,384";"83,134";"0";"37,61";"0"
"2024-05-28T19:00:00.000Z";"2.967,598";"9.920,651";"2.361,696";"9.926,204";"5.354,313";"83,129";"9.226,023";"6.290,129";"4.302,783";"79,954";"0";"39,58";"0"
"2024-05-28T20:00:00.000Z";"2.889,119";"9.461,848";"1.841,518";"8.641,161";"3.768,058";"4,055";"11.706,733";"6.015,956";"4.094,807";"79,014";"0";"45,18";"0"
"2024-05-28T21:00:00.000Z";"2.686,896";"8.694,794";"1.200,592";"6.736,32";"1.871,802";"2,742";"14.941,55";"5.637,235";"3.932,482";"77,589";"0";"53,74";"0"
"2024-05-28T22:00:00.000Z";"3.065,591";"6.321,89";"1.058,489";"5.265,045";"1.620,781";"1,951";"17.293,364";"4.989,727";"3.667,883";"79,518";"0";"60,05";"0"
"2024-05-28T23:00:00.000Z";"2.913,25";"5.617,303";"1.062,802";"5.081,595";"1.170,183";"2,16";"18.007,441";"4.545,62";"3.607,651";"60,838";"0";"62,35";"0"
"2024-05-29T00:00:00.000Z";"2.912,903";"5.219,507";"1.082,799";"5.010,241";"1.021,99";"2,369";"18.105,847";"4.345,702";"3.560,228";"56,551";"0";"63,12";"0"
"2024-05-29T01:00:00.000Z";"3.096,35";"5.190,321";"1.068,626";"4.771,19";"1.017,681";"1,91";"18.230,586";"4.211,978";"3.522,884";"56,312";"0";"63,23";"0"
"2024-05-29T02:00:00.000Z";"3.173,799";"5.658,698";"1.203,262";"4.691,427";"1.095,758";"5,48";"18.801,03";"4.211,14";"3.610,087";"57,24";"0";"62,8";"0"
"2024-05-29T03:00:00.000Z";"3.235,643";"6.286,874";"1.286,72";"5.090,796";"1.291,588";"442,62";"19.609,601";"4.462,435";"3.800,854";"57,611";"0";"62,29";"0"
"2024-05-29T04:00:00.000Z";"3.435,85";"7.445,912";"1.325,973";"5.415,983";"1.954,088";"2.978,777";"20.177,44";"4.782,741";"4.072,946";"57,637";"0";"62,11";"0"
"2024-05-29T05:00:00.000Z";"3.161,786";"7.808,751";"1.210,617";"5.165,013";"2.696,732";"7.674,422";"20.005,778";"4.792,266";"4.193,051";"58,025";"0";"64,7";"0"
"2024-05-29T06:00:00.000Z";"2.441,463";"7.798,97";"1.296,393";"4.500,883";"2.242,119";"14.331,72";"18.561,358";"4.521,642";"4.207,887";"63,397";"0";"69,53";"0"
"2024-05-29T07:00:00.000Z";"2.350,281";"5.993,401";"1.535,17";"4.003,717";"1.281,115";"20.359,475";"17.985,256";"4.257,475";"3.922,082";"65,374";"0";"75,45";"0"
"2024-05-29T08:00:00.000Z";"2.039,351";"5.209,091";"1.555,45";"3.872,22";"1.222,818";"23.646,43";"17.217,287";"3.844,711";"3.627,199";"64,263";"0";"77,7";"0"
"2024-05-29T09:00:00.000Z";"1.724,795";"5.568,935";"1.600,326";"3.745,731";"1.221,504";"24.541,485";"17.683,929";"3.430,746";"3.447,629";"62,755";"0";"78,01";"0"
"2024-05-29T10:00:00.000Z";"1.305,88";"5.317,687";"1.664,656";"3.529,599";"1.483,991";"24.878,321";"17.904,562";"2.844,928";"3.448,83";"62,284";"0";"78,7";"0"
"2024-05-29T11:00:00.000Z";"1.658,962";"5.088,694";"1.725,822";"3.612,815";"1.328,356";"24.641,814";"17.335,47";"3.247,961";"3.467,532";"62,491";"0";"78,43";"0"
"2024-05-29T12:00:00.000Z";"1.664,024";"5.206,534";"1.979,499";"3.667,784";"1.474,227";"22.798,082";"17.659,345";"3.274,461";"3.515,915";"61,825";"0";"77,18";"0"
"2024-05-29T13:00:00.000Z";"1.947,958";"5.026,66";"1.630,651";"3.688,672";"2.069,786";"20.611,248";"17.770,596";"3.852,182";"3.579,84";"61,577";"0";"76,16";"0"
"2024-05-29T14:00:00.000Z";"2.059,025";"6.161,535";"1.588,11";"3.976,697";"2.037,91";"17.747,725";"17.539,534";"4.078,75";"3.801,154";"63,428";"0";"73,21";"0"
"2024-05-29T15:00:00.000Z";"2.782,228";"7.742,243";"1.314,64";"5.359,838";"2.200,348";"13.244,241";"16.656,58";"5.133,761";"4.062,497";"62,773";"0";"66,88";"0"
"2024-05-29T16:00:00.000Z";"3.067,635";"8.916,553";"1.315,255";"8.148,588";"2.576,863";"9.017,302";"15.295,235";"5.795,125";"4.366,973";"64,443";"0";"58,99";"0"
"2024-05-29T17:00:00.000Z";"2.986,24";"9.836,159";"1.363,297";"10.175,797";"4.902,347";"4.629,31";"13.301,16";"6.274,044";"4.597,576";"67,472";"0";"49,68";"0"
"2024-05-29T18:00:00.000Z";"2.894,682";"9.914,86";"1.122,662";"10.314,255";"6.587,217";"1.386,62";"11.315,586";"6.561,115";"4.572,537";"70,764";"0";"43,69";"0"
"2024-05-29T19:00:00.000Z";"3.084,619";"9.682,084";"798,569";"9.974,034";"7.030,829";"111,79";"9.617,88";"6.629,736";"4.410,787";"69,085";"0";"40,56";"0"
"2024-05-29T20:00:00.000Z";"3.014,37";"9.521,464";"721,77";"9.795,243";"6.410,522";"9,583";"8.314,271";"6.550,511";"4.262,257";"68,054";"0";"39,49";"0"
"2024-05-29T21:00:00.000Z";"3.518,426";"9.706,254";"569,111";"9.571,434";"3.267,86";"2,081";"8.077,611";"6.363,501";"4.262,652";"69,825";"0";"41,38";"0"
"2024-05-29T22:00:00.000Z";"3.702,648";"9.441,633";"461,569";"8.637,06";"2.537,355";"2,009";"7.150,661";"6.481,351";"4.064,892";"63,734";"0";"41,78";"0"
"2024-05-29T23:00:00.000Z";"3.985,861";"9.268,198";"438,363";"7.908,807";"2.389,659";"2,005";"6.355,435";"6.221,14";"3.993,015";"68,221";"0";"40,98";"0"
"2024-05-30T00:00:00.000Z";"4.115,557";"9.129,553";"466,661";"7.729,481";"1.775,694";"2,016";"6.009,118";"6.100,966";"3.994,192";"70,849";"0";"41,1";"0"
"2024-05-30T01:00:00.000Z";"4.361,619";"9.007,713";"528,71";"7.939,76";"1.686,277";"2,011";"5.447,621";"6.190,419";"3.982,984";"71,52";"0";"40,05";"0"
"2024-05-30T02:00:00.000Z";"4.272,201";"9.153,41";"490,104";"7.861,417";"2.070,944";"5,628";"5.040,728";"6.325,688";"4.054,011";"72,254";"0";"39,42";"0"
"2024-05-30T03:00:00.000Z";"3.942,524";"9.216,348";"445,957";"8.158,823";"2.385,3";"380,697";"4.656,545";"6.446,858";"4.129,744";"71,6";"0";"39,41";"0"
"2024-05-30T04:00:00.000Z";"3.349,282";"9.229,024";"441,472";"8.568,875";"3.153,885";"2.424,095";"4.332,293";"6.284,79";"4.236,858";"74,926";"0";"41,25";"0"
