DATE_FROM;DATE_TO;TYPE_OF_RESERVES;PRODUCT;TOTAL_MIN_CAPACITY_PRICE_[(EUR/MW)/h];TOTAL_AVERAGE_CAPACITY_PRICE_[(EUR/MW)/h];TOTAL_MARGINAL_CAPACITY_PRICE_[(EUR/MW)/h];GERMANY_MIN_CAPACITY_PRICE_[(EUR/MW)/h];GERMANY_AVERAGE_CAPACITY_PRICE_[(EUR/MW)/h];GERMANY_MARGINAL_CAPACITY_PRICE_[(EUR/MW)/h];GERMANY_IMPORT(-)_EXPORT(+)_[MW];AUSTRIA_MIN_CAPACITY_PRICE_[(EUR/MW)/h];AUSTRIA_AVERAGE_CAPACITY_PRICE_[(EUR/MW)/h];AUSTRIA_MARGINAL_CAPACITY_PRICE_[(EUR/MW)/h];AUSTRIA_IMPORT(-)_EXPORT(+)_[MW];GERMANY_SUM_OF_OFFERED_CAPACITY_[MW]
15.01.2024;15.01.2024;aFRR;NEG_12_16;0,47;3,73;4,29;2,20;3,85;4,29;-80,00;0,47;2,95;4,19;80,00;3258,00
15.01.2024;15.01.2024;aFRR;NEG_16_20;0,22;1,88;2,24;1,00;1,92;2,24;-80,00;0,22;1,56;2,07;80,00;3546,00
15.01.2024;15.01.2024;aFRR;NEG_20_24;0,42;3,65;4,59;2,00;3,73;4,59;-43,00;0,42;3,02;4,54;43,00;3372,00
16.01.2024;16.01.2024;aFRR;POS_00_04;1,28;2,58;3,05;1,40;2,61;3,05;-80,00;1,28;2,40;2,98;80,00;3579,00
16.01.2024;16.01.2024;aFRR;POS_04_08;1,90;4,64;6,17;3,09;4,78;6,17;-80,00;1,90;3,69;4,60;80,00;3354,00
16.01.2024;16.01.2024;aFRR;POS_08_12;3,68;8,50;12,00;4,32;8,44;12,00;-47,00;3,68;9,04;11,88;47,00;3822,00
16.01.2024;16.01.2024;aFRR;POS_12_16;1,82;3,66;4,45;1,94;3,71;4,45;-80,00;1,82;3,32;4,09;80,00;3967,00
16.01.2024;16.01.2024;aFRR;POS_16_20;4,90;11,99;15,16;6,59;12,04;15,16;-28,00;4,90;11,63;15,11;28,00;4076,00
16.01.2024;16.01.2024;aFRR;POS_20_24;2,13;4,64;5,71;2,56;4,69;5,71;-75,00;2,13;4,32;5,65;75,00;3692,00
16.01.2024;16.01.2024;aFRR;NEG_00_04;1,02;7,97;10,04;3,38;8,21;10,04;-41,00;1,02;6,13;9,99;41,00;3736,00
16.01.2024;16.01.2024;aFRR;NEG_04_08;0,59;5,40;6,71;2,35;5,51;6,71;-42,00;0,59;4,50;6,60;42,00;3618,00
16.01.2024;16.01.2024;aFRR;NEG_08_12;0,27;2,67;3,18;1,10;2,74;3,18;-80,00;0,27;2,24;3,00;80,00;3613,00
16.01.2024;16.01.2024;aFRR;NEG_12_16;0,27;2,99;3,54;1,10;3,03;3,54;-27,00;0,27;2,66;3,52;27,00;3496,00
16.01.2024;16.01.2024;aFRR;NEG_16_20;0,13;1,55;1,79;0,87;1,60;1,79;-80,00;0,13;1,24;1,54;80,00;3681,00
16.01.2024;16.01.2024;aFRR;NEG_20_24;0,29;2,97;3,33;1,10;3,02;3,33;3,00;0,29;2,51;3,33;-3,00;3634,00
17.01.2024;17.01.2024;aFRR;POS_00_04;1,33;2,56;2,88;1,80;2,58;2,88;-46,00;1,33;2,40;2,86;46,00;3413,00
17.01.2024;17.01.2024;aFRR;POS_04_08;2,73;4,77;5,72;3,57;4,84;5,72;-39,00;2,73;4,29;5,72;39,00;3734,00
17.01.2024;17.01.2024;aFRR;POS_08_12;4,70;8,89;11,15;5,60;8,89;11,04;39,00;4,70;8,93;11,15;-39,00;3776,00
17.01.2024;17.01.2024;aFRR;POS_12_16;1,91;4,32;8,24;2,65;4,29;8,24;3,00;1,91;4,56;8,05;-3,00;3875,00
17.01.2024;17.01.2024;aFRR;POS_16_20;6,58;17,64;48,58;9,10;17,50;48,58;-80,00;6,58;18,54;31,52;80,00;3244,00
17.01.2024;17.01.2024;aFRR;POS_20_24;2,48;5,01;6,45;3,50;5,04;6,45;-79,00;2,48;4,80;6,43;79,00;3607,00
17.01.2024;17.01.2024;aFRR;NEG_00_04;0,67;6,99;8,98;3,09;7,11;8,98;-41,00;0,67;6,14;8,92;41,00;3492,00
17.01.2024;17.01.2024;aFRR;NEG_04_08;0,42;4,41;6,18;2,07;4,44;6,18;-80,00;0,42;4,25;5,91;80,00;3712,00
17.01.2024;17.01.2024;aFRR;NEG_08_12;0,19;2,21;2,50;0,98;2,27;2,50;-80,00;0,19;1,84;2,30;80,00;3643,00
17.01.2024;17.01.2024;aFRR;NEG_12_16;0,23;2,35;2,76;1,09;2,40;2,76;-80,00;0,23;2,08;2,55;80,00;3600,00
17.01.2024;17.01.2024;aFRR;NEG_16_20;0,13;1,23;1,45;0,55;1,26;1,45;-80,00;0,13;1,05;1,25;80,00;3967,00
17.01.2024;17.01.2024;aFRR;NEG_20_24;0,23;2,21;2,56;1,03;2,22;2,56;51,00;0,23;2,00;2,55;-51,00;3555,00
18.01.2024;18.01.2024;aFRR;POS_00_04;1,30;2,49;2,78;1,59;2,51;2,78;-28,00;1,30;2,33;2,76;28,00;3794,00
18.01.2024;18.01.2024;aFRR;POS_04_08;2,43;4,94;6,26;3,16;4,99;6,26;-80,00;2,43;4,63;5,75;80,00;3552,00
18.01.2024;18.01.2024;aFRR;POS_08_12;4,71;8,98;9,91;6,10;9,05;9,91;24,00;4,71;8,16;9,90;-24,00;3882,00
18.01.2024;18.01.2024;aFRR;POS_12_16;1,93;4,52;5,14;3,29;4,55;5,14;71,00;1,93;4,00;5,11;-71,00;3972,00
18.01.2024;18.01.2024;aFRR;POS_16_20;8,24;17,49;19,80;12,40;17,61;19,80;53,00;8,24;15,77;19,75;-53,00;4119,00
18.01.2024;18.01.2024;aFRR;POS_20_24;2,58;4,92;5,54;3,56;4,95;5,54;-9,00;2,58;4,68;5,54;9,00;3759,00
18.01.2024;18.01.2024;aFRR;NEG_00_04;0,63;6,28;6,94;4,00;6,36;6,94;27,00;0,63;5,43;6,84;-27,00;3775,00
18.01.2024;18.01.2024;aFRR;NEG_04_08;0,36;4,30;4,97;2,91;4,34;4,97;-14,00;0,36;3,98;4,93;14,00;3674,00
18.01.2024;18.01.2024;aFRR;NEG_08_12;0,18;1,76;2,01;1,39;1,80;2,01;-80,00;0,18;1,53;1,80;80,00;3885,00
18.01.2024;18.01.2024;aFRR;NEG_12_16;0,17;1,98;2,29;1,50;2,02;2,29;-57,00;0,17;1,73;2,29;57,00;3397,00
18.01.2024;18.01.2024;aFRR;NEG_16_20;0,09;1,08;1,56;0,70;1,12;1,56;-80,00;0,09;0,85;1,06;80,00;3682,00
18.01.2024;18.01.2024;aFRR;NEG_20_24;0,17;2,05;2,70;1,50;2,07;2,70;-50,00;0,17;1,93;2,63;50,00;3503,00
19.01.2024;19.01.2024;aFRR;POS_00_04;1,24;2,40;2,59;1,54;2,43;2,59;-12,00;1,24;2,17;2,57;12,00;3449,00
19.01.2024;19.01.2024;aFRR;POS_04_08;2,51;5,05;5,81;3,46;5,13;5,81;-80,00;2,51;4,50;5,43;80,00;3547,00
19.01.2024;19.01.2024;aFRR;POS_08_12;4,74;8,18;8,89;4,83;8,23;8,89;77,00;4,74;7,33;8,75;-77,00;4203,00
19.01.2024;19.01.2024;aFRR;POS_12_16;2,17;3,97;4,39;2,17;3,99;4,39;26,00;2,50;3,77;4,39;-26,00;3999,00
19.01.2024;19.01.2024;aFRR;POS_16_20;5,79;12,86;15,50;5,79;12,81;15,05;80,00;8,71;13,63;15,50;-80,00;4206,00
19.01.2024;19.01.2024;aFRR;POS_20_24;2,50;4,51;4,97;3,00;4,54;4,97;-21,00;2,50;4,26;4,94;21,00;3873,00
19.01.2024;19.01.2024;aFRR;NEG_00_04;0,56;5,78;6,70;2,10;5,88;6,70;-59,00;0,56;5,10;6,64;59,00;3396,00
19.01.2024;19.01.2024;aFRR;NEG_04_08;0,43;4,16;5,00;2,10;4,20;5,00;-56,00;0,43;3,82;4,98;56,00;3616,00
19.01.2024;19.01.2024;aFRR;NEG_08_12;0,13;1,79;2,94;0,60;1,90;2,94;-80,00;0,13;1,10;1,40;80,00;3154,00
19.01.2024;19.01.2024;aFRR;NEG_12_16;0,16;2,33;3,82;1,07;2,45;3,82;-80,00;0,16;1,54;2,24;80,00;3312,00
19.01.2024;19.01.2024;aFRR;NEG_16_20;0,09;1,32;1,87;0,73;1,39;1,87;-80,00;0,09;0,81;1,04;80,00;3655,00
19.01.2024;19.01.2024;aFRR;NEG_20_24;0,18;2,49;4,19;1,10;2,58;4,19;-80,00;0,18;1,94;3,08;80,00;3760,00
20.01.2024;20.01.2024;aFRR;POS_00_04;1,18;2,38;4,00;1,21;2,44;4,00;-80,00;1,18;2,01;2,48;80,00;3629,00
20.01.2024;20.01.2024;aFRR;POS_04_08;2,72;4,66;5,11;2,72;4,70;5,11;-17,00;2,74;4,33;5,05;17,00;3956,00
20.01.2024;20.01.2024;aFRR;POS_08_12;3,76;7,13;7,74;3,76;7,21;7,74;-67,00;3,77;6,60;7,74;67,00;4415,00
20.01.2024;20.01.2024;aFRR;POS_12_16;1,73;3,47;3,80;2,05;3,51;3,80;-56,00;1,73;3,19;3,80;56,00;3876,00
20.01.2024;20.01.2024;aFRR;POS_16_20;4,74;11,19;12,62;6,07;11,42;12,62;-80,00;4,74;9,76;12,00;80,00;4260,00
20.01.2024;20.01.2024;aFRR;POS_20_24;2,03;4,40;6,90;2,33;4,47;6,90;-80,00;2,03;3,97;5,07;80,00;3829,00
20.01.2024;20.01.2024;aFRR;NEG_00_04;0,57;6,26;7,64;2,30;6,39;7,64;-36,00;0,57;5,22;7,00;36,00;3584,00
20.01.2024;20.01.2024;aFRR;NEG_04_08;0,41;5,07;6,51;2,34;5,20;6,51;-31,00;0,41;4,09;6,00;31,00;3524,00
20.01.2024;20.01.2024;aFRR;NEG_08_12;0,18;2,98;4,90;1,10;3,20;4,90;-80,00;0,18;1,49;3,00;80,00;3143,00
20.01.2024;20.01.2024;aFRR;NEG_12_16;0,21;3,57;4,80;1,10;3,80;4,80;-80,00;0,21;2,10;4,00;80,00;3422,00
20.01.2024;20.01.2024;aFRR;NEG_16_20;0,16;1,55;2,41;0,87;1,64;2,41;-80,00;0,16;0,96;1,90;80,00;3656,00
20.01.2024;20.01.2024;aFRR;NEG_20_24;0,27;3,10;3,92;1,50;3,22;3,92;-80,00;0,27;2,37;3,75;80,00;3235,00
21.01.2024;21.01.2024;aFRR;POS_00_04;1,10;3,32;6,90;1,60;3,53;6,90;-80,00;1,10;1,99;2,44;80,00;3697,00
21.01.2024;21.01.2024;aFRR;POS_04_08;2,16;4,19;4,58;2,49;4,25;4,58;-70,00;2,16;3,85;4,56;70,00;4208,00
21.01.2024;21.01.2024;aFRR;POS_08_12;3,00;6,14;6,81;3,77;6,20;6,81;-72,00;3,00;5,71;6,78;72,00;4264,00
21.01.2024;21.01.2024;aFRR;POS_12_16;1,53;3,04;3,38;1,85;3,07;3,38;-52,00;1,53;2,80;3,38;52,00;4005,00
21.01.2024;21.01.2024;aFRR;POS_16_20;4,94;9,69;10,79;6,15;9,81;10,79;-80,00;4,94;8,84;10,73;80,00;4410,00
21.01.2024;21.01.2024;aFRR;POS_20_24;2,11;4,46;5,53;3,36;4,57;5,53;-80,00;2,11;3,76;4,48;80,00;3909,00
21.01.2024;21.01.2024;aFRR;NEG_00_04;0,65;6,63;7,50;3,57;6,76;7,50;11,00;0,65;5,38;7,40;-11,00;3476,00
21.01.2024;21.01.2024;aFRR;NEG_04_08;0,54;6,16;8,40;3,04;6,33;8,40;-18,00;0,54;4,91;8,00;18,00;3206,00
21.01.2024;21.01.2024;aFRR;NEG_08_12;0,30;4,77;8,27;2,00;5,03;8,27;-33,00;0,30;2,71;7,00;33,00;3278,00
21.01.2024;21.01.2024;aFRR;NEG_12_16;0,38;7,65;14,07;2,00;8,16;14,07;-26,00;0,38;3,63;10,00;26,00;3377,00
21.01.2024;21.01.2024;aFRR;NEG_16_20;0,17;2,62;3,96;1,00;2,76;3,96;-69,00;0,17;1,73;3,88;69,00;3509,00
21.01.2024;21.01.2024;aFRR;NEG_20_24;0,31;4,49;7,59;2,00;4,68;7,59;-28,00;0,31;3,12;7,00;28,00;3353,00
22.01.2024;22.01.2024;aFRR;POS_00_04;1,10;3,41;4,56;1,76;3,56;4,56;-4,00;1,10;2,08;4,16;4,00;3950,00
22.01.2024;22.01.2024;aFRR;POS_04_08;1,90;4,11;5,02;2,95;4,17;5,02;-80,00;1,90;3,74;4,62;80,00;3985,00
22.01.2024;22.01.2024;aFRR;POS_08_12;2,58;6,23;7,26;4,48;6,40;7,26;-80,00;2,58;5,03;6,38;80,00;4164,00
22.01.2024;22.01.2024;aFRR;POS_12_16;1,33;3,20;3,97;2,46;3,28;3,97;-80,00;1,33;2,67;3,58;80,00;3937,00
22.01.2024;22.01.2024;aFRR;POS_16_20;4,14;9,83;11,92;5,56;10,08;11,92;-80,00;4,14;8,09;10,11;80,00;3982,00
22.01.2024;22.01.2024;aFRR;POS_20_24;2,27;4,44;5,16;3,26;4,53;5,16;-80,00;2,27;3,83;4,86;80,00;3841,00
22.01.2024;22.01.2024;aFRR;NEG_00_04;0,73;17,22;34,61;4,10;18,38;34,61;-10,00;0,73;7,34;25,55;10,00;3279,00
22.01.2024;22.01.2024;aFRR;NEG_04_08;0,75;13,10;25,28;4,10;13,77;25,28;-25,00;0,75;7,78;23,32;25,00;3236,00
22.01.2024;22.01.2024;aFRR;NEG_08_12;0,47;4,71;5,99;2,10;4,88;5,99;11,00;0,47;3,06;5,99;-11,00;2917,00
22.01.2024;22.01.2024;aFRR;NEG_12_16;0,70;6,47;8,36;2,80;6,74;8,36;-38,00;0,70;4,41;8,20;38,00;3013,00
22.01.2024;22.01.2024;aFRR;NEG_16_20;0,26;2,42;3,05;1,00;2,50;3,05;-55,00;0,26;1,88;3,01;55,00;3385,00
22.01.2024;22.01.2024;aFRR;NEG_20_24;0,41;4,65;5,86;2,10;4,81;5,86;-2,00;0,41;3,24;5,80;2,00;3325,00
23.01.2024;23.01.2024;aFRR;POS_00_04;1,00;3,33;3,99;2,11;3,39;3,99;-42,00;1,00;2,94;3,96;42,00;3297,00
23.01.2024;23.01.2024;aFRR;POS_04_08;2,09;4,25;4,97;2,77;4,29;4,97;-80,00;2,09;3,94;4,73;80,00;3472,00
23.01.2024;23.01.2024;aFRR;POS_08_12;3,29;6,42;7,31;4,01;6,50;7,31;-80,00;3,29;5,83;7,15;80,00;4158,00
23.01.2024;23.01.2024;aFRR;POS_12_16;1,00;3,40;3,94;2,19;3,43;3,94;-68,00;1,00;3,14;3,91;68,00;3771,00
23.01.2024;23.01.2024;aFRR;POS_16_20;4,80;10,00;11,25;6,59;10,17;11,25;-80,00;4,80;8,90;11,10;80,00;3704,00
23.01.2024;23.01.2024;aFRR;POS_20_24;2,27;4,53;5,57;2,85;4,60;5,57;-80,00;2,27;4,04;4,89;80,00;3771,00
23.01.2024;23.01.2024;aFRR;NEG_00_04;1,71;17,14;24,98;5,00;17,91;24,98;-50,00;1,71;11,51;24,20;50,00;3215,00
23.01.2024;23.01.2024;aFRR;NEG_04_08;1,11;12,69;17,75;4,10;13,18;17,75;-29,00;1,11;8,73;16,90;29,00;3141,00
23.01.2024;23.01.2024;aFRR;NEG_08_12;0,47;4,11;4,77;2,10;4,20;4,77;-50,00;0,47;3,45;4,72;50,00;3018,00
23.01.2024;23.01.2024;aFRR;NEG_12_16;0,56;4,95;5,91;2,38;5,02;5,91;52,00;0,56;3,97;5,80;-52,00;3348,00
23.01.2024;23.01.2024;aFRR;NEG_16_20;0,22;2,07;2,39;1,24;2,12;2,39;-12,00;0,22;1,64;2,38;12,00;3327,00
23.01.2024;23.01.2024;aFRR;NEG_20_24;0,50;4,33;5,34;2,10;4,41;5,34;4,00;0,50;3,56;5,30;-4,00;2961,00
24.01.2024;24.01.2024;aFRR;POS_00_04;1,64;3,19;3,50;1,92;3,21;3,50;58,00;1,64;2,86;3,50;-58,00;3489,00
24.01.2024;24.01.2024;aFRR;POS_04_08;2,13;4,10;4,43;2,75;4,13;4,43;-16,00;2,13;3,81;4,43;16,00;3441,00
24.01.2024;24.01.2024;aFRR;POS_08_12;3,14;6,29;6,78;4,04;6,35;6,78;-13,00;3,14;5,68;6,70;13,00;4300,00
24.01.2024;24.01.2024;aFRR;POS_12_16;1,78;3,24;3,63;2,18;3,26;3,63;-53,00;1,78;3,13;3,63;53,00;4061,00
24.01.2024;24.01.2024;aFRR;POS_16_20;4,97;9,43;9,98;6,22;9,57;9,98;-15,00;4,97;8,25;9,90;15,00;4355,00
24.01.2024;24.01.2024;aFRR;POS_20_24;2,34;4,43;4,91;3,08;4,49;4,91;-73,00;2,34;3,98;4,89;73,00;3807,00
24.01.2024;24.01.2024;aFRR;NEG_00_04;1,74;24,75;37,96;8,00;25,59;37,96;-80,00;1,74;19,43;36,98;80,00;3042,00
24.01.2024;24.01.2024;aFRR;NEG_04_08;1,17;17,16;25,75;5,50;17,91;25,75;-80,00;1,17;12,33;21,75;80,00;3038,00
24.01.2024;24.01.2024;aFRR;NEG_08_12;0,37;3,83;4,74;1,60;3,89;4,74;-42,00;0,37;3,37;4,61;42,00;2983,00
24.01.2024;24.01.2024;aFRR;NEG_12_16;0,36;5,02;6,88;2,10;5,12;6,88;-26,00;0,36;4,26;6,50;26,00;2964,00
24.01.2024;24.01.2024;aFRR;NEG_16_20;0,16;1,94;2,38;0,95;1,97;2,38;-28,00;0,16;1,68;2,25;28,00;3212,00
24.01.2024;24.01.2024;aFRR;NEG_20_24;0,40;4,19;5,68;2,11;4,22;5,68;-30,00;0,40;3,95;5,62;30,00;3388,00
25.01.2024;25.01.2024;aFRR;POS_00_04;1,48;3,00;3,50;1,58;3,02;3,50;24,00;1,48;2,71;3,50;-24,00;3438,00
25.01.2024;25.01.2024;aFRR;POS_04_08;1,95;4,05;4,72;1,99;4,11;4,72;-80,00;1,95;3,65;4,54;80,00;3408,00
25.01.2024;25.01.2024;aFRR;POS_08_12;3,01;8,24;14,00;3,05;8,65;14,00;-80,00;3,01;5,46;7,00;80,00;3957,00
25.01.2024;25.01.2024;aFRR;POS_12_16;1,55;4,80;8,85;1,63;5,08;8,85;-80,00;1,55;2,89;3,91;80,00;4172,00
25.01.2024;25.01.2024;aFRR;POS_16_20;4,36;15,58;22,54;4,49;16,62;22,54;-80,00;4,36;8,82;16,33;80,00;3907,00
25.01.2024;25.01.2024;aFRR;POS_20_24;2,17;6,16;8,93;2,21;6,47;8,93;-80,00;2,17;4,16;5,40;80,00;3897,00
25.01.2024;25.01.2024;aFRR;NEG_00_04;2,57;21,47;25,89;10,00;22,00;25,89;-28,00;2,57;17,56;25,80;28,00;3166,00
25.01.2024;25.01.2024;aFRR;NEG_04_08;1,71;13,30;16,76;5,28;13,47;16,76;-72,00;1,71;12,22;16,70;72,00;3361,00
25.01.2024;25.01.2024;aFRR;NEG_08_12;0,36;3,69;6,00;1,88;3,80;6,00;-80,00;0,36;3,05;3,69;80,00;2861,00
25.01.2024;25.01.2024;aFRR;NEG_12_16;0,46;4,36;6,40;2,64;4,41;6,40;-80,00;0,46;4,03;5,36;80,00;3273,00
25.01.2024;25.01.2024;aFRR;NEG_16_20;0,17;1,64;1,88;0,94;1,65;1,88;-80,00;0,17;1,54;1,83;80,00;3792,00
25.01.2024;25.01.2024;aFRR;NEG_20_24;0,36;3,38;3,95;2,00;3,40;3,94;30,00;0,36;3,22;3,95;-30,00;3658,00
26.01.2024;26.01.2024;aFRR;POS_00_04;1,41;2,86;3,17;1,71;2,89;3,17;-27,00;1,41;2,62;3,08;27,00;3531,00
26.01.2024;26.01.2024;aFRR;POS_04_08;2,06;4,07;4,60;2,30;4,11;4,60;-79,00;2,06;3,80;4,56;79,00;3487,00
26.01.2024;26.01.2024;aFRR;POS_08_12;3,48;7,43;8,16;5,00;7,51;8,16;35,00;3,48;6,41;8,09;-35,00;4343,00
26.01.2024;26.01.2024;aFRR;POS_12_16;2,33;4,07;4,73;3,20;4,17;4,73;-39,00;2,33;3,30;4,65;39,00;4168,00
26.01.2024;26.01.2024;aFRR;POS_16_20;5,98;11,18;13,16;8,70;11,25;13,16;11,00;5,98;10,40;13,00;-11,00;4372,00
26.01.2024;26.01.2024;aFRR;POS_20_24;3,00;4,92;5,75;3,00;4,94;5,75;66,00;3,40;4,72;5,58;-66,00;4309,00
26.01.2024;26.01.2024;aFRR;NEG_00_04;1,89;13,34;16,05;6,00;13,33;16,05;48,00;1,89;13,59;16,00;-48,00;3451,00
26.01.2024;26.01.2024;aFRR;NEG_04_08;0,95;9,38;11,05;5,45;9,40;11,05;46,00;0,95;9,14;11,05;-46,00;3382,00
26.01.2024;26.01.2024;aFRR;NEG_08_12;0,31;3,70;4,50;2,00;3,87;4,50;-80,00;0,31;2,61;3,10;80,00;3140,00
26.01.2024;26.01.2024;aFRR;NEG_12_16;0,36;4,91;6,94;2,72;5,09;6,94;-80,00;0,36;3,73;5,00;80,00;2836,00
26.01.2024;26.01.2024;aFRR;NEG_16_20;0,14;1,62;2,50;0,99;1,67;2,50;-80,00;0,14;1,36;1,70;80,00;3230,00
26.01.2024;26.01.2024;aFRR;NEG_20_24;0,28;3,79;5,13;2,00;3,92;5,13;-76,00;0,28;2,98;5,00;76,00;3126,00
27.01.2024;27.01.2024;aFRR;POS_00_04;1,38;2,89;3,52;2,02;2,93;3,52;-80,00;1,38;2,61;3,48;80,00;3851,00
27.01.2024;27.01.2024;aFRR;POS_04_08;1,98;3,77;4,11;2,88;3,79;4,11;-2,00;1,98;3,53;4,10;2,00;4121,00
27.01.2024;27.01.2024;aFRR;POS_08_12;2,80;6,15;6,72;5,26;6,34;6,72;-80,00;2,80;4,86;5,95;80,00;4308,00
27.01.2024;27.01.2024;aFRR;POS_12_16;1,69;3,34;3,81;2,92;3,38;3,81;-80,00;1,69;3,06;3,73;80,00;4055,00
27.01.2024;27.01.2024;aFRR;POS_16_20;4,63;10,48;13,24;7,00;10,71;13,24;-60,00;4,63;8,87;13,01;60,00;3868,00
27.01.2024;27.01.2024;aFRR;POS_20_24;2,03;5,35;6,92;3,00;5,56;6,92;-78,00;2,03;3,99;6,48;78,00;4121,00
27.01.2024;27.01.2024;aFRR;NEG_00_04;1,00;12,09;15,40;5,10;12,29;15,40;-80,00;1,00;10,86;14,11;80,00;3180,00
27.01.2024;27.01.2024;aFRR;NEG_04_08;0,69;8,24;10,40;3,20;8,32;10,40;-80,00;0,69;7,76;9,99;80,00;3314,00
27.01.2024;27.01.2024;aFRR;NEG_08_12;0,42;3,56;4,47;1,70;3,72;4,47;-80,00;0,42;2,43;2,96;80,00;3193,00
27.01.2024;27.01.2024;aFRR;NEG_12_16;0,54;4,87;5,89;2,10;5,07;5,89;-80,00;0,54;3,61;4,47;80,00;3407,00
27.01.2024;27.01.2024;aFRR;NEG_16_20;0,15;1,59;2,01;1,00;1,66;2,01;-80,00;0,15;1,19;1,40;80,00;3911,00
27.01.2024;27.01.2024;aFRR;NEG_20_24;0,40;3,43;4,08;2,00;3,50;4,08;-68,00;0,40;2,94;4,02;68,00;3643,00
28.01.2024;28.01.2024;aFRR;POS_00_04;1,45;3,26;4,40;1,95;3,35;4,40;-80,00;1,45;2,66;3,23;80,00;3800,00
28.01.2024;28.01.2024;aFRR;POS_04_08;1,73;3,49;3,95;2,54;3,53;3,95;-80,00;1,73;3,20;3,86;80,00;4209,00
28.01.2024;28.01.2024;aFRR;POS_08_12;2,50;5,46;6,12;4,80;5,64;6,12;-80,00;2,50;4,28;5,49;80,00;4173,00
28.01.2024;28.01.2024;aFRR;POS_12_16;1,28;3,00;3,42;1,99;3,04;3,42;-54,00;1,28;2,70;3,40;54,00;3777,00
28.01.2024;28.01.2024;aFRR;POS_16_20;4,90;9,95;10,77;6,00;10,11;10,77;-80,00;4,90;8,84;10,53;80,00;4361,00
28.01.2024;28.01.2024;aFRR;POS_20_24;2,74;5,04;5,68;3,00;5,10;5,68;-3,00;2,74;4,42;5,62;3,00;4263,00
28.01.2024;28.01.2024;aFRR;NEG_00_04;1,23;9,85;11,20;7,39;9,90;11,20;22,00;1,23;9,31;11,20;-22,00;3669,00
28.01.2024;28.01.2024;aFRR;NEG_04_08;0,82;6,74;7,74;5,65;6,77;7,74;73,00;0,82;6,32;7,62;-73,00;3583,00
28.01.2024;28.01.2024;aFRR;NEG_08_12;0,35;3,79;6,35;2,00;3,99;6,35;-80,00;0,35;2,49;3,73;80,00;2901,00
28.01.2024;28.01.2024;aFRR;NEG_12_16;0,52;7,63;13,54;3,00;8,27;13,54;-80,00;0,52;3,53;4,68;80,00;3202,00
28.01.2024;28.01.2024;aFRR;NEG_16_20;0,17;2,05;3,04;1,00;2,19;3,04;-80,00;0,17;1,17;1,72;80,00;3258,00
28.01.2024;28.01.2024;aFRR;NEG_20_24;0,27;3,46;4,07;2,00;3,59;4,07;-80,00;0,27;2,71;3,90;80,00;3311,00
29.01.2024;29.01.2024;aFRR;POS_00_04;1,76;3,41;3,98;2,18;3,47;3,98;-36,00;1,76;2,99;3,98;36,00;3826,00
29.01.2024;29.01.2024;aFRR;POS_04_08;1,63;3,78;4,32;2,70;3,86;4,32;-80,00;1,63;3,24;4,04;80,00;4032,00
29.01.2024;29.01.2024;aFRR;POS_08_12;2,47;6,07;6,90;4,40;6,25;6,90;-77,00;2,47;4,84;6,78;77,00;4313,00
29.01.2024;29.01.2024;aFRR;POS_12_16;1,37;3,35;3,85;2,30;3,43;3,85;-80,00;1,37;2,83;3,81;80,00;3992,00
29.01.2024;29.01.2024;aFRR;POS_16_20;4,78;14,49;23,43;7,50;15,18;23,43;-80,00;4,78;9,91;16,22;80,00;3861,00
29.01.2024;29.01.2024;aFRR;POS_20_24;2,11;5,47;6,87;3,60;5,67;6,87;-80,00;2,11;4,19;5,73;80,00;4419,00
29.01.2024;29.01.2024;aFRR;NEG_00_04;0,73;10,59;15,54;2,40;10,71;15,54;-33,00;0,73;9,65;15,53;33,00;3461,00
29.01.2024;29.01.2024;aFRR;NEG_04_08;0,54;7,10;11,74;1,40;7,18;11,74;-80,00;0,54;6,64;9,36;80,00;3537,00
29.01.2024;29.01.2024;aFRR;NEG_08_12;0,37;3,41;4,11;1,10;3,59;4,11;-80,00;0,37;2,33;3,00;80,00;3119,00
29.01.2024;29.01.2024;aFRR;NEG_12_16;0,76;5,70;7,50;1,00;6,02;7,50;-80,00;0,76;3,59;5,38;80,00;3218,00
29.01.2024;29.01.2024;aFRR;NEG_16_20;0,22;1,77;2,13;0,90;1,86;2,13;-80,00;0,22;1,18;1,48;80,00;3513,00
29.01.2024;29.01.2024;aFRR;NEG_20_24;0,36;2,93;3,55;1,80;3,00;3,55;-80,00;0,36;2,50;3,30;80,00;3261,00
30.01.2024;30.01.2024;aFRR;POS_00_04;1,84;3,36;3,90;2,20;3,43;3,90;-80,00;1,84;2,94;3,66;80,00;3872,00
30.01.2024;30.01.2024;aFRR;POS_04_08;2,12;3,99;4,94;2,39;4,02;4,94;-25,00;2,12;3,72;4,91;25,00;3914,00
30.01.2024;30.01.2024;aFRR;POS_08_12;3,61;6,07;7,21;3,81;6,10;7,21;13,00;3,61;5,75;7,21;-13,00;4305,00
30.01.2024;30.01.2024;aFRR;POS_12_16;1,88;3,32;4,21;2,13;3,31;4,21;-38,00;1,88;3,33;4,20;38,00;3704,00
30.01.2024;30.01.2024;aFRR;POS_16_20;6,99;11,56;16,36;9,80;11,53;14,61;80,00;6,99;12,07;16,36;-80,00;4332,00
30.01.2024;30.01.2024;aFRR;POS_20_24;2,95;5,16;5,83;3,80;5,20;5,78;80,00;2,95;4,58;5,83;-80,00;4450,00
