timestep;price_power_EUR_MWh;trend_EUR_MWh_per_h;volatility_EUR_MWh
5,5728e6;69,35;0,7832967032967061;0,9319706169022887
5,5737e6;69,35;0,9949450549450574;1,1080804608386117
5,5746e6;69,35;1,1426373626373645;1,2159564136925312
5,5755e6;69,35;1,2263736263736273;1,2730641412326045
5,5764e6;69,29;2,406593406593406;3,111683936886412
5,5773e6;69,29;3,32021978021978;3,994419023253986
5,5782e6;69,29;3,9751648351648354;4,522402782048158
5,5791e6;69,29;4,371428571428572;4,8138142561079045
5,58e6;70,64;7,006593406593407;8,389254421197974
5,5809e6;70,64;9,174505494505496;10,368640095783894
5,5818e6;70,64;10,697142857142856;11,557958297208032
5,5827e6;70,64;11,574505494505491;12,190680761790844
5,5836e6;72,26;14,388571428571424;15,131080256993869
5,5845e6;72,26;16,376263736263734;16,846854990677727
5,5854e6;72,26;17,32395604395604;17,60613500299227
5,5863e6;72,26;17,23164835164835;17,533624546670026
5,5872e6;81,06;16,055824175824174;16,5890828327177
5,5881e6;81,06;15,201098901098904;16,00489071887331
5,589e6;81,06;13,507032967032966;14,778936804686696
5,5899e6;81,06;10,973626373626372;12,72709737891196
5,5908e6;100,0;4,192087912087913;10,637820892143903
5,5917e6;100,0;0,05318681318681416;11,362130194822734
5,5926e6;100,0;-3,940659340659338;12,01974668020962
5,5935e6;100,0;-7,789450549450546;12,621099651387604
5,5944e6;119,58;-13,240439560439556;14,9134190133137
5,5953e6;119,58;-15,24285714285714;16,384972985744884
5,5962e6;119,58;-16,378681318681313;17,16368964726676
5,5971e6;119,58;-16,647912087912083;17,343147763856894
5,598e6;119,25;-16,33670329670329;17,124040830334824
5,5989e6;119,25;-15,161978021978019;16,27735366414615
5,5998e6;119,25;-13,080219780219776;14,657272851246827
5,6007e6;119,25;-10,09142857142857;11,953367297276097
5,6016e6;93,4;-6,675604395604396;7,307320705801539
5,6025e6;93,4;-6,249670329670331;6,975762250418157
5,6034e6;93,4;-5,404835164835166;6,266426413834284
5,6043e6;93,4;-4,141098901098902;5,021698813584799
5,6052e6;80,15;-2,5916483516483533;2,6603132647616285
5,6061e6;80,15;-2,6395604395604417;2,695900020972019
5,607e6;80,15;-2,5375824175824198;2,619575224912308
5,6079e6;80,15;-2,2857142857142883;2,420776523010537
5,6088e6;77,98;-2,0171428571428605;2,152547089928345
5,6097e6;77,98;-1,9103296703296742;2,0690088051763937
5,6106e6;77,98;-1,6791208791208834;1,8754794258863756
